C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score,C18_names,C18_logfold,C18_pvals_adj,C18_z_score,C19_names,C19_logfold,C19_pvals_adj,C19_z_score,C20_names,C20_logfold,C20_pvals_adj,C20_z_score,C21_names,C21_logfold,C21_pvals_adj,C21_z_score
SLC8A2,1.3867015,1.0,0.08562978,ALDH1L1,-16.5591,1.0,-0.020088967,DMTF1,-0.11745382,1.0,0.07996585,C2orf83,-17.878149,1.0,-0.033859022,NOS3,-18.033058,1.0,-0.020348787,C1orf115,-20.158821,1.0,-0.050468687,BLNK,0.75150317,1.0,-0.023618484,SLC16A8,-16.368828,1.0,-0.015684849,SPATA6L,-20.118921,1.0,-0.04395547,DLD,-0.015128996,0.23556948684493031,1.6605198,ANKK1,-18.984,1.0,-0.019810436,ZBTB10,-0.29050705,1.3113665100354815e-10,6.584486,HIBCH,0.30379936,0.0013617994069509193,3.4634163,SPATC1L,0.6580643,9.707469741537142e-14,7.586499,MSTO1,-0.08206031,2.828348013939733e-16,8.30837,KCNK3,-19.412968,1.0,-0.05264408,BECN1,0.08290361,0.4662208817475168,1.2645364,OPN1LW,0.0,1.0,0.0,HORMAD1,-21.421343,1.0,-0.1362503,IGFBP1,-18.651793,1.0,-0.0542271,GLB1L2,-20.444069,1.0,-0.029969476,ARTN,-18.777588,1.0,-0.010932085
NEUROG2,2.8598056,1.0,0.08562978,TSSK3,-17.815966,1.0,-0.020088967,ADAMTSL2,2.152333,1.0,0.07924638,UGT3A2,-19.316519,1.0,-0.033859022,GRHL3,-17.597343,1.0,-0.020348787,NKX3-2,-18.861208,1.0,-0.050468687,LILRB1,0.36437315,1.0,-0.024132648,VHLL,-18.450548,1.0,-0.015684849,ACSM5,-18.603947,1.0,-0.04395547,RETREG2,-0.020403238,0.2371354579618584,1.6571968,UNC79,-18.06736,1.0,-0.019810436,C19orf48,-0.19717056,1.324871969239754e-10,6.5829396,CIAPIN1,0.5108973,0.0013633500337132652,3.463072,RNF31,0.12951213,1.0087719213089695e-13,7.5814953,ZNF550,0.1495098,3.044776205754328e-16,8.299537,NHLH1,-20.157778,1.0,-0.05264408,AASDH,0.33833125,0.46751527102198226,1.2627994,MYCNOS,0.0,1.0,0.0,GIMAP7,-1.2409152,1.0,-0.13663591,SULT4A1,-19.205534,1.0,-0.0542271,TDO2,-20.448637,1.0,-0.029969476,CFAP53,-18.258947,1.0,-0.010932085
SDR9C7,2.4819329,1.0,0.08562978,CCR8,-19.099422,1.0,-0.020088967,F11,1.8814665,1.0,0.07924638,TRPM3,-16.465338,1.0,-0.033859022,GAL3ST1,-18.528755,1.0,-0.020348787,GHRL,-20.372156,1.0,-0.050468687,CORIN,2.2382638,1.0,-0.024382384,ADGRG7,-18.658308,1.0,-0.015684849,ZNF385D,-20.222195,1.0,-0.04395547,NCKAP5,0.84472233,0.237467946052,1.656456,ATP2C2,-18.816324,1.0,-0.019810436,RDH13,0.34323487,1.3304488166480028e-10,6.582292,IGFBP5,-0.08099579,0.0013697223654268499,3.461779,ZSCAN21,0.041917577,1.0101780543923439e-13,7.5812936,NELFA,0.0038712907,3.07198075774336e-16,8.298461,GZMK,-21.506582,1.0,-0.05264408,FUZ,0.5918159,0.4682458528853236,1.2618295,BHLHE23,0.0,1.0,0.0,TNFRSF18,-0.4445042,1.0,-0.1370739,ZNF492,1.4784961,1.0,-0.054442286,VSIG8,-19.666714,1.0,-0.029969476,B4GALNT3,-17.20613,1.0,-0.010932085
RASL10A,2.723198,1.0,0.08562978,GPRC5D,-18.773739,1.0,-0.020088967,ZSCAN5B,1.2555312,1.0,0.0792305,PCP4,-16.898731,1.0,-0.033859022,DNAH11,-17.212101,1.0,-0.020348787,POU3F3,-19.0543,1.0,-0.050468687,FRMPD1,0.9560042,1.0,-0.024389729,TENM1,-19.270603,1.0,-0.015684849,LRRTM2,-19.365835,1.0,-0.04395547,POU2F1,0.068214305,0.23818310282450025,1.6549399,EPO,-18.787745,1.0,-0.019810436,UGCG,0.120484196,1.357255158775942e-10,6.579303,QRICH1,-0.032030392,0.0013770888026048535,3.4602973,PPM1A,-0.0020639491,1.0102115294457227e-13,7.5812683,TTC27,-0.061667573,3.084913509594071e-16,8.297942,NYAP1,-19.92631,1.0,-0.05264408,NXPH4,0.5815325,0.4688811432261895,1.2609056,PRRG3,0.0,1.0,0.0,ZNF662,-20.245419,1.0,-0.13751188,C16orf74,1.6199585,1.0,-0.054567233,DPPA4,-20.695944,1.0,-0.029969476,FAM183A,-17.710136,1.0,-0.010932085
IL9,1.40466,1.0,0.08562534,SLC25A52,-17.501404,1.0,-0.020088967,HPD,0.4629309,1.0,0.07919556,NMBR,-16.587072,1.0,-0.033859022,LY6G6D,-18.55308,1.0,-0.020348787,C19orf33,-20.31984,1.0,-0.050468687,SMCO2,1.227173,1.0,-0.024389729,RASEF,-16.715994,1.0,-0.015684849,NEB,-20.089384,1.0,-0.04395547,RHOBTB1,0.13510741,0.23832172734072335,1.6545291,KLHL4,-18.126253,1.0,-0.019810436,PRADC1,0.17313378,1.357405991389554e-10,6.5792623,GNL3L,0.12655342,0.0013858675745109352,3.4585478,COA7,0.4083444,1.016645082671396e-13,7.5804234,STK3,-0.07859089,3.094067149249003e-16,8.297571,ASMT,-20.110516,1.0,-0.05264408,CMAS,0.1071481,0.4697690004210451,1.2596008,FATE1,0.0,1.0,0.0,ST6GALNAC2,-20.769922,1.0,-0.13751188,ADAM20,1.2237027,1.0,-0.054674827,ATG9B,-19.946035,1.0,-0.029969476,PTK6,-19.14152,1.0,-0.010932085
POU5F2,-0.36496785,1.0,0.08556763,TEX43,-17.735262,1.0,-0.020088967,MMP21,0.50617975,1.0,0.07854756,ADH1C,-17.204924,1.0,-0.033859022,SGSM1,-18.942892,1.0,-0.020348787,SSMEM1,-19.914124,1.0,-0.050468687,FBXO24,1.7841997,1.0,-0.024397075,DEFB134,-17.655024,1.0,-0.015684849,RTL9,-18.475222,1.0,-0.04395547,ZMIZ1,0.014841409,0.2384285109009223,1.6541829,RNASE13,-18.738972,1.0,-0.019810436,SMIM12,-0.12139181,1.3620834853908324e-10,6.5787272,MAGI3,0.6976818,0.001387333320317291,3.458225,UBOX5,0.18315955,1.0328699771190492e-13,7.5783477,NLRX1,0.854733,3.155312839828552e-16,8.295222,DLX4,-20.14432,1.0,-0.05264408,SCAF4,0.035863213,0.46997479322154895,1.2592766,CNGA2,0.0,1.0,0.0,MYRIP,-22.07435,1.0,-0.13751188,ANO1,0.6056746,1.0,-0.054702595,PAQR9,-20.52446,1.0,-0.029969476,WNT7A,-20.912455,1.0,-0.010932085
SESTD1,0.025915436,1.0,0.08543444,SLC35G5,-16.059137,1.0,-0.020088967,SMPDL3A,0.44712463,1.0,0.078490384,VWA2,-18.801643,1.0,-0.033859022,MUC17,-17.333467,1.0,-0.020348787,SPIB,-21.779593,1.0,-0.050468687,DDX11,1.4158611,1.0,-0.024411766,SLC9A2,-18.192913,1.0,-0.015684849,TAF10,0.21087146,1.0,-0.04396664,ATP6V1C1,0.022086602,0.23876678768538961,1.6533684,NTF4,-16.934458,1.0,-0.019810436,NUDT11,1.1682976,1.3667416196549335e-10,6.578196,ZNF595,0.32160813,0.001390354852703344,3.4576008,ALKBH6,0.3607917,1.033060223638231e-13,7.578303,CASD1,0.18533473,3.1673149227234214e-16,8.294752,MARS2,-1.4598432,1.0,-0.053103935,RTL10,0.106562085,0.4702666572058181,1.258847,MAGEA4,0.0,1.0,0.0,PCDHGA9,-20.26746,1.0,-0.13751188,VASH2,-0.26632613,1.0,-0.054751184,TAFA2,-20.40402,1.0,-0.029969476,CTNND2,-18.862915,1.0,-0.010932085
SCARB2,0.03328656,1.0,0.08517028,TVP23A,-18.590832,1.0,-0.020088967,TNFRSF10C,0.29876545,1.0,0.078458615,C5orf60,-17.457968,1.0,-0.033859022,CAPN8,-15.4875145,1.0,-0.020348787,GPR4,-19.74305,1.0,-0.050468687,ADAMTS17,0.90982544,1.0,-0.024426457,CFAP157,-17.958971,1.0,-0.015684849,DEF8,1.9162549,1.0,-0.044156488,ZNF207,0.06487877,0.23876678768538961,1.6533684,RFPL3,-17.880539,1.0,-0.019810436,MCM3AP,0.0024856175,1.4128480887758286e-10,6.5732365,SAP30BP,-0.01466979,0.0014014200420550702,3.4553504,SRGN,0.17820135,1.0350310379688399e-13,7.5780344,ZNF841,-0.07868266,3.2207553090261807e-16,8.292744,SHOC1,1.0011082,1.0,-0.053140722,SEMA4F,0.50200164,0.47080294435305753,1.2579745,OR2M2,0.0,1.0,0.0,LRRC46,-21.25252,1.0,-0.13751188,KANTR,1.9318726,1.0,-0.05478936,SLC26A10,-18.621586,1.0,-0.029969476,SYT17,-19.57806,1.0,-0.010932085
ZW10,-0.051213786,1.0,0.08509258,ADAM11,-16.217585,1.0,-0.020088967,ADAM11,4.307644,1.0,0.0774485,KCNA5,-19.63018,1.0,-0.033859022,TYRP1,-16.645584,1.0,-0.020348787,OR8A1,-20.49215,1.0,-0.051565833,FCRL6,-0.08337887,1.0,-0.024580706,CIDEC,-17.494795,1.0,-0.015684849,ZNF214,-0.34090137,1.0,-0.044603188,FOXN2,-0.0071350224,0.23879287260501497,1.6532506,WDR93,-17.798826,1.0,-0.019810436,PIK3R3,0.43735948,1.422325374911834e-10,6.5722175,YTHDF2,0.050749633,0.0014063753870110218,3.4543607,ACP2,-0.21462092,1.0452123752015774e-13,7.5767426,ARID4A,-0.00856269,3.3232453258194097e-16,8.288999,PM20D2,-0.47114086,1.0,-0.05339824,PHC3,0.044991344,0.4719333111844641,1.2564481,PRSS37,0.0,1.0,0.0,ASGR1,-21.510626,1.0,-0.13751188,ZMYND10,0.9471328,1.0,-0.05495596,GABRR2,-19.354061,1.0,-0.029969476,PLEKHG6,-18.882048,1.0,-0.010932085
KCNJ14,-0.50701743,1.0,0.084602006,KNDC1,-17.073267,1.0,-0.020088967,SH2D6,1.5489241,1.0,0.0774358,HNF4G,-17.215612,1.0,-0.033859022,CREG2,-16.991621,1.0,-0.020348787,CELF5,-18.96136,1.0,-0.051565833,CFHR2,-17.194891,1.0,-0.024734953,TMEM221,-16.44008,1.0,-0.015684849,EFCAB6,-0.44997528,1.0,-0.044860043,EIF4G3,0.045742117,0.23909842227143968,1.6525029,CCNI2,-19.792677,1.0,-0.019810436,CIAPIN1,0.69979614,1.4271664766610925e-10,6.571688,FYCO1,-0.0051892446,0.0014098733972160013,3.4536529,FAHD1,0.5054764,1.0471111263579862e-13,7.576486,MARS,0.93444765,3.4818413515661084e-16,8.283432,TMEM114,-20.213339,1.0,-0.05361897,TMEM98,0.30106214,0.47206893791558585,1.2562103,GABRA3,0.0,1.0,0.0,C8G,-21.742922,1.0,-0.13751188,TAF4B,1.8397315,1.0,-0.05519197,STOX1,-20.495386,1.0,-0.029969476,KANK4,-17.885086,1.0,-0.010932085
PLEKHH1,0.41821012,1.0,0.084542066,QRFP,-17.179884,1.0,-0.020088967,CACNA1E,2.35613,1.0,0.0774358,IL22RA1,-17.43315,1.0,-0.033859022,OTOP2,-17.528612,1.0,-0.020348787,CLCA2,-20.280687,1.0,-0.051565833,F11,-18.639202,1.0,-0.024734953,LAD1,-18.339521,1.0,-0.015684849,SYN2,-19.844597,1.0,-0.045027554,ZNF70,0.11501499,0.23926486583381046,1.6520368,SLCO1C1,-16.543032,1.0,-0.019810436,THG1L,-0.027630163,1.4388602013601487e-10,6.57045,GPR173,1.536545,0.0014194430267965147,3.4517517,BORCS6,0.24451567,1.0705958186026834e-13,7.573585,PRIMPOL,0.66595745,3.5135479659033955e-16,8.282334,SULT2B1,-19.783323,1.0,-0.05361897,ZIK1,0.8525761,0.4727238071412959,1.2552135,NTSR2,0.0,1.0,0.0,PPFIA3,-20.311792,1.0,-0.13751188,SALL2,2.0732527,1.0,-0.05519197,PDE8B,-20.04697,1.0,-0.029969476,HAND2,-19.822018,1.0,-0.010932085
CYP21A2,0.59715116,1.0,0.08450211,FOXB1,-18.457605,1.0,-0.020088967,RS1,2.087271,1.0,0.07742944,TAAR1,-18.277285,1.0,-0.033859022,COL28A1,-17.382261,1.0,-0.020348787,TRPC6,-20.932655,1.0,-0.051565833,ADAMTSL2,-17.569496,1.0,-0.024734953,TNNI1,-18.396235,1.0,-0.015684849,ART4,-21.415012,1.0,-0.045027554,MTX1,0.19394296,0.24002058006937943,1.6503822,SLC5A12,-17.545721,1.0,-0.019810436,DHX57,0.31088272,1.4716781554216455e-10,6.567044,TRIM2,1.1673192,0.0014223225277689754,3.4511669,DDX17,-0.046747144,1.0975253338432047e-13,7.570338,CYB5R2,1.0696502,3.5148005783365497e-16,8.282272,ST8SIA1,-19.686459,1.0,-0.05361897,ZMYM1,0.34271657,0.47319909166051943,1.2544706,ADRA1A,0.0,1.0,0.0,BICDL1,-22.512554,1.0,-0.13877346,PSG9,-18.396267,1.0,-0.05597636,GSDMA,-19.584448,1.0,-0.029969476,LMAN1L,-19.360067,1.0,-0.010932085
MYBPH,-0.5828368,1.0,0.084444396,SLC17A3,-18.497581,1.0,-0.020088967,QRFP,1.4926535,1.0,0.07742944,LKAAEAR1,-18.697554,1.0,-0.033859022,ADAM11,-16.219767,1.0,-0.020348787,OVCH2,-18.87136,1.0,-0.051565833,ENTPD3,-19.04578,1.0,-0.024734953,OTX1,-16.099855,1.0,-0.015684849,EQTN,-19.80773,1.0,-0.045027554,UROS,0.008491571,0.240712877403818,1.6489236,PCDH17,-18.733788,1.0,-0.019810436,ITGA2,1.6994026,1.4917747833753151e-10,6.5649757,IPPK,0.6119461,0.0014313778893273107,3.4494157,TLR4,-0.040323764,1.1179653504805877e-13,7.5679193,LTV1,-0.1395924,3.6016417055260614e-16,8.279347,STAC2,-19.727062,1.0,-0.05361897,GYG2,0.902517,0.4747866478016708,1.2523283,C8A,0.0,1.0,0.0,DOK7,-20.323322,1.0,-0.13877346,NNAT,-19.920818,1.0,-0.05597636,CFAP57,-18.380793,1.0,-0.029969476,CNNM1,-19.646935,1.0,-0.011407393
ADAM20,0.607998,1.0,0.084064804,NLRP14,-15.967519,1.0,-0.020088967,REELD1,0.9336223,1.0,0.07742309,C1orf141,-19.291729,1.0,-0.033859022,CILP,-18.036375,1.0,-0.020348787,P2RY12,-20.261175,1.0,-0.051565833,SYT3,-18.190638,1.0,-0.024734953,SAG,-18.016579,1.0,-0.015684849,PPP2R2B,-21.184826,1.0,-0.045027554,MPP7,0.22254175,0.24145430340407592,1.6471099,MUC13,-18.05742,1.0,-0.019810436,UBN2,0.005517127,1.5072488382356767e-10,6.563414,SLC39A9,0.09914054,0.001434753469845801,3.4487417,SCML1,0.0940967,1.1183396286103554e-13,7.5678544,PHYH,-0.10374394,3.6246227933737386e-16,8.27857,ANKRD30B,-19.670311,1.0,-0.05361897,CFAP36,0.05171472,0.4753758723935543,1.2515314,PRSS1,0.0,1.0,0.0,SEMA6A,-21.859783,1.0,-0.13877346,CRB1,-19.904797,1.0,-0.05597636,TEX36,-18.377806,1.0,-0.029969476,CLVS1,-19.166342,1.0,-0.011407393
CD2,-2.4938114,1.0,0.0838406,GRHL3,-17.595161,1.0,-0.020088967,C16orf96,0.47183844,1.0,0.07741674,MYH14,-17.14295,1.0,-0.033859022,TMC3,-16.84744,1.0,-0.020348787,LRIT3,-19.602884,1.0,-0.051565833,PCDHAC1,-17.721037,1.0,-0.024734953,MUC19,-18.971363,1.0,-0.015684849,EVPL,-21.168535,1.0,-0.045027554,PTPRM,0.11801534,0.24186048933868826,1.6462306,ADH6,-17.352585,1.0,-0.019810436,RHBDD2,-0.41553652,1.5366069187504708e-10,6.560515,PRMT7,0.20076458,0.0014357359771970037,3.4485188,ZBTB17,0.06928597,1.1337283878514823e-13,7.566057,TRMT10A,0.54288095,3.6562977374062787e-16,8.277514,DCLK3,-19.746119,1.0,-0.05361897,CCDC186,-0.09074057,0.47651862783747173,1.2499564,SPO11,0.0,1.0,0.0,JCHAIN,-23.754248,1.0,-0.13877346,CABP1,-18.553226,1.0,-0.05597636,MYH15,-19.144232,1.0,-0.029969476,MEP1A,-19.03533,1.0,-0.011407393
TIA1,-0.09877615,1.0,0.08357866,PNLIPRP3,-17.73657,1.0,-0.020088967,OR1B1,0.44757813,1.0,0.07671951,OMP,-18.17659,1.0,-0.033859022,KIF12,-16.398603,1.0,-0.020348787,PRLR,-20.634117,1.0,-0.051565833,NTN1,-18.707884,1.0,-0.024734953,SYT13,-17.333046,1.0,-0.015684849,MSH4,-19.638243,1.0,-0.045027554,SNX19,-0.0028023939,0.24196629754399185,1.6459537,AKAP14,-17.746136,1.0,-0.019810436,FAM50B,0.6770779,1.5370922567498692e-10,6.560444,CSTF2,0.56556404,0.001438788563946107,3.447907,ZMYND8,-0.2026253,1.1403702455176894e-13,7.5652556,GALK2,-0.09005475,3.740940137323504e-16,8.274769,A3GALT2,-20.205679,1.0,-0.05361897,BPTF,0.030568887,0.4778960189199385,1.2481842,FOXB2,0.0,1.0,0.0,CD247,-23.264425,1.0,-0.13877346,MAP2,-18.553957,1.0,-0.05597636,WFDC10B,-19.247402,1.0,-0.029969476,PURG,-18.19134,1.0,-0.011407393
ANKEF1,0.12104678,1.0,0.08341662,ECT2L,-16.97434,1.0,-0.020088967,MBOAT4,0.1345425,1.0,0.07670998,SCN5A,-16.219969,1.0,-0.033859022,SH2D1B,-19.44824,1.0,-0.020348787,ZNF98,-20.25439,1.0,-0.051565833,ZSCAN5B,-18.301565,1.0,-0.024734953,PMCH,-17.0305,1.0,-0.015684849,VIPR1,-21.397875,1.0,-0.045027554,TRPT1,0.015235651,0.24205485056132492,1.6457114,NUP210L,-18.363638,1.0,-0.019810436,NANS,-0.04091625,1.562006976449731e-10,6.5580225,CCNJL,1.4439263,0.001458856171702298,3.4440498,SMO,0.92075044,1.1453362175684988e-13,7.5646696,INTS11,-0.15980741,3.902051001022665e-16,8.269724,RASAL1,-21.22579,1.0,-0.05361897,PPT2,0.19859385,0.47856373794660845,1.2473035,LRRC3B,0.0,1.0,0.0,GATM,-21.860865,1.0,-0.14003503,KCNK17,-20.827747,1.0,-0.05597636,GDF2,-20.23527,1.0,-0.029969476,WNT4,-18.250435,1.0,-0.011407393
KLHL38,6.277915,1.0,0.082821704,LGALS9C,-16.747797,1.0,-0.020088967,RLN1,0.86356366,1.0,0.07567127,GUCY1A2,-17.758337,1.0,-0.033859022,TAC1,-18.765339,1.0,-0.020348787,CSPG5,-20.134716,1.0,-0.051565833,COL21A1,-17.293438,1.0,-0.024734953,UGT8,-19.63109,1.0,-0.015684849,NAP1L2,-20.477524,1.0,-0.045027554,MIER3,0.11410859,0.24238563941329436,1.6449845,GOT1L1,-18.06827,1.0,-0.019810436,XPNPEP1,0.050235894,1.579365955723789e-10,6.55635,KHNYN,-0.0930081,0.001458968337176989,3.443991,MLF1,0.17592451,1.177163280541667e-13,7.5610633,ZNF227,0.5745515,4.052979444386935e-16,8.26516,GALNT9,-19.592718,1.0,-0.05361897,TANGO6,0.10347199,0.47857773925581737,1.2472143,BOLL,0.0,1.0,0.0,SPX,-20.589813,1.0,-0.14003503,CYP4F3,-20.34114,1.0,-0.05597636,NMUR1,-21.076605,1.0,-0.029969476,MBOAT4,-19.09075,1.0,-0.011407393
LPO,3.5266082,1.0,0.08281282,C12orf54,-17.118982,1.0,-0.020088967,PRX,0.27836588,1.0,0.07502963,IVL,-17.239578,1.0,-0.033859022,SLC35G5,-16.06132,1.0,-0.020348787,PDGFRL,-19.989109,1.0,-0.051565833,TMIE,-17.754738,1.0,-0.024734953,CERS3,-17.680525,1.0,-0.015684849,RSPH1,-19.726843,1.0,-0.045027554,PTRHD1,0.11533602,0.24247430553299726,1.6447421,C20orf202,-17.14524,1.0,-0.019810436,ZNF687,-0.177436,1.603697155676495e-10,6.554045,DAGLB,0.2346101,0.0014733687491177943,3.4412963,COQ4,0.075463116,1.2275314337111614e-13,7.555591,PXMP4,0.46197504,4.0534907949025153e-16,8.265126,PKD2L2,-19.932083,1.0,-0.05361897,CSNK1G2,0.05418848,0.47883793671946523,1.2467551,REG1A,0.0,1.0,0.0,NUP62CL,-22.728485,1.0,-0.14003503,SPATA22,-19.014448,1.0,-0.05597636,IL15,2.4193811,1.0,-0.030116746,BMX,-19.303501,1.0,-0.011407393
C9orf152,4.0879335,1.0,0.08281282,TNNI3,-17.089508,1.0,-0.020088967,AC010255.3,1.7508061,1.0,0.07499628,DENND2A,-17.061367,1.0,-0.033859022,CRB2,-18.360048,1.0,-0.020348787,ARMC4,-19.421701,1.0,-0.051565833,ACTA1,-18.734432,1.0,-0.024734953,IGSF23,-16.403692,1.0,-0.015684849,TMEM178A,-19.990736,1.0,-0.045027554,DHODH,0.26004767,0.24292917941159772,1.6437683,THSD8,-19.288883,1.0,-0.019810436,ATG4D,0.2061148,1.6290619715641862e-10,6.551679,DAAM1,0.25489682,0.0014858150663702105,3.4389818,ENTPD5,0.54043585,1.2788810355326437e-13,7.550235,VIM,0.56605405,4.1414737076451e-16,8.262526,LCE2A,-19.682552,1.0,-0.05361897,PDIA4,0.38861057,0.4792718611176241,1.246158,MNX1,0.0,1.0,0.0,SIGLEC11,-21.237402,1.0,-0.14003503,TEKT2,-19.934444,1.0,-0.05597636,PDE12,2.013047,1.0,-0.0301462,MT1G,-19.784634,1.0,-0.011407393
CDHR4,2.511112,1.0,0.08280838,OR10X1,-18.771637,1.0,-0.020088967,CNGA4,1.1023448,1.0,0.07498992,PDC,-16.339327,1.0,-0.033859022,CTRB2,-17.15516,1.0,-0.020348787,C17orf113,-20.465668,1.0,-0.051565833,ATP6V1C2,-18.375366,1.0,-0.024734953,HRC,-16.6026,1.0,-0.015684849,TLR10,-21.278126,1.0,-0.045027554,GET3,0.042026058,0.24296134517066784,1.6436391,SLC35D3,-19.478077,1.0,-0.019810436,ELOVL6,0.5772949,1.653485317076647e-10,6.549433,AKAP10,0.10978984,0.0014892799998649086,3.438313,ZNF236,0.09240803,1.2993874214978824e-13,7.5481415,CLASP2,-0.1294813,4.367348953544128e-16,8.256148,AICDA,-20.38174,1.0,-0.05361897,FBXO28,0.15276451,0.47933949663850406,1.2460041,LCE3C,0.0,1.0,0.0,ITGB4,-21.796421,1.0,-0.14129661,TP73,-19.755909,1.0,-0.05597636,KHK,0.7722874,1.0,-0.030470194,SYNE4,-19.317793,1.0,-0.011407393
PLA2G2A,2.4206977,1.0,0.0827995,FFAR4,-16.97446,1.0,-0.020088967,GNL2,-0.16183789,1.0,0.07495022,MAFA,-18.646904,1.0,-0.033859022,CFAP77,-16.405441,1.0,-0.020348787,DNAAF3,-18.668854,1.0,-0.051565833,OR2Z1,-19.15528,1.0,-0.024734953,GPC3,-17.548653,1.0,-0.015684849,CACNA1H,-19.253511,1.0,-0.045027554,SHPK,0.081063844,0.2433069607193858,1.6428845,IGSF1,-17.149189,1.0,-0.019810436,NT5DC1,0.012075357,1.6754348371873405e-10,6.5474396,EZH1,0.12735996,0.0015032579091049934,3.4356682,PEF1,0.11649384,1.3336677242456337e-13,7.5447273,C12orf43,-0.100205906,4.4081900798387137e-16,8.255017,SYN3,-20.37386,1.0,-0.05361897,DRG2,-0.12856953,0.47999749612636766,1.2450747,KNG1,0.0,1.0,0.0,CCN5,-20.327806,1.0,-0.14129661,PLAAT1,-18.76609,1.0,-0.05597636,KCNK13,-20.07418,1.0,-0.030779462,SULT1E1,-19.818295,1.0,-0.011407393
FGL1,1.9840009,1.0,0.08279507,ZC2HC1B,-16.79696,1.0,-0.020088967,PROKR1,0.17922293,1.0,0.074942276,ZNF853,-16.969654,1.0,-0.033859022,LHX6,-18.465452,1.0,-0.020348787,RGS9BP,-20.342884,1.0,-0.051565833,IL12B,-17.700611,1.0,-0.024734953,DQX1,-17.145395,1.0,-0.015684849,SGCG,-19.279686,1.0,-0.045027554,FBXL4,0.25522622,0.2439761267089622,1.6414213,SHC2,-16.732662,1.0,-0.019810436,LRWD1,0.6838217,1.6971698389683817e-10,6.5454903,SOX12,0.6409196,0.0015244963180433247,3.431827,AGFG2,0.12550119,1.3490000342266285e-13,7.543216,RAD21,-0.15846778,4.482331409053202e-16,8.252987,SPAG1,-0.64224875,1.0,-0.053778388,TMEM106A,0.031774905,0.47999749612636766,1.2449964,LY6H,0.0,1.0,0.0,DBNDD1,-20.535225,1.0,-0.14129661,GJA4,-20.661818,1.0,-0.05597636,F12,-18.8973,1.0,-0.030779462,CD19,-20.77605,1.0,-0.011407393
CKMT2,1.4173349,1.0,0.08279507,MYOM2,-17.813206,1.0,-0.020088967,LIPG,1.2294143,1.0,0.07392898,RPGRIP1,-18.299223,1.0,-0.033859022,PI15,-17.332006,1.0,-0.020348787,POTEM,1.9924635,1.0,-0.05196976,AMPD1,-20.116241,1.0,-0.024734953,SLC4A9,-17.766932,1.0,-0.015684849,WFDC13,-20.066448,1.0,-0.045027554,CCDC57,0.112712935,0.24422650116308628,1.6408583,PADI3,-17.993612,1.0,-0.019810436,MXRA5,0.6410534,1.7151404149681464e-10,6.5438924,MUC1,0.28735653,0.0015430303253366707,3.4285102,COX7A2,-0.039051026,1.3631319536152956e-13,7.5418363,DNTTIP1,-0.104166806,4.487970298300519e-16,8.252817,HSF2BP,0.084297284,1.0,-0.053913277,PRADC1,0.20048271,0.4821409947392283,1.2419734,OR7G2,0.0,1.0,0.0,CCDC13,-21.390638,1.0,-0.14129661,SEC14L5,-19.3346,1.0,-0.05597636,NT5DC4,-19.898912,1.0,-0.030779462,ABCA4,-18.707865,1.0,-0.011407393
IFNA5,0.8656363,1.0,0.08279507,CYP2D6,-18.48195,1.0,-0.020088967,FRAT1,-1.6556722,1.0,0.07390834,UBQLN3,-17.798464,1.0,-0.033859022,MPC1L,-16.412655,1.0,-0.020348787,SLPI,1.6167018,1.0,-0.05200251,GDF10,-19.458292,1.0,-0.024734953,ACTBL2,-16.644403,1.0,-0.015684849,CYP4F12,-20.027702,1.0,-0.045027554,TAMM41,0.23918569,0.2442552993993225,1.640736,PPP4R4,-0.36527482,1.0,-0.019821443,WAPL,-0.03743337,1.7429398798799296e-10,6.5414653,CRNKL1,0.06850547,0.0015551027348992533,3.426356,PANK3,0.05983026,1.3783620207585864e-13,7.5403666,ATAT1,0.40164074,4.526408854331756e-16,8.25176,HOXA6,1.4242718,1.0,-0.054023642,TSPAN13,0.39895308,0.48312411900016533,1.2405281,SAMD7,0.0,1.0,0.0,CXCR1,-21.974894,1.0,-0.14129661,CHGB,1.5239159,1.0,-0.056399792,WNT11,-19.450474,1.0,-0.030779462,SHISA3,-18.517332,1.0,-0.011407393
