Cluster,Gene,Score,Adjusted p-value
0,RNF149,3.6316924,0.01475206227733092
0,C12orf75,3.6223688,0.015205869885740065
0,SP100,3.6100757,0.01580796514275888
0,ATXN1,3.584955,0.01726195934453688
0,ZBTB1,3.5839453,0.017279764427976237
0,RASSF5,3.5717115,0.01800552492157211
0,TMSB10,3.5685642,0.018171994099785545
0,RESF1,3.5617347,0.018393079487004693
0,STK4,3.5515795,0.019064867535120714
0,SYNRG,3.548729,0.019219341824371027
0,FGR,3.5410678,0.019677705884787716
0,SH3KBP1,3.538158,0.019841496043950187
0,MOAP1,3.5334663,0.02008723105647458
0,GZMM,3.5203419,0.021050808686684346
0,MIDN,3.5129778,0.02149722138811283
0,SRGN,3.5126216,0.02149722138811283
0,RASA3,3.5103648,0.021622390452457223
0,IFNG,3.4995565,0.02233859443361728
0,APOL6,3.4965277,0.022533795704113846
0,CD69,3.474317,0.024291002638149553
0,ADGRG5,3.472654,0.02437783406726826
0,TNFRSF1B,3.4598858,0.025430041489108046
0,SYTL3,3.412911,0.029778707827279496
0,TIGIT,3.404656,0.03061481093887545
0,TPST2,3.3978264,0.03130907380817154
0,CEP78,3.3868399,0.032341964454285124
0,BTN3A2,3.3855333,0.032414049493459454
0,AGTPBP1,3.3840487,0.032481810375370276
0,COL6A2,3.3835738,0.032481810375370276
0,KLRB1,3.3826828,0.03250546562590646
0,CLIC3,3.367361,0.034194709678209326
0,MED15,3.3510296,0.03615805674881565
0,TGFBR2,3.3505545,0.03615805674881565
0,FBXW7,3.345269,0.03676280030124884
0,CBX4,3.341409,0.03718553889053461
0,SPATA13,3.3288782,0.03880352634804275
0,PMAIP1,3.3202078,0.03983237424410838
0,SNRK,3.3111215,0.04094739389518569
0,DEF6,3.3080335,0.04130062852546154
0,MYH9,3.3015602,0.0421627219329368
0,NPC1,3.2969875,0.04275120198221295
0,TUBA4A,3.2950277,0.04294623192694001
0,EOMES,3.2629588,0.047539152276166265
0,SERPINB9,3.2601676,0.04781732035536474
0,RAB29,3.2592766,0.04781732035536474
0,APMAP,3.2592766,0.04781732035536474
0,ARPC2,3.2540507,0.04859034961799302
0,STAU2,3.2505467,0.04906341410087545
0,S100A4,3.249953,0.04906341410087545
0,APP,-3.277865,0.045206816352606774
0,HSPB1,-3.2783992,0.045206816352606774
0,SELL,-3.2822595,0.044722578717832265
0,NCL,-3.290811,0.043489822949136385
0,BAG1,-3.3120718,0.040908588298494246
0,TRA2B,-3.324543,0.03931481242739677
0,MID1IP1,-3.379476,0.03280464282048151
0,MYBL2,-3.3898687,0.03206815106134359
0,TRIM58,-3.393016,0.03178280358808623
0,PSMF1,-3.417246,0.029384027449161586
0,FARSA,-3.4272232,0.028398467422486192
0,KCNH2,-3.4311426,0.028063794796346953
