Cluster,Gene,Score,Adjusted p-value
0,CXCL16,51.21897,0.0
0,CTSH,50.858,0.0
0,LYZ,49.41281,0.0
0,FBP1,48.328907,0.0
0,TFRC,48.093304,0.0
0,CTSA,47.346024,0.0
0,CYP27A1,45.84692,0.0
0,LTA4H,45.696003,0.0
0,MRC1,45.480766,0.0
0,CSTB,44.027966,0.0
0,UGCG,43.248985,0.0
0,IFI30,42.918694,0.0
0,TGM2,42.88773,0.0
0,COLEC12,42.67951,0.0
0,SAMHD1,42.66507,0.0
0,ENG,41.92234,0.0
0,PLPP3,41.81222,0.0
0,PCOLCE2,41.477783,0.0
0,CD74,41.218533,0.0
0,ARRDC4,41.079334,0.0
0,IL1A,40.943645,0.0
0,CLEC4A,40.86175,0.0
0,SORT1,40.544197,0.0
0,GRINA,40.526634,0.0
0,CTSD,40.218494,0.0
0,CYBB,40.21307,0.0
0,MCEMP1,39.75786,0.0
0,HS3ST2,39.64835,0.0
0,SLCO2B1,39.298584,0.0
0,APP,38.869625,0.0
0,FCGRT,38.868027,0.0
0,S100A9,38.844154,0.0
0,SOAT1,38.776894,0.0
0,ADGRE3,38.614304,0.0
0,CTSS,38.272232,0.0
0,ADAMTSL4,38.226955,0.0
0,HCK,38.174904,0.0
0,GLIPR1,38.078327,0.0
0,ACP5,37.968517,0.0
0,ACE,37.890167,0.0
0,SLC7A7,37.802586,0.0
0,HBEGF,37.629032,3.0927007460203146e-307
0,UBL3,37.622353,3.884838343374879e-307
0,LRP1,37.537266,9.311830003054016e-306
0,MAN2B1,37.52578,1.401541597543204e-305
0,PIK3AP1,37.5045,3.0477824176314103e-305
0,PPARG,37.40831,1.097870104695346e-303
0,PPT1,37.375294,3.697530863034024e-303
0,SCD,37.35061,9.115333910985146e-303
0,ATP6V1B2,37.346718,1.0332123139655527e-302
0,FGR,37.260044,2.5750190914690714e-301
0,CD68,36.915703,8.967674652638063e-296
0,IL1RN,36.87934,3.3691728445982416e-295
0,PNPLA6,36.84624,1.1211734344789847e-294
