C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score
ENKUR,0.7135416,1.0,0.07363094,ACTL8,-18.937914,1.0,-0.03726266,PDZD2,-22.895336,1.0,-0.20083714,ERAS,-17.207933,1.0,-0.0049420074,NCR1,0.2804682,1.0,-0.010773822,DNASE2B,-0.79613185,1.0,-0.558579,APOH,16.732597,1.0,0.038883623,PSMA7,-0.021946145,1.0,-0.08963922,KCTD6,-0.06392024,1.0,-0.67155725,NR2F6,0.28402522,1.0,-0.38429055,RGN,-17.679699,1.0,-0.01594109,RFC3,-1.657646,0.17145912664479704,-1.7497934,MYOCOS,-17.122187,1.0,-0.0024604467,PPP1R14D,-16.045006,1.0,-0.0014253071,SLC8A2,-18.085701,1.0,-0.01738751,MOGAT1,-22.211369,1.0,-0.15701607,GAS6,-23.942245,1.0,-0.12036229
KHDRBS2,2.4334273,1.0,0.07363094,RNF43,-18.226374,1.0,-0.03726266,ZEB1,-22.919611,1.0,-0.20083714,GSG1L,-16.147999,1.0,-0.0049420074,SLC10A4,-0.10162294,1.0,-0.010773822,ZNF185,0.4275476,1.0,-0.55872446,EXOC3L1,16.618362,1.0,0.038883623,SCX,-0.8420256,1.0,-0.08973428,SMURF2,0.86244774,1.0,-0.67165595,CEP85,0.90301675,1.0,-0.38441104,DUSP21,-18.712679,1.0,-0.01594109,CASS4,-1.2895389,0.17076016698521537,-1.7517444,OR10A7,-18.264935,1.0,-0.0024604467,WFDC9,-16.717133,1.0,-0.0014253071,C2orf72,-17.393555,1.0,-0.01738751,NATD1,-0.7002157,1.0,-0.15772334,HILPDA,-23.317781,1.0,-0.12036229
CKMT2,0.15009148,1.0,0.07363094,LPO,-16.937666,1.0,-0.03726266,ENO3,-22.375027,1.0,-0.20083714,SUN3,-16.869452,1.0,-0.0049420074,SMIM38,0.01234277,1.0,-0.010784993,ZNF200,0.7337811,1.0,-0.5602998,POM121L2,17.1172,1.0,0.038883623,RNASE1,-1.0501618,1.0,-0.089744836,DMWD,-24.199549,1.0,-0.67280316,PDZD2,-22.93427,1.0,-0.3845315,OOEP,-18.252607,1.0,-0.01594109,ABHD15,-0.40929288,0.17058333904438672,-1.75228,GPR119,-17.197495,1.0,-0.0024604467,SCGB2B2,-13.782798,1.0,-0.0014253071,ACTN2,-18.951305,1.0,-0.01738751,GFOD1,0.14321366,1.0,-0.15778764,ZNF296,-23.516624,1.0,-0.12036229
GUCA1C,0.17563985,1.0,0.07363094,ABCA9,-18.078657,1.0,-0.03726266,RASSF7,-22.003769,1.0,-0.20083714,PRSS38,-16.147999,1.0,-0.0049420074,IL24,-0.13504358,1.0,-0.010784993,VAV2,-22.490244,1.0,-0.560316,SLC25A48,16.077736,1.0,0.038883623,OLFML3,-0.35385895,1.0,-0.0897554,MAMLD1,-23.567516,1.0,-0.67280316,COL6A3,0.21886557,1.0,-0.3845593,C1QTNF4,-17.780693,1.0,-0.01594109,ZNF185,-3.0403857,0.17022635006665773,-1.7533064,NWD2,-16.427248,1.0,-0.0024604467,ADAMTS8,-16.045006,1.0,-0.0014253071,LILRA1,-17.70987,1.0,-0.01738751,IFITM1,-0.056544334,1.0,-0.15823773,ZSCAN22,-23.09621,1.0,-0.12036229
MAPK4,1.5283403,1.0,0.07363094,AOX1,-16.805538,1.0,-0.03726266,CNKSR3,-22.766813,1.0,-0.20083714,MYADML2,-17.516026,1.0,-0.0049420074,CCDC168,-0.8601559,1.0,-0.010796163,TMEM223,-22.394682,1.0,-0.560316,CSH2,16.447054,1.0,0.038883623,CCDC157,-1.7157,1.0,-0.08987158,TNFRSF8,-24.38209,1.0,-0.67280316,VPS18,1.2452735,1.0,-0.38462415,RNF207,-18.544172,1.0,-0.01594109,FITM2,-3.5688012,0.1701762829492924,-1.7534977,C4orf19,-15.352833,1.0,-0.0024604467,H3F3C,-14.09713,1.0,-0.0014253071,NRXN1,-18.658344,1.0,-0.01738751,ZNF891,-22.423622,1.0,-0.15843062,MRC2,-23.97971,1.0,-0.12036229
FBXW10,1.33799,1.0,0.07363094,OOEP,-18.393318,1.0,-0.03726266,TSLP,-22.477287,1.0,-0.20083714,BTBD16,-16.935963,1.0,-0.0049420074,GABRR2,-1.2628545,1.0,-0.010796163,HAL,-1.2566497,1.0,-0.56071997,C11orf42,18.427036,1.0,0.038883623,ALDH1A3,-3.1236262,1.0,-0.08998776,MT1F,-2.698121,1.0,-0.6734076,CYSLTR2,-1.4135181,1.0,-0.38477242,CCN4,-17.085405,1.0,-0.01594109,GPD1L,0.7844622,0.16962148654646314,-1.7550662,OR6C75,-17.530893,1.0,-0.0024604467,GALR3,-12.793365,1.0,-0.0014253071,CELA1,-18.172146,1.0,-0.01738751,SLC1A2,-22.07083,1.0,-0.15843062,SHROOM3,-23.814032,1.0,-0.12036229
KLRB1,0.63252676,1.0,0.07363094,CIB3,-19.040285,1.0,-0.03726266,FAM186B,-22.501377,1.0,-0.20083714,RXFP2,-14.244316,1.0,-0.0049420074,TSACC,-0.46109152,1.0,-0.010796163,MKS1,0.05230895,1.0,-0.5608977,TAS2R38,18.427036,1.0,0.038883623,VSTM4,-0.99777055,1.0,-0.09036271,PARP16,-0.22649708,1.0,-0.67460424,LETM1,0.43392456,1.0,-0.3852543,TRIM7,-19.083385,1.0,-0.01594109,CD180,-1.8837111,0.16948756571358448,-1.755487,PDYN,-16.867392,1.0,-0.0024604467,WDR88,-16.045006,1.0,-0.0014253071,ARNT2,-18.043875,1.0,-0.01738751,VTN,-22.088318,1.0,-0.15843062,MAP4K1,-23.701767,1.0,-0.12036229
C3orf49,1.0807424,1.0,0.07363094,POLN,-17.620941,1.0,-0.03726266,ANK1,-23.150126,1.0,-0.20083714,LIPM,-17.695078,1.0,-0.0049420074,TINCR,-0.7567104,1.0,-0.010796163,PDGFA,-2.3547428,1.0,-0.56114006,CDRT15L2,18.427036,1.0,0.038883623,RAPGEF5,-1.1345915,1.0,-0.09036271,AHNAK2,-23.773216,1.0,-0.67529505,BTBD8,0.40845886,1.0,-0.38550448,FFAR4,-16.714592,1.0,-0.01594109,CCDC137,-1.9172229,0.16901832646450127,-1.7568258,FRMD7,-16.799103,1.0,-0.0024604467,SLC44A4,-15.513586,1.0,-0.0014253071,SHANK2,-19.231121,1.0,-0.01738751,ZNF155,-0.5614032,1.0,-0.15855922,N4BP3,-23.479385,1.0,-0.12093818
HRNR,1.0191694,1.0,0.07363094,SYNE4,-18.236893,1.0,-0.03726266,ADAM19,-23.737741,1.0,-0.20083714,MT4,-17.729427,1.0,-0.0049420074,ZNF492,-0.8273186,1.0,-0.0108073335,CPPED1,0.42768675,1.0,-0.5611885,CHGA,20.175272,1.0,0.038883623,C11orf95,-0.9970857,1.0,-0.09037327,FCSK,-23.324661,1.0,-0.67529505,AP3M2,0.90701884,1.0,-0.3856157,CD8B2,-18.794243,1.0,-0.01594109,DTD2,-0.7385373,0.16890338539391953,-1.7571956,OR6C2,-17.529505,1.0,-0.0024604467,CXCL11,-16.341892,1.0,-0.0014253071,ATP1B2,-17.478695,1.0,-0.01738751,SLC37A1,-0.0009377308,1.0,-0.15868782,MID2,-22.964775,1.0,-0.12093818
OLIG3,0.59151554,1.0,0.07363094,CAMK2A,-18.837114,1.0,-0.03726266,AARS,0.6347595,1.0,-0.20090623,OR4A5,-16.787058,1.0,-0.0049420074,DLG2,-1.5948154,1.0,-0.010818504,THAP5,0.36015195,1.0,-0.56178635,PADI6,16.65378,1.0,0.038883623,ADAM32,-1.2964671,1.0,-0.090383835,DDX41,0.03839792,1.0,-0.6758378,DIO1,0.20248666,1.0,-0.38565278,RNF212,-18.38557,1.0,-0.01594109,ZNF532,-24.105848,0.16882338000593555,-1.7574698,KRTAP9-9,-17.218235,1.0,-0.0024604467,WFDC8,-16.045006,1.0,-0.0014253071,FAM174A,0.08865816,1.0,-0.017414538,RAB11FIP2,-0.08855807,1.0,-0.15896644,ZNF445,-23.306353,1.0,-0.12093818
ZNF575,-0.9070582,1.0,0.073453546,C5orf46,-17.823973,1.0,-0.03726266,CENPP,0.15078665,1.0,-0.20152801,AL121578.2,-15.853873,1.0,-0.0049420074,CNGA4,-1.3019931,1.0,-0.010829674,DONSON,0.42004603,1.0,-0.56332135,C3orf56,17.619085,1.0,0.038883623,NOL3,-0.4096564,1.0,-0.090399675,LRP10,0.7884956,1.0,-0.67597353,SH2B1,1.0495783,1.0,-0.38568982,EHD2,-1.2635075,1.0,-0.01611512,TTPAL,-0.2921935,0.16879222127596702,-1.75761,MYOC,-16.815397,1.0,-0.0024604467,SLC7A10,-16.951067,1.0,-0.0014253071,TTLL9,0.8970189,1.0,-0.017657783,RAD51D,-0.45492256,1.0,-0.1590736,PFN2,-24.030998,1.0,-0.12093818
SNRPD3,-0.50965333,1.0,0.073286295,C3orf84,-17.505697,1.0,-0.03726266,NLRC5,0.4802957,1.0,-0.20182164,OR4C46,-16.147999,1.0,-0.0049420074,RGS9BP,-1.7802514,1.0,-0.010840844,HES6,-0.31305572,1.0,-0.5657935,MYL2,17.31707,1.0,0.038883623,PLPP4,-1.6245441,1.0,-0.09040496,CNOT3,0.8064744,1.0,-0.67640525,HARBI1,-0.6263254,1.0,-0.3861439,ARIH2OS,-1.5100884,1.0,-0.016555993,MAGED1,0.7516588,0.16819695495082043,-1.7592995,ATP1A2,-16.523254,1.0,-0.0024604467,PRDM13,-15.180691,1.0,-0.0014253071,LRATD2,0.28659227,1.0,-0.017729854,FCHSD1,-0.8238395,1.0,-0.15941653,DCBLD1,-23.08029,1.0,-0.12093818
STOML1,0.25295454,1.0,0.07293659,LY6G6F,-20.144833,1.0,-0.03726266,URB1,-0.7103127,1.0,-0.20225343,RNF151,-15.856036,1.0,-0.0049420074,ARSK,0.34982824,1.0,-0.010840844,OSGEPL1,-1.207094,1.0,-0.5661813,UCP1,18.427036,1.0,0.038883623,CCBE1,-2.5650964,1.0,-0.09046833,SDC2,-2.258101,1.0,-0.6774538,SRPX,-0.39308482,1.0,-0.38635704,EPHB2,1.1810449,1.0,-0.016579198,HELLS,-1.1645166,0.16817978742440168,-1.7594016,DLL3,-15.047645,1.0,-0.0024604467,OR10Z1,-16.045006,1.0,-0.0014253071,IQCD,-0.045457505,1.0,-0.017801927,SCAND1,0.56540567,1.0,-0.1594594,NT5DC2,-23.719425,1.0,-0.12093818
PRR14,-0.6625152,1.0,0.07196856,RGN,-17.820402,1.0,-0.03726266,MYD88,0.044670913,1.0,-0.20232251,PLA2G2F,-16.147999,1.0,-0.0049420074,PPP4R4,-3.9315062,1.0,-0.010852015,PEX12,-1.000011,1.0,-0.5662783,OR5AS1,18.427036,1.0,0.038883623,EPHB1,-2.946825,1.0,-0.09046833,AP4M1,-23.523453,1.0,-0.6777869,CENPI,-0.10520611,1.0,-0.38768217,SLC2A14,0.083823174,1.0,-0.016834442,AGPAT5,0.5699868,0.16806297219362618,-1.7597778,NYAP1,-16.850872,1.0,-0.0024604467,KRTAP10-3,-15.845616,1.0,-0.0014253071,C17orf100,-1.2174294,1.0,-0.017910037,LSM11,1.3352046,1.0,-0.15948083,C8orf88,-23.099516,1.0,-0.12093818
CDKL2,1.7528679,1.0,0.071750626,MAP6,-17.375586,1.0,-0.03726266,NEDD9,0.22792046,1.0,-0.20256433,OTC,-16.147999,1.0,-0.0049420074,PSMB6,-0.056010306,1.0,-0.01148314,CCDC174,0.46297157,1.0,-0.5663833,DCDC2B,18.057695,1.0,0.038883623,ZNF79,0.07629104,1.0,-0.090505295,KIAA0753,-0.8576837,1.0,-0.678416,PDE2A,-22.646173,1.0,-0.38790458,KTN1,0.16512914,1.0,-0.016973665,ZNF649,-0.14443462,0.16760147915011128,-1.7611039,CFAP61,-17.261768,1.0,-0.0024604467,MS4A12,-16.045006,1.0,-0.0014253071,UBE2QL1,-0.61415404,1.0,-0.017928055,ANAPC16,0.40509194,1.0,-0.15960942,TINAGL1,-22.936302,1.0,-0.12093818
ADAMTSL1,-0.5059768,1.0,0.07169995,GML,-19.508484,1.0,-0.03726266,HEATR5A,-2.563686,1.0,-0.2025816,TEX26,-16.147999,1.0,-0.0049420074,LCNL1,-18.192387,1.0,-0.012097511,CARHSP1,0.45092222,1.0,-0.5664237,LHFPL3,16.73152,1.0,0.038883623,YJEFN3,-3.941834,1.0,-0.0905317,NT5E,-1.9278022,1.0,-0.67879844,EFCAB7,-0.41942734,1.0,-0.3885903,SKOR1,-0.41529763,1.0,-0.017020073,CEP152,-1.5117937,0.16755661504969588,-1.7612824,DCHS2,-17.667784,1.0,-0.0024604467,CHST8,-17.709007,1.0,-0.0014253071,RIMS3,-1.0014586,1.0,-0.018018145,ZFPL1,1.4358144,1.0,-0.15960942,FSTL3,-23.51519,1.0,-0.12093818
SLC22A14,0.9964044,1.0,0.07163913,SH2D6,-18.857925,1.0,-0.03726266,ZKSCAN7,-22.433441,1.0,-0.20259887,OR10X1,-16.147999,1.0,-0.0049420074,PACSIN1,-17.35983,1.0,-0.012097511,NEURL4,-0.69673944,1.0,-0.56652063,IL25,18.427036,1.0,0.038883623,C8orf37,-0.1599997,1.0,-0.09056867,NECAB3,1.0147005,1.0,-0.67936593,DNASE2B,-0.7271726,1.0,-0.38873857,MECOM,-0.34509957,1.0,-0.017020073,NFKBIL1,-1.5166895,0.16735930072695826,-1.7618817,TYRP1,-16.067205,1.0,-0.0024604467,MCCD1,-17.104935,1.0,-0.0014253071,CBY1,-1.5229315,1.0,-0.018036164,PLSCR4,-22.686426,1.0,-0.15984519,PIGF,-0.73328763,1.0,-0.12130466
OTUD7A,0.07823263,1.0,0.07157831,NUDT11,-18.18149,1.0,-0.03726266,C16orf95,-22.028336,1.0,-0.20259887,SLC16A12,-16.147999,1.0,-0.0049420074,OR9Q1,-17.922094,1.0,-0.012097511,ADGRL1,-0.10084333,1.0,-0.5671508,NCR2,18.67211,1.0,0.038883623,PBXIP1,-0.1591331,1.0,-0.09067957,TRMT44,-0.14795761,1.0,-0.6796373,FZD7,0.6394692,1.0,-0.38927606,ZDHHC23,-1.015174,1.0,-0.017205704,SPATA5L1,-0.3904739,0.1668440525103541,-1.7633609,PLA2G1B,-17.393105,1.0,-0.0024604467,RAB40A,-14.496256,1.0,-0.0014253071,ZNF445,-1.1267078,1.0,-0.018090218,ALKBH2,-22.33168,1.0,-0.15984519,RAMAC,0.020431116,1.0,-0.12130466
RAG1,-0.75200623,1.0,0.071487084,RBP5,-17.94554,1.0,-0.03726266,PXDN,-23.495434,1.0,-0.20259887,ERN2,-14.724157,1.0,-0.0049420074,PCDHAC1,-17.162613,1.0,-0.012097511,TBC1D19,-0.8567227,1.0,-0.56723964,DIO3,18.08386,1.0,0.038883623,RBM24,-19.750885,1.0,-0.0910862,TMEM182,-23.777592,1.0,-0.6802788,CRPPA,0.3130889,1.0,-0.38949844,LZIC,0.25890824,1.0,-0.017669782,MSH2,0.04828801,0.16674637865881214,-1.7636861,DLX6,-17.937822,1.0,-0.0024604467,A1CF,-17.626427,1.0,-0.0014253071,CFI,-2.5144827,1.0,-0.018126255,TMED6,-22.381905,1.0,-0.15984519,PRKCQ,-23.702076,1.0,-0.12151408
TSPAN9,-0.9600569,1.0,0.07145667,ZDHHC23,-0.25303927,1.0,-0.037311908,LUM,-23.88868,1.0,-0.20259887,OR10Z1,-16.147999,1.0,-0.0049420074,DNAJC5G,-17.252865,1.0,-0.012097511,LOXL2,-0.4724347,1.0,-0.56731236,KCNJ4,17.773764,1.0,0.038883623,ETV7,-19.709124,1.0,-0.0910862,RASL11A,-23.712606,1.0,-0.6802788,RWDD3,0.9187721,1.0,-0.39002666,KAT6A,0.28503492,1.0,-0.017739393,ACVR2A,-3.5066016,0.16674637865881214,-1.7637371,OCM2,-17.608597,1.0,-0.0024604467,PHGR1,-17.592077,1.0,-0.0014253071,LIME1,-2.7385814,1.0,-0.018144272,SLC37A3,-22.63926,1.0,-0.15984519,ZSCAN16,-23.18324,1.0,-0.12151408
