C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score
CTSC,3.33347,0.0,45.764385,PLA2G7,2.6044452,1.681271570347958e-186,29.333279,LMNB2,2.843347,0.0,40.73401,SEMA7A,3.6280134,0.0,60.530937,OLR1,3.8464491,0.0,66.89117,FCER1G,2.6226943,4.5330704833008486e-275,35.61313,CELF2,2.4376478,1.1718353510288216e-73,18.426178,PLK3,2.2715337,2.72059351108912e-37,13.021714,SPARC,2.2273123,1.0105391265870474e-20,9.797256,TAGLN,3.9385817,0.0,69.01103,COL6A1,2.91659,0.0,55.08709,MICAL2,2.3371973,0.0,50.328896,ZWINT,2.8420177,4.6859859412979515e-118,23.301807,CA1,6.124668,5.991134742356507e-54,15.6828575,LTB,6.3089776,1.8638427588662225e-63,17.013384,PDK1,2.9759998,7.69576064085284e-07,5.288918,RASGRP2,5.5392327,3.6581020003028875e-18,9.12276,GATA2,2.8123236,0.00020866536802134793,4.624751
CXCL16,3.430317,0.0,45.42975,TDRD3,2.4609332,2.111075858452088e-185,29.245405,NCAPG,4.2398124,0.0,40.395233,CREM,4.008631,0.0,59.675537,COLEC12,3.8414817,0.0,66.74632,CHI3L1,3.7580795,5.830321556401579e-271,35.345085,B2M,1.6737291,6.301764947334516e-72,18.205883,MAP7D1,1.1903813,6.510431304285503e-36,12.769627,MYL6,1.6003789,2.859524736187377e-20,9.6849165,DKK3,2.8162224,0.0,68.892914,LUM,2.93222,0.0,54.76678,SDC2,2.145626,0.0,50.11989,PCLAF,3.216624,1.3339123331326312e-115,23.056398,ANK1,5.4511905,5.986996694319908e-53,15.533053,JUND,1.9851098,1.90012609013482e-63,17.012163,GLCCI1,3.7766912,6.4336458243379745e-06,4.855793,LIMD2,4.5319257,6.358629779946461e-18,9.058528,RAB8A,2.2225273,0.00021243128258632396,4.619136
SLC7A7,3.1340668,0.0,45.133835,CTSZ,1.3161235,1.8320711098977957e-183,29.091793,H2AFZ,2.5126095,0.0,40.263332,ARHGEF6,4.965926,0.0,59.27254,ACP5,3.764189,0.0,66.637535,SRGN,1.4000775,2.1037112969007645e-269,35.242813,ALOX5AP,2.4740267,2.027234898726885e-70,18.012362,MAP2K3,2.2017312,1.4122741971489372e-34,12.522612,TPM4,1.329853,5.2673613334017315e-20,9.613382,PXDN,2.9634988,0.0,68.86997,CALD1,3.2132273,0.0,53.979877,NEK7,2.5313578,0.0,50.05343,DEK,1.6401844,6.663931171065696e-115,22.986404,SELENBP1,6.498711,1.0349633520044153e-51,15.345231,FYB1,3.4030857,2.6439393708200236e-63,16.992432,IGHM,4.7137585,1.8151799045395127e-05,4.629183,BANK1,6.678083,8.462740179362525e-18,9.02473,KIF2A,3.3946097,0.00022060876769630883,4.608881
SAMHD1,3.163188,0.0,44.984646,SPI1,2.2592173,1.1442768746785462e-182,29.028072,PRC1,4.1788116,0.0,39.9748,CST7,4.839967,0.0,59.060047,MAN2B1,3.1171339,0.0,66.30363,CCL3,3.743144,6.001630826785732e-258,34.484688,TMEM154,3.8954208,7.23981479628335e-70,17.940975,EMILIN2,1.9813923,3.80246044255338e-34,12.441686,PPDPF,1.6838931,3.0191988127076293e-19,9.4224205,ITGBL1,2.6536417,0.0,68.82442,CDH11,2.6385639,0.0,53.86442,COL6A1,2.6065922,0.0,49.924557,LMNB2,2.1633902,4.260847602342487e-114,22.904703,HBM,7.5343485,1.5061972189139162e-46,14.537065,IL7R,4.5400453,4.7144699556336775e-55,15.82087,PIM2,3.2239015,2.2912118553976122e-05,4.5776496,NIBAN3,8.694957,9.54775817468911e-18,9.010349,PBX1,4.1024923,0.00022060876769630883,4.608146
PPARG,3.1759505,0.0,44.476643,CD74,2.7133992,6.162154905145337e-182,28.967905,NUSAP1,3.5970428,0.0,39.416885,DUSP4,7.5156264,0.0,58.855625,PPT1,3.1270916,0.0,66.2745,CCL4,3.5354106,2.1889066378249313e-256,34.379623,LCP2,2.2032366,4.777436671726329e-69,17.833113,SQSTM1,1.5622269,6.563714559779375e-34,12.396079,PTMS,1.5331783,3.916270160164761e-18,9.133221,THY1,3.2422583,0.0,68.66675,PXDN,2.7993398,0.0,53.66296,TGFBI,3.0359223,0.0,49.889492,HIST1H1E,3.3531163,6.475855518499922e-108,22.271263,MBNL3,4.9397016,3.17623435336959e-45,14.322063,EIF1,1.0481511,7.156394801850206e-55,15.793969,HIST1H2BG,4.4315925,2.4893558100734342e-05,4.5593038,PAX5,9.203037,3.2090369385021315e-17,8.868432,ARHGDIB,2.0424876,0.000274326409251408,4.5450587
CD52,3.2971892,0.0,44.43474,B2M,1.717282,9.071026816297467e-182,28.953873,DEK,1.9950992,0.0,39.03605,ITGA2B,6.492686,0.0,58.49274,HCK,3.4747348,0.0,66.135956,GRN,2.364373,2.3936852818457315e-256,34.376343,FAM107B,2.13337,7.727920461444037e-68,17.673502,EID3,3.7298715,1.4587818975237521e-32,12.137348,OAZ1,0.6549738,1.059280548586829e-17,9.014045,FLNC,2.542493,0.0,68.30118,TIMP3,2.948069,0.0,53.39129,IGFBP4,2.376112,0.0,49.604656,CENPH,2.7044694,1.4969969175634782e-107,22.233225,ADIPOR1,2.2812874,1.7354268242328964e-42,13.867896,CYTIP,2.5055113,7.266027433039557e-51,15.191102,SSR4,2.3379524,2.5337260333789924e-05,4.5555353,MDM4,3.535474,4.1794982596388646e-17,8.835274,NFE2,4.350016,0.0004109192617997969,4.429824
NPC2,2.4286811,0.0,44.42424,PSAP,2.0678272,8.97981409899242e-180,28.792902,KIF20A,4.781983,0.0,38.9234,JUNB,2.6815095,0.0,57.301697,ACE,3.5745752,0.0,65.83452,CD55,2.329847,4.1227040615999176e-255,34.29219,SIGLEC6,3.1209183,8.555467063045474e-68,17.667404,RUNX1,2.056809,5.983291694780226e-32,12.018069,MIF,1.7657807,1.1567951710005024e-17,9.003621,THBS2,3.2497249,0.0,68.17629,EFEMP1,2.8730376,0.0,53.123096,EFEMP1,2.3999002,0.0,49.47723,HIST1H4C,3.0129137,1.3850174825938253e-106,22.13268,PITHD1,3.2937815,6.91958511603936e-42,13.765708,RIPOR2,5.710066,1.4644530723954137e-50,15.144317,EAF2,3.693022,3.667752894220068e-05,4.471906,UCP2,2.8616302,2.8940306496929435e-16,8.602109,SEPTIN5,4.2087355,0.00048248066663255285,4.3833675
CTSD,3.336638,0.0,44.293446,IFI30,2.7656953,1.0331225275856934e-176,28.544216,CDC20,5.042369,0.0,38.556046,PTGS2,5.7874784,0.0,57.199406,TCN2,3.6493695,0.0,65.75514,TPP1,2.3566215,6.747180243659906e-252,34.075245,STK17B,2.3487728,1.1610564365910278e-66,17.515818,MICAL1,2.0733354,2.412162125650959e-31,11.898986,EPAS1,0.95762163,1.190477345154472e-17,8.9999485,MXRA7,2.4664488,0.0,67.810715,EDIL3,2.591163,0.0,53.0781,BAG2,2.182859,0.0,49.471676,SMC4,2.0008538,2.5738458194188917e-106,22.104496,BSG,1.8415837,2.602708611370013e-38,13.14317,ITGAL,3.2619917,3.75927346008928e-50,15.08118,ZBP1,5.104321,5.834569257559056e-05,4.3639307,IKZF3,5.2649097,3.012467136349499e-16,8.597271,H3F3A,1.7850573,0.0005630112517863955,4.3378997
OLR1,3.3822725,0.0,44.105034,NPC2,1.6043347,8.475018113708978e-174,28.304996,NDC80,4.535233,0.0,38.527817,HPGDS,6.9181614,0.0,56.713642,SLC7A7,3.3946786,0.0,65.646286,PHACTR1,2.4743185,3.562642497019031e-247,33.753017,RAB11FIP1,2.8415697,3.246613079729977e-64,17.183672,EHBP1L1,1.4283198,3.197925129777976e-31,11.87478,NIBAN2,1.871451,7.84900398336859e-17,8.777519,PXDC1,2.3752007,0.0,67.794266,ITGB5,2.3886158,0.0,53.002888,MCAM,2.243657,0.0,49.42842,USP1,2.1212103,7.758981607950649e-103,21.736937,RIOK3,2.6928456,1.1702354904943962e-37,13.026176,SPOCK2,9.048831,1.7868432930887248e-49,14.975894,FBXW7,2.2686374,5.937377621416194e-05,4.3597236,CXCR5,6.655351,5.464219617430355e-16,8.521766,HIPK2,1.8944647,0.0006362182786851146,4.3029523
CD4,2.9648662,0.0,43.718933,ZFYVE16,2.2110023,1.0997687935206577e-170,28.044802,ZWINT,3.2611766,0.0,38.490917,CD9,3.1462352,0.0,56.576912,B2M,2.6039755,0.0,65.552,CCL4L2,3.9226923,4.2268325403640066e-246,33.67912,CCL4,2.9639857,3.5265175223433045e-63,17.037748,LUC7L2,2.0049438,6.6575472718879995e-31,11.811284,ENAH,1.6240468,1.5070752321899417e-16,8.700341,MFAP5,2.7443576,0.0,67.689095,MRC2,2.4347055,0.0,52.776794,KDELR2,2.0816996,0.0,49.354324,TPX2,2.2765667,4.514424073129152e-101,21.54726,MXI1,3.9221973,1.2279656102902666e-37,13.0223875,CD3D,9.334951,1.4709326182130886e-48,14.832628,TNFRSF13B,9.031078,6.763660987519506e-05,4.328969,TCL1A,9.562408,1.6892432717432566e-15,8.380739,MAX,2.3234353,0.0009499605957117422,4.1853347
PLD3,2.4148757,0.0,43.69176,ADTRP,2.7607565,2.571699575131118e-169,27.929607,CCNB1,4.7412086,0.0,38.460278,GCSAML,6.60288,0.0,55.028816,MCOLN1,2.9076505,0.0,65.523674,PLEK,2.6291966,1.3493259249458294e-245,33.64408,BIRC3,4.076198,7.876608282132157e-63,16.989626,ANKRD10,2.4598691,9.036143178056725e-31,11.78458,CTTN,1.8058611,2.137318211863936e-16,8.658333,MAGED1,2.623897,0.0,67.415634,RCN1,2.446727,0.0,52.641243,LGALS1,1.7904888,0.0,49.06496,HIST1H2BH,4.167737,8.592995818661002e-99,21.300568,FOXO3,3.6042075,1.6525640115091956e-35,12.634022,ARL4C,3.786691,4.983233724298967e-47,14.590873,FCRL5,7.063764,0.00013308457261547427,4.1660433,RIPOR2,5.47479,2.4300482049172505e-15,8.334931,DNM3,7.4715834,0.0009603491932096902,4.1824446
CTSH,3.3894813,0.0,43.466057,CD37,2.0055923,3.812936841448566e-168,27.830488,CDKN3,3.8256621,0.0,38.425743,PRG2,5.9054184,0.0,54.786213,CXCL8,4.871403,0.0,65.458786,CD44,1.5032649,2.4303981159496646e-240,33.281055,IL1RL1,3.495516,1.4228450516958495e-61,16.812544,PILRB,2.5825424,7.428684689989921e-30,11.600345,CAPNS1,1.0263743,3.720578767535301e-16,8.591276,EXT1,2.5477786,0.0,67.384384,HSPG2,2.3943856,0.0,52.211266,THY1,2.826089,0.0,48.95286,TCF19,2.720333,1.019563168349374e-94,20.850952,RNF10,3.216155,2.5722700517709933e-35,12.598383,CLK1,2.9663813,3.009662133453043e-44,14.140296,CD38,3.5623288,0.00018100142719406186,4.0908847,ZFP36L2,2.2553904,8.938568617281102e-15,8.166351,MAST4,3.7773895,0.0013291638575945554,4.084854
RBM47,3.0214643,0.0,43.345924,CCL18,2.5831294,1.0273782220565736e-166,27.708527,MZT1,2.2015958,0.0,37.875584,STK17B,3.1152818,0.0,54.723793,PIK3AP1,3.3119175,0.0,64.50795,NINJ1,2.392612,4.364061540941457e-239,33.193695,JUND,1.8299011,4.4470127818459977e-60,16.602678,INHBA,1.5291775,1.4145643038849733e-29,11.543563,UBA52,0.95898926,6.202165342785149e-16,8.524612,LMO7,2.5870543,0.0,67.07895,DSTN,2.869599,0.0,52.21058,ADAM12,2.5410306,0.0,48.924774,SLBP,1.7115042,3.9313200176966525e-93,20.672976,YOD1,5.4494624,8.095394869553378e-35,12.505293,SELL,4.2376165,3.21312031685491e-44,14.135583,H1FX,1.4235268,0.0001862011669894821,4.0839877,FOSB,3.1513445,3.525731235876467e-14,7.984774,ACTB,0.72917217,0.0014304062441287113,4.0571322
LYZ,4.4998946,0.0,43.103107,SQSTM1,1.8019091,2.9156613546259636e-165,27.585857,MELK,3.4715614,2.4638453328589263e-305,37.51205,FOSL2,2.6042802,0.0,54.530632,SLC15A3,3.2399538,0.0,64.444176,MNDA,3.0464134,2.739212262018903e-237,33.068325,RAC2,2.1577635,3.172053481219832e-59,16.48046,AHNAK,1.0287426,8.757883559491457e-29,11.381457,CDK2AP1,1.3946785,8.674133155178343e-16,8.483634,FHL2,2.606266,0.0,66.92915,ITGAV,2.1608906,0.0,52.079506,CSRP1,1.8305277,0.0,48.798767,CDK4,1.377193,8.472420458719373e-93,20.635199,KAT2B,3.732315,8.608895943840907e-30,11.528495,LSP1,2.4583242,4.442036763761858e-44,14.112384,IKZF3,3.1556785,0.00025693160574622825,4.0020704,CD83,2.0432408,4.8161950155691515e-14,7.943156,SOS1,3.126324,0.0015991717236535316,4.0243526
MRC1,3.272038,0.0,42.968082,RNF13,1.9993416,1.6478844087473368e-164,27.522728,KNSTRN,3.3430495,9.62660064501796e-302,37.290466,NSMCE1,3.4210212,0.0,54.421333,NPC2,2.532793,0.0,64.32764,GRINA,1.6380954,1.4509660615497406e-234,32.87721,CSF1,2.3303337,5.30643003729824e-59,16.447668,LMNA,0.8946659,1.1935617398970726e-26,10.932501,NME2,1.1327875,2.0029133371879142e-15,8.381443,AFAP1,2.3921711,0.0,66.49437,CCDC80,2.854533,0.0,51.76421,FSTL1,3.2175934,0.0,48.69897,WDR76,3.1893387,1.3330751614387245e-92,20.613102,BLVRB,3.7920434,8.608895943840907e-30,11.52849,CD5,8.451209,7.148999990112431e-44,14.078249,CD27,5.472256,0.0005047369069420835,3.8264163,CD22,4.261364,7.653743553104894e-14,7.8810444,MPL,8.34022,0.0019357653004844072,3.9648783
CD68,3.5175056,0.0,42.96769,GM2A,2.2541895,1.5780457398557454e-162,27.35565,DEPDC1,4.852625,4.389984865000002e-301,37.24918,C5orf22,4.24186,0.0,54.221195,ITGB2,3.4512877,0.0,64.08424,JUNB,1.9330463,2.5222042169705286e-234,32.859882,RASSF2,3.0979047,1.072595105497199e-58,16.403568,MIDN,2.00304,1.741000295141745e-26,10.897604,CLIC4,1.1785567,2.49100736972095e-15,8.353021,MICAL2,2.628079,0.0,66.294395,ITGBL1,2.4531155,0.0,51.453995,CRIM1,2.1904697,0.0,48.54257,PSIP1,2.42917,3.0134387660912654e-92,20.572912,WNK1,3.0278816,1.505001190227278e-29,11.47956,CCDC88C,5.0030823,1.5397598022601653e-43,14.022894,TMEM156,5.6136527,0.0009657547197216412,3.6504173,IRF8,3.518213,1.4989178804814557e-13,7.791946,MTSS1,4.9534655,0.0020635514571317264,3.943038
THBD,3.4824636,0.0,42.9137,PNRC1,1.4664414,9.810363992104818e-154,26.599735,PBK,4.821197,1.7188089110022314e-296,36.963795,ARHGDIB,3.0406623,0.0,53.5658,ADAMTSL4,3.3051012,0.0,64.0616,AQP9,2.924841,1.4157319311807549e-232,32.73618,MS4A2,3.6493106,2.0145251514404387e-58,16.36405,TTLL3,3.5671973,2.636849079925666e-26,10.859166,MT2A,2.0481818,3.164221141563033e-15,8.321822,CDH11,2.6428075,0.0,66.26798,COL4A1,2.8167715,0.0,51.295578,CLMP,2.1005032,0.0,48.47602,DTL,4.318689,7.980307911000679e-92,20.524794,HMBS,3.6677423,4.040970943222929e-29,11.392168,LCK,10.034456,1.472603870471264e-42,13.859054,TNFRSF17,9.462285,0.0016922358724790277,3.4913602,IKZF1,2.8955815,1.838534608553328e-13,7.7645245,MEF2C,5.4366803,0.0020935656366631527,3.9379044
SPI1,3.0312495,0.0,42.895515,FGR,2.0626101,1.4407699843294066e-152,26.497496,MAD2L1,3.7735856,3.21995553227395e-284,36.19121,BACE2,4.048592,0.0,53.0816,SPI1,3.340269,0.0,64.038,PTPRE,2.6597178,6.020516090675382e-231,32.62054,ATP2A3,3.2141507,1.0811086765798451e-57,16.25854,MYO9B,1.9257252,9.319867202303894e-25,10.519977,DSTN,1.5377197,7.984650829637741e-15,8.200748,COL5A1,3.6419613,0.0,66.15131,DCN,2.6890404,0.0,51.259304,CCN2,2.9496248,0.0,48.423874,TACC3,2.234482,2.026855027389394e-90,20.36548,PIM1,2.2611096,5.632887514961125e-28,11.156986,SUN2,2.1436486,4.464116337101787e-42,13.7776575,SERP1,1.155724,0.0029446997990018363,3.3274937,CLK1,3.141422,2.2328071588454066e-13,7.7376695,LMNB1,2.9491093,0.002198391852911235,3.9227695
B2M,2.3301754,0.0,42.247288,FDX1,2.4834533,2.4619181784695443e-152,26.477009,CKS2,3.095104,2.849878584109529e-282,36.06664,CTTNBP2,9.006923,0.0,53.018066,ATP6V1B2,2.8160617,0.0,64.02611,B2M,1.8275082,7.290905553509355e-231,32.61372,FCER1A,3.740161,6.180123750301248e-57,16.147501,HK3,2.6137643,1.7420131960569584e-24,10.459287,TAX1BP3,1.7032405,9.584322381062341e-15,8.177001,PARVA,2.4454882,0.0,66.0631,FSTL1,3.3058445,0.0,51.201614,CNN3,2.3985534,0.0,48.06809,SNRPA,1.7848543,1.6101580015291248e-89,20.263222,SPTB,4.6307855,6.840900254595986e-27,10.927865,CLEC2D,5.1936865,1.1975219696494403e-41,13.704997,FOSB,1.637672,0.003316779291689218,3.292062,BCL11A,5.1484833,1.4846061330184704e-12,7.4763093,PSTPIP2,2.7500277,0.002220976911364472,3.9196386
HS3ST2,3.2973154,0.0,42.13922,VAT1,1.4949542,1.7383395852295675e-150,26.313986,ARL6IP1,2.1202738,3.708826594060709e-277,35.73831,ID2,3.2054353,0.0,52.254482,TGM2,3.737003,0.0,63.97912,IER3,2.4037914,4.784506079855806e-228,32.413017,ARHGDIB,2.058245,9.404299203495197e-57,16.120693,CD163,2.6742132,1.8893462737683525e-24,10.451247,PFN2,1.4742509,1.1728782509326517e-14,8.150012,CEMIP,3.1346276,0.0,65.96299,IGFBP6,2.481391,0.0,50.957836,LRRC15,2.5941367,0.0,48.064106,EZH2,2.8317504,2.089080225848517e-87,20.019402,CCNDBP1,2.8252013,1.8271894695787786e-26,10.836798,ARHGAP15,2.9962676,6.631379433697968e-41,13.577589,IGHG3,8.684498,0.004451963898172528,3.200658,FGD2,4.9990125,2.5234942054032583e-12,7.4011793,PTGS1,2.971255,0.0026729738588560747,3.8628132
RASSF4,3.3792338,0.0,42.124493,MARCO,2.636081,2.808944985167562e-150,26.295223,NDE1,2.091256,1.2464828118002103e-276,35.70384,RGS10,3.2921937,0.0,51.848606,LRPAP1,2.5001512,0.0,63.845165,LAPTM5,2.360807,1.0639379956191975e-225,32.245113,PGD,1.8937845,6.062924950974397e-55,15.854547,MT-CO3,1.6454786,5.296257150945958e-24,10.350589,MAP4K4,1.9350966,2.4671992383579767e-14,8.052608,LTBP2,3.0136833,0.0,65.95528,SERPINH1,2.3363202,0.0,50.82043,TGFB1I1,2.0552993,0.0,48.04783,NCAPG,2.8711326,2.1518460395310772e-86,19.901781,GYPC,3.374925,3.3909066398452245e-25,10.560974,TRBC1,9.940386,9.136214698171196e-41,13.553356,XBP1,1.4959066,0.006958967671960249,3.0589685,P2RX5,7.0587277,4.8068999991609e-12,7.309187,SLC44A1,2.6348143,0.0029261239821400603,3.8343437
IFI27,5.056018,0.0,42.015457,CTSD,2.1280878,1.3921545006647656e-148,26.145504,CCNA2,4.268122,6.348624864491279e-271,35.333603,FAM102A,4.1343584,0.0,51.404396,MCEMP1,3.783936,0.0,63.803062,C5AR1,2.5822494,1.745594093347474e-223,32.086266,DUSP6,3.240789,9.56256642727918e-55,15.824774,MT-CO2,1.6042265,2.0501304963275178e-23,10.21738,S100A11,0.8880938,2.9559646863637475e-14,8.027606,LAMC1,2.6845083,0.0,65.9214,PODNL1,2.8486252,0.0,50.556927,FN1,4.049322,0.0,48.01424,FANCI,2.9318972,4.088741297610061e-86,19.86928,YBX3,1.6101317,5.1396033988979884e-24,10.296567,CD3G,11.475865,2.0473940528688288e-40,13.493472,DNAJB9,1.9267997,0.008986396419942172,2.9750197,CYTIP,2.500293,6.054110094215521e-12,7.275087,MEIS1,4.7257633,0.0030334087676386905,3.822023
CLEC7A,2.9716892,0.0,42.01514,GRN,1.8208445,3.158579110891166e-147,26.024435,FOSL1,2.3874252,7.223612464861682e-270,35.26422,SOCS2,4.5765467,0.0,51.178852,CD14,3.4977205,0.0,63.7291,PNRC1,1.6535318,8.49426194012328e-220,31.819952,CPA3,3.3070107,5.414820284624573e-54,15.711093,ARGLU1,1.8684536,3.0135551288206835e-23,10.179034,ACTG1,1.1216218,4.452207667616246e-14,7.9729953,PLOD2,2.5440016,0.0,65.82148,MXRA7,2.2703087,0.0,50.524223,SERPINE1,3.1765547,0.0,47.74407,POLE,3.0150707,1.2196088856155547e-84,19.695847,CAT,2.2512004,1.137657419211508e-23,10.21803,PIK3R1,3.027019,4.382928755077719e-40,13.436375,SPCS1,0.8878615,0.010335012573161629,2.9284022,CHD2,2.705292,7.775743968251191e-12,7.237474,PLXDC2,2.5994158,0.003472219723084363,3.7777846
ADA2,3.4013374,0.0,41.674484,SERPINA1,2.0739658,1.1856428347687569e-145,25.8842,NEK2,5.396358,4.576052791560941e-266,35.014763,RAPGEF2,3.8566113,0.0,51.024612,CD300A,3.2210338,0.0,63.713303,IL3RA,2.883658,1.7948031122883594e-219,31.796028,ADAM8,5.7217093,3.3076041117455803e-52,15.441439,UBXN11,2.852215,3.0238135501450445e-23,10.1786375,C12orf75,1.4715414,1.0303138345346925e-13,7.8622785,ANKRD1,3.272126,0.0,65.781685,TPM2,2.8637598,0.0,50.485237,SULF1,2.5024052,0.0,47.63631,MYB,4.7534814,1.2939141552026187e-83,19.574863,PIP4K2A,2.5243602,1.2720573370065958e-23,10.206976,CD2,8.825962,4.648127302289043e-40,13.431929,LY9,4.396607,0.010342607274765327,2.9279132,TNFRSF13C,9.217042,8.655570558938038e-12,7.221532,IDH2,1.5897466,0.0036161046683289497,3.764944
ADAMTSL4,2.8243434,0.0,41.66626,SLC15A3,2.070371,7.26890724485205e-145,25.813402,TRIM59,3.1044614,4.076699743622582e-264,34.885876,TXNIP,2.7232397,0.0,50.750664,SERPINA1,3.5602217,0.0,63.699265,MCEMP1,2.9084463,2.7333851217285527e-217,31.636885,CCL23,5.0328174,3.5822443304281786e-51,15.283267,ACSL1,2.0274367,5.391060375753321e-23,10.120372,GSTP1,1.5553159,2.7517917764581915e-13,7.727624,COL1A1,4.8192234,0.0,65.65426,SEMA3C,2.340334,0.0,50.298096,SLC38A2,1.996132,0.0,47.578526,FOS,2.1060028,3.015725615412947e-82,19.412474,UBB,2.7512057,2.6376407421543587e-22,9.902007,ARHGEF1,2.8725598,6.962361266494039e-40,13.40159,CXCR4,1.1533564,0.010409634416850326,2.9256434,FCRL2,10.128654,2.4408696434693344e-11,7.070212,RSU1,1.4586122,0.0037392275572749644,3.754474
CSTB,2.8561778,0.0,41.645596,SGK1,1.7202452,1.527482319424308e-138,25.24061,ARHGAP11A,3.8693695,1.592717024518077e-262,34.780212,ABCC4,4.6075554,0.0,50.407932,LITAF,2.8861086,0.0,63.370804,FPR2,5.8316603,8.198682325180606e-217,31.601767,PLAUR,1.7005471,4.461772245046218e-50,15.114083,STX4,2.3077257,6.229022143939837e-23,10.105638,ACTB,0.7125495,6.0360316976131e-13,7.6198187,CAV1,2.9406085,0.0,65.64602,FNDC1,3.0631406,0.0,50.116817,CCDC80,2.5089085,0.0,47.476784,HIST1H1D,3.356629,3.0129446797028573e-81,19.292732,TRAK2,3.5949461,5.527882152594856e-22,9.825718,TC2N,8.18664,4.486487307399502e-39,13.260736,CLPTM1L,1.2440803,0.011680352381356455,2.8862677,ITPR1,2.9656496,3.2534734351457e-11,7.027334,ABCC4,2.9225557,0.0038300370274086917,3.7473629
SLCO2B1,3.2181501,0.0,41.621994,CD52,2.0010414,2.795492662319475e-136,25.031857,C12orf75,2.0813107,1.3134642373528478e-256,34.386105,BTK,4.6012416,0.0,50.256126,ASAH1,2.9107187,0.0,63.344925,CSF2RA,2.531631,1.6566389072278984e-216,31.578712,PRG2,3.938954,8.921234374398941e-50,15.066646,CES1,1.6117586,1.1064375809121683e-22,10.047559,EEF2,0.6007923,7.133467761557109e-13,7.5963674,TPM1,3.620496,0.0,65.43964,ADAM12,2.7412724,0.0,50.02111,THBS1,2.799208,0.0,47.408638,RACK1,0.99002343,1.0371908173886386e-80,19.228304,TCP11L2,4.765018,1.3328224602279092e-21,9.734609,IL2RG,2.4761236,4.795933782108717e-38,13.078848,SDC1,3.7083967,0.011837244745419967,2.8816469,SELL,3.9487576,3.25653086794463e-11,7.027084,LGALSL,4.8431735,0.004125716993793383,3.7217832
ACP5,3.0491395,0.0,41.57053,C5AR1,2.0769017,2.906724457789922e-134,24.84395,TOP2A,4.3350515,2.5432677991718043e-256,34.366386,CD69,3.679176,0.0,50.208458,FCGRT,3.3094206,0.0,63.3323,TYROBP,2.470604,2.8996954102034306e-214,31.413322,CCL3,2.8749583,2.705337003555814e-49,14.991828,CFLAR,1.8196576,2.1849428629774185e-22,9.978415,ANXA5,0.7946881,7.179042002927222e-13,7.595041,ADAM9,1.9963199,0.0,65.38635,MFGE8,2.2634318,0.0,49.82895,EXT1,2.1453416,0.0,47.37681,H1FX,1.6452711,7.359727377015488e-80,19.125162,PSMF1,1.8176072,6.924755653567564e-20,9.315717,FCMR,4.377324,1.0327088197321088e-37,13.019394,SEL1L,1.5284853,0.014922356834539293,2.800068,CORO1A,3.2075713,3.459563661138781e-11,7.0180416,PECAM1,3.2802944,0.005406410337131292,3.631342
LRPAP1,2.2032726,0.0,41.356865,TCN2,2.1672955,6.649181748437139e-134,24.810247,SGO2,4.399161,4.0373877564203946e-256,34.35244,NFE2L2,1.616273,0.0,49.835033,CD52,3.4456556,0.0,63.275555,BTG2,2.3030667,5.663495131019667e-214,31.391268,NAMPT,2.2532797,3.0317397128181626e-48,14.827183,ATP2B1,1.9641767,3.4046750797217144e-22,9.932661,KIF1C,2.928451,7.674788045059144e-13,7.585389,FN1,4.487502,0.0,65.34348,TAGLN,3.5208313,0.0,49.63042,PAWR,2.035981,0.0,47.14695,SPN,1.7164451,2.0976416138394914e-79,19.069387,UBE2H,2.1707604,1.701602362412316e-19,9.217752,ARRDC3,1.9192771,1.9501199935919128e-37,12.969752,HID1,9.320195,0.015298861933468175,2.7914402,PDE4B,3.289133,5.118310943668114e-11,6.9595456,MLC1,3.9864523,0.006780763760750018,3.5534241
