C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score,C18_names,C18_logfold,C18_pvals_adj,C18_z_score,C19_names,C19_logfold,C19_pvals_adj,C19_z_score,C20_names,C20_logfold,C20_pvals_adj,C20_z_score,C21_names,C21_logfold,C21_pvals_adj,C21_z_score,C22_names,C22_logfold,C22_pvals_adj,C22_z_score,C23_names,C23_logfold,C23_pvals_adj,C23_z_score
ARHGDIB,1.8229916,0.0,70.66133,CORO1A,2.2869985,0.0,61.726795,MPO,3.89005,7.631730273360055e-223,32.07681,AZU1,3.4511976,0.0,53.174133,CD63,0.9496486,4.683539386192401e-168,27.806435,MCL1,1.4375755,0.0,50.109974,CD44,1.2841637,0.0,42.234432,KLF5,2.5294144,0.0,47.39078,RAB27B,3.574601,2.754182394178326e-254,34.25396,IL1RL1,4.553608,0.0,74.09129,CLU,3.0772777,5.520673817618449e-153,26.602142,ITGA2B,3.404425,1.0585111395854914e-178,28.722635,ANXA2,2.291586,1.8424152333819654e-233,32.81615,PLD3,2.8112261,0.0,64.24056,S100A10,2.112737,2.2932942823059433e-37,13.172212,CCL2,3.1689131,8.105610722422578e-290,36.56746,CTSS,2.4803302,0.0,68.78027,IFI30,2.3979359,4.63059916502797e-100,21.549278,SYNGR2,1.7651367,2.7280699967886334e-13,8.161344,MYLK,9.445454,4.921155569752156e-42,14.067835,GYPC,3.2590492,1.228923515157629e-15,8.744361,S100A16,8.890987,3.731945492668564e-246,33.70584,TRIM25,1.8584183,1.8375142912893545e-54,15.868836,CLEC2D,5.1824446,1.4738609555044527e-10,7.1347027
FAM107B,1.7729154,0.0,70.44543,ANXA3,2.4664295,0.0,61.485847,PTTG1,3.23367,8.772098340244461e-222,31.99928,MPO,3.625652,0.0,53.148933,STXBP5,1.800178,6.067036127266424e-164,27.462215,SAT1,1.9502583,0.0,50.098152,CCL3,2.5667586,0.0,42.14845,CHI3L1,2.543114,0.0,47.348957,HIST1H1B,3.1442015,2.7299224997623634e-246,33.711475,GLUL,2.1572416,0.0,74.05126,PLD3,3.1093433,2.0227279514464932e-151,26.463186,RFLNB,2.2150688,5.2559048489273944e-176,28.504942,DAB2,2.2205272,6.110789143043649e-225,32.21154,ANXA2,3.0695379,0.0,63.68854,SERPINA1,1.7422659,2.267282438004646e-36,12.993662,CTSL,2.7935143,8.002552178370501e-283,36.123398,CTSD,2.3066006,0.0,68.4842,CES1,3.088665,1.2791084831608953e-97,21.285217,LYZ,2.30243,2.7280699967886334e-13,8.161125,NLK,4.0890713,7.889083225992072e-42,14.031263,MYH10,7.1365714,1.850643889545396e-15,8.694624,ECE1,5.433389,3.502278247965574e-238,33.154034,TNFAIP2,2.66216,1.8375142912893545e-54,15.868526,IKZF1,2.2098606,2.277079123780061e-10,7.065593
MS4A3,2.925553,0.0,70.247055,ADGRG3,2.4697063,0.0,61.322758,ARHGDIB,1.7046509,2.1790261030479392e-221,31.969532,HELLS,3.1488686,0.0,53.037216,IL1RAP,1.8121037,5.850228402948142e-163,27.378706,LITAF,1.5887897,0.0,49.940018,LITAF,1.1923437,0.0,42.083603,ABCA13,3.1205688,0.0,47.236435,CKAP2L,3.3945067,1.930842076381884e-242,33.443462,GCSAML,4.76641,0.0,72.46498,PALM2-AKAP2,2.8450582,1.6485244886295107e-150,26.38229,S1PR1,4.405327,7.061330058561078e-171,28.087158,ZFYVE16,2.1911445,3.1907154241804776e-221,31.944078,C1QC,4.5493913,0.0,63.47851,ACP5,2.5275748,2.2931630399577912e-35,12.805782,ADA2,3.0833175,2.606473636067166e-282,36.08949,GPNMB,3.4671478,0.0,68.15608,SCD,2.2232149,1.4756205153089448e-95,21.059359,ITGB2,1.6268508,4.963703834721416e-13,8.083106,ARHGAP21,5.162855,1.4183849563047152e-40,13.8218155,SET,2.3749518,4.333064712938611e-15,8.586466,TPM2,7.766165,3.502278247965574e-238,33.153538,MT-CYB,4.041545,7.128077514545828e-52,15.479524,CD96,4.555962,2.547151621195166e-10,7.0478387
MT-ATP6,2.8782554,0.0,68.63526,CDA,2.5411692,0.0,60.99868,MNDA,2.1252022,3.8837725673202465e-220,31.878113,ELANE,3.5870318,0.0,52.552372,EGR3,1.9924442,7.2138228167460204e-152,26.424849,TRIB1,2.0544045,0.0,49.842316,PLPP3,2.036415,0.0,41.567566,HIST1H1B,2.9516122,0.0,46.3246,HIST1H1C,2.2954223,2.337459724522143e-242,33.43677,CREM,3.2583416,0.0,71.35885,RAB27B,3.7612298,7.12406243809292e-150,26.325285,MS4A3,3.0711539,2.174659809148046e-168,27.881683,CYP27A1,2.5180216,9.747855087079149e-219,31.763786,HS3ST2,3.6927607,0.0,63.362328,MRC1,2.3240018,1.0814434595562546e-34,12.679772,PLA2G7,2.6902292,1.143042770942792e-280,35.98347,SLCO2B1,3.1401474,0.0,68.13501,CORO1C,2.0210097,8.273085697126912e-93,20.753332,CTSB,1.9247069,2.364343234962695e-12,7.880187,SNCA,4.90982,8.513326460032036e-40,13.689259,BCCIP,2.602212,4.333064712938611e-15,8.584716,GNG11,7.9682946,4.055157559451629e-237,33.07851,KYNU,3.574258,1.2275638421149248e-51,15.442416,MAL,13.688949,4.100482707126697e-10,6.9748755
ATP8B4,2.4265244,0.0,68.32504,ITGAM,2.1736596,0.0,60.191357,TOP2A,3.2555017,9.848849310833131e-215,31.484495,TSPAN2,2.5611632,0.0,52.32125,IL5RA,5.7028365,1.6625134097534743e-141,25.503115,MCOLN1,1.981344,0.0,49.807163,VASP,0.92981905,0.0,41.054153,BPI,2.8252218,0.0,46.257385,HPGDS,3.5674815,1.0612283851726664e-237,33.11385,RASSF5,2.43378,0.0,70.58316,PLPP1,3.9747937,9.80774088046456e-149,26.224136,MS4A2,3.4815907,2.8965545936918234e-166,27.704945,TDRD3,2.6501853,2.297217151077081e-218,31.735996,CYP27A1,3.555992,0.0,63.243946,CTSD,1.7360798,1.3337193726796335e-34,12.662716,KYNU,3.7775598,6.820204661642602e-277,35.740093,GRINA,1.6371737,0.0,68.10181,LYZ,2.522065,4.481056392174074e-92,20.670063,C15orf48,3.5961103,4.518449434492443e-12,7.793903,FERMT3,2.4294014,2.033328492927328e-39,13.622985,MYL4,10.886595,5.097730252015291e-15,8.560101,COL4A1,9.436608,4.623139374831697e-235,32.934044,KLF6,1.2969087,4.1780363111572304e-51,15.360189,LEF1,10.697767,4.3752348414654453e-10,6.962064
APP,1.8442143,0.0,67.731674,GCA,2.0975714,0.0,59.646076,CDK1,2.9003024,3.2647844591151017e-214,31.445248,NUSAP1,2.8345811,0.0,52.132584,ARL4C,2.7015562,1.127850306507381e-140,25.427458,CR1,2.3555686,0.0,49.21251,CCL3L1,2.7696562,0.0,40.79168,CENPE,2.7290585,0.0,44.987816,HJURP,3.998752,1.5920185034790434e-235,32.96139,CTSG,4.452073,0.0,70.29309,JUNB,2.0809083,5.452018796647209e-146,25.979506,SFXN1,2.9392447,4.253752615374157e-162,27.352386,GPX4,1.5784335,2.3568923275449213e-214,31.443113,IFI30,2.8577175,0.0,62.87423,CD52,1.7357138,9.520742903218856e-34,12.503895,GPNMB,3.1308677,2.051195310385066e-267,35.123524,ANXA2,2.7269406,0.0,68.01519,TMEM106C,2.7098048,1.594818981572979e-91,20.60687,CTSH,2.0359194,7.33347579596179e-12,7.727138,PDLIM1,7.2525096,2.7690657247052548e-39,13.597655,HMGN5,3.401753,5.408037924235088e-15,8.550436,CAV1,9.457858,2.3728374040644906e-234,32.883324,CES1,2.2203708,8.458786711704518e-49,15.003448,RACK1,2.5895927,4.3752348414654453e-10,6.9616404
MYB,3.3641813,0.0,67.00618,RAB27A,1.7425786,0.0,59.185787,NUCB2,2.3786747,6.5935055990358215e-214,31.421753,PCLAF,3.0313816,0.0,51.685284,PKD2,2.2900574,1.43958528587517e-130,24.492687,PHLDA1,2.6184244,0.0,48.961018,USF2,1.3670796,0.0,40.657574,CKAP4,2.3378994,0.0,44.957226,VWA5A,2.8158886,2.4642403628352394e-230,32.59626,FAM102A,4.8802767,0.0,70.17809,LAPTM5,1.6228231,3.345547399467425e-145,25.908329,DUSP6,2.487258,4.732786999205896e-155,26.750942,FTH1,1.8122637,2.8397544023552137e-210,31.140818,MARCO,4.3084836,0.0,62.85039,OAZ1,0.7107263,1.0232294048668136e-33,12.497579,CST3,2.368025,1.797340715478495e-266,35.060646,MRC1,2.8306568,0.0,67.79152,RRM2,2.8790128,4.2580694118220257e-91,20.557507,LTA4H,2.0745587,7.33347579596179e-12,7.723072,FADS2,2.393112,9.089143042118027e-38,13.334529,FXN,3.6830685,6.30642409626794e-15,8.529894,IL32,6.255481,7.775565092141552e-234,32.846214,PLK3,2.0223856,2.552209738053858e-45,14.450235,IL7R,3.8822129,5.33862014573078e-10,6.9275784
TENT5A,3.0814257,0.0,66.85277,APMAP,1.9648778,0.0,57.623566,BPI,2.8912518,2.1832860451892372e-213,31.382547,RNASE2,2.7992525,0.0,51.376022,SERPINB1,0.80837965,4.418380550730203e-112,22.680134,CXCR4,1.9439447,0.0,48.298416,PLAU,1.6330714,0.0,40.005642,ADGRG3,2.1469178,0.0,44.91848,CDK1,3.259544,3.17879242682975e-230,32.587566,ABCC4,4.4982424,0.0,69.759636,LMNA,2.8406963,1.0476921284901767e-143,25.773937,NFATC3,3.0352845,1.5326700082200615e-153,26.619999,AGPS,1.5714719,7.457471446691265e-209,31.035065,LGMN,5.1955657,0.0,62.296852,C1QA,3.218496,2.7118722049593325e-32,12.22684,CTSB,2.1945627,4.9268483256064944e-266,35.03086,BHLHE41,3.1321502,0.0,67.31049,MARCO,3.0721405,1.4564660396464058e-86,20.042732,APLP2,1.7999544,1.040256764493787e-11,7.6739054,LMNA,3.0666325,2.3185515651855366e-37,13.259508,TUBB2A,4.2292023,6.662395783946933e-15,8.520814,TFPI2,9.036152,3.679715006004495e-230,32.585827,SQSTM1,1.3512101,3.137305732923709e-45,14.435624,EEF2,1.1846944,1.4230575750065952e-09,6.7741575
GSTP1,2.345182,0.0,66.84556,LSP1,2.1960232,0.0,57.60319,TACC3,2.5422597,1.1839427244796611e-211,31.254091,ANP32E,2.1719625,0.0,50.78006,ENTPD1,1.8761038,1.2251189491786013e-108,22.325266,LCP2,1.4481788,0.0,47.032764,TANK,1.6699635,0.0,39.956676,FCAR,2.3172216,0.0,44.590042,C5orf22,2.9541495,8.180161025762117e-225,32.200817,CTTNBP2,5.148055,0.0,69.030266,CD36,4.9361987,2.1700979540063984e-140,25.475117,ATP10D,4.791205,1.312933749295253e-152,26.538513,FABP3,3.1475172,2.9500056129247526e-206,30.84124,PSAP,2.1792235,0.0,61.958477,GPNMB,2.3622067,3.8622463448786674e-30,11.808079,TMEM176B,2.38888,1.0395368513674507e-264,34.942776,SOAT1,2.99328,0.0,66.787994,CENPE,3.2121897,2.7279820686484466e-86,20.009785,SELENON,2.7450368,1.8527038882431233e-11,7.595172,CD9,3.2755315,1.1954058540643005e-36,13.133533,DKC1,2.6448705,1.0137946224582598e-14,8.468168,HSPB1,3.3174767,2.380595640985155e-229,32.527588,FGR,1.3586264,1.1681765266499315e-44,14.34165,CD5,9.329576,7.532633387953545e-09,6.5022063
MT-ND4,2.645451,0.0,66.42499,LTF,4.711056,0.0,57.266525,DEFA3,4.4135466,7.515101806362045e-210,31.120089,NUCB2,2.264964,0.0,50.303196,NDFIP2,2.210833,5.213740101704418e-107,22.15567,PLAUR,1.7695466,0.0,46.861893,PNRC1,1.132808,0.0,39.94786,SYNE1,2.5570571,0.0,44.303944,IL1RL1,3.1806982,5.319040100724796e-224,32.141872,NSMCE1,3.3438184,0.0,69.02898,RTN4RL2,4.748936,3.5932449596841513e-140,25.4541,IKZF2,3.7258575,3.948244516724295e-148,26.143866,RHOQ,2.2361772,4.729067241697498e-205,30.750528,SAMHD1,2.7913342,0.0,61.82959,LTA4H,2.2365212,2.8806771260647716e-29,11.6324215,INSIG1,2.098143,4.4496460713632793e-259,34.56902,ACE,2.8907409,0.0,66.71476,DEK,2.0698848,1.796450136607377e-82,19.564903,NEK6,1.7269741,2.0752729335262242e-11,7.576213,RGS10,3.6835606,3.208693891516523e-36,13.056227,SNCA,3.6961424,1.0137946224582598e-14,8.465467,HSPG2,7.4714484,3.537954923383814e-229,32.5145,LMNA,1.759493,1.8807974357785463e-42,13.977366,PDCD4,3.061932,7.533992210135701e-09,6.5013895
MT-CO3,2.994007,0.0,66.21286,CD177,4.3645844,0.0,57.05428,NUSAP1,2.7025468,1.0572162884422482e-209,31.10811,SERPINB1,1.8484164,0.0,50.29982,DACH1,1.8793193,3.236403130999855e-106,22.072577,NR4A3,2.5262,0.0,46.83903,NFKBIZ,1.358387,0.0,39.805187,FOXM1,2.5920217,0.0,43.429432,LMNB1,2.4566624,6.782744254690512e-224,32.13353,C5orf22,3.8645303,0.0,68.93129,ENPP3,3.9999833,7.945754584111375e-138,25.239044,EMP3,1.7412966,2.794634517417199e-141,25.530169,CTSS,1.932122,9.603159299941226e-204,30.651173,SPARC,3.651029,0.0,61.77171,SH3BGRL3,1.3285137,3.6841131634296054e-29,11.610447,EMILIN2,1.8570002,6.825308680964866e-257,34.42229,CTSZ,2.2706134,0.0,66.58703,NPC2,1.2622614,2.6537308251680083e-82,19.543383,OPN3,2.6678047,4.5007791484532637e-11,7.4708953,RSU1,2.7297657,8.200184625920954e-36,12.982295,CCT6A,2.4221268,2.0651973763836196e-14,8.373431,CTHRC1,8.959526,5.551991107828579e-228,32.4289,TFRC,1.7222869,1.9010718972905276e-41,13.806663,CYFIP2,2.3718412,1.35058962828465e-08,6.402234
MCM2,2.9406893,0.0,66.12828,RFLNB,2.0718331,0.0,56.339844,BUB1,3.247238,1.7910470152232518e-207,30.941866,FAM111A,2.50084,0.0,49.7268,CORO1A,1.154977,1.2599339708865979e-105,22.010069,METTL9,1.7963319,0.0,46.74931,CXCR4,1.4926637,0.0,39.224857,CD24,2.3743212,0.0,42.48142,ADAM12,3.6773906,4.845247012978637e-218,31.71092,RGS13,5.8777013,0.0,68.5277,SAMSN1,2.2752721,1.422672499725206e-136,25.123503,RGS2,3.0410001,3.7966649726196193e-141,25.517525,RNF13,2.0474558,9.877773045004654e-202,30.498459,SLC15A3,2.8670862,0.0,61.584515,CXCL16,1.8207912,2.858443275082179e-28,11.426507,ATP2B1,2.112893,1.060172697506683e-254,34.2746,PPARG,2.3916986,0.0,66.43798,ARL6IP1,2.2982574,2.6739512213758856e-78,19.065563,VIM,1.4532708,5.357266671435298e-11,7.4438787,DNM3,7.9539285,1.0774647944832614e-35,12.959146,METAP2,2.674798,2.5341211883081138e-14,8.342273,CNN3,8.04938,7.51898101610716e-228,32.418686,CD163,2.819349,5.948682445819484e-41,13.7222805,SPOCK2,11.6956625,2.2218518320215757e-08,6.3149047
ERLIN1,2.8680172,0.0,66.00831,CCND3,1.9857185,0.0,56.185753,HMGB2,2.1211998,1.6390948562409343e-203,30.644987,ASF1B,3.064061,0.0,49.604584,EGR1,1.2246627,9.532407465088706e-105,21.917038,IVNS1ABP,1.5994903,0.0,46.675648,AQP9,2.0620375,0.0,39.22466,TACC3,2.2067256,0.0,42.109608,SOCS2,2.8357246,1.0763654336816205e-212,31.318426,ARHGEF6,3.3507695,0.0,68.50576,HDC,3.8304887,1.4701411144860662e-136,25.121078,STK17B,1.8652194,3.411996518074033e-139,25.338978,S100A11,1.2438473,9.528767933398196e-199,30.271255,CXCL3,3.7135806,0.0,60.99199,LCP1,0.8880664,4.479805416259519e-28,11.386525,KLF6,1.7348604,9.050388714224706e-249,33.873226,CTSB,2.40948,0.0,66.37567,SMC4,2.2536032,5.554883026401781e-78,19.024408,SH3BGRL,1.3717543,7.0316978884797e-11,7.400075,DMTN,5.5193906,1.586011042840716e-35,12.927287,CDK4,2.6271946,2.5681420492946158e-14,8.338444,CD151,4.176027,2.141152087719431e-227,32.385574,CCL18,1.9885485,2.6017900835530096e-40,13.610824,CCR7,9.05289,2.5219238984053486e-08,6.2919307
MGST1,2.1548278,0.0,65.16579,MLKL,2.0671895,0.0,55.682087,NKG7,2.4831154,1.2655028410623548e-197,30.198889,TUBB,2.2348535,0.0,49.246532,ACTB,0.53699887,2.3062924164866155e-103,21.77055,MARCKS,2.101054,0.0,46.648796,CD74,1.9125671,0.0,38.417946,SIGLEC5,1.9556617,0.0,41.87205,FXYD5,1.3566886,1.3278047424011787e-205,30.792477,NR4A2,3.3224428,0.0,67.865486,NDFIP2,3.5428257,2.767239961077659e-135,25.00306,RASSF2,1.9886179,2.998333594837842e-138,25.251959,ADTRP,2.8199916,1.0515080943022583e-198,30.267378,CTSS,2.6572995,0.0,60.646976,APOE,2.6643398,8.521237706123257e-28,11.327288,CD4,1.789647,6.158834106171621e-248,33.815735,SLC15A3,2.5376418,0.0,66.28978,GPNMB,2.65089,5.554883026401781e-78,19.024197,GLIPR1,2.1483064,7.723963693057871e-11,7.383848,MTSS1,6.1104503,2.1579110372149656e-35,12.901476,SNRPD2,2.5078793,2.629123608811584e-14,8.333456,PODXL,9.483413,2.9698369780467053e-227,32.37466,MARCO,2.6149635,3.2976214240405975e-40,13.592583,LEPROTL1,2.1789563,3.680591772354161e-08,6.22942
PDHA1,1.9045466,0.0,64.94115,MCEMP1,2.0622427,0.0,55.22538,ANXA3,2.15548,8.66783941562284e-194,29.904385,RRM1,2.680671,0.0,49.096813,CD96,3.1654809,7.296773904528038e-101,21.501442,CSRNP1,1.8908839,0.0,46.400555,CH25H,3.0408323,0.0,38.23551,CKS1B,2.1624103,0.0,41.862022,HIST1H2BH,3.191661,8.752467221880804e-205,30.730524,RGS10,3.637603,0.0,67.54493,EPCAM,5.9875007,5.349999277317579e-135,24.975657,LAPTM5,1.0553654,1.0824668333010076e-135,25.016235,SCD,1.7446359,2.1403071341471633e-193,29.8594,AKR1B1,3.3611605,0.0,60.409794,RNH1,1.4622794,2.6178291519660407e-27,11.225551,KDM6B,1.8868337,4.229602587876824e-245,33.621323,HS3ST2,3.2714229,0.0,66.10707,TACC3,2.463652,5.667798315809978e-78,19.021666,IL1RN,2.0077958,1.257044593325241e-10,7.311502,HPSE,7.0074344,5.641115634383604e-35,12.825154,KCNH2,5.076855,2.7922141889838628e-14,8.324158,MCAM,8.613195,7.592231477662205e-225,32.202324,PIK3R5,2.0691023,6.00846988500198e-40,13.548007,FOXP1,2.5448537,4.072542692736195e-08,6.210983
PLPPR3,4.9559026,0.0,64.57799,CYBB,2.0520499,0.0,54.755493,SERPINB10,2.3855195,3.484466970346308e-191,29.702494,TACC3,2.426653,0.0,48.87431,RAB44,2.1908197,1.8330758426261873e-99,21.350445,S100A6,1.4845105,0.0,46.37024,SQSTM1,1.1862592,0.0,38.207115,CDK1,2.4568217,0.0,41.642776,TPX2,3.0138063,6.529128074255418e-204,30.66443,MSN,1.4462503,0.0,67.5015,ACSL4,2.556935,1.0077844416403155e-132,24.76432,RUNX1,2.1803417,1.9135104725133804e-134,24.900175,EEF2,1.1730043,2.7860942034522667e-188,29.46162,COLEC12,3.264013,0.0,60.36248,PSAP,1.3963671,1.5384470013871785e-26,11.059798,ITGAX,2.2691755,3.894662821922167e-242,33.41704,ANXA5,2.0834167,0.0,66.07348,TYMS,2.2435167,7.797978007490028e-76,18.760277,SLC8A1,2.879366,1.314900997844036e-10,7.301961,ST8SIA6,6.4506383,6.142317509002586e-35,12.816541,OSBP2,7.684195,4.225942929775584e-14,8.270323,IGFBP4,6.753811,8.282749070077344e-225,32.198837,CD44,1.1034955,3.528056352667429e-39,13.415338,ZFP36L2,1.8913026,9.679830816233002e-08,6.0564184
PDZD8,2.242436,0.0,64.15007,ALOX5,1.5382527,0.0,54.702953,KPNA2,2.7621431,4.227950953230786e-188,29.461817,PFN1,1.1491649,0.0,48.83026,CHPT1,1.9522197,3.77866929246485e-97,21.097887,CEBPD,2.3710241,0.0,46.2889,CD14,1.7914606,0.0,37.678955,NDC80,2.7694623,0.0,41.51245,BHLHE40,1.5717441,1.3439567036439856e-201,30.48971,RAPGEF2,3.5434725,0.0,67.10892,LXN,4.0317245,1.1081957207366688e-132,24.75947,LGALS8,2.5001087,3.1334880880609373e-130,24.50576,RAB10,1.3292862,2.1968783691451556e-180,28.836832,S100A10,2.7958202,0.0,60.259365,CST3,2.045541,6.388550284243596e-26,10.92714,PLEC,2.131441,2.203692484912152e-239,33.226177,DAB2,2.4946096,0.0,66.006615,ACE,2.2303069,1.7194604979926476e-75,18.71678,APOE,2.4719763,4.859235571687918e-10,7.1138277,MAX,2.8409965,1.847147378552932e-34,12.727992,LDB1,2.6312008,4.6916405715848074e-14,8.252067,THBS1,5.6407537,3.9143460314326256e-222,32.005672,RUNX1,1.6793162,2.0252424496597263e-38,13.280833,IKZF3,4.9014564,2.2379169059080065e-07,5.9067054
VAMP8,1.688063,0.0,63.90538,MSRB1,2.2175064,0.0,54.514763,LMNB1,2.1133142,1.6380494581911898e-186,29.336689,SPC25,3.226732,0.0,48.717667,FRY,2.423643,4.421000666940694e-97,21.090342,CPD,2.1974304,0.0,46.093807,JUN,1.2870101,4.398709088040045e-303,37.371876,ERG,2.465455,0.0,41.48111,AHR,2.3199327,5.947701617268719e-201,30.440264,LMNA,2.746517,0.0,67.04784,IL1RL1,3.176929,4.343992740016006e-131,24.609116,CELF2,1.3687485,2.7854644374073767e-129,24.414438,SOD2,1.8790333,3.156626819945067e-179,28.74381,CSTB,2.7046602,0.0,59.889713,CCL18,2.6785085,1.6216358296652946e-25,10.840024,GPR183,3.7077446,4.448698842643367e-228,32.433193,OLR1,2.441442,0.0,64.94737,SLC7A7,2.2288585,2.264593863616627e-75,18.700716,CST3,2.0242333,8.314415700221272e-10,7.0360813,TUBB1,11.927856,1.847147378552932e-34,12.72696,SLC25A39,2.6551392,4.913812877936281e-14,8.24456,RHOC,5.0927153,5.348087466875356e-221,31.923218,INHBA,2.5566306,1.854058840967368e-37,13.109052,CD2,8.513519,3.479199591526907e-07,5.8294597
MCM5,2.6831243,0.0,62.925964,SUSD3,3.0811796,0.0,54.508167,SPN,1.6774806,1.217567450997387e-174,28.389048,FOXM1,2.7814856,0.0,48.631516,LPCAT2,1.1234246,1.5302089974265596e-96,21.031164,CCL4L2,3.1645956,0.0,45.916214,MCL1,0.8860521,1.4218739835509738e-301,37.27768,FOLR3,2.4635375,0.0,41.246513,PALM2-AKAP2,2.306411,7.170719548015619e-201,30.433462,BHLHE40,1.8511177,0.0,66.95842,RAC2,1.6840603,2.249686991098784e-130,24.54135,LMNA,2.039574,3.444756859324399e-129,24.405228,ARF4,2.5187898,1.0801709713744759e-174,28.378145,JAKMIP2,3.1653614,0.0,59.141594,CTSS,1.7093343,4.058429994426743e-25,10.753573,MRC1,2.3098261,2.336211213410487e-221,31.952179,CXCL3,3.2612143,0.0,64.87397,TPX2,2.7264988,2.873887472977519e-74,18.563381,CTSS,1.6581153,1.2627774712132357e-09,6.966809,MPP7,5.0443177,1.985223509114078e-34,12.719446,RACK1,2.3494694,8.481519081412852e-14,8.175146,LOXL2,7.7938733,2.356624601599114e-220,31.876053,MAP2K3,1.6280322,3.136111353755124e-37,13.068594,MLLT6,2.5256033,4.0621250767654694e-07,5.8006783
HSP90AB1,2.0798676,0.0,62.893806,LCN2,4.133434,0.0,53.839695,UGCG,1.957088,4.896722867979673e-173,28.257927,ANXA3,2.1556392,0.0,48.55348,CCL23,3.2197714,1.2493016420927293e-93,20.708645,S100A9,2.919983,0.0,45.428722,PLA2G7,1.8746172,7.075419778463258e-296,36.923813,BASP1,1.6609285,0.0,40.84848,MSN,1.1860219,2.4167763209119256e-199,30.317133,DUSP4,4.822736,0.0,66.45765,FBLN2,4.5701675,6.318684220904205e-129,24.404352,IL3RA,2.1478262,4.814440946148653e-128,24.296589,TMSB10,1.437038,4.617119102608287e-173,28.242971,CTSH,2.9054809,0.0,59.054554,CES1,2.294866,1.76993946861686e-24,10.61261,CD68,2.0381958,8.309739349060802e-219,31.767193,TGM2,3.655716,0.0,64.782776,C1QA,3.005157,1.7916819309418108e-73,18.463486,DUSP5,2.4518876,1.2627774712132357e-09,6.9650745,TC2N,8.756891,2.8452578966733794e-34,12.689447,MAT2A,2.1024528,8.864411762431761e-14,8.167921,CAPN2,3.579854,1.9824896874793659e-218,31.73613,MAP7D1,1.5528613,4.0421792974905855e-37,13.049006,PIK3R1,2.7593687,5.864417017960434e-07,5.7325726
RNASE3,3.7177281,0.0,62.085567,BASP1,1.7208047,0.0,53.75698,CKAP2L,2.5805192,3.320693090793987e-172,28.189358,IDH2,1.7657555,0.0,48.053738,EBP,1.3408682,3.1913319342722342e-93,20.663181,MBOAT7,1.6006978,0.0,45.24961,PPP1R15A,1.2285012,1.0450411321924733e-294,36.850327,IL18RAP,2.695834,0.0,40.84493,ANXA1,1.4818995,3.378275538915978e-196,30.076904,NR4A1,3.2734783,0.0,65.406,TPM4,2.0515609,1.4675679491889087e-128,24.368937,TMEM154,2.3927467,2.9650813487311153e-127,24.221268,PLA2G7,2.1538398,4.302830980746391e-171,28.081636,SLCO2B1,3.087464,0.0,58.328445,SH3BGRL,1.2572436,5.9467704066189685e-24,10.49396,NINJ1,1.6074133,4.888078954108189e-214,31.419144,GRN,1.9093891,0.0,64.528175,APOE,2.5641172,3.7851694411682735e-72,18.296698,PLXDC2,2.2781541,1.9541090794393333e-09,6.897424,MEIS1,8.959315,3.1079673562775183e-34,12.678965,DDX21,2.133778,1.0214030712071304e-13,8.148927,MYL9,6.653573,3.523643197854735e-218,31.717327,FNDC3B,1.1757674,2.3438970623929404e-36,12.910241,HIST1H1C,1.6471139,6.785883821519531e-07,5.705558
CAT,1.739163,0.0,61.875107,BPI,2.6368988,0.0,53.517746,H1F0,2.0868745,4.38952996999025e-168,27.850302,LIG1,2.6199634,0.0,48.000458,SIAH2,2.0487778,2.0070686055337016e-91,20.460993,FOSL2,1.7338697,0.0,45.15235,B2M,0.5995295,1.8414584215787636e-289,36.52076,SERPINB2,2.2556179,0.0,40.767357,SMC4,2.5275567,3.5301833558902975e-191,29.689337,PTGS1,3.655922,0.0,64.69142,PMP22,2.517464,4.636893202962104e-127,24.225271,RASSF5,1.8266046,5.8531628370986495e-126,24.097513,FDX1,2.7137513,1.4979277372037472e-167,27.789568,CTSD,2.3782084,0.0,58.17786,LYZ,1.6913137,1.0267166725964806e-23,10.440243,PSAP,1.4262543,1.3906393219821276e-208,31.016499,CSF1,2.6679463,0.0,64.22306,CTSC,1.3543806,1.005330812789645e-71,18.242105,BHLHE41,2.380499,2.3922711959465205e-09,6.865733,VWF,6.725503,3.2602178524777317e-34,12.6734915,CA1,11.428715,1.2039459917442208e-13,8.125341,CDH5,10.121752,4.754290114450242e-217,31.634583,MICAL1,1.7471737,3.1177816260307656e-35,12.704443,FCMR,5.075523,8.278959686194652e-07,5.668296
