C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score,C18_names,C18_logfold,C18_pvals_adj,C18_z_score,C19_names,C19_logfold,C19_pvals_adj,C19_z_score,C20_names,C20_logfold,C20_pvals_adj,C20_z_score,C21_names,C21_logfold,C21_pvals_adj,C21_z_score,C22_names,C22_logfold,C22_pvals_adj,C22_z_score,C23_names,C23_logfold,C23_pvals_adj,C23_z_score
DEFA3,3.5802498,0.0,60.392616,PYGL,1.7609069,0.0,53.313004,GCA,1.7370809,9.359379599949163e-164,27.48973,FANCI,2.8469007,0.0,47.704998,YPEL5,1.0429931,4.083891138792915e-91,20.425766,NAMPT,1.8205781,0.0,45.11424,NAMPT,1.4389224,1.6891999043049737e-287,36.396378,HMMR,2.8475633,0.0,40.108334,IL9R,3.4623632,7.23655783299975e-190,29.586317,PALM2-AKAP2,2.7172384,0.0,63.928944,MS4A2,3.2681856,2.356412887672268e-124,23.965397,RAPGEF2,2.7542734,4.816975530034522e-124,23.913105,TCN2,2.3947306,1.4030994645411397e-164,27.542057,IL7R,3.8949158,0.0,57.762764,FBP1,2.4385955,1.334786681575267e-23,10.413329,ICAM1,2.018108,1.2139387329427872e-204,30.72208,CORO1C,2.0417397,0.0,63.94346,CYP27A1,2.3986225,1.1485069980941216e-71,18.233568,MME,4.2134504,2.786477791044989e-09,6.841091,ZC3H12C,3.588276,5.192160502881717e-33,12.4495125,NEDD4L,4.57662,1.5230996145743296e-13,8.09497,LAMB1,9.639408,4.354125420340284e-216,31.5639,DAB2,1.6979102,2.1324042847010646e-34,12.549783,NELL2,14.0261755,8.302425351822527e-07,5.6672673
APEX1,2.6335914,0.0,60.313423,FOLR3,2.8480988,0.0,53.152264,PDHA1,1.6325006,1.1777692870495142e-160,27.227602,CD24,2.404765,0.0,47.421432,ADAM8,2.1652713,5.198874405292883e-89,20.185246,APOBR,1.648196,0.0,44.933342,EGR2,1.8085626,8.327578070717591e-276,35.646484,DYSF,1.7751385,0.0,40.02303,KIT,3.2461,3.4203154966270745e-187,29.37648,RGS1,4.8087935,0.0,63.751057,LGALS1,2.2298937,1.4393200876006888e-122,23.792643,ST3GAL4,2.7009938,1.2452928328802059e-110,22.579535,CAST,1.6538916,4.736283749428596e-160,27.159332,CST3,2.6330192,0.0,57.54461,MARCO,2.6314125,2.1276591945349735e-22,10.135705,SAMHD1,1.9038281,4.553764678354307e-201,30.452557,CD52,2.1294348,0.0,63.943356,AP2S1,1.7918574,3.631660643684374e-71,18.169277,DPYSL2,2.0751622,4.770405114436787e-09,6.7608476,TLN1,3.142216,9.877266796384148e-33,12.396461,PDZD8,2.3877873,1.5651974009804985e-13,8.089872,LGALS1,2.7835643,5.170763278361515e-215,31.484833,CDK5RAP3,2.3634086,2.1520490125956065e-34,12.548822,UBA52,1.6015421,1.108464409908979e-06,5.608459
MT-ND3,2.5495682,0.0,60.27893,APOBR,1.7018524,0.0,52.510494,TSPAN2,2.1444051,1.665029612447455e-160,27.214128,TCF19,2.811604,0.0,46.769093,KCNH2,3.7695436,6.425042063117834e-86,19.827623,VASP,1.1661615,0.0,44.72898,FTL,0.6809087,1.195668843523661e-274,35.57077,UGCG,1.8576157,0.0,39.982204,CKS1B,2.5944421,1.9615581837439583e-186,29.315313,BACE2,4.3133163,0.0,63.49405,SEMA7A,3.0519657,1.085215740474173e-121,23.706081,ALOX5AP,1.404448,1.2938197542084734e-105,22.058762,PNRC1,1.2645375,6.802076160969489e-159,27.060692,CD68,2.5754418,0.0,57.420727,S100A11,0.7650285,2.682674370298214e-22,10.112429,CTSZ,1.8868896,9.128347702767363e-200,30.353315,LRP1,2.908363,0.0,63.754795,PLK1,3.6360974,8.79805654846228e-71,18.11945,ADA2,2.439866,5.524456627518165e-09,6.7367873,HIPK2,2.7257085,1.4592474813946587e-31,12.174054,MLLT3,4.532974,3.301621944750546e-13,7.9915137,RAI14,7.658171,7.720647372480433e-213,31.324947,JAKMIP2,2.1706228,1.9093349970905325e-33,12.370605,RBM33,1.6368293,1.2012296411101068e-06,5.591431
LMNB1,2.1393774,0.0,60.262383,GBA,1.5853684,0.0,52.45102,SPAG5,2.5333605,1.966044063302751e-157,26.95253,S100A8,3.3244815,0.0,46.627792,ADGRE1,4.082891,1.018794608456208e-84,19.686865,TRIB3,2.4926977,0.0,44.65771,RESF1,1.5321596,1.28366262624115e-274,35.56831,APMAP,1.5789715,0.0,39.94961,HMGB2,2.1678848,4.330414216390332e-184,29.129738,VIM,1.8335416,0.0,63.36665,AHNAK,2.5928168,1.1399287471592155e-121,23.703209,ARL4C,3.3287528,2.9741378879422013e-105,22.020662,UBTD2,2.2152052,9.798458121259434e-159,27.046736,CPVL,3.1129777,0.0,57.24623,ACTB,0.73668605,6.7909257606500415e-22,10.017792,CTSH,2.0721095,1.0699642360111942e-198,30.271477,ACP5,2.7176602,0.0,63.710503,EPHX1,2.28366,4.47926259396609e-70,18.02849,SERPINA1,1.798702,8.964852825202667e-09,6.660615,MTURN,4.4325256,1.4592474813946587e-31,12.173978,CPOX,3.4820027,4.989547663848956e-13,7.9387703,REXO2,3.3140407,2.212901988105066e-211,31.217117,KMO,2.9011343,2.3665070199540583e-33,12.352012,KMT2E,1.9496595,1.7692220192997303e-06,5.5147357
MT-CO2,2.72644,0.0,59.94753,PROK2,2.9880698,0.0,52.412415,FOXM1,2.377348,9.579500972139993e-157,26.893042,S100A9,3.118849,0.0,45.92366,PAXBP1,2.3399446,1.7871661061846613e-83,19.539772,SOCS3,2.117301,0.0,44.428234,CCL4,1.97302,3.829702342908123e-273,35.472332,ASF1B,2.4737706,0.0,39.83034,TUBA1B,2.2519014,2.958682075007318e-183,29.06323,ADAM12,4.8168383,0.0,62.76401,CALB2,3.968384,3.9330444840699227e-119,23.454248,GPR34,3.3684998,1.0129143178336918e-96,21.105272,CCL18,2.3850956,5.703281552678041e-157,26.895313,LIPA,2.8935056,0.0,57.21032,CFL1,0.69804156,1.4695184327017553e-21,9.940316,NPC1,1.9613842,1.437932264437079e-195,30.032124,EPHX1,2.6354108,0.0,63.23165,MS4A7,2.5200698,7.569788632210352e-69,17.87029,MDFIC,2.451204,1.0737520947615963e-08,6.6313896,GUCY1B1,8.941071,1.5729065282955106e-31,12.16633,DMTN,4.355231,5.446644923677881e-13,7.9262214,ITGA5,3.5263758,8.151312114695723e-211,31.174742,ADTRP,2.2841785,2.6336777967917205e-33,12.342963,IL2RB,5.7150583,6.981767080396587e-06,5.2377396
HELLS,2.7492611,0.0,59.823013,CD24,2.3917272,0.0,52.401276,CSTA,1.6191067,3.838626781001949e-155,26.754183,FEN1,2.6705277,0.0,45.67162,FAM107B,0.69111,3.8122152825435865e-82,19.381449,JUN,1.6774188,0.0,44.20853,MRC1,1.7046659,1.2881086534958028e-269,35.242386,TOP2A,2.7108111,0.0,39.8004,IDH2,1.8222932,8.868657435348095e-181,28.865507,NCOA4,2.0311115,0.0,62.566334,ITGB3,3.7027252,7.17968067801901e-119,23.427853,CLINT1,1.8393459,1.638204002322194e-93,20.75047,LYZ,1.9027611,7.080451369788174e-157,26.886814,DAB2,2.537958,0.0,56.689724,GPX4,1.185565,5.528493842162124e-21,9.8011675,IL7R,3.3584826,1.0643195747468605e-193,29.887915,APLP2,2.0125225,0.0,63.196743,LAMP1,1.2352393,1.4287936257090542e-68,17.833666,PEA15,2.348356,1.3995431705677398e-08,6.5895443,MED12L,4.83906,1.5920379045705015e-31,12.163844,UCP2,2.1153533,5.994016405552081e-13,7.912667,HHIP,10.000516,9.409475329768257e-210,31.095648,MAPK13,3.110507,4.4327578830668655e-33,12.299665,SEPTIN1,5.177837,7.054781626928737e-06,5.2353806
PDIA6,2.1992807,0.0,59.349884,CEACAM3,2.6189911,0.0,52.251354,AIF1,1.5908992,7.500808596752604e-155,26.728455,SMC1A,1.8901427,0.0,45.525433,RAB11FIP1,1.0585712,2.919035975728944e-81,19.275534,STK17B,1.6538227,0.0,44.09184,SDC4,2.010198,5.873815965126159e-258,34.47241,SERPINB10,2.0686731,0.0,39.72168,ARHGEF6,2.3304996,1.1770156572018248e-180,28.855192,DCBLD2,4.6338735,0.0,62.31453,PTGS2,3.4691477,9.638894488331245e-119,23.414545,MAX,1.6207495,2.2326498878154883e-93,20.734512,WARS,2.1903768,5.264695658203482e-152,26.464653,ACP5,2.9759269,0.0,56.411148,MGST3,1.9020653,4.214407171404682e-20,9.586756,ABL2,2.356511,1.8757246947083053e-192,29.791176,LAMP1,1.4701408,0.0,62.98683,CD74,2.4305625,2.7364954250318032e-68,17.796171,TMSB4X,0.5676741,1.6067494416504e-08,6.566423,ESAM,6.3385987,2.732501289131931e-31,12.118172,AHSP,13.5270405,6.031471056646162e-13,7.9102645,ITGAV,4.486513,2.905169107690051e-208,30.98466,DOT1L,1.811077,2.5495132868015274e-31,11.9576435,CD3E,13.716622,7.200793099695565e-06,5.2311583
PNP,2.191675,0.0,59.09873,IL17RA,1.7537688,0.0,51.868614,CCNB1,3.611185,2.227149548926647e-153,26.600765,WDR76,2.741069,0.0,45.51981,FGD4,1.3722482,3.0604779685572333e-81,19.27299,GPSM3,1.5731219,0.0,43.882435,LSP1,1.3487632,2.5210646762509194e-257,34.42971,CORO1A,1.8188382,0.0,39.658875,ID2,2.0445313,1.2313639660719535e-176,28.53173,ANXA1,1.6120063,0.0,62.24714,PTGS1,2.9536984,2.185847185111684e-118,23.378872,ESYT1,2.1952991,4.8086661800693535e-93,20.697212,ANXA5,1.5357351,6.7265624727514045e-152,26.454964,CXCL16,2.6577766,0.0,56.327232,PGD,0.86134225,1.5575141595644464e-19,9.442891,ANXA2,2.0327837,4.730539270348578e-190,29.60449,RNF13,2.2214863,0.0,62.802357,PPT1,1.621542,4.820176821924595e-68,17.763319,MREG,3.2292125,1.798627550253764e-08,6.5470424,HEXIM1,3.440373,3.196785062325254e-31,12.102422,BLVRB,3.570392,9.4890348063799e-13,7.850442,PEA15,3.6789944,2.455032726246229e-206,30.840689,SOD2,1.4360665,6.331011542589649e-31,11.879508,NLRP1,3.3712888,7.622982673672805e-06,5.2197437
P2RY2,2.4523556,0.0,58.99431,HP,3.6264076,0.0,51.394592,APP,1.4872948,1.629362499782144e-151,26.437756,E2F8,3.8177824,0.0,45.51618,MYADM,1.1958846,3.6941555052207463e-81,19.263153,METRNL,1.6388685,0.0,43.854607,SDCBP,1.0563575,4.986914173074304e-243,33.459454,PLK1,3.1061242,0.0,39.327522,BACE2,2.9786265,1.2313639660719535e-176,28.531492,CD9,2.4896421,0.0,62.185345,STK26,2.4068487,4.726506734639784e-118,23.344473,SOCS1,2.6895537,1.3288146657049446e-91,20.535213,CREG1,1.0430313,1.6989232015109315e-148,26.156273,LHFPL2,2.9538383,0.0,56.11982,ACTG1,1.0821273,2.664695811370538e-19,9.384247,CLEC7A,1.847052,1.1622712980522635e-189,29.573477,CCL18,3.6962192,0.0,62.678604,CKAP2L,2.70028,8.775452703820401e-68,17.728573,PLBD2,1.7832247,2.536315992013089e-08,6.4904804,CR1L,8.534066,1.3777620055550554e-30,11.98051,RCL1,3.7328997,9.696794338780568e-13,7.8445883,FKBP10,8.317437,2.951866894202282e-205,30.759447,CYP27A1,1.6505086,1.3869920700275588e-30,11.812417,ZFP36L1,2.8356385,7.92410200821231e-06,5.212128
CALR,2.03926,0.0,58.341213,CNN2,1.7903472,0.0,50.91234,ANLN,2.82646,1.9233705377099468e-151,26.43082,CDK1,2.3786323,0.0,45.17424,TNIK,1.9366101,2.78662666770542e-80,19.157099,S100A12,2.9725876,0.0,43.806175,NINJ1,1.0915495,2.878972488810895e-235,32.919342,MXD1,1.7374042,0.0,39.15748,CTTNBP2,3.256226,1.7177435828693097e-176,28.519339,CYP1B1,2.9268281,0.0,61.677658,LRRC4B,7.2782907,1.3824966177861852e-117,23.29713,IKZF1,1.6721405,2.0592896679199246e-90,20.400612,TBC1D2,2.2166517,6.051862985475591e-147,26.018661,RASSF4,3.1235874,0.0,56.114563,G6PD,1.5677508,3.2328223583631305e-19,9.362636,PLXND1,2.0685568,1.3124172766121728e-188,29.49083,SCD,2.3000567,0.0,62.184006,CTSD,1.7467039,9.966122955460553e-68,17.720345,FABP5,2.7681818,2.538548431685605e-08,6.487898,GP6,7.77188,2.410430797211903e-30,11.932652,JPT2,2.8147984,9.776928996078284e-13,7.842015,GNG12,5.4388795,6.1627619125785795e-205,30.734957,MT-ND5,3.7496448,3.5843753638380575e-30,11.729867,STK17B,1.5103376,8.008350397743024e-06,5.2088013
SLC2A5,3.3473957,0.0,57.41347,FGD4,1.7648332,0.0,49.723957,INCENP,2.732894,1.692747595325613e-149,26.259806,MS4A3,2.2459638,0.0,44.91789,PATJ,4.001798,2.0463931916157466e-78,18.929676,G0S2,3.451053,0.0,43.774204,EVI2B,1.1130669,1.3749549373792758e-233,32.80138,KIF11,2.4778745,0.0,39.128693,RGS1,3.490374,1.135615448339382e-175,28.45214,RHEX,4.4556212,0.0,61.359333,CPA3,3.9851077,2.396077903047435e-117,23.272871,CRIP1,2.3641074,5.9894414674830145e-86,19.887383,TMBIM1,1.3390086,4.204230262410739e-143,25.674053,SH3PXD2B,3.6487558,0.0,55.867683,HSPB1,1.7222635,1.7078490654687462e-18,9.1789255,NIBAN2,2.1557229,2.245272916790929e-187,29.39385,TCN2,2.9997616,0.0,61.348953,STMN1,2.5536027,1.877039201341121e-66,17.553368,MAN1A1,1.6299294,2.8774134170269124e-08,6.4665694,MPIG6B,10.367143,5.982076866822011e-30,11.854018,ATP7B,7.6862264,9.905338680119487e-13,7.8373504,WWTR1,7.1179495,2.487262803264418e-204,30.689009,EMILIN2,1.3724489,5.541443190112324e-30,11.691998,CD6,9.493996,8.059332276789923e-06,5.206823
LOXL1,3.0194418,0.0,57.15877,TSPO,1.4264785,0.0,49.614986,KIF14,3.0327873,2.2378285369402236e-149,26.248549,NCAPG,2.870579,0.0,44.46412,FTL,0.4502449,8.019765228782664e-78,18.856764,ITPRIP,2.2428796,0.0,43.750416,IGSF6,1.6848159,3.119836208883075e-233,32.77601,LRG1,1.9008204,0.0,39.03744,STMN1,2.8443527,1.0548169959040805e-174,28.373318,BTK,3.4278407,0.0,60.94008,PROS1,3.5630186,7.741940023587183e-117,23.22117,IL9R,3.1549706,3.552118280929527e-83,19.562298,PSAP,1.1825513,1.4218215727940341e-142,25.626228,SLC7A7,2.6407971,0.0,55.84365,CD163,2.4464538,3.1609732176287033e-18,9.106881,USP12,1.8878739,2.4686710011305893e-184,29.154284,PPT1,1.8585685,0.0,61.207134,SCARB2,2.0188773,5.090755717258475e-65,17.363897,ITGB1BP1,1.648443,4.31308222814151e-08,6.4003277,ICAM2,4.511083,6.77111315467551e-30,11.842293,TXNDC5,2.3457575,1.0540496749012944e-12,7.8280516,CRIM1,5.473573,9.065399032958566e-202,30.49585,MIDN,1.5588949,3.3005144858545803e-29,11.535807,GIMAP7,8.260125,1.0405529233900964e-05,5.155612
DEFA4,4.0184956,0.0,57.110268,NBEAL2,1.6880717,0.0,49.40308,CST7,2.0849319,2.4938940561306336e-148,26.15542,TMEM106C,2.3336594,0.0,44.24679,SIGLEC6,1.2475685,1.219059237107693e-77,18.834423,EVI2B,1.5400363,0.0,43.553135,ATP6AP1,1.0696647,4.741976142971896e-233,32.76284,S100A12,2.7274637,0.0,38.850895,ABCC4,2.8624148,2.7644529886969086e-172,28.176142,SOCS2,3.256862,0.0,60.88785,CPOX,3.7739768,1.8019117439326681e-115,23.084827,ARRDC3,1.6991231,2.836028509127572e-82,19.45578,RNH1,1.3011894,2.4286279753096568e-139,25.333002,ENG,2.3741748,0.0,55.72225,TIMP2,1.0713838,7.898020398381358e-18,9.002311,DOT1L,1.7597525,4.814949032827553e-183,29.0517,PCOLCE2,2.565547,0.0,61.01506,ANXA2,2.0104535,3.3255891886818634e-64,17.254791,DAB2,1.658203,5.047205381378295e-08,6.371641,SERPINE1,3.9805095,6.89955652954185e-30,11.839396,PRDX2,2.7161925,1.2752652824855083e-12,7.8025823,SPOCK1,9.406025,1.5081806725153873e-201,30.47862,FMNL2,2.6582022,2.7130836439928394e-28,11.34847,GIMAP4,5.9509854,1.0514734436395971e-05,5.152509
MAT2A,1.7326212,0.0,57.063225,PSTPIP2,1.5880235,0.0,49.0213,TMSB4X,0.75930464,1.8107709845231768e-147,26.07901,PDHA1,1.6172878,0.0,44.220123,CCL4,1.41171,4.7636154502145074e-77,18.760956,CD44,1.4970614,0.0,43.355526,ICAM1,1.5018635,1.5131726267414601e-230,32.585754,CEACAM6,2.297376,0.0,38.837994,RGS2,2.7658114,2.5823970374974883e-171,28.096075,ID2,2.4900453,0.0,60.858723,TIMP3,4.3777933,3.8810216637532696e-114,22.94978,SLC45A3,3.6777673,1.0727376800150756e-81,19.386845,TDP2,1.9449681,1.5856894002462996e-138,25.258184,GRN,1.9814712,0.0,55.59676,SDCBP,1.1619402,8.5823131884889e-18,8.992537,ZEB2,1.3745741,3.683982608248209e-181,28.90157,JAKMIP2,2.853442,0.0,60.92357,GNG10,1.5654691,2.035464460949281e-62,17.01344,CD4,1.3060625,5.470316197130021e-08,6.3570094,GMPR,3.9084234,1.0174028581938715e-29,11.805472,RUVBL1,2.8900282,1.3271908353040487e-12,7.7946434,CDH13,9.695744,5.261567388750926e-201,30.437098,SAT1,1.3371196,2.7471744545700645e-28,11.347204,FNBP1,2.1869588,1.1794260382887217e-05,5.1281257
MYDGF,1.7236512,0.0,57.00988,IVNS1ABP,1.5068413,0.0,48.986065,PLAC8,2.076164,6.133368105361659e-147,26.031652,YWHAH,1.7915968,0.0,44.135105,MBOAT7,0.9347574,9.890602011821857e-74,18.34758,FBXL5,1.6264669,0.0,42.802383,PSAP,0.846825,5.075273806675209e-229,32.477486,NCAPG,2.5596762,0.0,38.654957,GRAP2,3.3383691,2.5823970374974883e-171,28.09589,RGS2,3.55013,0.0,60.66124,NCOA4,1.9151129,2.1542799463054956e-113,22.874489,SLC18A2,2.4871666,4.702416684093173e-80,19.189554,CD74,1.9600054,1.5959825873826194e-136,25.074106,TMSB10,1.9214112,0.0,55.548496,YBX1,1.3736988,1.4342666731663844e-17,8.933361,PLAUR,1.4601132,1.4003963159709054e-180,28.85477,HMOX1,2.787104,0.0,60.25664,SPARC,2.3965707,4.229992966116966e-62,16.969534,IL13RA1,2.4228122,6.695880075774809e-08,6.3236165,ACTN1,1.9004531,1.5977210535272303e-29,11.766163,HSP90AB1,2.1115324,1.429974575816526e-12,7.7837896,ADGRL4,9.557085,6.897875102634129e-201,30.427675,ACSL1,1.4449924,1.219592959600497e-27,11.212318,CREM,1.982423,1.2034000287663064e-05,5.122518
AFF2,2.2667437,0.0,56.309204,SORL1,2.1145546,0.0,48.726757,TACSTD2,3.1709998,6.248171911077682e-147,26.030348,CKS1B,2.1241748,0.0,44.127247,ANKRD28,1.453452,9.17380221654355e-73,18.225365,S100A8,2.776983,0.0,42.412582,CSF1,1.4533235,2.886851427131865e-228,32.423195,NCAPG2,2.1139264,0.0,38.609753,IQGAP2,2.2487411,1.453552967238027e-167,27.786303,RAC2,1.5593054,0.0,59.79043,CYP1B1,2.913981,8.626904839918215e-113,22.81325,HPGD,2.037278,2.5689813319990143e-78,18.978432,MARCO,2.518221,6.8163576440449294e-136,25.015862,LRP1,2.8094783,0.0,55.531544,AIF1,1.3194143,1.5567134778743064e-17,8.92345,IER3,1.6281507,2.727911523087874e-179,28.7512,ACSL3,2.2553651,0.0,60.211163,CREG1,1.1681668,1.0610721825771913e-61,16.91445,NIBAN2,1.865535,1.1953208687500341e-07,6.22467,MYH9,1.9337065,1.863716826671384e-29,11.751889,GAR1,2.568134,2.151301025125323e-12,7.727193,PARVA,8.281604,7.505765536006938e-200,30.348682,IRF8,2.7339332,1.2915611975970551e-27,11.207075,RORA,6.497792,1.7388136609363087e-05,5.0388603
TYMS,2.1730292,0.0,56.118774,ANTXR2,1.9891611,0.0,48.440414,TUBB,1.8260195,3.264427758412679e-145,25.877562,KIF22,2.577105,0.0,44.100304,ADGRE5,0.6725233,2.7784134220738673e-71,18.035873,TNFSF14,3.2187147,0.0,42.27995,MAFB,2.0556617,4.98565024420878e-226,32.26369,ANP32E,1.6350088,0.0,38.563713,TNFSF10,2.444136,5.5943623375894496e-164,27.486197,PRG2,3.1509032,0.0,59.46933,PRKAR2B,4.1975026,6.997524622202567e-112,22.720264,ITGAL,2.3556638,5.029015657959901e-76,18.694052,RAB18,1.7281921,1.0458543597489671e-134,24.906275,CXCL5,4.6992803,0.0,55.44706,ANXA11,0.92740643,4.0218319166883885e-17,8.813984,FTL,0.9744511,1.0687510893622414e-176,28.542433,FCGRT,2.187687,0.0,59.608955,SLC15A3,1.9018362,2.0213024050378844e-61,16.875462,PLXND1,1.8024313,1.2207191991811278e-07,6.219238,SELP,9.867291,4.507126689234629e-29,11.675783,EIF3A,1.8604895,4.293517830463771e-12,7.632456,FSCN1,5.9286456,5.879809595880919e-199,30.280334,EID3,3.2755346,2.30808616371601e-27,11.154219,LCK,12.161323,5.271825291697131e-05,4.793555
MCM6,2.5619192,0.0,56.07979,FPR1,2.6428626,0.0,48.420048,NDC80,2.6494887,2.583362574804247e-144,25.797039,HIST1H1C,1.7727693,0.0,43.735123,MT1X,2.2197769,5.65044464575193e-71,17.996094,ARHGAP26,2.0506399,0.0,42.274734,LCP2,0.84186316,1.1276064279024391e-225,32.238037,FAM111A,2.0552833,0.0,38.51636,GLUL,1.4442914,5.5943623375894496e-164,27.486187,STK17B,2.019318,0.0,59.167213,TPSG1,4.4389167,2.5255920142621693e-111,22.663212,ENPP3,3.1476235,2.346750538851441e-75,18.610638,EPHX1,2.0055153,6.967859408564284e-133,24.736294,CORO1C,2.078236,0.0,55.096966,CORO1C,1.4428233,1.814503945086855e-16,8.636817,MCL1,1.1689249,8.143283014564639e-176,28.470694,ASAH1,2.089271,0.0,59.53067,MYBL2,2.4492362,2.0798604903348758e-61,16.872816,GNS,1.40329,1.3034789045694044e-07,6.206826,WIPF1,1.9276643,1.1478347583050035e-28,11.593544,TYMS,2.5615275,4.443741212601974e-12,7.6266994,ENG,3.7809548,7.11323410249091e-199,30.27354,TM4SF19,3.1352818,2.4541061545523316e-27,11.148595,CD7,11.816984,5.314940460963446e-05,4.7915645
MSRB3,2.3581252,0.0,55.98919,KIF21B,2.1922753,0.0,48.10958,KIF20A,4.1058655,4.6618688757349214e-144,25.773605,GCA,1.6897246,0.0,43.610218,SYNE1,1.8691723,4.9434226103621224e-70,17.874384,P2RX4,1.6315067,0.0,41.60509,THBD,1.7229327,1.40823622622369e-224,32.159325,S100P,1.9686749,0.0,38.47534,NDFIP2,2.79225,1.6149019211861417e-161,27.2787,NFATC3,2.9704924,0.0,59.05615,SLC18A2,3.1539583,2.9343484887894073e-111,22.656013,RUNX2,2.730471,3.7425275931731927e-75,18.58535,ZNF385A,3.5175085,2.048035796646884e-132,24.692383,LAMP1,1.5451897,0.0,54.606667,S100A4,1.6353328,4.11492756342513e-16,8.537635,CCL3L1,2.5046742,2.7925669818534187e-175,28.42685,PLA2G7,2.3779435,0.0,59.363186,IL1A,2.1428795,5.460695644547693e-61,16.813828,ST6GALNAC6,2.368489,1.6368478500973274e-07,6.168828,BEX3,3.0599983,2.223519264190965e-28,11.533991,LDHB,2.257212,4.525607083325462e-12,7.623035,LTBP2,8.431303,1.0341606403872906e-198,30.260685,SLC26A11,2.281826,8.958362353726033e-27,11.027399,GPR183,2.911069,5.48549436456706e-05,4.7848682
MIF,1.9153904,0.0,55.78398,LRG1,2.029836,0.0,48.051907,MIS18BP1,2.0109725,1.0489470412991646e-143,25.741602,CST7,2.1070967,0.0,43.58653,RNF138,1.7837764,3.0470260656291236e-68,17.641653,ATP2B1,1.7888653,0.0,41.578556,NCF2,1.0121341,4.305445375127248e-224,32.12422,GCA,1.6146121,0.0,38.23354,LMNA,2.0345192,3.1139039532820944e-161,27.254223,EPAS1,1.9972613,0.0,58.59819,JUP,3.4608335,3.228701553331303e-111,22.651218,FTH1,1.3161287,5.201089937924608e-75,18.567423,SLC15A3,1.7513764,3.620287933373148e-126,24.10164,TCN2,2.8773108,0.0,54.572075,TYROBP,1.2886566,5.145690233659628e-16,8.510419,EREG,2.8209317,4.682444193050593e-175,28.408112,TIMP2,1.6403272,0.0,59.3176,TGM2,2.4211314,1.9120416353351669e-60,16.73847,CLEC7A,1.4784154,1.6921008548818165e-07,6.1607227,MAP3K5,3.2312114,2.223519264190965e-28,11.533178,MAGED1,3.3393245,4.577062272273477e-12,7.620279,DPYSL3,8.74088,1.5664908813232346e-198,30.246479,RBM47,1.8484249,1.6197870237075663e-26,10.972261,PIK3IP1,6.831791,0.0001060203808136159,4.6339035
EIF3A,1.6309564,0.0,55.769657,NKG7,2.1260834,0.0,47.26827,KIF11,2.4927402,1.813664721247262e-142,25.630249,PGD,1.2521123,0.0,43.510075,SEMA7A,1.3297759,3.613311851561691e-68,17.631859,EGR2,2.1359103,0.0,41.524418,ATP2B1,1.4166298,2.8746257077199877e-221,31.920593,KIF14,2.984911,0.0,38.218204,RRM2,2.7360816,2.7139866661358436e-157,26.91887,ZFP36L1,3.749145,0.0,58.27423,AHR,2.3528452,1.25496779538577e-108,22.385792,SRGN,0.81979734,1.627822255819033e-73,18.380522,CAPN2,2.2415936,3.332550265533782e-124,23.912226,MS4A4A,4.7759404,0.0,54.36035,APLP2,1.319694,5.820845406886869e-16,8.495922,ZNF697,2.5854058,1.3220853104260218e-174,28.371033,RHOQ,2.1289537,0.0,59.058857,ENG,1.8117865,8.690219806590705e-60,16.64718,SSBP3,2.910043,1.6921008548818165e-07,6.1594634,LY6G6F,12.993017,2.325153946203453e-28,11.528159,TPGS2,2.8942657,4.7122313891545406e-12,7.6152363,CALU,2.6710334,5.2477629449622014e-197,30.129793,SH3BP5,1.592401,1.771192499664122e-26,10.963714,RBM38,2.816817,0.00010720559334277852,4.630927
