C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score
TNFRSF18,-3.987611,0.7574700418048783,-0.7128095,RAD51,-0.8352007,0.0005441783608317855,-3.6332684,LDLRAD4,-1.8066764,0.21846886273542102,-1.6224093,LRSAM1,0.26833016,0.8969666414204132,-0.51780856,COL4A3,-3.8566835,1.0,-0.195753,CTF1,-24.11484,1.0,-0.6271311,TBXA2R,-1.1905658,0.24370446925595335,-1.5605453,RFC2,-0.34466043,0.39152707812696214,-1.3253794,TLR4,-0.9185795,0.4664240386834831,1.0108941,SLC25A38,0.6065136,0.007986081024707442,-2.9020505,TMEM175,1.2363403,0.014272179860207422,-2.7058747,IFT122,-0.019316984,0.26532195727772506,-1.5428222,EDA2R,-24.317846,0.500642430923203,-1.1728595,WDR24,0.6124762,1.0,-0.5167513
ACAD9,0.29882622,0.7568167218347965,-0.713676,WRAP73,-0.17589246,0.0005416036574909533,-3.6345468,OSCP1,-24.404005,0.21783510858291322,-1.6238871,NDFIP1,-0.03686235,0.8967394442326572,-0.51817024,LY6G5C,-0.23275952,1.0,-0.19581716,IKZF4,-24.588375,1.0,-0.6271311,ST6GAL1,-1.013593,0.24363764646665276,-1.5607402,KIF4A,-2.0851276,0.39138050149472675,-1.3256537,CAND2,1.3113871,0.46647498035127805,1.010769,OPLAH,-25.674374,0.00796569570258799,-2.9028885,TUB,-24.231964,0.014263841965394713,-2.7061071,VAV3,-1.6073185,0.2653206765459434,-1.5428852,C3orf33,-24.508156,0.500642430923203,-1.1728595,CSK,0.649853,1.0,-0.51685274
PANK3,0.10653805,0.7559673351054871,-0.7146066,INTS9,0.022107229,0.0005361656432579996,-3.6372032,HEPH,-24.47536,0.21742086805487593,-1.6248742,C1QTNF2,-20.145275,0.8960739991978907,-0.51888424,CHRNA6,-5.5935907,1.0,-0.19582298,STMN3,-24.89524,1.0,-0.6271311,DDB2,0.29015678,0.24328039959866543,-1.5615344,COPRS,0.43706247,0.39106522240274777,-1.3261687,DGLUCY,-1.2579066,0.4681423407670255,1.0082254,ZSCAN32,-25.377104,0.00796569570258799,-2.9028885,ADGRB2,-1.9135674,0.014238679664057933,-2.706732,CTTNBP2,-26.922853,0.2650030564925441,-1.5435519,NUDT11,-24.195372,0.500642430923203,-1.1728595,HHAT,-24.055439,1.0,-0.517309
LRRC37B,-0.37591067,0.755466093350248,-0.7151837,SRA1,0.34844163,0.0005351480854766254,-3.6377203,TIGD2,-1.2520492,0.21702337316268097,-1.6258252,SMIM5,-4.4355617,0.8957449907330466,-0.5193443,DNASE1,-0.2411559,1.0,-0.19597174,RBM12B,0.8672806,1.0,-0.6277129,NEMF,0.7675599,0.24295735123371606,-1.5622587,ALKBH2,-0.75120085,0.39043258669737735,-1.3271371,FLRT1,4.1737757,0.46975027787853896,1.0058776,TGFBR3,-25.54381,0.00787183628928674,-2.9066732,CTH,-3.4333854,0.014162960666278694,-2.7085402,ARSA,0.688305,0.2649062686007816,-1.5437973,MALL,-25.016167,0.500642430923203,-1.1728595,MRFAP1,-23.88248,1.0,-0.517309
EPHX2,-2.5958483,0.7554355731609118,-0.7152823,WDPCP,-0.8613997,0.0005276719675042321,-3.641371,TTLL4,-25.089804,0.21702337316268097,-1.6258614,SNAP29,0.014154799,0.8954786800401431,-0.5196727,METTL7B,0.38498345,1.0,-0.19640777,ZSCAN18,-0.29507616,1.0,-0.6278451,FAM135A,-1.2287595,0.24248891603204983,-1.5632844,HENMT1,-0.39909688,0.39039599321439666,-1.3272548,PCDHA7,3.790402,0.46975910956583344,1.0058113,PCSK6,-26.289522,0.007841084719909734,-2.9079347,UTP14A,-1.9532754,0.014162960666278694,-2.7085783,SIGLEC7,-25.53561,0.26456927625288423,-1.5445018,SIRT5,-0.8684078,0.499559617737969,-1.1744353,CARF,-24.113298,1.0,-0.517309
IGKC,-4.28052,0.7542394014306858,-0.71656644,NDNF,-24.608416,0.0005137670090055291,-3.6483223,PHETA2,-24.426939,0.21661921761385397,-1.6268486,ANKRD33B,-0.262708,0.8951931248263986,-0.5200197,CLDN14,-1.9425769,1.0,-0.19675048,KSR1,-0.70449865,1.0,-0.62799054,TCEANC2,-1.179381,0.24198924092162005,-1.5643764,PARD3,-0.39476314,0.3902849552702312,-1.3274786,PCSK9,0.6923358,0.4707624227939083,1.0043081,NUBPL,-25.180397,0.007810441876665304,-2.9091964,KCNJ5,-25.727297,0.014120821057791003,-2.7096057,AHI1,0.3075171,0.2644364268221907,-1.5448164,CNKSR3,-24.590063,0.499559617737969,-1.1744795,TIGD5,1.0486119,1.0,-0.5174358
LTBP4,0.2455968,0.7541102878099856,-0.7167654,YBEY,0.22450143,0.0005126225433624777,-3.648923,RAD51B,0.16318761,0.2164079602134535,-1.6273816,ZNF180,-0.100915305,0.894537358301704,-0.52086663,ENKUR,-1.7918622,1.0,-0.19679423,DPP3,-0.567263,1.0,-0.628136,NEIL3,-24.651415,0.24182877555764776,-1.5647662,AADAT,-0.86081976,0.39028363574179137,-1.3275459,FRMPD3,0.88583314,0.4714100896128797,1.0033544,MCAT,-1.9285582,0.007757418188614137,-2.9113624,BCL11A,-3.466895,0.014089689178552852,-2.7103763,PAK4,-1.6146642,0.26439568092619836,-1.5449548,MTG2,-24.469845,0.499559617737969,-1.1744795,LRRC57,0.86923754,1.0,-0.51774
ARHGAP32,-0.46738946,0.7541102878099856,-0.71677524,ZNF709,-0.98448837,0.0005124085996004573,-3.6490579,IKBKE,-25.049486,0.2162317230214339,-1.6278358,GDF5,-3.0981362,0.8938063344301478,-0.5216444,DAAM2,0.23382002,1.0,-0.1969065,NPHP1,-24.194326,1.0,-0.62937886,MED16,0.5616362,0.24075542160606206,-1.567053,NTPCR,-0.52011,0.3901216944144629,-1.3278426,METTL27,2.9980512,0.472596463210871,1.0016544,HSPB2,-25.188951,0.007749481025135688,-2.9117196,MACF1,0.55226815,0.014063622819149234,-2.7110288,SHPRH,-0.6569896,0.2637669310384815,-1.5462191,SCARF1,-25.490004,0.49902101978979496,-1.1752895,PTGFR,-23.699745,1.0,-0.51777804
IFIT1B,-4.7727747,0.7539538730615002,-0.7170597,TSPAN33,-4.291226,0.0005113852427159613,-3.649599,IFI35,0.4839183,0.21600735174323488,-1.628399,SYNGR3,-5.7566457,0.8937367444911652,-0.5217827,ZNF214,-0.034208942,1.0,-0.1969065,NAMPT,-0.0043333075,1.0,-0.62961686,WDR24,0.85206264,0.24033786605772686,-1.5679795,RPP14,-2.796397,0.3901216944144629,-1.3278761,SLC23A3,1.2300031,0.47560834968494753,0.9973254,IFIT3,-2.7688215,0.007686627305633214,-2.9142997,PAXIP1,-0.74018645,0.014061426303810853,-2.711119,SYDE2,-0.49722436,0.2633523340346681,-1.5470747,MFSD4B,0.4776085,0.4989130255867625,-1.1754882,FAM135A,-24.088871,1.0,-0.51777804
NKIRAS2,0.37324932,0.7537423660792725,-0.7173425,CCDC110,-23.769535,0.0005056927950600118,-3.6525013,MTHFSD,-1.779882,0.2159385101611631,-1.628611,PRKY,-1.7939546,0.8918077379697761,-0.5237199,KYAT1,0.18294008,1.0,-0.19779025,PTPRB,-26.185616,1.0,-0.62982845,GPALPP1,0.7836974,0.24007242789419578,-1.5685898,IQGAP3,-1.5130532,0.3901190658149992,-1.327977,CDS2,-0.8779757,0.4759571540480477,0.9967898,PRUNE1,-25.476746,0.0076579334209727545,-2.9155042,IKBKB,1.1908307,0.014014260062552669,-2.7122712,SMG1,-1.4760654,0.2623330430456106,-1.549094,SMIM8,0.5327396,0.4987193012184534,-1.1757902,TNK2,1.2949235,1.0,-0.518678
ZBED1,0.18258083,0.7536261969503991,-0.7175283,TCEANC2,-1.1621685,0.0005014547747451223,-3.6546888,UBIAD1,-1.1081742,0.21582415182913256,-1.6289259,PRTG,-20.11914,0.8912340596217545,-0.5243462,TRIM69,-0.64694595,1.0,-0.19781941,ATG4D,0.80999124,1.0,-0.6304631,ZNF75D,0.33724034,0.23808501920249786,-1.572862,CISD1,0.49206886,0.39001983067683,-1.328184,TNFRSF19,1.4182751,0.47678607678222246,0.99559236,TMEM200B,-25.195349,0.0076579334209727545,-2.9155042,ISCA2,-0.9299107,0.01397894427129428,-2.713146,SSPN,0.62139535,0.2609097264554732,-1.5518996,ZNHIT2,-0.7908155,0.4985439898259967,-1.17607,TCEANC2,-24.001358,1.0,-0.51918507
DKK2,-21.263268,0.7535698085325289,-0.7176533,PCDHGA2,-23.563995,0.0004895824174022526,-3.6608596,ATP6V0B,0.61601776,0.2157312564560803,-1.6291924,JPH2,-19.7001,0.8912340596217545,-0.5243462,ADAM20,-1.2844398,1.0,-0.19786754,SLC2A6,-0.51000655,1.0,-0.6304763,PCDHGA7,0.3579016,0.23795099665447275,-1.5732002,MBD1,-0.824139,0.3899323605415085,-1.3283744,KIAA1324L,-1.0291094,0.47824203337961496,0.99353313,TBKBP1,-2.459774,0.007649482993731533,-2.915923,TATDN3,0.4036538,0.013976319895923016,-2.7132466,TBC1D12,0.70655084,0.2608628157502771,-1.5520505,MTERF4,1.2879647,0.49848503419551254,-1.1762099,CDKN2C,0.320833,1.0,-0.5192611
CFAP69,-0.4478127,0.7535698085325289,-0.7176763,ICA1L,-1.8919164,0.0004864860459474792,-3.662512,PCED1B,-1.2472959,0.2157312564560803,-1.6292409,ANGPTL1,-20.23358,0.8912340596217545,-0.5243462,UNC13A,-1.3166674,1.0,-0.19792587,NHLRC1,-24.63644,1.0,-0.6307275,CSGALNACT1,-2.462982,0.23795099665447275,-1.5732445,TFB2M,-0.6966852,0.38940262217200894,-1.3291973,ABCA9,1.5912251,0.48169564223469297,0.9885755,NPL,-0.5150031,0.007639896307188938,-2.9163516,PARP1,-0.08867141,0.013931889734540829,-2.7143397,SMIM8,-0.3540299,0.26014306028479117,-1.5535036,DENND5B,1.4908242,0.49831589164909834,-1.1764823,PTCH1,-24.043339,1.0,-0.51965404
SCART1,-2.878783,0.7523382321411305,-0.71924484,FBXO5,-0.40249988,0.00048603216623874343,-3.6627789,TIMELESS,-25.161995,0.21507237977110885,-1.6307973,MAS1L,-22.212244,0.8912340596217545,-0.5243462,ZNF839,0.20460612,1.0,-0.1993273,STK32B,-24.374125,1.0,-0.6307275,CDC6,-0.5404315,0.23782133941150568,-1.5735863,FZD4,-0.5397513,0.3893973930283845,-1.3292701,RADIL,1.2706717,0.48300306177540286,0.98667777,PECR,-3.3824348,0.007631135665032302,-2.9167469,ZNF226,-0.76685405,0.013768250601397277,-2.7182896,ZBTB37,-2.4053707,0.26013520530267953,-1.5535791,ARID1B,1.3089579,0.498232468940946,-1.1766517,ACOT8,0.79253495,1.0,-0.51981884
SHPK,0.0141874915,0.7515006633857204,-0.72016555,FANCE,-1.1580998,0.00048460798003607114,-3.6635578,MED11,0.094909936,0.21473685279926652,-1.6316148,RAPGEF5,-2.8080797,0.8912340596217545,-0.52449507,ATP6V1FNB,-0.4501062,1.0,-0.19942501,C8B,-25.588623,1.0,-0.6311771,TTLL11,0.117797524,0.23688808900671046,-1.5756636,NAT14,-0.33149996,0.3874005721924622,-1.332198,C5orf49,3.4858792,0.4849200353087416,0.9838969,KIAA1328,-1.444861,0.007622035045624503,-2.9171562,ATR,1.237774,0.013768250601397277,-2.718293,SLF2,-0.8445443,0.2600689081670204,-1.5537678,PSEN2,-24.5776,0.49807561532831224,-1.1769094,CASP6,0.7506208,1.0,-0.51981884
CD3D,-3.6494045,0.7508183679401996,-0.72092843,TKFC,0.52255076,0.00048292096895840236,-3.664478,PLXNA4,-24.937584,0.21468697772699977,-1.6317844,LAMA1,0.3559992,0.8907421835706836,-0.52524763,DUS1L,0.3785337,1.0,-0.20020957,CSNK2A1,-24.824541,1.0,-0.63162667,SMYD4,-0.039040092,0.2368382869917611,-1.5758253,ARAP2,-25.176584,0.38737192390564384,-1.3323044,NUBP1,-1.07879,0.48551138519938997,0.9829817,A2M,-26.704798,0.007601678897524161,-2.9180274,APOL1,0.06326783,0.0137473388012048,-2.7188692,ADAT2,-1.4107873,0.2600689081670204,-1.5538056,FBXL19,0.43647143,0.49807561532831224,-1.1769463,CXCL1,-0.26528,1.0,-0.51997095
C4orf33,0.023020346,0.7502588869137359,-0.7215664,CYB5D1,-0.3987699,0.00047724411166064626,-3.6675313,CDK20,-24.787365,0.21468697772699977,-1.6317844,ZNF775,-1.0726658,0.8905160046984855,-0.5255375,CYP3A7,-3.6999388,1.0,-0.20055082,ZNF738,-24.737415,1.0,-0.63297534,USP20,0.4918417,0.2366280660913522,-1.5763254,PAAF1,-1.3287294,0.387273129440985,-1.3325115,TSPAN11,2.4384472,0.48607334121678775,0.98216164,ZNF251,-25.299242,0.007571883494948059,-2.9192889,WDR5B,0.99659795,0.013742011587837055,-2.7190359,INAFM1,-1.2323636,0.2600661983030541,-1.5538937,SART3,1.1112814,0.49799449254270145,-1.1771451,WDR27,-24.340605,1.0,-0.52012306
DACT3,-21.027866,0.750186391323627,-0.72170776,ZFPM2,-23.917406,0.0004741582959392719,-3.6692176,CDKL3,-24.648573,0.21468697772699977,-1.6317844,MCOLN3,-0.76252306,0.8902404017938916,-0.5258752,C1orf226,-4.826953,1.0,-0.20056541,THBD,-0.34981644,1.0,-0.63310754,NCAPH,-1.0023046,0.23658004624470644,-1.5764835,KDM2B,-2.8778698,0.38707305661224545,-1.3328642,FANCG,-1.1176419,0.48700114997124316,0.98084444,RBCK1,-25.401846,0.00754219385959471,-2.9205506,MKNK2,1.1357194,0.013708171809324377,-2.7198896,AHCYL2,-0.49982458,0.2599187709240789,-1.5542396,SMIM10,-24.731966,0.49757464723909645,-1.1777195,CSGALNACT1,-24.656757,1.0,-0.52012306
MFAP3,0.15139842,0.7491276048428896,-0.7228554,PAXIP1,-0.16682483,0.0004684463675970159,-3.6723976,MRVI1,-1.7700903,0.214686744608163,-1.631954,UBR5,0.05302026,0.8899071514031098,-0.5262687,SH2D1A,-4.053326,1.0,-0.20059165,PLA2G4A,0.5107287,1.0,-0.63321334,PRTFDC1,-2.654511,0.23613049003708853,-1.577546,DVL1,0.29201508,0.3866705926645754,-1.333508,CLCN2,-0.87688106,0.48765305627402533,0.97990364,PCLAF,-2.9728346,0.0075348005726795725,-2.9208932,CIAPIN1,0.14502819,0.013708171809324377,-2.7199209,BBS5,-0.96773547,0.2595022549876188,-1.5551077,FKBP1B,-24.477009,0.4970167082173038,-1.1785294,NUDT1,0.33698028,1.0,-0.52090895
DENND10,0.13876325,0.7489681356008858,-0.7230856,FBXL5,0.14565207,0.0004644634332337347,-3.674606,DGKZ,-1.2413121,0.21435432328228962,-1.6327655,SLC38A7,0.1677694,0.8894599943383792,-0.5267727,PCDHB11,-1.2507874,1.0,-0.20094894,CENPV,1.2121899,1.0,-0.6336629,IRF3,0.6882241,0.2346831238805324,-1.5806675,ACP6,-1.8911299,0.3866705926645754,-1.3335695,EGF,2.4867504,0.48779618636035255,0.9796545,AMPD3,-1.7913749,0.007518676030557462,-2.921598,ATAD3A,0.03953204,0.013626397487408055,-2.7219443,SLC2A8,-2.8266473,0.25890499525298855,-1.5563282,MGAT3,-2.634549,0.49678675908243053,-1.1788754,CLINT1,0.45730194,1.0,-0.52102304
C14orf93,-0.09385657,0.7488296156887205,-0.72329444,ZNF524,-0.012213957,0.000462519006674489,-3.6757047,GPR89B,-24.752071,0.21435432328228962,-1.6327716,HPDL,-3.7870164,0.8891515223970716,-0.5271423,ZNF771,0.38360974,1.0,-0.20143455,C12orf45,1.3324779,1.0,-0.63371575,BRCA1,-1.5448256,0.23464403278860904,-1.5808072,ADM2,-0.11329183,0.3845931840477828,-1.3366318,TGM1,0.066638395,0.4880707852562863,0.9792268,FZD1,-25.183558,0.0074840241917641165,-2.9230738,HOXA7,-24.4689,0.013559862628322076,-2.7236,ZC3HAV1L,-0.15669273,0.2583927737743548,-1.557385,ZNF280C,0.6706563,0.49586091383646846,-1.180061,EXOSC5,-24.17058,1.0,-0.52153003
ZNF257,-2.2307777,0.7488247948183494,-0.72336674,ATF5,0.30451035,0.0004502004797325891,-3.6826172,SH2B2,-25.339098,0.21435432328228962,-1.6327716,ELL,0.16670436,0.8887950415616277,-0.52755845,TOX2,0.29102305,1.0,-0.2015658,NLRP10,-24.36618,1.0,-0.6338744,PAXX,0.79234034,0.2341021510762057,-1.5820719,HOXC4,-0.6525202,0.38435916681364996,-1.3370348,HOXD3,2.7190492,0.48917262994278454,0.97762203,CDKN2C,-0.78916425,0.007481485447171236,-2.9232166,IRF2BP1,1.3089179,0.013556166004025934,-2.7237282,FOXC1,-2.544497,0.2583881672861985,-1.5574541,KIAA1324,-24.296024,0.4958448330929635,-1.1801494,DOP1B,-0.13291621,1.0,-0.5220624
CEND1,-2.0325515,0.7474352485593928,-0.7249879,C1orf35,-0.26911014,0.00043993340889718834,-3.6885197,ZFP28,-1.013062,0.21435432328228962,-1.63282,IGHG1,-3.4420123,0.8876511397441926,-0.52877235,NIFK,0.22283347,1.0,-0.20161247,KCNH1,-24.26638,1.0,-0.6338744,CENPJ,0.4477539,0.233769383958202,-1.5828366,N6AMT1,-0.015693026,0.3843228638535128,-1.3371525,ERVK3-1,-0.25184318,0.49247939790576023,0.97287285,ERI2,-2.6826544,0.007476889286682465,-2.923445,RNF152,-24.501675,0.013491356088358478,-2.725349,TTC33,-4.583634,0.2580445008738017,-1.5581838,MSANTD2,0.66703254,0.4943109954243462,-1.1820712,USP42,-0.20277542,1.0,-0.52268356
ZNF678,0.03169989,0.7468558966824396,-0.7257146,SDHAF1,-0.32751915,0.00043826791398928595,-3.6895123,GNPDA1,0.70760447,0.21417911032687753,-1.6333894,NUP153,0.0220104,0.8871198631557636,-0.5294651,NKAIN2,-0.23078449,1.0,-0.20225704,SCAF8,0.9962084,1.0,-0.63433725,CBR4,-0.077445544,0.23373903090651274,-1.582958,FZD8,-1.0244828,0.3843228638535128,-1.3371916,NBEA,-1.1856861,0.4932751731171279,0.9717438,KREMEN1,-26.036133,0.007456427552982941,-2.9243352,PEX1,0.48266825,0.013456935753528751,-2.7262306,CYREN,-0.16597104,0.25734670445827335,-1.5596055,PPP1R16A,-0.43812543,0.49363761482952806,-1.1829549,TAGAP,-0.3924923,1.0,-0.5227342
ZNF600,-0.20120306,0.7468558966824396,-0.72572285,TMEM240,-23.589281,0.00043728148704693504,-3.6901128,FAM151B,0.6276089,0.2141532972274323,-1.6335044,SLC44A3,-20.802805,0.8868390144259526,-0.5298081,TBX21,-1.7535226,1.0,-0.20227891,CASZ1,-25.269894,1.0,-0.63477355,CHRNB1,-0.3846522,0.23363098726570175,-1.5832448,CCDC167,0.7638647,0.3843228638535128,-1.3372364,COLEC10,1.8480054,0.49369345858392716,0.9711248,FAM217B,-25.542423,0.007456427552982941,-2.9243352,MSH2,0.54882026,0.013454253946826235,-2.7263348,TTI1,-0.29853237,0.25681109425670506,-1.5607127,BBS9,0.81521493,0.4934877039423097,-1.1832052,ZRANB2,0.85135704,1.0,-0.52277225
PLEKHH2,-2.254432,0.7454165816963213,-0.727321,ZNF606,-0.8600568,0.00043606301574878,-3.69085,GGT7,-0.36215782,0.2137310844559745,-1.6345218,MMP23B,-21.06223,0.8868390144259526,-0.5298081,CARNS1,-1.2282443,1.0,-0.20272516,MYO9A,0.9962747,1.0,-0.6349851,METTL25,0.22431765,0.23355404497621485,-1.5834653,PDK3,-24.914473,0.38411323644008655,-1.3376507,PPP1R3G,2.0516925,0.4938771858136652,0.9708222,HERC1,0.5846994,0.007403748835521129,-2.9266157,ZBTB34,-0.17770712,0.013375094488386688,-2.7283201,TMEM159,-0.5735655,0.25659110496940474,-1.5612034,CYBC1,1.174451,0.49345336768386344,-1.1833158,TEF,-23.946205,1.0,-0.52293706
AXIN1,0.1408607,0.7449809837398174,-0.727834,RTN4IP1,-1.0200655,0.000433772351615028,-3.6922169,LPAR6,-25.058664,0.21322459101324906,-1.6357331,PM20D1,-22.004871,0.8868390144259526,-0.5298081,ANO9,-2.0799308,1.0,-0.20294537,GRK6,0.9155165,1.0,-0.6349851,KLHDC8B,0.25606325,0.23355404497621485,-1.5834985,POC1A,-0.49609852,0.38408470315805693,-1.337757,BAZ2B,-0.9793194,0.49924283558296806,0.96322805,METTL2A,-25.313896,0.007398855766979512,-2.9268584,VPS13A,0.7393333,0.013302934092743017,-2.730142,EBF1,0.0503923,0.25599573467816755,-1.56243,KCNAB1,-25.501625,0.49083503010780155,-1.1866293,ISCA2,-1.2522311,1.0,-0.5230131
CLK4,0.04540624,0.7448732205210193,-0.72801155,ENKD1,-0.86995286,0.00043338912275744213,-3.6924691,MBTD1,-1.1942214,0.21318823894224245,-1.6358724,MAP6D1,-1.2494465,0.8860568958793053,-0.5307787,EFNA4,0.49159402,1.0,-0.20300224,SNX16,0.9453956,1.0,-0.6354082,LHFPL2,0.58426917,0.23351409494712766,-1.583664,COA1,-1.9395697,0.38408470315805693,-1.337785,KIF5A,0.0044299006,0.5004557179019331,0.9614949,NSUN5,-25.422575,0.007398855766979512,-2.9268584,TXNDC16,0.4741177,0.013216216553650966,-2.7323358,FBXL19,-0.44382766,0.2556833160285792,-1.5631031,ZNF223,-24.790548,0.49083503010780155,-1.1866293,SCNM1,0.705555,1.0,-0.5230892
SOD3,-2.0449188,0.7446801962850234,-0.72834367,KBTBD8,0.1704631,0.0004327464031619066,-3.6928737,C1orf53,-24.386843,0.21284168115774962,-1.6367203,CHRDL1,-3.0059526,0.8845091124472827,-0.53256303,WNT9A,-0.6057123,1.0,-0.20309995,APBA2,-24.534773,1.0,-0.6356727,HOXA1,-1.4118639,0.23273407092791415,-1.5853846,ABHD11,-0.43123755,0.38406639047594787,-1.3379138,ARMC12,0.88651913,0.5031744084560966,0.95770055,TMEM98,-25.16886,0.0073706613125535435,-2.92812,POMT2,-2.4871225,0.01320160798366023,-2.7327383,ZNF117,-0.82195324,0.2556690827826314,-1.5631912,CEP44,0.8841775,0.4908028220558421,-1.186806,RRM2,-0.15277366,1.0,-0.52310187
TANGO2,0.13058446,0.7431526969520307,-0.7301095,VPS37C,-0.29378676,0.0004307199094838883,-3.6941218,BMPER,-24.442438,0.21284168115774962,-1.6367203,RNF207,-3.5222633,0.8845091124472827,-0.53258425,TMEM52,-0.26953012,1.0,-0.20386848,TMEM37,-24.86063,1.0,-0.6361222,S100A3,-23.629772,0.23238901025570616,-1.5861787,BBS9,0.017133866,0.38406639047594787,-1.3379194,EPCAM,-2.2218502,0.5047554952952598,0.9554852,ZNF460,-2.9513152,0.007357107497579123,-2.9287293,FNDC10,-1.4702346,0.013193129551435166,-2.732988,NSUN3,-0.6071386,0.2554722397080154,-1.5636377,HINFP,-1.9835844,0.490611014067233,-1.1871079,WDR5B,1.0995644,1.0,-0.52335536
ORM2,-1.2270675,0.7431526969520307,-0.7301161,TST,-1.8492376,0.00042660926088838684,-3.6965854,NUP210,-0.2661234,0.21278232062504215,-1.6369686,LILRB4,-3.7601037,0.8841534532270733,-0.5331201,FRRS1L,-0.5163648,1.0,-0.20470408,GAS8,-24.531185,1.0,-0.6361222,APOC1,-0.31208056,0.23207009970920275,-1.5869178,FBXO6,-0.7006827,0.38373048073175636,-1.3385296,NCOA1,-0.86193436,0.5057043446541191,0.95411354,DHX34,-1.7626976,0.0073114695693489076,-2.9307003,SLC19A2,-0.72473097,0.01319146588320825,-2.733068,PLA2G6,-1.8008298,0.2552979159055529,-1.5640404,SSH3,-0.8804587,0.48972912891849374,-1.1882492,FAM241A,0.9163202,1.0,-0.52336806
NBPF20,-0.83769006,0.742635465537033,-0.73084116,TMEM67,-1.3931426,0.00042418800149974937,-3.6980584,REEP4,-1.6947926,0.21274337475873792,-1.6371139,ANKRD2,-4.4511576,0.8840865017275635,-0.5332557,TNFRSF13B,-21.969393,1.0,-0.20473908,HIPK1,0.8408768,1.0,-0.63637346,PLTP,0.13567764,0.23205363195818624,-1.5870097,ZNF85,0.009847978,0.3831833819642797,-1.3393861,MAP7D2,0.21293022,0.5064461477720482,0.95307326,BORCS8,-25.30589,0.007284045040960763,-2.9319048,BRCA2,-1.9686055,0.013125035148217347,-2.7347686,ABCB9,-2.1226676,0.2550500976084466,-1.5645877,NFKBIB,-2.197562,0.4895678250522938,-1.1885144,RTN4RL1,-24.179363,1.0,-0.5234061
CACNA2D4,-1.5458786,0.7424345572396404,-0.7311815,SF1,0.33137655,0.00042304117680718573,-3.698773,INAFM1,0.23699956,0.21233651514739416,-1.6381011,DIPK1B,-4.721607,0.8840825710777523,-0.53333014,KRT78,-20.337534,1.0,-0.20473908,ASPM,-25.542194,1.0,-0.63657176,C3orf67,-3.953562,0.23205363195818624,-1.587061,METTL25,-3.299288,0.38305819843574085,-1.3396325,ZNF852,-0.26810735,0.5096924056711732,0.9485518,ELL,-25.50277,0.007284045040960763,-2.9319048,PSRC1,-4.4870315,0.01312448568268145,-2.7348208,RPP14,-1.1899991,0.2549719163060703,-1.5648016,TCTN2,-0.5995592,0.48949123350925106,-1.1886764,ABLIM3,1.2134484,1.0,-0.52412856
ZNF527,0.15772459,0.74146062293735,-0.73231435,HCAR3,-1.5045995,0.0004199553800943039,-3.700686,CD48,-0.21511108,0.21218128252906548,-1.6385128,HOXD9,-20.286129,0.8821573227457455,-0.53527004,CENPV,0.19482785,1.0,-0.20506282,ABHD18,0.6938975,1.0,-0.63657176,TGIF1,0.69031817,0.23117357478177525,-1.5890098,CACNA2D1,1.3297913,0.38250403991782955,-1.3405002,KCNS2,3.5752885,0.5105440321356998,0.94726026,DOK5,-25.139301,0.007256246295073078,-2.9331663,NPHP3,1.081905,0.013040735341477743,-2.7369657,FMO3,-3.1504853,0.2548617795327858,-1.5650784,AP5S1,1.0745745,0.4882301525737197,-1.1902816,ZNF213,-1.0397156,1.0,-0.52428067
ENGASE,0.06596024,0.741439166858754,-0.732538,RILP,-0.072582655,0.00041410612773653036,-3.7042706,SPACA9,-24.614948,0.21129076475546915,-1.6406689,SLC23A3,-20.972095,0.8821573227457455,-0.53527004,FAM167B,0.0011711775,1.0,-0.205092,SMIM27,0.20468384,1.0,-0.63691556,MTFP1,-1.0927085,0.23100547393779425,-1.589484,BMF,-6.768864,0.38205079763029604,-1.3412224,GASK1A,1.6800576,0.5106477870068754,0.9470678,C9orf40,-0.58531547,0.007233889991605713,-2.9341612,PSIP1,1.0038774,0.012933955379646443,-2.7397075,DCLRE1C,-0.5747024,0.2547165215140178,-1.5654243,NR2C2AP,-0.8251371,0.487483809890555,-1.1912609,NCAM2,-23.707388,1.0,-0.5243441
