C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score
MARCO,5.385021,0.0,55.668274,CES1,4.2906694,0.0,43.241028,HIST1H1B,5.324432,0.0,50.462986,S100A9,5.4127083,0.0,52.140217,CPA3,9.430525,0.0,77.43228,CXCL16,4.2560134,0.0,76.80208,CLC,9.812777,6.484444611177276e-278,35.895535,LENG8,3.414585,1.08069773830633e-145,26.038988,MYL9,3.6778948,2.9017826879597506e-76,19.003193,SERPINE1,4.084864,0.0,75.021324,CXCL12,3.0906296,0.0,59.345577,COL1A1,5.412847,0.0,70.09687,CEP55,5.304081,0.0,53.967896,HBA2,13.465321,9.024990078466374e-165,27.69416,JUN,3.6647887,1.6041194425119326e-195,30.091764,TXNDC5,4.157911,3.4889603629659195e-66,17.681831,CD74,4.8752146,2.8021204505015846e-58,16.657352,ITGA2B,6.494356,5.177150955441933e-18,9.705271
CTSZ,2.8634217,0.0,55.443325,GPNMB,3.9216785,0.0,42.14449,TYMS,3.7284648,0.0,45.431015,S100A8,5.659592,0.0,49.691097,LAPTM5,4.7299676,0.0,76.02995,CTSH,4.505761,0.0,76.26284,SRGN,3.3437183,5.076963157093637e-265,35.0396,RSRP1,3.872706,1.4054341703276815e-134,25.018085,LGALS1,2.5329976,1.2953437709045158e-74,18.766,GAS6,3.4322536,0.0,74.31866,HAS2,3.395066,0.0,57.43628,ITGA11,3.9117243,0.0,69.79901,MKI67,4.771197,0.0,52.126663,HBB,13.934937,9.024990078466374e-165,27.687109,CXCR4,4.4931955,1.38186189022657e-182,29.067791,MZB1,9.550716,3.874480762217516e-48,15.06948,IGHM,10.905852,5.077601157206015e-58,16.588614,GP1BB,9.179376,1.0078959320095804e-15,9.032874
APOE,5.1938715,0.0,54.734604,CD68,3.4598808,0.0,40.516476,HIST1H1C,2.979436,0.0,45.384544,FCAR,5.063326,0.0,44.69249,GATA2,7.5779963,0.0,75.14351,CTSA,2.9840047,0.0,74.792816,CSF2RB,5.344777,3.344944215991771e-241,33.42704,ITGAX,4.2211785,4.522991138425832e-104,22.002068,TAGLN,3.830618,2.6501975075623265e-69,18.082258,CCN2,4.0357623,0.0,74.16512,DKK1,2.922605,0.0,55.65737,COL1A2,4.5201545,0.0,69.658516,TPX2,4.559351,0.0,51.554787,HBD,10.606256,4.6087259396304094e-164,27.613571,TRBC2,8.969586,1.277697208664003e-178,28.746937,JUN,3.3343737,2.2581402494030898e-40,13.774645,CXCR4,5.2859597,7.871022849309643e-57,16.405697,ITGB3,5.9772477,4.107297353080763e-13,8.297162
GPNMB,4.629278,0.0,52.109844,CSTB,2.986327,0.0,40.367737,MCM7,3.808467,0.0,41.574856,CXCL8,4.7002516,0.0,43.798077,HPGD,8.402763,0.0,74.00224,FBP1,4.6506834,0.0,74.789246,SAMSN1,4.0640154,1.7815981365260758e-166,27.803444,NABP1,2.5220559,5.870637207747856e-86,19.969904,TPM2,3.2139704,3.0487008345062453e-56,16.30963,SMURF2,3.0025897,0.0,73.0706,LOXL1,2.6121302,0.0,55.387646,SPARC,4.0086946,0.0,69.38462,ANLN,5.0598316,0.0,50.547966,SLC25A37,6.636755,4.3923103337949265e-157,27.007257,ZFP36L2,3.484361,7.941421224733102e-175,28.43301,IGKC,11.761987,1.029943058162277e-33,12.544295,CD79A,9.598317,2.632279370637895e-51,15.588362,PLEK,4.4169173,1.65539753572292e-12,8.064994
CCL18,5.1485505,0.0,51.717262,LGALS3,2.7145877,0.0,40.362625,MCM5,3.4596162,2.562624819777459e-295,36.934845,LSP1,3.7592556,0.0,43.342888,CTSG,9.0220995,0.0,73.852646,CYP27A1,4.491282,0.0,73.87211,BHLHE40,3.2385187,3.889427769650833e-163,27.51779,KLF6,1.9578587,2.204912614298649e-70,18.029945,CALD1,3.0611181,2.2022902620460428e-51,15.589908,NEK7,3.0721343,0.0,72.75526,TPM1,3.4498289,0.0,55.384594,COL3A1,3.9358723,0.0,67.097015,PLK1,5.66734,0.0,50.022636,SNCA,7.23112,1.044928403119958e-149,26.35396,PNRC1,2.7234876,1.1083563947002601e-173,28.334833,SEC11C,3.723969,5.378369984661295e-28,11.407476,BTG1,4.861427,1.6328717827696368e-49,15.296023,FERMT3,3.8526223,1.921062053402007e-12,8.019424
CD163,4.918198,0.0,51.715614,APOE,3.8539438,0.0,40.186813,LMNB1,3.2539182,7.452553144966876e-282,36.08346,PLAUR,2.9700978,0.0,42.524616,FXYD5,2.4965165,0.0,73.34296,CSTB,3.6692114,0.0,73.402565,CXCR4,4.3463073,3.572836260017218e-162,27.430552,ALOX5,2.814802,6.9794661402281885e-68,17.69828,TMSB10,1.8493105,1.570167414901283e-48,15.155703,DDAH1,2.977418,0.0,71.22189,MXRA8,2.3812034,0.0,55.16815,COL5A1,3.967487,0.0,66.92737,FOXM1,3.9244397,0.0,48.35538,BNIP3L,4.1543627,2.7228494721047678e-148,26.22565,BTG1,4.466137,1.8468932530694527e-167,27.819029,UBE2J1,2.0279112,2.184651029799571e-25,10.843616,JUND,3.4649568,1.933310504178891e-48,15.127347,TMSB4X,1.7628652,4.164913609596828e-12,7.9119596
CES1,4.8212914,0.0,51.33138,NUPR1,3.100994,0.0,38.929417,MCM2,4.0278687,3.084898298883972e-278,35.849434,CSF3R,4.611136,0.0,41.134884,GLUL,4.32756,0.0,72.5104,LYZ,5.604978,0.0,73.01597,CYTIP,3.9020944,1.0632262582113436e-151,26.532253,MT-ND4,2.278162,1.56067573435822e-67,17.652395,TPM1,2.8653688,8.86432439661452e-42,14.069082,STC2,3.2573168,0.0,71.096405,MAP1B,2.6896517,0.0,55.01837,THBS2,4.138781,0.0,65.62472,CENPE,4.712305,0.0,48.23824,ALAS2,9.808139,1.5571537394652882e-147,26.15515,JUNB,2.9299076,1.3094997738349948e-156,26.898005,ITM2C,4.0657754,5.556999785482487e-25,10.751365,MS4A1,12.013474,1.3341030986102272e-47,14.982249,CAVIN2,6.746681,1.1639258576900825e-11,7.761879
PSAP,3.4027786,0.0,50.57894,FTL,1.841257,0.0,38.461105,IDH2,1.8086685,1.7918887797869508e-255,34.350437,NAMPT,3.1784058,0.0,40.297737,SAMSN1,5.3873262,0.0,71.96551,IFI30,4.9121284,0.0,72.95607,PLPP1,5.1596866,3.535144362051595e-145,25.951263,APOE,3.1804247,9.2636718380467e-67,17.547651,ANXA2,1.9700447,3.75196067681077e-40,13.795905,MYO1B,2.7383265,0.0,70.56636,C12orf75,2.520604,0.0,54.47867,HTRA1,3.129578,0.0,64.49663,CENPF,4.948349,0.0,47.873833,SLC4A1,9.563797,4.544094383611499e-143,25.752583,FOS,4.12309,8.595752212125773e-148,26.12039,IGHA1,11.806843,1.454036363701021e-23,10.429137,CD37,3.9256465,1.0230642892642072e-45,14.681362,NRGN,7.4234657,3.491938403648255e-10,7.2672343
CD74,4.430201,0.0,50.489468,CXCL8,3.9294887,2.8566069237475944e-289,36.55331,MKI67,3.0971425,1.6424957423233065e-247,33.805542,CYBB,3.3574133,0.0,39.80478,CLU,5.8171344,0.0,71.25592,TFRC,3.8988519,0.0,72.53201,TMSB4X,1.2777385,2.7494284761288794e-129,24.488127,MT-ND3,2.3737838,1.9663827410816802e-63,17.097275,PEA15,2.2154598,8.793848873818409e-40,13.726968,LOX,3.4384322,0.0,70.43841,FSCN1,2.4965715,0.0,54.44013,PSAT1,3.377446,0.0,63.515358,RRM2,4.1108117,0.0,47.27732,TENT5C,7.6561766,3.5617443460978128e-130,24.560402,IL32,7.3939095,1.0522696369339145e-140,25.486347,TENT5C,4.9036374,2.6917633025338386e-20,9.649444,JUN,3.6165977,5.964274468894785e-42,14.068431,PRKAR2B,6.1058693,8.986290107966249e-10,7.1120834
CTSB,2.3586338,0.0,50.378548,LAMP1,1.3741866,4.1823887694921785e-273,35.51853,RRM2,3.515599,2.1848741495652864e-247,33.79551,NFKBIA,3.0089386,0.0,39.194603,SIGLEC6,7.330697,0.0,70.29611,CTSD,3.9336782,0.0,72.25822,TXNIP,2.9227452,8.614386226207511e-128,24.344252,PLEC,1.6323726,3.7005197508656203e-63,17.05997,MAP1B,2.8924468,8.793848873818409e-40,13.723979,PEA15,2.4568186,0.0,70.01338,CCN1,2.6188385,0.0,54.43783,MMP2,3.092543,0.0,62.190754,CKAP2,3.987093,0.0,46.98172,RBM38,6.5388513,6.824514759320035e-129,24.435535,TRAC,9.644428,2.786228100348099e-139,25.355282,DERL3,7.7699285,3.0972150850171117e-18,9.116256,FOS,4.383181,4.126527984303304e-40,13.754399,RAB27B,4.9706364,1.3451967131463458e-09,7.050289
NUPR1,3.2555125,0.0,49.86832,HS3ST2,3.1014624,2.4885122673826256e-263,34.874847,HELLS,3.9748998,6.2755421250566985e-239,33.21034,CD14,3.471296,0.0,39.144314,SRGN,2.57101,0.0,70.146,MRC1,4.337382,0.0,71.69225,BTG2,3.0772824,7.900724826625246e-127,24.250362,DDX5,1.1576124,1.2776256458009856e-56,16.136507,SH3BGRL3,1.6510983,5.039173271482413e-38,13.401643,CLIC4,2.306057,0.0,69.75889,AXL,2.364974,0.0,53.978653,PRSS23,3.4725478,0.0,62.02884,DLGAP5,5.0551147,0.0,46.269405,TRIM58,9.489637,3.8344290610031504e-128,24.360811,KLF2,4.341363,4.702467721092717e-126,24.111393,IGHG1,10.661353,5.225104555970343e-18,9.056302,TSC22D3,5.1349216,2.2416415172101877e-35,12.902824,LCP2,2.840008,2.09053114610474e-09,6.967276
MS4A7,4.0610723,0.0,49.135117,CD9,2.5916991,8.513826078910168e-258,34.505684,CENPU,3.4997802,1.3203367266444162e-238,33.186615,BRI3,1.7833904,0.0,38.603,AHR,3.7381322,0.0,69.99163,CTSS,4.1242557,0.0,70.98476,CLU,3.8440893,3.18054542589797e-114,23.008076,PPARG,2.5693195,2.5785603764420006e-53,15.645763,S100A6,1.5140239,3.3271432216605033e-37,13.2548065,ACTA2,3.3682985,0.0,69.470924,TNC,2.793226,0.0,53.91721,LAMC1,2.8990772,0.0,61.774437,SMC4,3.2791176,0.0,45.856525,DCAF12,6.175333,2.6870180131765424e-122,23.793888,EVL,3.030185,9.922929558323263e-124,23.8871,FOS,2.4411528,9.070509382024167e-15,8.142012,IGHD,9.866403,4.708540547888067e-34,12.650698,C2orf88,6.535575,3.787600358003814e-09,6.86838
CTSL,3.038101,0.0,48.839024,FTH1,1.7405244,2.309997129615683e-254,34.273983,ILF3,1.4144626,9.296981739336638e-223,32.062057,LCP1,2.6504507,0.0,38.53916,VWA5A,5.739274,0.0,69.62111,CD68,4.1155944,0.0,70.477196,LCP1,2.5803466,3.467092597018297e-114,23.002403,MT-ND6,3.6646454,1.1136311361514813e-49,15.09241,HSPB1,1.6581334,6.713792152046758e-35,12.827442,CALD1,3.39694,0.0,69.16927,COL6A3,2.6543562,0.0,53.862385,VCAN,3.0093431,0.0,61.674213,PTTG1,3.890521,0.0,44.91842,BPGM,4.987468,9.990637666153264e-118,23.343557,IKZF1,3.821932,3.3278417774539534e-116,23.14296,DUSP1,1.6699498,2.2493376388176725e-13,7.7163916,DUSP1,2.6456933,4.1150736209945567e-32,12.275329,LTBP1,4.181637,1.0245912613133287e-08,6.7031393
ADTRP,3.7251837,0.0,48.561344,SCD,2.569477,1.7880359793254603e-251,34.077633,HMGB2,3.1411748,1.995033117313676e-210,31.161615,IFI30,3.7129517,0.0,38.30829,KIT,8.719953,0.0,67.338356,LTA4H,3.5174444,0.0,70.37153,EGR3,4.497335,5.4331312198548103e-107,22.263145,CD44,1.2490256,2.4969762019963213e-46,14.5629425,CFL1,1.2495203,2.2161797901528585e-33,12.541736,IGFBP7,3.0817397,0.0,69.027794,ENAH,2.5010421,0.0,53.41126,LOXL2,3.3706748,0.0,61.459263,TYMS,3.3415234,0.0,44.502853,FBXO7,3.5142322,1.256257672925466e-116,23.233595,TSC22D3,4.4999557,6.228775362416933e-113,22.809555,ISG20,4.837088,1.5287715127482637e-12,7.4506,PNRC1,2.439126,4.5930216850345845e-32,12.264946,MMRN1,10.060006,1.259800846413336e-07,6.247143
TFRC,3.54358,0.0,48.00905,CTSB,1.4748349,1.6536103462799528e-250,34.01057,LIG1,3.2823648,7.656774569861078e-197,30.138351,NCF2,2.9305518,0.0,37.930973,MS4A2,7.286176,0.0,66.07104,GRINA,2.3321033,0.0,70.05907,CST7,3.4816484,9.302920016499548e-99,21.377571,PDXK,1.7792306,2.7892994584256743e-46,14.555179,CCND1,3.7642663,6.306080740784422e-33,12.456418,TPM2,3.1700842,0.0,68.703186,ALCAM,2.2177784,0.0,53.232887,SERPINE2,3.8965702,0.0,60.81724,KIF23,4.3187366,0.0,44.415375,BCL2L1,4.9893613,2.2795820794961746e-113,22.904814,TCF7,5.649387,3.6832445398447985e-112,22.730442,TSC22D3,3.0371675,9.424609151199883e-12,7.1867523,IER2,3.4940152,2.717271853981466e-28,11.506939,MED12L,7.996976,1.6900873343162018e-07,6.1984677
C1QA,4.3942075,0.0,47.946205,BCL2A1,2.626353,3.067724700883209e-246,33.718914,MYBL2,3.7938704,2.7761902871133392e-188,29.474337,BCL2A1,2.9428256,1.3298457252259958e-302,37.364563,RGS13,8.497041,0.0,65.31816,CYBB,3.97636,0.0,69.813286,PIM1,2.9605405,4.648291267645194e-96,21.079224,MT-ATP6,1.9591762,5.048466982226721e-46,14.513388,TMSB4X,1.051502,4.229026116314355e-31,12.096714,RGS4,3.2688441,0.0,68.67744,BGN,3.0394435,0.0,52.946663,NNMT,2.8308027,0.0,60.282494,BUB1,4.7931437,0.0,44.22094,SLC25A39,4.36399,1.3902689733445659e-111,22.718786,TXNIP,2.682722,7.060386662365097e-112,22.701454,POU2AF1,7.806162,4.465837493859303e-11,6.9546556,JUNB,2.4353628,2.7963803930495904e-28,11.503405,PF4,13.558904,5.821272133416987e-07,5.971547
BHLHE41,3.5559814,0.0,47.885662,LITAF,2.3132029,2.1712546954669765e-245,33.65927,MCM3,3.7559004,7.56319047889377e-185,29.20338,LYZ,4.049287,4.773745307803146e-298,37.081688,RAC2,3.730019,0.0,65.22005,CD74,4.509684,0.0,69.72538,FTH1,1.5964715,2.7153476290764307e-94,20.882908,TRIM25,2.3930488,3.602670522625442e-45,14.374402,PALLD,2.642722,5.38121312325442e-30,11.874441,EDIL3,2.7495863,0.0,68.31718,COL6A2,3.2978425,0.0,52.928215,TGFBI,3.5747144,0.0,60.025345,TUBB,2.2574914,0.0,43.6209,NCOA4,2.9839938,1.866581541343367e-107,22.289755,ETS1,4.392174,3.32776758574427e-98,21.252733,KLF2,2.8221662,5.618697301386879e-11,6.919462,KLF2,4.338248,4.070515487163946e-28,11.467854,RUFY1,2.9936342,1.8395262687833758e-06,5.7676835
IFI30,4.432907,0.0,47.87482,AGPS,1.8741829,5.145491521107998e-243,33.49504,TUBB,1.5101157,1.7457384830927673e-183,29.094221,MCL1,2.3731,1.700269233518724e-297,37.046185,ANXA1,2.2128425,0.0,65.17493,ARRDC4,3.468021,0.0,69.55425,SOCS2,4.079011,2.9027028140600874e-91,20.541597,CSF1,2.2166126,6.907881699206007e-45,14.32816,MAP4,2.3845963,1.8474864377963196e-29,11.763367,MYL9,3.4596643,0.0,68.242256,GNG12,2.4073129,0.0,52.80069,BGN,3.504617,0.0,59.734222,CKS1B,3.4124932,0.0,42.970295,AHSP,6.835409,3.7254146785759416e-106,22.154324,TNFAIP3,3.031812,7.222062701018632e-94,20.771555,FKBP11,2.8933058,5.943288863778292e-11,6.9108224,CD79B,8.814978,7.950512181471386e-26,10.977915,PPBP,11.178021,2.7201265051482984e-06,5.6772294
CTSS,3.7637703,0.0,47.740395,GPX4,1.6565434,2.4806613188134104e-241,33.377777,MCM4,3.6580646,8.054922131647022e-182,28.961605,SOD2,2.9886992,8.065244645957621e-286,36.31254,HDC,6.950648,0.0,64.35372,HS3ST2,4.1487155,0.0,69.24648,EMP3,1.3763663,4.287140705770562e-91,20.521803,TNFAIP2,3.0049632,9.158297692106929e-45,14.308016,CSRP1,1.6631507,9.646244116325147e-29,11.615029,ANXA2,2.3805058,0.0,68.08152,IGFBP3,3.0671077,0.0,52.690945,FN1,4.4906425,0.0,59.576782,TACC3,3.752458,0.0,42.419,MARCH8,5.9413977,8.579686174998975e-92,20.579666,CORO1A,4.201226,3.246417451706789e-92,20.584383,CD79A,5.735968,7.472229051140207e-10,6.514916,LTB,6.17234,2.2394759024606355e-24,10.653906,MAP3K5,3.6436696,1.616796488653366e-05,5.2857647
SCD,3.679106,0.0,47.587418,CTSS,2.8024206,2.525792156652349e-238,33.16842,GMNN,3.1382623,7.555510883487259e-181,28.882067,SPI1,2.6929767,4.009653254182803e-281,36.01255,NR4A2,4.972548,0.0,64.25894,SAMHD1,3.5419085,0.0,68.98984,GATA2,4.175129,2.9601867891053413e-90,20.423618,SAT1,2.5374746,1.0899812310423445e-43,14.12977,CYB5R3,1.4287577,1.7338057243215045e-28,11.555756,THBS1,3.4692094,0.0,67.7995,ENG,1.876622,0.0,52.24086,CDH13,2.840464,0.0,59.53052,KPNA2,3.3253486,0.0,41.563507,EPB41,5.557517,8.384090853087939e-91,20.465649,DUSP1,2.0623147,1.6847505115649206e-86,19.925217,HERPUD1,2.5660102,1.2160152329765498e-09,6.4358325,IGKC,7.1192164,2.9928445683219316e-23,10.3961315,SNCA,3.8609617,2.4259942890452947e-05,5.184346
SLC15A3,3.366512,0.0,47.481716,LYZ,3.5959437,1.5571686299159946e-234,32.901867,DEK,1.8152997,3.398581584978937e-178,28.66658,FTH1,1.7181345,4.5106102195744526e-281,36.008152,BHLHE40,3.490055,0.0,64.0447,SCD,3.6333492,0.0,68.94513,IL3RA,3.2325606,2.9224257402921914e-86,19.962654,FGR,2.107704,1.1434028859123307e-43,14.126229,SELENOW,1.9259241,3.554783456556301e-28,11.49039,COL4A1,3.041625,0.0,67.789185,UGDH,2.128483,0.0,52.060074,IGFBP7,3.0670638,0.0,59.41202,PRR11,4.1733212,0.0,41.010475,IFIT1B,12.579825,1.534147312133278e-87,20.08834,WIPF1,2.1252682,1.5925309689369858e-85,19.811314,ST6GAL1,4.0723233,2.6743489528318623e-08,5.9130964,LAPTM5,2.507145,1.459595867691036e-21,9.998333,FOS,3.0544388,3.5713586889910105e-05,5.0945387
CYP27A1,3.8535986,0.0,47.333828,CREG1,2.1607354,2.510833308251044e-233,32.81609,ZWINT,3.1073167,9.48977639379597e-173,28.224354,LCP2,2.734394,5.2103285785936425e-281,36.00306,ACSL4,3.58195,0.0,63.498863,CSF1,3.9075084,0.0,68.56502,LAPTM5,2.4172177,1.1561309022196274e-83,19.656853,CDK5RAP3,3.0868535,1.1741947426754748e-43,14.124187,CAVIN1,2.784485,1.1050469939566048e-27,11.387472,CAV2,2.5398905,0.0,67.61823,FAM171B,2.314085,0.0,51.97706,COL12A1,3.182733,0.0,59.353302,KIF20A,5.0067377,0.0,40.934517,EPB42,7.4864216,4.465370356581847e-80,19.199953,IER2,3.0570142,6.09602042704957e-85,19.742323,SLAMF7,3.9954262,3.5672611557956686e-08,5.862798,FCMR,5.3916144,5.185223089868186e-21,9.859619,TC2N,6.18883,5.081204261701172e-05,5.007723
IRF8,4.2373652,0.0,47.067142,SOD2,2.61511,2.859674875350671e-231,32.67041,PCLAF,3.488788,2.3797462320860355e-157,26.934414,AIF1,3.047226,9.387949254126918e-280,35.920662,RAB27B,7.4635167,0.0,62.700047,CTSC,3.5823843,0.0,68.520355,CORO1A,3.858327,3.936273996115372e-83,19.593946,ZFYVE16,2.3928955,6.9824887990946535e-43,13.994519,RHOC,2.1435819,1.4822877306285476e-27,11.358591,TAGLN,3.9107056,0.0,67.5858,TPM4,1.9279305,0.0,51.87481,LTBP2,3.1388924,0.0,58.70511,LMNB2,2.9332793,0.0,40.236675,HEMGN,7.1855946,7.752029425746178e-78,18.923925,CELF2,2.5717921,1.5636472537946115e-76,18.722546,TRIB1,2.6801002,4.188508066940236e-08,5.8347964,TXNIP,2.3596852,9.959484507354146e-21,9.788517,RGS18,6.481115,5.65936158565523e-05,4.9813066
FBP1,3.8256156,0.0,46.86542,BHLHE41,2.7758305,1.2354249168395e-226,32.341198,USP1,2.3358634,1.0999534144718182e-156,26.876486,ITGB2,2.8323355,9.021499243636715e-276,35.663666,LCP2,3.5484931,0.0,62.574512,PPARG,3.6560118,0.0,68.4118,GLUL,2.3851917,1.8395404578709152e-82,19.51342,PIK3R5,2.8184814,6.936838879776702e-42,13.826627,S100A10,1.2752533,3.5740283953182975e-23,10.390212,LOXL2,3.2713778,0.0,67.23843,CAV1,2.659365,0.0,51.679,POSTN,3.2723145,0.0,58.35973,LMNB1,3.3307092,0.0,40.20214,FECH,4.419006,3.2944685943384306e-75,18.594887,CD3E,10.779497,6.828006210442337e-72,18.136087,JCHAIN,8.456364,4.287477328955993e-08,5.8306146,AFF3,6.599458,1.410619421141232e-20,9.74807,CLU,2.6456316,6.616636153710828e-05,4.942291
C1QB,6.1229453,0.0,46.722523,FABP3,3.302933,1.6601021587976168e-210,31.169575,ZFP36L2,1.7500461,2.478814299872828e-155,26.759947,EVI2B,2.6236155,2.2914263886254522e-275,35.63659,FCER1A,6.3572674,0.0,62.12105,GRN,3.211192,0.0,68.39033,CD69,3.2674615,2.0274831542843348e-81,19.387949,SPI1,1.7490592,2.8556762279562006e-39,13.374588,NEK7,1.9166291,2.3237646716072256e-22,10.195258,CNN3,2.8726182,0.0,67.22195,LIMA1,2.1568818,0.0,51.63417,COL5A2,2.5966094,0.0,57.65582,CDC20,5.2177835,0.0,40.040627,UBE2O,4.6792865,1.1119349825091382e-64,17.211508,TMC8,3.7122078,2.1642642928948353e-70,17.941292,TXNDC11,2.0663836,7.418062652074068e-08,5.730351,FCRL1,10.941503,9.007042385470155e-20,9.541729,NLK,3.3004038,7.315734231551692e-05,4.9139733
LIPA,3.3216105,0.0,46.154675,PLD3,1.6680623,7.9486510468899965e-202,30.519178,E2F1,4.0202827,3.9985217205512955e-155,26.74156,IL1B,3.578795,8.072926475941133e-275,35.60034,RASSF5,3.9978483,0.0,61.93838,FGR,3.5164816,0.0,68.320816,HDC,4.3573236,7.427240525332159e-81,19.320454,SLC11A1,3.1882393,3.4945271073055533e-39,13.35888,POLR2L,2.2548225,3.810178578902786e-22,10.144717,FLNC,2.5208373,0.0,66.7418,NAV1,2.1076984,0.0,51.589203,LUM,2.997216,0.0,57.52848,SPAG5,3.979117,0.0,39.96527,MPP1,2.7699466,3.1581970289779836e-63,17.012016,SYNE2,5.448642,3.6070902845933886e-69,17.781824,IRF4,4.6201506,7.645085047132303e-08,5.7250967,OGA,2.5933435,2.6956882560823156e-19,9.421601,HEMGN,5.232673,7.575863463862197e-05,4.900638
EPHX1,2.9915347,0.0,46.041237,PLPP3,1.9090202,4.148425336152604e-200,30.388474,UHRF1,3.9993808,5.519711641800344e-154,26.6423,NFKBIZ,2.7152963,1.8104765305187444e-273,35.512043,SLC18A2,7.746217,0.0,61.294388,IL1A,4.212004,0.0,68.105255,RASSF5,2.6864674,8.957069172006365e-81,19.3102,FNDC3B,1.2443285,9.903903421852076e-39,13.278935,PFN1,1.0058411,4.952188094719236e-22,10.116452,CDH2,2.8397176,0.0,66.67732,COL6A1,2.6181207,0.0,50.588276,FKBP10,2.6768303,0.0,57.321552,HMMR,4.345002,0.0,39.920452,DMTN,6.2939725,1.1580857288771517e-59,16.513374,ARHGDIB,2.3030732,1.0981319579228807e-66,17.451824,OTUD1,2.8761876,2.584314931971837e-07,5.4984365,PRKCB,2.928477,7.982769950704653e-19,9.2974,MAPRE2,2.8375578,0.00010934690298502251,4.8050127
GRN,2.9937897,0.0,45.89994,NCF2,2.4020605,1.197415280122882e-198,30.275852,SMC4,2.1482728,8.621778432710562e-152,26.450258,IL1RN,3.9876716,3.5973460615093744e-270,35.296844,IL1RL1,6.9125204,0.0,61.274857,S100A9,4.0632253,0.0,68.02559,MS4A3,6.025026,4.885730211781736e-78,18.971786,KYNU,3.9177167,4.3644829985007296e-38,13.164104,DRAP1,1.1911112,3.576470666251955e-21,9.910224,SERPINE2,3.4789262,0.0,66.49746,ITGA5,1.9356818,0.0,50.56957,CDH11,2.7333612,0.0,57.20978,TUBA1B,1.9284126,0.0,39.91666,TMCC2,9.168567,9.88218261189002e-58,16.238375,MLLT6,2.8757946,1.7912768033849285e-66,17.423336,HSH2D,3.7744927,3.6153116874050086e-07,5.4344573,CIITA,4.6146894,2.063182520519456e-18,9.189157,SPN,2.4740417,0.0001299191844324066,4.758835
CTSC,3.316245,0.0,45.41126,CYP27A1,2.6176147,2.1219697146176693e-196,30.10364,TCF19,3.088454,5.889831601958857e-148,26.112844,SRGN,1.4269314,9.948296829630952e-268,35.13565,NR4A1,4.8364387,0.0,61.10644,OLR1,3.875327,0.0,68.01549,FTL,1.3705814,8.671942273234332e-78,18.941118,MCL1,1.5415032,1.3416662081070358e-37,13.077593,GNG12,1.657282,6.154545483296192e-21,9.851195,SPARC,3.4798503,0.0,66.430016,TGFBI,3.0457468,0.0,50.531418,COL6A2,3.5026355,0.0,57.144596,PRC1,4.248817,0.0,39.72412,OSBP2,7.2045493,5.5717962975180904e-55,15.8365555,AKNA,4.1692867,2.2766324528662952e-66,17.409409,IGLC1,8.36173,3.711131031650001e-07,5.429272,YPEL5,1.9081016,2.7169331445120122e-18,9.157648,FLI1,2.9322872,0.0001834385617063461,4.6658206
CXCL3,3.9225876,0.0,45.35811,TDRD3,2.5077877,5.3963604815931426e-191,29.686008,TACC3,2.5904422,4.477450640264316e-145,25.85746,CHI3L1,3.7851143,1.394504770049827e-262,34.7962,SEMA7A,3.6287422,0.0,60.535244,GPNMB,4.304147,0.0,67.87955,CELF2,2.4292986,1.088660770786574e-73,18.43016,PLK3,2.2715337,2.72059351108912e-37,13.021714,SPARC,2.2273123,1.0105391265870474e-20,9.797256,PRSS23,3.1634955,0.0,66.09824,MAGED1,2.2918744,0.0,50.525143,PXDN,2.857468,0.0,56.558105,CDKN3,3.9928322,0.0,39.450077,CA1,6.124668,5.991134742356507e-54,15.6828575,LTB,6.3089776,1.8638427588662225e-63,17.013384,PDK1,2.9759998,7.69576064085284e-07,5.288918,RASGRP2,5.5392327,3.6581020003028875e-18,9.12276,GATA2,2.8123236,0.00020866536802134793,4.624751
