C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score
PRSS41,0.34945977,1.0,0.23552844,LCN10,-18.79605,1.0,-0.013762977,GRM6,-15.3421545,1.0,-0.003518744,C12orf74,-17.91673,1.0,-0.013900897,TEX48,-16.672697,1.0,-0.015556646,GFER,0.22627987,0.9538058837008531,0.47412127,COL22A1,-17.59301,1.0,-0.030580102,EXOG,2.2771673,1.0,-0.011153683,C4BPB,-18.714756,1.0,-0.022454567,ZMYM6,0.08708945,7.725766669792558e-44,13.970949,CHST12,0.2597665,2.855688537873878e-06,4.8925705,METTL3,-0.033405695,1.5903723030138475e-16,8.386816,VPS53,0.014853282,0.1969002806832059,1.7367462,MICAL2,0.044159226,1.0,-0.0745949,UBE3D,2.2805645,1.0,-0.019738192,LRRC66,-18.98248,1.0,-0.030497266,SCGB3A2,-19.186974,1.0,-0.01376976,TERB1,-17.54831,1.0,-0.0046900185
ASMT,0.55937654,1.0,0.23551537,LHX3,-17.804209,1.0,-0.013762977,SLC26A5,-16.709993,1.0,-0.003518744,ENPP5,-17.669552,1.0,-0.013900897,USP17L1,-17.805367,1.0,-0.015556646,ME3,0.0040855007,0.960424720699762,0.46675852,CCDC175,-20.351149,1.0,-0.030580102,TSNAXIP1,2.706188,1.0,-0.01121979,SAMD5,-18.408264,1.0,-0.022454567,NUCKS1,0.068513155,7.857388396079191e-44,13.969732,CDC23,0.22303823,2.880326541371445e-06,4.8908486,VBP1,0.041825894,1.6050830727627693e-16,8.385692,ELF2,0.047148854,0.19734256507099793,1.7355752,FAM9B,-20.563526,1.0,-0.07569461,CCR10,2.366065,1.0,-0.019738192,PLAAT1,-18.743162,1.0,-0.030497266,TACR1,-18.941017,1.0,-0.01376976,CRYBA2,-17.135685,1.0,-0.0046900185
SLC22A13,0.9020341,1.0,0.23541075,SPANXN5,-16.924395,1.0,-0.013762977,NPBWR1,-16.747156,1.0,-0.003518744,GKN2,-16.12652,1.0,-0.013900897,RFX4,-17.092854,1.0,-0.015556646,GTF3C6,-0.04377289,0.9609171225380712,0.46587414,ABLIM2,-18.336252,1.0,-0.030580102,AKAP3,1.2714177,1.0,-0.011256516,SELE,-18.695173,1.0,-0.022454567,ATP5F1C,0.32102928,8.401589768059855e-44,13.964936,CMBL,0.27676255,3.019899419454276e-06,4.8814025,TRMU,0.043327007,1.6284944684074512e-16,8.383967,ARID2,0.20984653,0.19897473310961136,1.7312932,TMEM30B,-20.711336,1.0,-0.07569461,PRKAA2,1.6428379,1.0,-0.019745134,CCDC181,-19.716852,1.0,-0.030497266,CAPN9,-17.122942,1.0,-0.01376976,CXorf58,-17.072128,1.0,-0.0046900185
PSMD5,0.21524245,1.0,0.23533666,SSPO,-17.550877,1.0,-0.013762977,SDR16C5,-15.956845,1.0,-0.003518744,RNASE7,-17.633408,1.0,-0.013900897,WNK2,-17.495003,1.0,-0.015556646,LMNTD2,0.6610322,0.9632392366893211,0.46324414,PDZRN4,-18.630978,1.0,-0.030580102,ADGRF3,0.84747034,1.0,-0.011300587,LPAR3,-19.532284,1.0,-0.022454567,TOR1AIP1,0.026920334,8.855967719896852e-44,13.96117,HPS5,0.097381674,3.0423395563382025e-06,4.87988,B4GALT3,0.021810029,1.6738642934746207e-16,8.380713,KLF16,0.14900894,0.19944602216304458,1.7301244,DYNLRB2,-19.783459,1.0,-0.07569461,FAM186B,1.2183453,1.0,-0.020057501,FGF12,-19.72398,1.0,-0.030497266,KRTAP5-7,-18.588043,1.0,-0.01376976,PMCH,-17.00652,1.0,-0.0046900185
FLACC1,-0.16883434,1.0,0.23464142,SLC26A9,-17.464014,1.0,-0.013762977,OPRK1,-16.307722,1.0,-0.003518744,CHST5,-15.625661,1.0,-0.013900897,GDAP1L1,-14.315452,1.0,-0.015556646,ANKMY2,0.27279094,0.9636505641660321,0.46271226,UPK3A,-20.172209,1.0,-0.030580102,MPIG6B,-0.6533188,1.0,-0.011440146,TRH,-19.890352,1.0,-0.022454567,CREBL2,0.04871309,8.891962673370697e-44,13.960859,STK36,0.8351921,3.0498758500478104e-06,4.8793297,CWC15,0.111527376,1.7586360707374414e-16,8.374855,FNDC1,-0.013531438,0.20029830682101046,1.7279423,SYT16,-20.049417,1.0,-0.07569461,GOT1L1,-18.07181,1.0,-0.020991135,LDHAL6B,-19.273472,1.0,-0.030497266,CASKIN1,-18.111382,1.0,-0.01376976,VEGFD,-18.151564,1.0,-0.0046900185
REPS2,-0.588406,1.0,0.23423387,DCDC1,-17.215048,1.0,-0.013762977,RDH8,-14.122297,1.0,-0.003518744,TMEM229A,-18.326963,1.0,-0.013900897,TEX52,-17.863602,1.0,-0.015556646,KLK1,1.0313932,0.9650981781486757,0.460727,CMTM5,-19.193354,1.0,-0.030580102,LHX6,-18.405956,1.0,-0.011542979,CYP24A1,-17.880966,1.0,-0.022454567,PLA2R1,1.4565554,8.891962673370697e-44,13.9608555,GPI,0.084994175,3.1352614539203484e-06,4.873849,CTNNBIP1,-0.0054932283,1.779149876712812e-16,8.373468,SFXN2,0.17980424,0.20044819132052544,1.7274432,TMEM184A,-19.342808,1.0,-0.07569461,SHC2,-16.736202,1.0,-0.020991135,ESRP2,-19.833155,1.0,-0.030497266,HOXC13,-17.102768,1.0,-0.01376976,TNNI1,-18.37225,1.0,-0.0046900185
KLC4,0.19957791,1.0,0.23377402,CNDP1,-18.104723,1.0,-0.013762977,UNC5D,-11.818227,1.0,-0.003518744,DLGAP2,-17.630985,1.0,-0.013900897,CST5,-18.233454,1.0,-0.015556646,CD300C,-0.11886798,0.9657421301791022,0.46002042,HYAL1,-18.027073,1.0,-0.030580102,GPR142,-17.00445,1.0,-0.011542979,IL3,-20.419273,1.0,-0.022454567,CCDC102A,1.2692776,1.082813842765169e-43,13.946795,SMG6,0.45842353,3.2250668449052227e-06,4.868176,NCSTN,0.13595112,1.797683601712175e-16,8.372228,YTHDC1,0.03712577,0.20044819132052544,1.7274065,COLEC11,-19.818052,1.0,-0.07569461,ATP2C2,-18.819866,1.0,-0.020991135,REM2,-20.54512,1.0,-0.030497266,SMCO3,-18.370962,1.0,-0.01376976,SLC4A9,-17.742949,1.0,-0.0046900185
ASCL1,1.5147047,1.0,0.2331311,DIPK1C,-18.722464,1.0,-0.013762977,AGTR2,-15.3421545,1.0,-0.003518744,TDRD6,-17.760021,1.0,-0.013900897,SMIM33,-16.730028,1.0,-0.015556646,DPYSL2,-0.033749733,0.9660457738288449,0.45966324,KCNIP3,-17.866611,1.0,-0.030580102,GML,-18.745348,1.0,-0.011542979,TMEM61,-18.581558,1.0,-0.022454567,MPPE1,-0.028599408,1.1818014674740613e-43,13.940528,FAM222B,0.28778538,3.269863065439922e-06,4.865386,SH3RF3,0.67621994,1.7985417621635687e-16,8.37215,PLPPR2,0.110933356,0.20057244191781287,1.7270544,OR2C3,-20.571129,1.0,-0.07569461,ANKRD65,-17.804771,1.0,-0.020991135,MMP21,-19.37005,1.0,-0.030497266,OR52K2,-19.281597,1.0,-0.01376976,TENM1,-19.246614,1.0,-0.0046900185
KLK4,1.276742,1.0,0.2328238,C18orf63,-17.341883,1.0,-0.013762977,CRCT1,-16.778168,1.0,-0.003518744,MARVELD3,-17.76522,1.0,-0.013900897,HMX2,-16.932415,1.0,-0.015556646,TTC31,-0.044434093,0.9660754422626805,0.4595612,SOWAHB,-17.761,1.0,-0.030580102,C13orf46,-16.332195,1.0,-0.011542979,KLF17,-17.923279,1.0,-0.022454567,SLC9B2,1.2814274,1.1843148283351042e-43,13.940364,ESF1,0.083566025,3.3662008700922737e-06,4.859546,PDSS2,0.2513176,1.8372313871208972e-16,8.369622,ZKSCAN4,0.66601413,0.2011654713218768,1.7254232,DRD1,-19.354074,1.0,-0.07569461,C20orf202,-17.14878,1.0,-0.020991135,TEKT2,-19.91151,1.0,-0.030497266,FAM160A1,-18.767712,1.0,-0.01376976,GPC3,-17.52467,1.0,-0.0046900185
KCNC4,0.36671785,1.0,0.23239228,C2CD4A,-17.12051,1.0,-0.013762977,FLG2,-15.956845,1.0,-0.003518744,HSD17B2,-16.722742,1.0,-0.013900897,LEFTY2,-17.423716,1.0,-0.015556646,SYTL1,-1.0440415,0.9726570226117912,0.45268086,GLS2,-18.998165,1.0,-0.030580102,CYP39A1,-15.475652,1.0,-0.011542979,GRIN3A,-18.656898,1.0,-0.022454567,ZNFX1,-0.04941628,1.2218599191529616e-43,13.938123,INTS12,0.35589373,3.3716157150915363e-06,4.8591967,UNC13B,0.1809219,1.855484739996254e-16,8.368416,CHM,0.3048945,0.2011797496564856,1.7253282,PRRG2,-20.03748,1.0,-0.07569461,OR6K2,-18.144495,1.0,-0.020991135,CABP1,-18.5303,1.0,-0.030497266,MYO18B,-18.552795,1.0,-0.01376976,HRC,-16.578619,1.0,-0.0046900185
PYHIN1,-1.5872419,1.0,0.23048748,GNAT3,-15.926399,1.0,-0.013762977,AVPR1B,-16.26505,1.0,-0.003518744,AC008687.4,-15.753793,1.0,-0.013900897,SOAT2,-13.956598,1.0,-0.015556646,SERPINB2,-0.11999875,0.9726570226117912,0.45254478,TNNI3K,-18.58562,1.0,-0.030580102,GBP6,-17.432888,1.0,-0.011542979,NRG4,-19.819616,1.0,-0.022454567,TBC1D22B,-0.09554747,1.232345351681543e-43,13.9375,FPGS,0.09432102,3.4108763108893855e-06,4.856841,SLU7,-0.07778049,1.9144886425323798e-16,8.364663,KLHL20,0.21525621,0.20123944918696013,1.7251272,ABCA10,-20.671543,1.0,-0.07569461,CHRDL2,-16.921562,1.0,-0.020991135,ARHGAP8,-20.074728,1.0,-0.030497266,CHRNA9,-18.135527,1.0,-0.01376976,KCNK15,-15.364271,1.0,-0.0046900185
C1orf127,3.6855946,1.0,0.23043299,KRTAP11-1,-17.54576,1.0,-0.013762977,XKR4,-15.3421545,1.0,-0.003518744,SDR9C7,-17.84458,1.0,-0.013900897,PCDHA9,-14.804888,1.0,-0.015556646,ZNF136,0.15782365,0.9729755108308242,0.4520995,THEGL,-18.079992,1.0,-0.030580102,MUC17,-17.273977,1.0,-0.011542979,ADRA2B,-19.317461,1.0,-0.022454567,YES1,-0.111071296,1.3684063986135657e-43,13.930009,ECSIT,0.13854682,3.4217164348425237e-06,4.856181,SF3B2,0.028605418,1.9181590852440753e-16,8.364416,SLC25A4,-0.069583684,0.2020468409928299,1.7230057,RSPH4A,-20.430767,1.0,-0.07569461,ALOXE3,-17.167507,1.0,-0.020991135,CRB1,-19.881863,1.0,-0.030497266,FAM9C,-18.660908,1.0,-0.01376976,GRB7,-17.417912,1.0,-0.0046900185
CXCL10,2.869469,1.0,0.2303371,HCRTR1,-16.75309,1.0,-0.013762977,TCHHL1,-15.037153,1.0,-0.003518744,HCRTR1,-16.75465,1.0,-0.013900897,HJV,-17.639528,1.0,-0.015556646,CCAR2,-0.0749659,0.9729883069545737,0.45201293,OSTN,-18.615429,1.0,-0.030580102,FOXB1,-18.400291,1.0,-0.011542979,IDO1,-20.097872,1.0,-0.022454567,ASB3,0.22548391,1.4750467683465334e-43,13.924635,PTPRJ,0.15357937,3.4307790228633165e-06,4.855626,KNSTRN,-0.25195757,1.9628732861759176e-16,8.361678,GPR135,0.9704469,0.2020468409928299,1.7230014,ISLR2,-18.958986,1.0,-0.07569461,NUDT10,-18.733545,1.0,-0.020991135,BEX5,-20.755592,1.0,-0.030497266,KIAA2012,-16.955532,1.0,-0.01376976,XCL2,-18.989746,1.0,-0.0046900185
FAM90A1,1.3145127,1.0,0.23020633,SHISA7,-18.104406,1.0,-0.013762977,MIOX,-13.419528,1.0,-0.003518744,SLC38A8,-17.126675,1.0,-0.013900897,OR5I1,-17.321878,1.0,-0.015556646,ADAMDEC1,0.7559543,0.9740823826486046,0.45063993,RSPO2,-18.847437,1.0,-0.030580102,ADAM11,-16.16028,1.0,-0.011542979,ZNF37A,-16.83011,1.0,-0.022454567,C11orf95,1.2805262,1.4922494147937953e-43,13.923794,SMYD5,0.48288488,3.4327827502834455e-06,4.855479,SEMA7A,-0.19297092,1.9734980972868268e-16,8.361021,FXN,0.09073675,0.2021945504919237,1.7225347,UCN,-20.297483,1.0,-0.07569461,IGSF1,-17.15273,1.0,-0.020991135,PRKCZ,-0.12148339,1.0,-0.031212045,SLC2A4,-19.513615,1.0,-0.01376976,SAXO1,-17.587221,1.0,-0.0046900185
MFSD6L,0.89008087,1.0,0.22933021,ERICH3,-18.13771,1.0,-0.013762977,MC2R,-14.627373,1.0,-0.003518744,GALNTL6,-16.524307,1.0,-0.013900897,ERICH6,-16.056566,1.0,-0.015556646,INPP5J,0.6791869,0.9752013493758678,0.44898555,SUN3,-17.745626,1.0,-0.030580102,ALDH1L1,-16.501793,1.0,-0.011542979,SLC51A,-19.295166,1.0,-0.022454567,TTC1,0.04438858,1.4977076241476084e-43,13.92352,PTCH1,1.396917,3.4397746444810436e-06,4.8550444,KIAA0100,0.19711739,2.0357683147926684e-16,8.357335,TBC1D19,0.25957733,0.20310591980190137,1.7202986,TMPRSS13,-21.331797,1.0,-0.07569461,OOSP4A,-19.043797,1.0,-0.020991135,CD3G,0.22873767,1.0,-0.031381335,MFSD4A,-18.700281,1.0,-0.01376976,RASSF6,-18.908415,1.0,-0.0046900185
ZNF302,0.15388332,1.0,0.2292365,XCR1,-18.34976,1.0,-0.013762977,TSPAN16,-15.956845,1.0,-0.003518744,C9orf57,-17.27538,1.0,-0.013900897,FAM237B,-18.072409,1.0,-0.015556646,KLC4,0.20329626,0.9802713130900838,0.44330657,NLRP6,-20.081106,1.0,-0.030580102,CFAP73,-19.012129,1.0,-0.011542979,C8orf89,-18.256777,1.0,-0.022454567,FOXC1,1.3076227,1.5068019655924614e-43,13.923074,HEPH,1.1223763,3.4415281866755888e-06,4.8549123,SLC25A6,-0.0050645815,2.0972400328648168e-16,8.353803,KAT5,0.17238216,0.20324824527336893,1.7199076,SBSPON,-20.182552,1.0,-0.07695619,WDR93,-17.802368,1.0,-0.020991135,ST6GAL2,-20.12022,1.0,-0.031450305,POU4F3,-17.799292,1.0,-0.01376976,PCP4L1,-17.143091,1.0,-0.0046900185
TSLP,0.7027154,1.0,0.22801603,SLC8A2,-17.228962,1.0,-0.013762977,JPH3,-11.464976,1.0,-0.003518744,STMN2,-18.563221,1.0,-0.013900897,ATP1B4,-15.913584,1.0,-0.015556646,KIAA1841,0.25793126,0.9807848204022206,0.4426804,ST6GALNAC1,-19.956596,1.0,-0.030580102,CATSPERB,-18.49571,1.0,-0.011542979,GALNT17,-18.11503,1.0,-0.022454567,ANK3,1.2929244,1.5921171439781464e-43,13.919125,SLC41A1,0.5492314,3.4501577830669252e-06,4.8543844,MME,0.62178385,2.1530693084479484e-16,8.350679,SFT2D2,0.1301265,0.2035284487849834,1.7191364,F5,-21.757631,1.0,-0.07695619,CCM2L,-18.694061,1.0,-0.020991135,DPYS,-19.096626,1.0,-0.031450305,CYP19A1,-18.315737,1.0,-0.01376976,ARMS2,-16.081245,1.0,-0.0046900185
SYT17,1.3708372,1.0,0.22736003,AZGP1,-17.128761,1.0,-0.013762977,KRTAP4-11,-15.526529,1.0,-0.003518744,WNT2,-16.1026,1.0,-0.013900897,TRIL,-15.277866,1.0,-0.015556646,CP,1.0789686,0.9835785618300248,0.4394721,B3GNT4,-17.903673,1.0,-0.030580102,MEIOC,-17.985826,1.0,-0.011542979,SDK2,-20.338419,1.0,-0.022454567,MCRS1,0.2701144,1.6492100880850678e-43,13.916594,DAGLB,0.35349524,3.4869046709788103e-06,4.852222,WDR6,0.18550433,2.2749711070484966e-16,8.344152,LRRC42,0.15246165,0.20376927377477144,1.7185184,HPX,-20.180882,1.0,-0.07695619,RFPL3,-17.884079,1.0,-0.020991135,LY6G6C,-20.11742,1.0,-0.031450305,TRIML2,-18.197756,1.0,-0.01376976,INSL4,-17.315405,1.0,-0.0046900185
AKAP3,0.28087842,1.0,0.226728,ADAM30,-17.747427,1.0,-0.013762977,GRXCR2,-14.601615,1.0,-0.003518744,ZNF728,-16.44635,1.0,-0.013900897,ANO2,-16.208467,1.0,-0.015556646,CEP152,-0.23181728,0.9836760511911672,0.4390995,PNLDC1,-18.579529,1.0,-0.030580102,LGALS9C,-16.69049,1.0,-0.011542979,DLEC1,-19.72134,1.0,-0.022454567,DSTYK,0.42444056,1.7091533831147285e-43,13.914028,ANXA4,0.040251978,3.5508301643347903e-06,4.848587,COTL1,0.22639258,2.2782766934756097e-16,8.34396,EGFLAM,0.64978456,0.20434351365143696,1.7170709,FBXL16,-21.160614,1.0,-0.07695619,ACKR1,-19.394972,1.0,-0.020991135,CR2,-19.802214,1.0,-0.031450305,CACNA1G,-18.277767,1.0,-0.01376976,DEFB134,-17.63104,1.0,-0.0046900185
ROMO1,-0.067407444,1.0,0.22665173,ADGRV1,-16.902802,1.0,-0.013762977,TLE7,-15.064909,1.0,-0.003518744,ADAM33,-16.302277,1.0,-0.013900897,LMLN2,-17.976454,1.0,-0.015556646,ERP29,0.027198892,0.9849772523882538,0.4377435,ACKR4,-19.131306,1.0,-0.030580102,RNF175,-18.438723,1.0,-0.011542979,MKRN3,-17.97645,1.0,-0.022454567,RBBP6,-0.057510145,1.8684317512257707e-43,13.907642,GTF3C3,-0.008626172,3.565294754810023e-06,4.847749,NDUFB8,0.019341383,2.2939058809457586e-16,8.343131,RNFT2,1.2915848,0.20476263432570255,1.7160447,AC090360.1,-19.945486,1.0,-0.07695619,SLC12A3,-19.716797,1.0,-0.020991135,NCR1,-20.94405,1.0,-0.031450305,DGAT2,1.2715919,1.0,-0.014557655,UGT8,-19.6071,1.0,-0.0046900185
TOGARAM2,0.23851432,1.0,0.22630738,SLC5A2,-17.62415,1.0,-0.013762977,PRAMEF11,-15.956845,1.0,-0.003518744,MARCH11,-17.181175,1.0,-0.013900897,FNDC9,-17.86076,1.0,-0.015556646,CLDND2,-0.22745682,0.9868065478428893,0.435899,HEPACAM2,-20.271725,1.0,-0.030580102,CYP2D6,-18.424637,1.0,-0.011542979,INSRR,-18.939262,1.0,-0.022454567,LRTOMT,0.9154665,1.9268367771788606e-43,13.905427,AFG3L2,0.08289947,3.581377816571629e-06,4.8468246,LSM5,0.1681714,2.3080698535594794e-16,8.342382,TOP3A,0.26063523,0.20547533258991324,1.7143465,SLC30A2,-21.0087,1.0,-0.07695619,SLCO1C1,-16.546574,1.0,-0.020991135,BATF2,-19.174175,1.0,-0.031450305,GLS2,-18.974361,1.0,-0.014579745,PRMT7,1.6661214,1.0,-0.0050195875
CTXND1,4.4862165,1.0,0.22471423,B3GAT1,-18.60265,1.0,-0.013762977,XKRX,-10.307062,1.0,-0.003518744,UGT1A10,-17.079659,1.0,-0.013900897,PGPEP1L,-16.660835,1.0,-0.015556646,TRPV5,0.69612765,0.987953420837123,0.43423533,PLA2G2C,-19.199955,1.0,-0.030580102,OR5B12,-18.315054,1.0,-0.011542979,FOXD4L5,-18.638382,1.0,-0.022454567,PPP4R3B,0.13945611,1.9417923067747545e-43,13.904861,ZNF207,0.18966903,3.6096876752402823e-06,4.8452306,MRRF,0.12052474,2.3393834329870033e-16,8.340769,MCM6,-0.24832237,0.20567394677796502,1.7138108,ACSBG2,-20.09503,1.0,-0.07695619,XKR7,-18.492386,1.0,-0.020991135,IL36B,-20.152515,1.0,-0.031450305,THEGL,-18.056192,1.0,-0.014579745,CES3,-18.67341,1.0,-0.0051590204
G6PC3,0.012079462,1.0,0.22421515,MARCH11,-17.179615,1.0,-0.013762977,SCP2D1,-14.331999,1.0,-0.003518744,FUT3,-17.760084,1.0,-0.013900897,OR52N5,-16.5941,1.0,-0.015556646,TRMT10B,0.17951863,0.9909826660172905,0.4312064,SHCBP1L,-17.786491,1.0,-0.030580102,MPC1L,-16.353167,1.0,-0.011542979,RNF165,-20.501703,1.0,-0.022454567,GDNF,1.3264458,2.041932010015303e-43,13.90125,EIF2AK2,0.020794675,3.640966599296345e-06,4.843486,URGCP,0.5481046,2.3535110117996416e-16,8.340036,WDR74,0.2045343,0.20648907113140974,1.7117174,SKOR1,-20.513744,1.0,-0.07695619,KIF26A,-19.464535,1.0,-0.020991135,PABPN1L,-21.081676,1.0,-0.031450305,HEPACAM2,-20.247913,1.0,-0.014579745,RIMBP2,-19.40583,1.0,-0.0051590204
PTPRH,0.58382106,1.0,0.2240299,ZBED2,-16.108145,1.0,-0.013762977,ANGPTL3,-12.295682,1.0,-0.003518744,FAM83A,-17.6713,1.0,-0.013900897,WEE2,-16.876812,1.0,-0.015556646,NAT9,0.11613244,0.991233858153926,0.43089873,TRPA1,-18.415432,1.0,-0.030580102,LGI3,-17.450089,1.0,-0.011542979,KRT2,-19.746656,1.0,-0.022454567,SMG6,0.5177615,2.0599804370342813e-43,13.900607,RAB11A,0.129195,3.6745237765181262e-06,4.841601,EPB41L5,1.2312423,2.356998943970807e-16,8.33984,NFXL1,0.37042138,0.20676954335917067,1.7110151,PDE1A,-19.474083,1.0,-0.07695619,PLAC1,-17.770412,1.0,-0.020991135,PCDHA12,-18.244888,1.0,-0.031450305,FNDC7,-19.248653,1.0,-0.014579745,FSCN3,-18.236948,1.0,-0.0051590204
P4HTM,-0.039629303,1.0,0.22396451,IRX4,-17.642792,1.0,-0.013762977,PRAMEF1,-15.3421545,1.0,-0.003518744,HSD3B2,-17.409437,1.0,-0.013900897,APOA2,-16.808271,1.0,-0.015556646,FAM3A,0.23246464,0.9915527187637772,0.4303777,GRM1,-19.001728,1.0,-0.030580102,OR5B2,-17.74922,1.0,-0.011542979,KCNB1,-18.613214,1.0,-0.022454567,PAGR1,-0.018321963,2.0622218821083662e-43,13.9005165,TBX3,1.2450062,3.7070123950425223e-06,4.8398204,EXOSC4,0.07542021,2.4667244736816756e-16,8.334437,KAT2A,0.7080899,0.2068629866762286,1.7106781,CCDC65,-20.25073,1.0,-0.07695619,NTF4,-16.937998,1.0,-0.020991135,MC5R,-19.473705,1.0,-0.031450305,COL6A6,-20.194132,1.0,-0.014579745,CFAP221,-16.944744,1.0,-0.0051590204
STPG2,0.49932453,1.0,0.22389477,TP53AIP1,-18.051388,1.0,-0.013762977,CST8,-15.3421545,1.0,-0.003518744,ADAM30,-17.748987,1.0,-0.013900897,TP53TG5,-16.9041,1.0,-0.015556646,VMAC,-0.35470253,0.9923272865666385,0.42958605,ZXDA,-18.843254,1.0,-0.030580102,LRCOL1,-16.99429,1.0,-0.011542979,GRIP1,-18.641216,1.0,-0.022454567,SNX15,0.14945717,2.12323956496636e-43,13.898416,CDK2AP2,0.59262395,3.7107255106230506e-06,4.83959,FGF1,0.69512117,2.552717765953812e-16,8.330319,TXNDC9,0.30663803,0.20731300723072504,1.7095288,PLCH2,-20.49411,1.0,-0.07695619,ASIP,-18.373632,1.0,-0.020991135,NGFR,-19.472517,1.0,-0.031450305,NAPSA,-18.511543,1.0,-0.014579745,NKPD1,-18.952871,1.0,-0.0051590204
EFCAB12,0.67669284,1.0,0.22381195,TMEM229A,-18.325403,1.0,-0.013762977,SGCZ,-12.8284025,1.0,-0.003518744,ADGRV1,-16.904364,1.0,-0.013900897,CDX1,-17.12261,1.0,-0.015556646,PARD6A,0.046542957,0.992448051568543,0.42939898,C10orf67,-17.791613,1.0,-0.030580102,CAPN8,-15.428028,1.0,-0.011542979,ASCL1,-19.07014,1.0,-0.022454567,DBNL,0.31131256,2.262168967062959e-43,13.893866,NDUFA4,0.24014294,3.7626375861297015e-06,4.8367968,ZNF131,0.20812774,2.566749658594187e-16,8.329649,MYSM1,0.06744759,0.2094168460061431,1.7045101,OXT,-20.309017,1.0,-0.07695619,UNC79,-18.0709,1.0,-0.020991135,GNAT2,-19.838427,1.0,-0.031450305,C10orf67,-17.767813,1.0,-0.014579745,GABRA5,-17.152163,1.0,-0.0051590204
CCL17,5.713004,1.0,0.22185268,NKD2,-17.354126,1.0,-0.013762977,EXOC3L1,-13.436853,1.0,-0.003518744,XAGE3,-15.324213,1.0,-0.013900897,ZAR1L,-17.504387,1.0,-0.015556646,SKOR1,1.2616575,0.9947665273563757,0.42687875,PPP1R42,-17.735546,1.0,-0.030580102,KIF12,-16.339117,1.0,-0.011542979,SPINK1,-20.072834,1.0,-0.023523834,C2CD2L,0.1862101,2.292941838633462e-43,13.892884,SEC22C,0.04462659,3.7679203105037853e-06,4.8364863,INO80,-0.1004631,2.6062884560659003e-16,8.327819,C10orf88,0.4442314,0.21002740865758407,1.7030604,CLEC3B,-19.188156,1.0,-0.07695619,RHBDL1,1.9815478,1.0,-0.021483982,RGS7BP,-18.461143,1.0,-0.031450305,SOWAHB,-17.7372,1.0,-0.014579745,EFHB,-18.648447,1.0,-0.0051590204
CECR2,1.986927,1.0,0.22180036,CACNB2,-17.140368,1.0,-0.013762977,KRTAP8-1,-12.65127,1.0,-0.003518744,KCTD19,-17.569036,1.0,-0.013900897,HBZ,-18.516073,1.0,-0.015556646,WDR97,0.06679711,0.9967113022792946,0.42455953,FNDC7,-19.272457,1.0,-0.030580102,KCNA7,-15.63402,1.0,-0.011542979,PLAAT2,-18.726776,1.0,-0.023523834,CARS2,0.10174981,2.3134261040428418e-43,13.892235,FIS1,0.07164931,3.841135290178252e-06,4.8326263,PHETA2,1.1380726,2.7486157046012413e-16,8.321499,SNRNP35,0.14432453,0.210157656916124,1.7026412,PNMA8A,-19.585787,1.0,-0.07821777,MPIG6B,0.44904462,1.0,-0.021546457,GJD3,-18.929144,1.0,-0.031450305,CARD17,-19.667252,1.0,-0.014579745,RIMS4,-16.748384,1.0,-0.0051590204
ZNF696,0.6301779,1.0,0.22160639,RNASE7,-17.631845,1.0,-0.013762977,SPINK7,-15.3421545,1.0,-0.003518744,ADGRF4,-15.365036,1.0,-0.013900897,SCTR,-15.264605,1.0,-0.015556646,CDC73,-0.1189248,0.9967113022792946,0.42455336,TMEM92,1.069184,1.0,-0.031675816,VWA3A,-17.596157,1.0,-0.011542979,ACY3,-20.443413,1.0,-0.023523834,PACSIN2,0.07243053,2.476672265060694e-43,13.887338,AZIN1,0.10522183,3.878854926167295e-06,4.83065,COG4,0.19286667,2.784212019941289e-16,8.319954,EXOC3,0.03869084,0.210157656916124,1.702529,MMRN2,-19.92148,1.0,-0.07821777,KIAA0319,0.29822475,1.0,-0.021546457,ZNF135,0.40925023,1.0,-0.031487927,SHCBP1L,-17.762691,1.0,-0.014579745,CD8B2,-19.439638,1.0,-0.0051590204
