C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score,C18_names,C18_logfold,C18_pvals_adj,C18_z_score,C19_names,C19_logfold,C19_pvals_adj,C19_z_score
CENPV,1.2290707,8.47106910705835e-20,9.303309,SOX13,0.77319694,0.8702804338153622,0.6111176,MMD,1.563439,2.3814482815143628e-61,16.6432,TACO1,0.68956655,1.0572927229980426e-12,7.4151945,PLPPR1,0.0,1.0,0.0,ADPRH,1.0191251,0.4907404956668473,1.0188947,MS4A4E,2.6692307,0.7190166275334446,0.75997764,DCX,0.0,1.0,0.0,AL772284.2,6.167982,1.0,0.07927305,SLITRK2,0.0,1.0,0.0,DNAJC2,0.64017016,0.00016227854268930763,4.135646,POLI,0.90939915,1.0884715756903727e-102,21.629969,PDCD5,0.94150275,1.966883212348125e-62,16.81359,DYNLRB1,0.747071,1.2340781848197816e-78,18.901737,EIF2S1,0.74168307,4.7127132240176254e-94,20.692211,LRRC7,2.3046978,1.0,0.14891323,CHRNA2,-15.242769,1.0,-0.0012615769,OR2T11,5.5846004,1.0,0.0745345,LGR5,0.0,1.0,0.0,VAV3,1.252219,1.0,0.05939845
TIMMDC1,0.46397737,9.470846922246256e-20,9.291371,WDR91,0.7714279,0.8767394712304869,0.60455126,TMEM94,1.4336597,2.539226218811764e-61,16.639313,EIF4G1,0.31226805,1.111820075577722e-12,7.408358,SAMD7,0.0,1.0,0.0,DLL1,3.124361,0.4979860525089377,1.0082645,CRACR2B,0.9446846,0.7195469071509917,0.75929284,SPACA4,0.0,1.0,0.0,SSTR5,8.107517,1.0,0.07927305,SOX14,0.0,1.0,0.0,NUFIP1,1.200016,0.00016603940261011922,4.1300907,WFS1,1.5559438,1.2498774403030452e-102,21.62356,ESYT2,0.5509369,1.9702549891699046e-62,16.813456,LRP12,0.6516244,1.2390068153698064e-78,18.901495,CBLB,0.8647101,5.966052259294032e-94,20.680777,LCK,-0.35754654,1.0,0.14857008,G6PC2,-14.522284,1.0,-0.0012615769,PSORS1C2,6.7378087,1.0,0.0745345,CNTN6,0.0,1.0,0.0,DSCC1,0.8816122,1.0,0.059030853
WBP2,0.5373965,9.584799965024104e-20,9.290062,SPIRE2,1.4964093,0.8785286567568013,0.6024391,TOMM6,0.5378465,2.6626535236037564e-61,16.636448,EXT2,0.5510789,1.111820075577722e-12,7.4083357,NLRP13,0.0,1.0,0.0,ADAMTS3,1.7856649,0.5011675264504151,1.0038725,AATK,2.33504,0.7206337160336408,0.75809616,BRDT,0.0,1.0,0.0,ZNF280A,9.555455,1.0,0.07927305,CARD18,0.0,1.0,0.0,SEC14L2,1.2781507,0.00016973900940554944,4.124905,TAFA5,1.4899601,1.8181680237378736e-102,21.606228,PAICS,1.1023281,2.0332177934155997e-62,16.811558,NAV3,1.0924057,1.3950897086086454e-78,18.8952,GLS,0.8277543,6.098306969122531e-94,20.679688,NOXRED1,2.783003,1.0,0.14824009,OR2M3,-15.629908,1.0,-0.0012615769,RETNLB,5.972519,1.0,0.0745345,OR10P1,0.0,1.0,0.0,SERPINB9,0.5530996,1.0,0.05842242
GCLC,0.63379633,9.754000558755189e-20,9.288126,GSDMD,0.56573874,0.8797454235088437,0.6007169,LAP3,0.80231816,3.0487822077764667e-61,16.628288,ZNF148,0.50588906,1.1230842750968342e-12,7.4069347,CD164L2,0.0,1.0,0.0,CTNNB1,0.61999977,0.5011716596421706,1.0038096,USP25,0.4036091,0.7208267920303005,0.75769573,ACTL7A,0.0,1.0,0.0,MGAM2,8.147402,1.0,0.07927305,MMP20,0.0,1.0,0.0,R3HDM1,0.37005922,0.00017031081356734626,4.124073,ZNF639,0.65281916,2.652591340538847e-102,21.588747,MBTPS1,0.5780982,2.261323947309566e-62,16.80522,PHACTR2,0.65859604,1.5294412285854858e-78,18.890316,URB1,1.104734,6.744737823614172e-94,20.674795,DNASE1L3,2.4010596,1.0,0.1481279,KRT20,-12.998146,1.0,-0.0012615769,FAM151A,5.9382915,1.0,0.0745345,LRRC3B,0.0,1.0,0.0,ZNF521,1.2402508,1.0,0.057763282
PPTC7,0.91789067,1.073158483550962e-19,9.27788,ANO9,1.1242093,0.8848442037292403,0.595077,FAM32A,0.5914296,1.1277614425244443e-60,16.549673,NDUFB3,0.39367002,1.1498872875738185e-12,7.403741,TDRD15,0.0,1.0,0.0,SREBF1,0.513328,0.5016028917934552,1.0031892,ABI3,2.2505784,0.7258283900337126,0.75183964,OR7E24,0.0,1.0,0.0,KRT28,5.702367,1.0,0.07927305,BCHE,0.0,1.0,0.0,PDSS1,1.2982343,0.0001733618983888525,4.1198087,PXN,0.7337214,3.729289962378309e-102,21.572964,SYDE1,1.4550313,3.217257676499e-62,16.784235,SUMF2,0.6055597,1.717856391985712e-78,18.88415,GPAT4,0.68371636,8.294378314233126e-94,20.664783,EIF4EBP3,1.6980382,1.0,0.14791672,PBOV1,-15.231243,1.0,-0.0012615769,HOXD13,8.035623,1.0,0.0745345,OR5AC2,0.0,1.0,0.0,UNG,1.2750499,1.0,0.057104144
ZMIZ2,0.5068025,1.235977971749569e-19,9.262484,MOB3B,0.32420108,0.8889120014776777,0.5908459,VPS8,1.0685593,1.184069489672416e-60,16.546669,ZMYM1,1.2409477,1.1654500245893566e-12,7.4018292,KNG1,0.0,1.0,0.0,TMEM50A,0.14200865,0.5033380305854628,1.0006396,TLR6,1.4751714,0.7259704346672098,0.7516258,OR4A15,0.0,1.0,0.0,KRTAP13-1,6.572581,1.0,0.07927305,SLITRK3,0.0,1.0,0.0,TIMM8A,0.709505,0.00018093748760503365,4.109651,FAAP20,0.7188293,4.886084277921901e-102,21.560434,RASSF8,1.2061354,3.6065834177809768e-62,16.777384,COPS7A,0.67199886,1.7435050556855752e-78,18.883333,FKBP3,0.756274,8.705751825815078e-94,20.662384,DRAXIN,2.91656,1.0,0.14715779,OR10Q1,-15.231243,1.0,-0.0012615769,OR5V1,5.908041,1.0,0.0745345,KRT85,0.0,1.0,0.0,TSGA10,-0.03182774,1.0,0.056470357
SEC62,0.38213792,1.3619482681964055e-19,9.252046,PDE4B,0.09830305,0.888952735806552,0.59053934,CEMIP2,0.9933145,1.2023208114545577e-60,16.545725,TUBGCP3,0.88489836,1.1801211195484775e-12,7.4000406,RFPL4AL1,0.0,1.0,0.0,CASP8,0.5823833,0.503923166782502,0.99982035,CX3CR1,1.8837326,0.7358272774810463,0.7406508,HRG,0.0,1.0,0.0,CFAP100,7.1761403,1.0,0.07927305,OTOL1,0.0,1.0,0.0,RTCB,0.63022596,0.00018374684436871762,4.1059165,HERC2,0.7988429,5.027469766454478e-102,21.559084,WNT5B,1.4153174,4.323451295690946e-62,16.76658,MYH10,0.98829573,1.7441924644927412e-78,18.88328,C1GALT1,0.8792305,9.272179977655024e-94,20.65931,HEATR5B,1.4393219,1.0,0.1470819,OR5AP2,-15.4816,1.0,-0.0012615769,HPSE2,6.0998073,1.0,0.0745345,KRT71,0.0,1.0,0.0,NT5C3A,1.9067678,1.0,0.05601403
STK4,0.39817244,1.6591551436028967e-19,9.230782,BEX2,1.669985,0.8894052006910167,0.5899465,TMEM14C,0.67303157,1.4688928336853045e-60,16.533615,ABI2,0.58750355,1.2077030107450805e-12,7.3967814,UGT1A4,0.0,1.0,0.0,LHPP,1.1269122,0.5060911175995432,0.99671495,TSPAN32,1.0188627,0.7371641582911722,0.7390081,FETUB,0.0,1.0,0.0,KRT39,6.1346273,1.0,0.07927305,SPATA48,0.0,1.0,0.0,ANKRD52,0.37217128,0.00018531261550494584,4.1037803,GINM1,0.73352957,8.492041109379752e-102,21.534779,STK17A,0.65611964,4.391608613031245e-62,16.765617,CUL7,1.2592068,1.907664334858146e-78,18.878515,STRN4,0.6865048,1.0529769466883843e-93,20.653135,SUSD2,2.0100703,1.0,0.14672883,OR9I1,-15.231243,1.0,-0.0012615769,ASTN1,5.6368074,1.0,0.0745345,OR5H15,0.0,1.0,0.0,PIK3CG,0.55823976,1.0,0.054290134
TRAK1,0.4660871,1.723670826432634e-19,9.226622,TSN,0.53152806,0.8894052006910167,0.5899465,RAB32,0.60381985,1.660859209096409e-60,16.526188,PHACTR4,0.6158541,1.2989064879893058e-12,7.3869762,HRG,0.0,1.0,0.0,NRM,1.1102479,0.5100841040529605,0.9913727,SLAMF7,0.28309163,0.738122154246859,0.73795706,PCDH20,0.0,1.0,0.0,THRSP,6.1223073,1.0,0.07927305,TEX44,0.0,1.0,0.0,OTUD3,1.0270723,0.0001857279413207546,4.1031456,SSPN,1.2971824,9.027875623225187e-102,21.531914,SEPTIN10,1.0032202,4.49350896866405e-62,16.764221,MAPK9,0.63108873,1.9416787547396934e-78,18.87755,ITGA6,1.1232649,1.921568617684329e-93,20.624027,TMED6,1.9541609,1.0,0.14662322,OR9G1,-16.196808,1.0,-0.0012615769,RNF223,9.603492,1.0,0.0745345,OR5K4,0.0,1.0,0.0,FAM122C,0.6793012,1.0,0.054138023
MTMR1,0.981184,1.7926077429937722e-19,9.222309,TBC1D10C,0.25411436,0.890543066174822,0.5887405,SIAH1,0.8252654,2.523808360574001e-60,16.500847,DKK3,0.31621882,1.320653195603148e-12,7.3847036,CEACAM20,0.0,1.0,0.0,RFESD,2.175659,0.5126785237969063,0.98773867,MROH1,0.5615061,0.7381298546091556,0.73788196,OR4P4,0.0,1.0,0.0,LY6D,11.52949,1.0,0.07927305,DDI1,0.0,1.0,0.0,CHTF18,2.8746197,0.0001874755404843736,4.1008043,STRAP,0.73008275,9.31027173852052e-102,21.530457,EIF2B1,0.74762166,6.102504478424141e-62,16.745985,PHF3,0.4697471,1.9940699168401326e-78,18.87611,APC,0.8918655,2.048838504721349e-93,20.620893,NAP1L2,3.4219093,1.0,0.14544854,INS,-15.231243,1.0,-0.0012615769,BTBD18,5.835467,1.0,0.0745345,LACRT,0.0,1.0,0.0,D2HGDH,0.4643703,1.0,0.053960565
SELENOP,4.27411,1.9559504680028562e-19,9.212883,SECISBP2L,0.37853703,0.8909109382610445,0.5882626,IL27RA,1.3932999,3.0973046626065004e-60,16.488432,PPP2CA,0.5511955,1.3857017675417352e-12,7.378113,PDHA2,0.0,1.0,0.0,NAALADL1,1.3356045,0.5200246214397781,0.9779194,AOC1,1.55658,0.7438024874491357,0.7312615,RBM46,0.0,1.0,0.0,C4orf54,8.416893,1.0,0.07927305,ANHX,0.0,1.0,0.0,SIAH2,0.4206297,0.0001886779911648308,4.0992665,ADAMTSL1,0.87596494,1.2910164044915941e-101,21.515211,SETD7,0.8939762,7.264743552367281e-62,16.735575,PHF20L1,0.60864085,2.0729880432078805e-78,18.874027,NUTF2,0.78330755,2.6678403445996635e-93,20.608057,RSPH1,3.6600409,1.0,0.14544193,KCNH7,-15.845932,1.0,-0.0012615769,ATP13A5,6.5801735,1.0,0.0745345,OR6C6,0.0,1.0,0.0,GTSE1,1.4562585,1.0,0.053326778
TIPARP,0.3769629,2.246488505964524e-19,9.197754,OSBPL1A,0.68030715,0.8909974930040729,0.5880237,DHX58,1.4270468,5.383907021459281e-60,16.454872,IFT22,0.74503756,1.3970915666934722e-12,7.376959,OR11A1,0.0,1.0,0.0,MEAF6,0.54480755,0.5204521662101959,0.97731596,POU2F2,1.6145399,0.7470508567955245,0.7278079,PCDH8,0.0,1.0,0.0,FRMPD2,6.636931,1.0,0.07927305,MINDY4B,0.0,1.0,0.0,E2F4,1.1287742,0.0001908805845685671,4.0964046,USP9X,0.7473265,1.43416815769441e-101,21.510305,VEPH1,1.8201402,7.862045173651923e-62,16.730837,TMEM200A,0.811263,2.2013653042877075e-78,18.870821,YIPF4,0.7538467,5.6178027536444845e-93,20.571913,KREMEN2,22.726887,1.0,0.1446797,BPIFB1,-12.537325,1.0,-0.0012615769,IFNA6,5.6332994,1.0,0.0745345,OR6C1,0.0,1.0,0.0,SEPSECS,0.58566445,1.0,0.053161994
GCNT2,1.5970864,2.2605941607589936e-19,9.197044,PHLDA3,0.7860439,0.8953404026722086,0.58325166,HSD17B12,0.83507156,9.099153814043791e-60,16.422997,EWSR1,0.4533142,1.4428756322574756e-12,7.3725996,CCDC83,0.0,1.0,0.0,ESAM,2.4623055,0.5212708128278856,0.9762146,ASRGL1,0.24979867,0.7490638240911667,0.725485,OR4C11,0.0,1.0,0.0,OR51A7,6.3055134,1.0,0.07927305,ALPG,0.0,1.0,0.0,PUS1,1.2557817,0.0001915542004094565,4.0955186,FHL3,0.70548946,1.5530589170709364e-101,21.50658,TSPAN6,1.2796361,8.60735279614803e-62,16.725374,CBR1,0.63741916,2.5896282093776263e-78,18.86217,ZNF25,0.9148948,5.641926344379594e-93,20.571674,OR2M5,22.651194,1.0,0.1446797,OR9G4,-15.231243,1.0,-0.0012615769,BTBD17,6.69938,1.0,0.0745345,OR6C76,0.0,1.0,0.0,DYNC1I1,2.0744758,1.0,0.052946504
TMEM86A,2.863934,2.333084965131673e-19,9.193542,LILRB5,0.54642373,0.8985664517423428,0.5793001,CAMP,3.2681737,9.992134373405247e-60,16.417294,PHAX,0.6610394,1.4745645310285518e-12,7.369513,UGT1A5,0.0,1.0,0.0,CHURC1,0.5216302,0.5219429976592324,0.97525764,NR1H2,0.41090053,0.7495356213289567,0.7249367,CT55,0.0,1.0,0.0,SEBOX,9.35655,1.0,0.07927305,AIPL1,0.0,1.0,0.0,SMAD3,0.3855854,0.00019165144519661561,4.0952964,JAZF1,0.6237615,1.596012906980099e-101,21.505285,STXBP1,0.75620556,8.732597412588499e-62,16.724482,TADA3,0.6138618,2.6135681756106817e-78,18.86165,ARHGDIA,0.725298,5.895394466630003e-93,20.569511,CHRNA10,1.8432492,1.0,0.14416164,LRRC55,-15.326979,1.0,-0.0012615769,SPATA21,8.211681,1.0,0.0745345,APOF,0.0,1.0,0.0,ZNF296,1.6371642,1.0,0.052870452
MTHFR,0.9732228,2.7706576331690063e-19,9.174857,KLF10,0.39362592,0.8997727481356889,0.57810766,XIAP,0.9757331,1.1139590905978808e-59,16.410671,GNL2,0.38527164,1.5196493059571816e-12,7.36537,AC005551.1,0.0,1.0,0.0,RPIA,0.68726295,0.5236976325789178,0.972895,AGAP2,0.7141514,0.7523232317098844,0.72182894,OR4C15,0.0,1.0,0.0,WDR88,6.027191,1.0,0.07927305,SLN,0.0,1.0,0.0,ELAC2,0.74527806,0.00020152159824199977,4.0831223,KMT2A,0.66491795,1.630293449150083e-101,21.504269,WASF1,1.2254684,9.786804468434782e-62,16.717655,SLC7A1,0.6751634,3.3427452241092436e-78,18.848604,MEX3C,0.7639419,6.5730385194190515e-93,20.564203,NPTX2,3.3512106,1.0,0.14358088,SMTNL2,-16.457434,1.0,-0.0012615769,RTL4,8.075353,1.0,0.0745345,CNTN4,0.0,1.0,0.0,PPM1F,1.4537117,1.0,0.05273102
SIAH1,0.6536487,2.8536082657161397e-19,9.171605,HAUS4,0.70445967,0.9032878343161884,0.57448065,BNIP3L,0.45795065,1.150946091619478e-59,16.408665,ETV5,0.6989394,1.5383367970031273e-12,7.363612,ALDOB,0.0,1.0,0.0,PEAK3,2.5638561,0.5239555833538697,0.97250915,MTMR3,0.7404612,0.7577678971939062,0.71563846,DEFA6,0.0,1.0,0.0,ADGRB3,7.201057,1.0,0.07927305,STRIT1,0.0,1.0,0.0,PCGF6,1.1701518,0.00020160203681112001,4.0829134,TMEM11,0.65346086,1.725165662073335e-101,21.501616,GSK3A,0.5703407,1.097589234290715e-61,16.710754,PCK2,0.6905425,3.502267491817017e-78,18.846106,PCBP4,1.4608697,7.209827502612589e-93,20.559687,KIF18B,1.3109859,1.0,0.14296053,SULT2A1,-10.853425,1.0,-0.0012615769,CHRNB4,8.058355,1.0,0.0745345,OR5K1,0.0,1.0,0.0,CFAP44,0.5527803,1.0,0.05269299
HSD17B11,0.4632873,2.863538969243289e-19,9.171158,RHEBL1,1.7354122,0.9039257959540633,0.57355195,TCIRG1,0.95328414,1.153059487498017e-59,16.40853,POLR1E,0.8713355,1.5609815105044213e-12,7.3615355,GCSAML-AS1,0.0,1.0,0.0,EYS,5.654749,0.5241747708194202,0.9721726,CCDC22,1.0153636,0.7608128898261727,0.712203,C13orf42,0.0,1.0,0.0,SLC17A2,7.0789566,1.0,0.07927305,GPR149,0.0,1.0,0.0,AQP1,6.471424,0.0002027909175822347,4.0814886,UBE2B,0.70323366,1.783659962127035e-101,21.500038,TMEM115,0.71084327,1.1508816752214304e-61,16.707893,KCND3,2.3049955,4.321151969843936e-78,18.834951,FAM168A,0.71241665,8.664539323939958e-93,20.550735,TCL1B,7.206671,1.0,0.14284174,UNC93A,-15.231243,1.0,-0.0012615769,LEUTX,6.2182364,1.0,0.0745345,SLC22A12,0.0,1.0,0.0,ZNF485,0.83403397,1.0,0.05269299
EMC2,0.60480064,3.209296674526438e-19,9.15868,PTPRO,0.37195775,0.9059030233136237,0.5715458,CCNDBP1,0.5619619,1.1984379442060355e-59,16.406162,PYGB,0.36198086,1.5773125022686609e-12,7.360083,MNX1,0.0,1.0,0.0,IGBP1,0.6541859,0.5309659371570489,0.96259296,TAZ,0.83503217,0.7630124641933153,0.7093683,OR4A47,0.0,1.0,0.0,TMPRSS4,7.045407,1.0,0.07927305,C11orf53,0.0,1.0,0.0,CEP97,1.4047961,0.0002037284572358894,4.0803003,KIF7,1.2521739,1.8306131768350513e-101,21.498802,BICD1,1.3453504,1.575493026315125e-61,16.689087,TCTN3,0.91362405,4.914804657957433e-78,18.828102,EXTL2,1.2393295,1.2701420378726002e-92,20.53213,CRMP1,9.541431,1.0,0.14284174,OR1D2,-12.875089,1.0,-0.0012615769,OR6C75,6.6885633,1.0,0.0745345,SLC22A11,0.0,1.0,0.0,ATRIP,0.66664517,1.0,0.050677553
HAMP,3.0060625,3.478267157257857e-19,9.14988,PPM1B,0.6161472,0.909667933280783,0.56710505,RABGEF1,0.60694975,1.2082535815877235e-59,16.405643,SCMH1,0.82654595,1.6296427633929668e-12,7.3556614,APCS,0.0,1.0,0.0,ST3GAL6,0.625782,0.5311713118377193,0.96221733,COX5B,1.0277166,0.7736581101260215,0.69783586,OR7A17,0.0,1.0,0.0,ZNF804B,6.4398556,1.0,0.07927305,CLRN1,0.0,1.0,0.0,TUSC3,0.30490175,0.00020382374959096157,4.0801334,AMPD2,0.7820865,1.890528925899872e-101,21.497278,LRP1,0.6442538,2.0798044006200255e-61,16.672432,SLC4A7,1.0580728,4.93180791826048e-78,18.827887,PITX2,1.2754537,1.3055038399777106e-92,20.530764,TBL1Y,10.015306,1.0,0.14284174,OR5T2,-16.542887,1.0,-0.0012615769,OR7A5,7.359045,1.0,0.0745345,LHFPL4,0.0,1.0,0.0,LNP1,1.7918462,1.0,0.050626848
MTHFS,0.83024436,4.0344269553184707e-19,9.13366,CHPT1,0.45833498,0.9111851310432552,0.5655564,GMIP,1.068038,2.090212824146644e-59,16.37223,EMILIN1,0.624736,1.6842876843471534e-12,7.351065,VN1R2,0.0,1.0,0.0,BMP7,2.8480897,0.5313475823389463,0.9619369,ARID5A,0.43147722,0.7741932433959337,0.69716245,OR7C2,0.0,1.0,0.0,OR10J5,4.7205296,1.0,0.079265706,CLDN18,0.0,1.0,0.0,HDGFL2,0.5557247,0.000208378280649569,4.0748186,HDAC2,0.7001239,1.9899700330898035e-101,21.49487,USP10,0.71550196,2.4718563590618155e-61,16.662075,KCTD9,0.62714154,6.405491705821343e-78,18.813969,AP2A2,0.7983517,1.3670165680055337e-92,20.528496,SLC7A3,6.61975,1.0,0.14284174,OR1D5,-15.231243,1.0,-0.0012615769,OR8H1,6.6136894,1.0,0.0745345,C3orf85,0.0,1.0,0.0,C17orf53,0.6456184,1.0,0.049067736
YME1L1,1.1068475,4.214717177581941e-19,9.128892,TOR3A,0.9160339,0.9114004142313535,0.56528366,PPA2,1.3029572,3.069826349450814e-59,16.348732,NELFCD,0.5728355,1.689079212743038e-12,7.350622,SBK2,0.0,1.0,0.0,SMARCA5,0.2508899,0.5366459124742976,0.95487624,BCKDHA,0.6965976,0.7748987551340707,0.6963184,CCDC105,0.0,1.0,0.0,CLDN19,4.694437,1.0,0.079265706,MAGEC1,0.0,1.0,0.0,NIP7,0.9192779,0.0002093922685012331,4.0735726,USP5,0.76362115,2.3176603421215703e-101,21.487762,TMEM189,0.56579113,2.641033389393641e-61,16.658083,TICAM2,0.6998366,9.40224581607178e-78,18.793585,GTPBP4,0.71102893,1.4142397921224057e-92,20.526814,UTF1,6.188449,1.0,0.14283516,ACP4,-15.231243,1.0,-0.0012615769,OR6C2,6.858209,1.0,0.0745345,SLC22A25,0.0,1.0,0.0,ASRGL1,0.7671543,1.0,0.04839592
ATP11A,1.287666,4.863947856140722e-19,9.113184,SLCO4A1,1.9048761,0.9134374226929792,0.5631084,RNF7,0.52621424,3.4363000521170415e-59,16.341764,DCBLD2,0.32178614,1.7110532954439705e-12,7.3487678,OR2M7,0.0,1.0,0.0,SLCO4A1,2.2817307,0.5379874824859815,0.9530813,CD244,1.4298635,0.7770576798023646,0.69374526,DEFA5,0.0,1.0,0.0,CEMP1,3.5266712,1.0,0.079265706,FAM181A,0.0,1.0,0.0,PM20D2,2.3507001,0.00021139855809118753,4.0712357,PRMT1,0.6353098,2.5698872108884457e-101,21.482935,DDX18,0.57932967,3.723838300884388e-61,16.637384,HSP90B1,0.74588615,1.1793697795134852e-77,18.781523,ATOH8,1.1186937,1.4679999485209104e-92,20.524971,OR2T10,6.2951508,1.0,0.14283516,OR5D16,-15.231243,1.0,-0.0012615769,OR14I1,6.5801735,1.0,0.0745345,SLC22A24,0.0,1.0,0.0,GTDC1,1.3553395,1.0,0.047711432
AGA,0.7678237,4.927416518255184e-19,9.111742,HORMAD1,2.350926,0.9145317926132063,0.56165445,RAB42,2.1676557,3.4887903966939936e-59,16.340818,LPGAT1,0.44043928,1.7356521231214306e-12,7.346796,OR5R1,0.0,1.0,0.0,ZBTB48,0.92332035,0.5385228810499055,0.95235384,SGSH,1.0838456,0.784113119080203,0.68594396,OR10H3,0.0,1.0,0.0,ERBB4,2.4658284,1.0,0.079265706,CDR1,0.0,1.0,0.0,KRTAP2-3,0.6449088,0.0002194540803887234,4.062051,TUBE1,0.94500667,2.602034958530519e-101,21.482328,FOXN3,0.650874,3.797173332657007e-61,16.636185,ECPAS,0.65230256,1.486111267323557e-77,18.769213,KDM1A,0.72386277,1.5840054810452577e-92,20.521242,DLK1,6.2385554,1.0,0.14282855,TSPAN16,-15.845932,1.0,-0.0012615769,HTR3D,5.738846,1.0,0.0745345,GRM7,0.0,1.0,0.0,DUSP19,0.7350973,1.0,0.04741989
TMEM163,3.7632842,4.975962411747777e-19,9.1106415,NDUFB5,0.19385388,0.914891894582905,0.56109995,TMEM30A,1.5462272,5.19927814452261e-59,16.316336,CLIC1,0.5374557,1.7505650892350377e-12,7.3455887,IP6K3,0.0,1.0,0.0,PRXL2A,0.23252267,0.5389305680733166,0.9517861,ANKRD55,3.252045,0.7861749399224323,0.68347776,OR10H5,0.0,1.0,0.0,ABCG5,4.9726696,1.0,0.079265706,OR10G7,0.0,1.0,0.0,KEAP1,0.6884011,0.00021980944910408287,4.061557,COMMD6,0.6940857,2.8801611018553956e-101,21.477552,ANKRD13A,0.8547148,3.93554914967247e-61,16.634007,VIPAS39,1.1758044,1.544377907445352e-77,18.767138,EVA1A,1.5731574,1.6126884849170964e-92,20.52034,GDF7,6.259194,1.0,0.14282855,OR5W2,-15.231243,1.0,-0.0012615769,TLX2,8.857112,1.0,0.0745345,SLC22A6,0.0,1.0,0.0,ZNF582,1.75221,1.0,0.047115672
SLC2A9,1.8011283,5.090014482288864e-19,9.10811,ST3GAL1,0.5929513,0.9152420401479375,0.56062883,UHRF1BP1L,0.84527385,6.280057416409206e-59,16.30473,BPGM,0.4636672,1.8909712203807584e-12,7.335137,KLK11,0.0,1.0,0.0,CSK,0.4465108,0.5452407119318158,0.9434677,RGL4,2.2325249,0.7875255786989858,0.68190116,GHSR,0.0,1.0,0.0,ROPN1B,5.4338408,1.0,0.079265706,OR10D3,0.0,1.0,0.0,RAD51D,1.0257413,0.00022230753420939337,4.0587435,TBC1D10A,0.8046985,3.0258358570764e-101,21.475231,CSPG4,1.5107554,5.3516249945317304e-61,16.615553,PKM,0.72991925,1.9880794682153823e-77,18.753649,NHS,1.5141042,2.1445479185521643e-92,20.506447,PTGES3L,2.4107487,1.0,0.14171985,ASPDH,-14.956003,1.0,-0.0012615769,DNAH3,6.2550735,1.0,0.0745345,SCGB2A1,0.0,1.0,0.0,IFIT2,1.5539924,1.0,0.047039617
ITGB8,2.3027978,5.170727200310494e-19,9.106366,BICDL1,0.9638743,0.9214104214264691,0.5541346,RRP1,0.96591663,6.789884521938578e-59,16.299936,FGD1,0.78457767,2.090331893882492e-12,7.321448,SLC22A12,0.0,1.0,0.0,FSIP1,2.719256,0.5490822700020618,0.93859965,SLITRK4,2.3718622,0.7875255786989858,0.68178964,TAS1R2,0.0,1.0,0.0,C6orf201,4.986583,1.0,0.079265706,ACTRT2,0.0,1.0,0.0,VAPB,0.57182914,0.00022812924262701002,4.052585,DESI1,0.8105015,3.562256331413338e-101,21.467617,RFXANK,0.56667876,5.610277047217231e-61,16.61269,CCDC85B,0.63661265,2.1508712268109958e-77,18.749432,SLC27A4,0.8419972,2.6437409420387282e-92,20.496233,AMER1,1.8464276,1.0,0.14166705,RPRM,-16.166649,1.0,-0.0012615769,IGLC7,5.9934263,1.0,0.0745345,OR51T1,0.0,1.0,0.0,TRIM65,1.5891502,1.0,0.046722725
UTP18,1.1965595,5.194311052820357e-19,9.105836,MTFP1,0.7273887,0.9322706336395408,0.5423836,SEL1L,0.50496846,7.636132454125201e-59,16.29271,ADSS,0.39343187,2.236929710575698e-12,7.312222,OR5M1,0.0,1.0,0.0,DHRS2,4.024647,0.550128561966742,0.93705463,MERTK,1.6925384,0.7909669057400488,0.67768085,AC134684.8,0.0,1.0,0.0,B4GALNT2,4.622258,1.0,0.079265706,TEX55,0.0,1.0,0.0,LPCAT4,0.6043355,0.0002297574084212064,4.050747,OSBPL9,0.6468014,3.659042765413426e-101,21.466341,DCTN1,0.57923144,6.111260552797517e-61,16.607525,ALG5,0.62384576,2.2852314659367353e-77,18.746176,OSBPL9,0.6915845,2.7875459532281047e-92,20.493624,WNT6,6.3652253,1.0,0.1410038,GPRC6A,-16.326437,1.0,-0.0012615769,ADAMTS8,6.3967195,1.0,0.0745345,OR51E1,0.0,1.0,0.0,TADA2A,1.5082436,1.0,0.04662132
