C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score,C18_names,C18_logfold,C18_pvals_adj,C18_z_score,C19_names,C19_logfold,C19_pvals_adj,C19_z_score
CTSZ,2.872292,0.0,55.49664,CES1,4.356754,0.0,44.36381,CXCL16,4.22316,0.0,76.14845,CEP55,5.204039,0.0,53.62585,IRF8,8.004893,6.179023749374476e-21,10.369384,CPA3,9.427423,0.0,77.40136,S100A9,5.5032735,0.0,52.55158,CLC,9.841749,1.8440711610149028e-280,36.058365,LENG8,3.414585,1.08069773830633e-145,26.038988,MYL9,3.7262433,1.6980677005570403e-76,19.031292,HIST1H1B,5.501474,0.0,48.870815,SERPINE2,3.9688313,0.0,59.51438,CXCL12,3.0901024,0.0,59.25837,COL1A1,5.3649364,0.0,66.19001,SMURF2,2.9116733,0.0,54.637966,FOS,4.61174,1.5213967188740688e-218,31.820541,HBA2,13.465321,9.024990078466374e-165,27.69416,JUN,3.6647887,1.6041194425119326e-195,30.091764,TXNDC5,4.157911,3.4889603629659195e-66,17.681831,ITGA2B,6.494356,5.177150955441933e-18,9.705271
MARCO,5.3635025,0.0,55.380978,GPNMB,3.9463975,0.0,42.963524,CTSH,4.4863615,0.0,75.82279,MKI67,4.784325,0.0,53.37104,ITM2C,6.160126,1.1434471110882377e-17,9.552607,LAPTM5,4.7284994,0.0,75.98249,S100A8,5.80422,0.0,51.00934,SRGN,3.3487408,2.8857741820478635e-266,35.121273,RSRP1,3.872706,1.4054341703276815e-134,25.018085,LGALS1,2.5720928,1.5618963242320723e-74,18.756054,TYMS,3.882176,0.0,43.99907,GAS6,3.2210586,0.0,56.115845,HAS2,3.4245663,0.0,57.785595,COL1A2,4.4861293,0.0,65.933174,RGS4,3.419261,0.0,54.09078,JUN,3.04479,4.003296433143377e-158,27.050543,HBB,13.934937,9.024990078466374e-165,27.687109,CXCR4,4.4931955,1.38186189022657e-182,29.067791,MZB1,9.550716,3.874480762217516e-48,15.06948,GP1BB,9.179376,1.0078959320095804e-15,9.032874
APOE,5.151045,0.0,54.369484,APOE,3.948903,0.0,41.545284,CTSA,2.9975703,0.0,75.01399,TPX2,4.3671255,0.0,49.860313,MPEG1,8.185791,2.2361566438322767e-17,9.4405,GATA2,7.571856,0.0,75.09837,FCAR,5.1308,0.0,45.450916,CSF2RB,5.3378925,4.7315224813764584e-241,33.416676,ITGAX,4.2211785,4.522991138425832e-104,22.002068,TAGLN,3.872648,1.3221137034061494e-68,17.99343,HIST1H1C,3.1617484,0.0,42.461285,SPARC,3.47239,0.0,55.559036,DKK1,2.9406,0.0,55.75384,ITGA11,3.8439672,0.0,65.5782,SERPINE1,3.7849178,0.0,52.829506,DUSP1,2.6006017,5.2924726683288794e-148,26.168022,HBD,10.606256,4.6087259396304094e-164,27.613571,TRBC2,8.969586,1.277697208664003e-178,28.746937,JUN,3.3343737,2.2581402494030898e-40,13.774645,ITGB3,5.9772477,4.107297353080763e-13,8.297162
GPNMB,4.5949626,0.0,51.650604,CD68,3.4638898,0.0,40.981785,CYP27A1,4.4961896,0.0,73.84288,RRM2,4.2382364,0.0,49.06688,CD74,4.6836624,7.915729413469934e-17,9.276518,HPGD,8.398141,0.0,73.99625,LSP1,3.7613814,0.0,43.32285,SAMSN1,4.051346,4.651235466612278e-166,27.768953,NABP1,2.5220559,5.870637207747856e-86,19.969904,TPM2,3.2477732,1.6418385918771752e-55,16.195246,MCM7,3.599345,0.0,38.246784,LOXL2,3.192214,0.0,55.432842,LOXL1,2.6272054,0.0,55.499523,SPARC,3.9537952,0.0,64.98023,GLIPR1,2.1820107,0.0,51.933674,ZFP36L2,2.7467003,1.3587648487664714e-127,24.280428,SLC25A37,6.636755,4.3923103337949265e-157,27.007257,ZFP36L2,3.484361,7.941421224733102e-175,28.43301,IGKC,11.761987,1.029943058162277e-33,12.544295,PLEK,4.4169173,1.65539753572292e-12,8.064994
CD163,4.9260116,0.0,51.463238,CSTB,2.9723258,0.0,40.65067,CSTB,3.6755857,0.0,73.41448,ANLN,4.781196,0.0,48.09282,APP,2.7064989,2.3786561117564923e-16,9.134394,CTSG,9.021026,0.0,73.85366,CXCL8,4.6725063,0.0,43.20794,CXCR4,4.356724,1.6729663471664764e-163,27.548391,KLF6,1.9578587,2.204912614298649e-70,18.029945,CALD1,3.070503,5.676237947039403e-50,15.380938,RRM2,3.858292,4.8624946272296675e-282,36.114468,IGFBP7,2.9572268,0.0,54.587055,MXRA8,2.3906717,0.0,55.23907,COL3A1,3.918503,0.0,63.59024,CCN2,3.6267638,0.0,51.581516,CD74,3.1043382,1.1267422707478095e-111,22.701807,SNCA,7.23112,1.044928403119958e-149,26.35396,PNRC1,2.7234876,1.1083563947002601e-173,28.334833,SEC11C,3.723969,5.378369984661295e-28,11.407476,FERMT3,3.8526223,1.921062053402007e-12,8.019424
CCL18,5.112125,0.0,51.39587,LGALS3,2.679132,0.0,40.370243,IFI30,4.9247417,0.0,73.10012,PLK1,5.4194264,0.0,47.225018,PLD4,9.348969,1.2836836570862595e-15,8.912945,FXYD5,2.497368,0.0,73.34365,PLAUR,2.9610758,0.0,42.055904,BHLHE40,3.2347484,4.5901359975699724e-163,27.50516,ALOX5,2.814802,6.9794661402281885e-68,17.69828,TMSB10,1.8967748,9.629359281167624e-50,15.338014,MCM5,3.3623877,9.481918726323009e-272,35.44771,ITGA11,3.0938072,0.0,54.57571,C12orf75,2.5639083,0.0,55.193718,COL5A1,3.9088674,0.0,62.792904,NEK7,2.8176222,0.0,51.092228,CELF2,2.522251,2.6460178707417344e-91,20.507929,BNIP3L,4.1543627,2.7228494721047678e-148,26.22565,BTG1,4.466137,1.8468932530694527e-167,27.819029,UBE2J1,2.0279112,2.184651029799571e-25,10.843616,TMSB4X,1.7628652,4.164913609596828e-12,7.9119596
CES1,4.784633,0.0,50.96659,NUPR1,3.1507506,0.0,40.174717,FBP1,4.5375137,0.0,72.72506,CENPE,4.51446,0.0,46.718304,CLEC4C,13.324237,1.0195069088363954e-14,8.651686,GLUL,4.325587,0.0,72.4478,CSF3R,4.586216,0.0,41.230278,CYTIP,3.886592,8.174203212822733e-150,26.36832,MT-ND4,2.278162,1.56067573435822e-67,17.652395,ANXA2,2.026346,6.989981644624137e-42,14.085874,MKI67,3.360376,1.6463587828020823e-268,35.23244,COL4A1,2.986241,0.0,54.481396,TPM1,3.4431114,0.0,54.92598,HTRA1,3.1183376,0.0,61.297016,MYO1B,2.5095398,0.0,50.744957,EEF2,0.9554061,1.4610661669380227e-83,19.607851,ALAS2,9.808139,1.5571537394652882e-147,26.15515,JUNB,2.9299076,1.3094997738349948e-156,26.898005,ITM2C,4.0657754,5.556999785482487e-25,10.751365,CAVIN2,6.746681,1.1639258576900825e-11,7.761879
CD74,4.4382563,0.0,50.533615,FTL,1.7967869,0.0,38.195946,LYZ,5.5887876,0.0,72.68249,FOXM1,3.745087,0.0,46.648018,YPEL5,3.0807095,6.86064192514827e-14,8.407916,SAMSN1,5.390514,0.0,71.98598,CYBB,3.4446113,0.0,40.484455,PLPP1,5.1474004,4.0525506936519813e-144,25.857243,APOE,3.1804247,9.2636718380467e-67,17.547651,TPM1,2.906398,1.0079965717816226e-41,14.054325,CENPU,3.6187246,1.7884014252737075e-263,34.898216,THBS2,3.3997834,0.0,54.2997,FSCN1,2.522634,0.0,54.839447,THBS2,4.0123715,0.0,60.9963,CNN3,2.7368007,0.0,50.728146,MPO,7.709021,7.40105003024377e-82,19.403831,SLC4A1,9.563797,4.544094383611499e-143,25.752583,FOS,4.12309,8.595752212125773e-148,26.12039,IGHA1,11.806843,1.454036363701021e-23,10.429137,NRGN,7.4234657,3.491938403648255e-10,7.2672343
PSAP,3.3744423,0.0,50.137363,CXCL8,3.9151008,8.312971083297313e-293,36.77522,CTSD,3.947251,0.0,72.41979,TYMS,3.3913875,0.0,46.143963,MAPKAPK2,3.284589,2.6353859046236313e-13,8.228564,CLU,5.820382,0.0,71.273865,NAMPT,3.1542242,0.0,39.827187,TMSB4X,1.2737752,5.846874983353215e-129,24.457346,MT-ND3,2.3737838,1.9663827410816802e-63,17.097275,PEA15,2.2547078,3.250889926458749e-40,13.795923,TUBB,1.9598423,1.1230599609018782e-260,34.70988,LOX,3.2084706,0.0,54.1578,MAP1B,2.6892164,0.0,54.805294,PSAT1,3.2911077,0.0,59.173378,ACTA2,3.1911175,0.0,50.477448,JUND,2.065585,2.5638403961673123e-78,18.972769,TENT5C,7.6561766,3.5617443460978128e-130,24.560402,IL32,7.3939095,1.0522696369339145e-140,25.486347,TENT5C,4.9036374,2.6917633025338386e-20,9.649444,PRKAR2B,6.1058693,8.986290107966249e-10,7.1120834
CTSB,2.3559508,0.0,50.135525,LAMP1,1.4036181,2.7067049336848564e-290,36.61507,TFRC,3.8808029,0.0,72.1941,CENPF,4.7834272,0.0,46.069336,PLAC8,7.07199,2.2698789116586788e-12,7.926197,SIGLEC6,7.3238716,0.0,70.25647,CD14,3.4831588,0.0,38.9488,BTG2,3.0889878,3.6532981492438326e-128,24.379404,PLEC,1.6323726,3.7005197508656203e-63,17.05997,S100A6,1.5910312,5.764122036914915e-40,13.737455,MCM2,3.8352976,2.7146252803622137e-253,34.21392,TPM2,3.0638392,0.0,54.025867,TNC,2.8154702,0.0,54.314777,LAMC1,2.870171,0.0,58.479897,CLIC4,2.1800797,0.0,50.27364,HIST1H1C,2.3595974,8.301728347214302e-75,18.534492,RBM38,6.5388513,6.824514759320035e-129,24.435535,TRAC,9.644428,2.786228100348099e-139,25.355282,DERL3,7.7699285,3.0972150850171117e-18,9.116256,RAB27B,4.9706364,1.3451967131463458e-09,7.050289
MS4A7,4.1054525,0.0,49.390297,HS3ST2,3.1239674,2.328650657822659e-274,35.594997,CTSS,4.141608,0.0,71.205795,SMC4,3.186003,0.0,45.622375,BCL11A,6.9057975,3.267734713211896e-12,7.8676257,SRGN,2.5689,0.0,70.1022,NFKBIA,2.9928126,0.0,38.711533,TXNIP,2.8957639,6.588144252621544e-125,24.067575,DDX5,1.1576124,1.2776256458009856e-56,16.136507,MAP1B,2.937693,1.152759781370127e-39,13.683446,LMNB1,3.0051565,5.63938792385052e-233,32.8138,PRSS23,3.1475186,0.0,53.80959,CCN1,2.618783,0.0,54.21079,VCAN,2.984476,0.0,58.41341,FLNC,2.4057121,0.0,49.712162,IER2,2.6693907,4.37178964920721e-66,17.397896,TRIM58,9.489637,3.8344290610031504e-128,24.360811,KLF2,4.341363,4.702467721092717e-126,24.111393,IGHG1,10.661353,5.225104555970343e-18,9.056302,LCP2,2.840008,2.09053114610474e-09,6.967276
NUPR1,3.182256,0.0,48.719887,CD9,2.627233,6.705258526719241e-272,35.43359,GRINA,2.3551097,0.0,70.51753,CKAP2,3.7733586,0.0,44.654823,PTPRS,5.3816957,5.102127452459397e-11,7.462238,AHR,3.7369318,0.0,69.94273,LCP1,2.6525867,0.0,38.33226,LCP1,2.5897453,1.0689835992482126e-115,23.152884,PPARG,2.5693195,2.5785603764420006e-53,15.645763,SH3BGRL3,1.6931087,9.117315375145502e-39,13.522005,GMNN,3.351966,1.7051834689708867e-224,32.211304,COL5A1,3.5102239,0.0,53.346584,ALCAM,2.2566707,0.0,54.03449,MMP2,3.042448,0.0,58.058105,ATP8B1,2.4907594,0.0,49.70618,SELL,4.30012,3.523836441265227e-64,17.138214,DCAF12,6.175333,2.6870180131765424e-122,23.793888,EVL,3.030185,9.922929558323263e-124,23.8871,FOS,2.4411528,9.070509382024167e-15,8.142012,C2orf88,6.535575,3.787600358003814e-09,6.86838
CTSL,3.0115654,0.0,48.27276,CTSB,1.5166246,1.6310641904469436e-267,35.145683,CD68,4.118671,0.0,70.46835,DLGAP5,4.8859887,0.0,44.165943,JCHAIN,9.028816,5.102127452459397e-11,7.4585624,VWA5A,5.7380233,0.0,69.61686,BRI3,1.7733651,0.0,38.2007,CLU,3.8327668,4.835529166923617e-114,22.986116,MT-ND6,3.6646454,1.1136311361514813e-49,15.09241,CFL1,1.2720529,7.179865422564248e-34,12.632946,ILF3,1.6036522,6.345318691885831e-224,32.16822,CDH2,2.7239983,0.0,53.108055,ENAH,2.52423,0.0,53.80481,BGN,3.5355139,0.0,57.79112,ANKRD1,3.1372864,0.0,49.546444,ARHGDIB,2.0895631,5.776998571950247e-64,17.108858,BPGM,4.987468,9.990637666153264e-118,23.343557,IKZF1,3.821932,3.3278417774539534e-116,23.14296,DUSP1,1.6699498,2.2493376388176725e-13,7.7163916,LTBP1,4.181637,1.0245912613133287e-08,6.7031393
ADTRP,3.6958675,0.0,48.164875,SCD,2.6113744,6.630989996992054e-265,34.972622,MRC1,4.2428718,0.0,70.20824,TACC3,3.783886,0.0,43.08529,GZMB,8.036199,6.042103887615758e-11,7.4307547,KIT,8.714971,0.0,67.36773,NCF2,2.9493783,0.0,37.994812,EGR3,4.5169272,7.755027366648357e-109,22.454443,CD44,1.2490256,2.4969762019963213e-46,14.5629425,TMSB4X,1.1039033,8.158397523338263e-34,12.620672,PRDX2,3.0321872,1.3721669107781141e-220,31.92669,PSAT1,2.8830934,0.0,52.625618,AXL,2.3565435,0.0,53.603653,TGFBI,3.5711722,0.0,57.36565,DDAH1,2.6314247,0.0,49.138878,SPN,2.1069915,5.3502512182686986e-58,16.272602,FBXO7,3.5142322,1.256257672925466e-116,23.233595,TSC22D3,4.4999557,6.228775362416933e-113,22.809555,ISG20,4.837088,1.5287715127482637e-12,7.4506,MMRN1,10.060006,1.259800846413336e-07,6.247143
IFI30,4.466456,0.0,48.157417,AGPS,1.9087596,1.1449666926910148e-259,34.624626,HS3ST2,4.197207,0.0,69.734924,PTTG1,3.6708026,0.0,42.329803,PLXNA4,7.5534477,1.4832415783782392e-10,7.2869854,MS4A2,7.2762437,0.0,66.02686,IFI30,3.6896858,0.0,37.797417,CST7,3.4906843,9.911893147799879e-100,21.481834,PDXK,1.7792306,2.7892994584256743e-46,14.555179,HSPB1,1.662417,8.365770223564828e-34,12.616538,ZWINT,3.3130739,1.4127985537426194e-206,30.896566,MT-ATP6,2.9111025,0.0,52.20489,COL6A3,2.6531987,0.0,53.564198,LOXL2,3.3040683,0.0,57.26052,NTN4,2.611372,0.0,48.937557,H1FX,2.43413,5.811901932894667e-57,16.123926,BCL2L1,4.9893613,2.2795820794961746e-113,22.904814,TCF7,5.649387,3.6832445398447985e-112,22.730442,TSC22D3,3.0371675,9.424609151199883e-12,7.1867523,MED12L,7.996976,1.6900873343162018e-07,6.1984677
C1QA,4.4248533,0.0,47.9688,CTSS,2.844307,4.538671275903276e-251,34.046856,LTA4H,3.4718652,0.0,69.30269,KIF23,4.1013727,0.0,42.248123,SELL,5.6324186,4.490773456938692e-10,7.12078,RGS13,8.520066,0.0,65.42416,MCL1,2.4222028,0.0,37.728355,PIM1,2.9604502,2.5474414651183407e-96,21.106697,MT-ATP6,1.9591762,5.048466982226721e-46,14.513388,CCND1,3.8326595,7.807549682455234e-33,12.427359,DEK,1.991434,7.464963956399656e-202,30.539297,COL1A1,4.6098313,0.0,52.170258,GNG12,2.4377542,0.0,53.445286,NNMT,2.8091748,0.0,57.161156,ADAMTS1,2.7509058,0.0,48.9137,TSC22D3,3.4127634,6.36133422972053e-57,16.118114,SLC25A39,4.36399,1.3902689733445659e-111,22.718786,TXNIP,2.682722,7.060386662365097e-112,22.701454,POU2AF1,7.806162,4.465837493859303e-11,6.9546556,PF4,13.558904,5.821272133416987e-07,5.971547
TFRC,3.5381107,0.0,47.850006,FTH1,1.6982626,9.527261653144136e-251,34.0235,CYBB,3.9255874,0.0,69.06905,TUBB,2.1180203,0.0,42.13314,FOS,3.976964,4.490773456938692e-10,7.118287,RAC2,3.7285318,0.0,65.2145,AIF1,3.1272485,2.8630616133191423e-299,37.157436,FTH1,1.6039325,1.247105350927584e-95,21.03052,TRIM25,2.3930488,3.602670522625442e-45,14.374402,PALLD,2.6920578,4.427245197171962e-30,11.883351,TPX2,2.8937116,3.535150304554456e-200,30.411167,MT-ND3,2.543615,0.0,51.896107,BGN,3.0509,0.0,52.992706,PRSS23,3.3573523,0.0,57.094574,CRYAB,2.5589175,0.0,48.78352,CXCR4,2.6512063,3.838203456188085e-56,16.00472,NCOA4,2.9839938,1.866581541343367e-107,22.289755,ETS1,4.392174,3.32776758574427e-98,21.252733,KLF2,2.8221662,5.618697301386879e-11,6.919462,RUFY1,2.9936342,1.8395262687833758e-06,5.7676835
BHLHE41,3.554437,0.0,47.780468,BCL2A1,2.619018,2.399516990072284e-250,33.994854,ARRDC4,3.4503672,0.0,68.967316,BUB1,4.5918016,0.0,42.1066,IGHM,6.5484533,7.817328384559915e-10,7.0293374,ANXA1,2.2111752,0.0,65.14369,LYZ,4.0725927,1.3970855277008211e-297,37.051483,SOCS2,4.0924907,2.5907332555001833e-92,20.660343,CSF1,2.2166126,6.907881699206007e-45,14.32816,CSRP1,1.7062616,1.2317911617610995e-29,11.790685,IDH2,1.7599463,1.11088724930057e-196,30.140867,ITGBL1,2.4756238,0.0,51.83904,TPM4,1.9535811,0.0,52.5552,FN1,4.4673014,0.0,56.9787,STC2,2.867365,0.0,48.402863,PNRC1,1.3775101,1.0046729959288224e-53,15.648208,AHSP,6.835409,3.7254146785759416e-106,22.154324,TNFAIP3,3.031812,7.222062701018632e-94,20.771555,FKBP11,2.8933058,5.943288863778292e-11,6.9108224,PPBP,11.178021,2.7201265051482984e-06,5.6772294
SCD,3.686907,0.0,47.527985,GPX4,1.6623051,4.6634819695222284e-250,33.973885,GRN,3.2425456,0.0,68.889854,CKS1B,3.2882853,0.0,41.867985,TCF4,4.62199,9.848605608659841e-10,6.9805064,HDC,6.942088,0.0,64.30942,BCL2A1,2.9119656,2.489862105327288e-292,36.72274,GATA2,4.192388,2.763973901216127e-91,20.54313,TNFAIP2,3.0049632,9.158297692106929e-45,14.308016,MAP4,2.4304218,2.0174518000349795e-29,11.744951,SMC4,2.4531484,1.2114083930521128e-194,29.98102,MT-CO3,2.7144256,0.0,51.48802,FAM171B,2.3492427,0.0,52.50783,COL12A1,3.1977904,0.0,56.644768,GAS6,2.8645353,0.0,48.312183,FOSB,2.7362971,8.033431005386894e-50,15.05597,MARCH8,5.9413977,8.579686174998975e-92,20.579666,CORO1A,4.201226,3.246417451706789e-92,20.584383,CD79A,5.735968,7.472229051140207e-10,6.514916,MAP3K5,3.6436696,1.616796488653366e-05,5.2857647
SLC15A3,3.3633378,0.0,47.34195,LITAF,2.3055282,4.6853599242519436e-250,33.972378,SCD,3.6220345,0.0,68.74066,LMNB1,3.3168848,0.0,40.56367,LILRA4,10.734842,9.11522731312695e-09,6.622626,NR4A2,4.972353,0.0,64.258354,SPI1,2.732201,6.164293177726936e-288,36.445248,EMP3,1.3660064,3.133385087933468e-90,20.419313,SAT1,2.5374746,1.0899812310423445e-43,14.12977,CYB5R3,1.4532659,1.2186297188661178e-28,11.580251,HIST1H4C,3.602921,6.009795162265434e-194,29.92622,CCN2,3.5039988,0.0,51.473232,IGFBP3,3.067226,0.0,52.44791,POSTN,3.315891,0.0,56.23394,CAV1,2.7943535,0.0,48.249737,RASGRP2,4.925435,9.164323280692918e-50,15.046794,EPB41,5.557517,8.384090853087939e-91,20.465649,DUSP1,2.0623147,1.6847505115649206e-86,19.925217,HERPUD1,2.5660102,1.2160152329765498e-09,6.4358325,SNCA,3.8609617,2.4259942890452947e-05,5.184346
CTSS,3.7315931,0.0,47.306236,LYZ,3.631541,1.5137036478054076e-244,33.5959,CD74,4.447517,0.0,68.715935,TUBA1B,1.8783821,0.0,40.040657,PRKCB,3.205302,1.582934838440457e-08,6.530258,BHLHE40,3.491109,0.0,64.05954,ITGB2,2.8776832,5.213411078796496e-279,35.875004,LAPTM5,2.4249706,1.697807685140668e-84,19.754597,FGR,2.107704,1.1434028859123307e-43,14.126229,CAVIN1,2.8222997,4.618398988642359e-27,11.244049,HELLS,3.505433,2.3851828937606655e-193,29.878958,PXDN,2.7169151,0.0,51.386288,ENG,1.8947656,0.0,52.443768,CDH13,2.788435,0.0,55.905632,AFAP1,2.2463896,0.0,48.22196,MYB,4.375641,8.031133069654449e-43,13.929424,IFIT1B,12.579825,1.534147312133278e-87,20.08834,WIPF1,2.1252682,1.5925309689369858e-85,19.811314,ST6GAL1,4.0723233,2.6743489528318623e-08,5.9130964,FOS,3.0544388,3.5713586889910105e-05,5.0945387
CYP27A1,3.8388045,0.0,47.098877,BHLHE41,2.8341348,1.781565724852439e-241,33.38369,GPNMB,4.3707275,0.0,68.60464,HMMR,4.365304,0.0,40.001633,LSP1,3.7724488,3.4506258889177344e-08,6.3934283,ACSL4,3.5854692,0.0,63.56494,SOD2,2.97898,1.1496660664246188e-278,35.85192,IL3RA,3.2113328,2.9177200067012694e-84,19.726595,CDK5RAP3,3.0868535,1.1741947426754748e-43,14.124187,SELENOW,1.9354337,7.664377648841548e-27,11.194806,MYBL2,3.661964,2.0476264925448255e-185,29.258404,SERPINE1,3.5687563,0.0,51.32619,UGDH,2.141214,0.0,52.31451,SERPINE2,3.7279506,0.0,55.745193,CSRP1,2.0018127,0.0,48.036476,AIF1,2.3074174,1.3086063862498663e-42,13.894282,EPB42,7.4864216,4.465370356581847e-80,19.199953,IER2,3.0570142,6.09602042704957e-85,19.742323,SLAMF7,3.9954262,3.5672611557956686e-08,5.862798,TC2N,6.18883,5.081204261701172e-05,5.007723
FBP1,3.8469372,0.0,46.990593,CREG1,2.1617053,4.5018549987794574e-240,33.28567,FGR,3.5262332,0.0,68.40194,SPAG5,3.8865044,0.0,38.952553,CORO1A,4.0711436,5.310662645613746e-08,6.3236127,RAB27B,7.458703,0.0,62.72494,FTH1,1.7183255,1.6054400826206985e-277,35.777348,CD69,3.2957518,6.81659189439569e-84,19.682375,ZFYVE16,2.3928955,6.9824887990946535e-43,13.994519,RHOC,2.1606507,1.1901275083767023e-26,11.154868,LIG1,3.123915,9.84536835127766e-184,29.124802,TIMP3,2.919316,0.0,51.299023,COL6A2,3.2786102,0.0,52.276276,LTBP2,3.1171012,0.0,55.71324,RGMB,2.4197116,0.0,47.845272,AZU1,6.78508,1.2597107474174791e-40,13.557057,HEMGN,7.1855946,7.752029425746178e-78,18.923925,CELF2,2.5717921,1.5636472537946115e-76,18.722546,TRIB1,2.6801002,4.188508066940236e-08,5.8347964,RGS18,6.481115,5.65936158565523e-05,4.9813066
IRF8,4.2113314,0.0,46.569294,SOD2,2.5850651,4.3834027468982954e-235,32.93791,CSF1,3.8920825,0.0,68.18181,SHCBP1,3.9468913,0.0,38.66048,KLF6,2.7066953,5.5290057657132597e-08,6.3156195,LCP2,3.5477912,0.0,62.53696,EVI2B,2.6334484,2.4848191445313413e-277,35.764164,GLUL,2.396736,1.2905223074829132e-83,19.648281,PIK3R5,2.8184814,6.936838879776702e-42,13.826627,S100A10,1.3387877,3.7720791440898e-25,10.824007,USP1,2.4499567,7.367858515178268e-181,28.895891,CDH11,2.5461862,0.0,51.134903,CAV1,2.6860025,0.0,52.00961,IGFBP7,3.008151,0.0,55.462246,KRTAP2-3,3.617162,0.0,47.834953,CORO1A,2.7941105,9.371919702812965e-40,13.406689,FECH,4.419006,3.2944685943384306e-75,18.594887,CD3E,10.779497,6.828006210442337e-72,18.136087,JCHAIN,8.456364,4.287477328955993e-08,5.8306146,CLU,2.6456316,6.616636153710828e-05,4.942291
C1QB,6.145007,0.0,46.559193,FABP3,3.3740344,4.263570248226054e-225,32.23049,OLR1,3.8657804,0.0,67.7853,CKAP2L,3.923147,0.0,38.578274,DUSP5,4.079175,6.563666894058361e-08,6.28555,FCER1A,6.3473325,0.0,62.07175,SRGN,1.4523368,2.397099154368776e-274,35.5707,CORO1A,3.8523052,1.0878028819548307e-82,19.538443,SPI1,1.7490592,2.8556762279562006e-39,13.374588,NEK7,1.9956218,1.5877417725714042e-23,10.453396,MCM3,3.571382,3.498906001641974e-175,28.43946,MMP2,2.785186,0.0,51.048256,NAV1,2.1184723,0.0,51.724194,COL6A2,3.5064428,0.0,55.253555,PODXL,2.9628878,0.0,47.748463,RCSD1,3.8819013,3.2858931312052e-38,13.1356535,UBE2O,4.6792865,1.1119349825091382e-64,17.211508,TMC8,3.7122078,2.1642642928948353e-70,17.941292,TXNDC11,2.0663836,7.418062652074068e-08,5.730351,NLK,3.3004038,7.315734231551692e-05,4.9139733
CXCL3,4.0000753,0.0,45.919834,PLD3,1.750949,1.1183334519698776e-222,32.055244,SAMHD1,3.481565,0.0,67.75835,KIF20A,4.814096,0.0,38.477253,CCDC50,4.3796763,7.638560951399659e-08,6.2535143,RASSF5,4.0016527,0.0,62.022236,IL1RN,3.9900618,1.437359012833229e-270,35.324574,HDC,4.356432,4.2030202005803843e-81,19.34753,SLC11A1,3.1882393,3.4945271073055533e-39,13.35888,PFN1,1.0351052,9.555099634385273e-23,10.271633,MCM4,3.4574053,1.4820791416718822e-174,28.387697,ADAM12,2.7874675,0.0,50.99434,ACTB,1.2636938,0.0,51.69006,COL5A2,2.5749884,0.0,54.641956,GALNT1,2.039149,0.0,47.62594,IGHM,7.3022575,1.044329491253174e-37,13.045973,MPP1,2.7699466,3.1581970289779836e-63,17.012016,SYNE2,5.448642,3.6070902845933886e-69,17.781824,IRF4,4.6201506,7.645085047132303e-08,5.7250967,HEMGN,5.232673,7.575863463862197e-05,4.900638
CTSC,3.360644,0.0,45.833748,CYP27A1,2.6562843,8.541070424778939e-207,30.891394,ACP5,3.8099005,0.0,67.75616,PRR11,3.9444635,0.0,38.36654,RGS2,4.4568157,2.0953073956579633e-07,6.064821,SLC18A2,7.7500367,0.0,61.357788,NFKBIZ,2.7055361,6.867053377150773e-269,35.21413,RASSF5,2.667289,2.538388108244147e-79,19.12808,FNDC3B,1.2443285,9.903903421852076e-39,13.278935,POLR2L,2.3052485,1.7182421982172026e-22,10.212733,PCLAF,3.4824934,1.2819968612556543e-167,27.819046,MT-ND4,2.6766014,0.0,50.96659,LIMA1,2.1583796,0.0,51.496124,COL6A3,2.913566,0.0,54.407135,LMO7,2.3802745,0.0,47.52285,IKZF1,2.1695397,6.215080177785518e-37,12.907243,DMTN,6.2939725,1.1580857288771517e-59,16.513374,ARHGDIB,2.3030732,1.0981319579228807e-66,17.451824,OTUD1,2.8761876,2.584314931971837e-07,5.4984365,MAPRE2,2.8375578,0.00010934690298502251,4.8050127
