C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score
PDLIM4,-4.7989945,0.7918349878521286,-1.3157347,MED15,-0.42511332,0.367748154583588,-2.0021784,DCTN6,-0.32241684,0.7265513152643716,-1.6048417,MAP3K7,-0.7941933,0.8726833752922063,-1.3522258,STRBP,-0.85464823,0.823272388506378,-1.3371807,ASXL2,-1.7787213,0.7434285072900366,-1.3436774,TSTA3,-0.34539947,0.7842563065335593,-1.4411321,SOX4,-1.9726592,0.6872726475056974,-1.4406694,ASPH,-1.9139982,0.7468535871465499,-1.7612379
VEGFB,-0.24178946,0.790552829698449,-1.3169162,SUCO,-0.7356422,0.367748154583588,-2.0021784,CDCA5,-4.3091197,0.7251124095435395,-1.6060014,PMP22,-0.27240935,0.8726833752922063,-1.3522258,LPCAT1,-1.1525892,0.823272388506378,-1.3371807,FLVCR2,-25.505327,0.7432022373930719,-1.3441001,SERPING1,-1.1742659,0.7798375807921999,-1.4450183,SMKR1,-25.157127,0.6852487265600297,-1.4426339,CLK1,-0.9368158,0.7468535871465499,-1.7615885
TSPAN31,-0.50768596,0.7879752748058473,-1.3193974,PLXNC1,-26.447523,0.36691867679437606,-2.003637,CAMSAP2,-1.4615679,0.723730806400921,-1.607306,DYM,-0.8593625,0.8706793902714837,-1.3542473,CENPH,-0.9856071,0.823272388506378,-1.3371807,MAP7,-25.783854,0.7432022373930719,-1.3441001,AAMP,-0.4291247,0.7789530771734812,-1.4457955,PKIB,-25.79471,0.6852487265600297,-1.4426339,ATIC,-3.0815544,0.7468535871465499,-1.7619392
CASC4,-0.15199472,0.7860327535554346,-1.3211697,ME1,-25.509909,0.36691867679437606,-2.003637,HP1BP3,-0.39258796,0.7235730697339343,-1.6075959,SMIM3,-1.7715244,0.8706275652138398,-1.3544312,TOMM7,-0.462286,0.8231218444642011,-1.337701,FMN1,-25.717012,0.7432022373930719,-1.3441001,SLC9A6,-0.6398695,0.7788684749364655,-1.4463136,FXYD1,-24.95692,0.6852487265600297,-1.4426339,PRKACB,-1.1547881,0.7447901366507029,-1.764043
TMEM129,-0.5566832,0.7828192920155442,-1.3242416,CSF3R,-25.870684,0.36691867679437606,-2.003637,RBM15,-0.9479261,0.7229895705128897,-1.6083207,PDE3A,-25.648603,0.8705757840634337,-1.354615,SLTM,-0.44387433,0.8222003763826723,-1.3387413,SLC7A7,-1.6831865,0.7415053992561772,-1.3466362,PRKAG1,-0.4452888,0.7779493526354735,-1.4470909,STARD3NL,-0.7726438,0.6844620970082185,-1.4443177,PON2,-1.7561637,0.7447901366507029,-1.764043
BTF3,-0.30436498,0.7823397237351272,-1.3247143,PRDM4,-0.828913,0.3669053607242188,-2.0042205,VGLL3,-4.503503,0.7228874431030964,-1.6086106,MANSC1,-25.18385,0.8705757840634337,-1.354615,NSD1,-0.6173668,0.8222003763826723,-1.3387413,FHOD1,-1.4333187,0.7394100402458923,-1.3483268,SBF2,-3.1320238,0.7772571935329092,-1.4478681,MARCH8,-1.4411424,0.6838952400403085,-1.4451596,MOCS2,-1.0388111,0.7447901366507029,-1.764043
VPS9D1,-1.4542158,0.7818603460743815,-1.3251868,TTC39C,-2.9083333,0.3669053607242188,-2.0042205,ORC6,-2.2983172,0.7225172168269676,-1.6090455,CENPW,-1.1036853,0.8703690990934888,-1.35535,NCAPH,-5.123186,0.8222003763826723,-1.3389146,TCTEX1D1,-1.7683762,0.7372090115637066,-1.3508629,HDDC2,-0.35954696,0.7771020058097547,-1.4481272,USP11,-0.7284194,0.6833433570940133,-1.4457209,MED28,-1.0590327,0.7425831643251992,-1.7661468
EZH1,-1.6225569,0.7810847017741969,-1.326132,LPIN1,-0.5379446,0.3663839545822377,-2.0053873,HMGA2,-3.3496108,0.7225172168269676,-1.6090455,LYST,-1.1245689,0.8700270023725618,-1.3557175,RNF168,-0.52910674,0.8222003763826723,-1.3394349,COX17,-2.2090695,0.7345608889415605,-1.3536103,EMC2,-0.36460525,0.7761843055094595,-1.4489044,SMAD5,-0.5581129,0.6831473622538948,-1.4461418,LIMA1,-27.258337,0.7416787579508853,-1.7671987
HBP1,-0.4166323,0.7799447420638047,-1.3270773,GOT2,-0.580098,0.3663839545822377,-2.0053873,SRXN1,-0.7004385,0.7222027228472737,-1.6096253,UHRF1,-2.3186042,0.8699754778333503,-1.3559014,PTAR1,-1.43106,0.8221577971500037,-1.3396082,WASHC3,-0.65402573,0.7345608889415605,-1.3538216,COPG1,-0.25867495,0.7754933180419844,-1.4496816,IL23R,-3.9717517,0.6831401450734467,-1.4462821,NOL7,-26.753674,0.7416787579508853,-1.7671987
GPBP1L1,-0.16413856,0.7779015289745637,-1.3293222,ZCCHC2,-0.37396,0.3646842869075181,-2.0077212,THAP12,-0.7058749,0.7220455985032919,-1.6099153,CLSPN,-2.7868388,0.8699239973852644,-1.3560852,FIP1L1,-0.9889692,0.8221577971500037,-1.3396082,RELCH,-1.6022003,0.7326509316322134,-1.355935,RFC4,-1.8170701,0.775338437478973,-1.4499408,PFN2,-4.305708,0.6829514989419948,-1.4465628,PCIF1,-27.020947,0.7416787579508853,-1.7671987
IBTK,-0.3894211,0.7779015289745637,-1.3293222,ST6GALNAC6,-0.50553524,0.364595747007247,-2.008013,PLAGL2,-2.0965025,0.7208811502815636,-1.6110749,SMDT1,-0.7819614,0.8698725610564276,-1.3562689,TUBGCP4,-25.02208,0.8221577971500037,-1.339955,SPACA3,-26.064425,0.7318648688385225,-1.3567803,CYB5B,-0.28424636,0.775338437478973,-1.4500703,TBC1D13,-1.0231707,0.6787370838669147,-1.4507724,TMEM255B,-27.048786,0.7416787579508853,-1.7671987
IRAK2,-5.1336184,0.7776578445242157,-1.3303856,TTLL12,-0.96731615,0.364595747007247,-2.008159,AKAP9,-0.5114185,0.7190260056869432,-1.6125245,AEBP2,-0.6744439,0.8694793205552618,-1.3568202,IL32,-26.516682,0.8221577971500037,-1.339955,TBC1D10C,-25.630018,0.7318648688385225,-1.3567803,CAMSAP2,-1.1064862,0.7748741126106329,-1.450718,OSTC,-0.9553409,0.6757937402200979,-1.4541401,MPZL1,-27.130278,0.7416787579508853,-1.7671987
PEPD,-0.3634364,0.7776578445242157,-1.3305037,RRP1,-0.9253522,0.36458369316898803,-2.0085964,ARID2,-1.219772,0.7185009484776046,-1.6132493,CIB1,-0.65831167,0.8690862994155063,-1.3573716,BUB1B,-25.326685,0.8221577971500037,-1.339955,FCAR,-26.602617,0.7318648688385225,-1.3567803,ESCO2,-3.850819,0.774564826895768,-1.4512361,MTA1,-1.1484182,0.6752463965045983,-1.4547014,NPEPPS,-1.5148048,0.7408313662090763,-1.7689518
TBC1D22B,-0.33243865,0.7775623936895363,-1.33074,SIPA1L2,-1.7381734,0.36424227133702597,-2.00918,RGS12,-1.3681333,0.7162826149418837,-1.6151338,FASN,-0.7146606,0.8670892310037368,-1.3593931,CLEC16A,-0.8563808,0.8221577971500037,-1.3401284,ATP6V0D2,-3.7434456,0.7318648688385225,-1.3569916,KBTBD8,-0.41896686,0.774564826895768,-1.4514953,CSK,-0.4056446,0.6750593306397592,-1.454982,PTPN12,-0.9168377,0.7406623959655089,-1.7693025
RAB11FIP5,-24.487843,0.7769549531495183,-1.331567,MTOR,-0.62706167,0.36424227133702597,-2.00918,ERCC5,-0.27258414,0.7159151158507148,-1.6155686,IP6K1,-1.2184383,0.8667481968083608,-1.3597606,EPB41,-0.58867335,0.8221577971500037,-1.3403018,CASZ1,-4.825678,0.7314760553016622,-1.357837,SERPINB2,-26.702227,0.7725331496319952,-1.4536974,THG1L,-1.0633835,0.6734055226499759,-1.4569465,LYZ,-2.0535414,0.7406623959655089,-1.7693025
RAPGEF3,-24.229958,0.7769549531495183,-1.331567,IMPA2,-1.6227683,0.3630552102716646,-2.0109303,DBR1,-0.76840633,0.7159151158507148,-1.6157136,PPP1R11,-0.69873226,0.8666462074437841,-1.3601282,CIT,-1.5875994,0.8204258608462324,-1.3420357,KDM4C,-1.0368278,0.7314760553016622,-1.3580483,PARPBP,-1.920281,0.7725331496319952,-1.4536974,HNRNPR,-0.95669067,0.6732188732401124,-1.4572271,NUB1,-0.68858737,0.7406623959655089,-1.7696531
P2RY13,-24.907316,0.7769549531495183,-1.331567,DUSP5,-0.6151203,0.3630552102716646,-2.0109303,PELI3,-3.2656374,0.7145469272067688,-1.6168733,TPGS2,-0.6526795,0.8665952793101525,-1.360312,KDM6B,-0.37382552,0.820376335333456,-1.3422091,NSD3,-1.9696121,0.7300177164616322,-1.3593163,TEFM,-1.8587477,0.7700186511039652,-1.4561586,RABL3,-0.7833148,0.6724727875285912,-1.4583497,CNPY2,-0.60039324,0.7406623959655089,-1.7696531
DNM1,-3.0363333,0.7752822290226602,-1.3338119,MAPKAPK5,-0.6966745,0.3630552102716646,-2.0112221,ARL13B,-1.0738783,0.7143912682294373,-1.6171632,SSX2IP,-4.0251217,0.8659137378361043,-1.361047,SREBF2,-0.39849797,0.8203268445686268,-1.3423824,TEX30,-1.8398018,0.7295722205479425,-1.3601617,NUBP1,-0.4470453,0.7680060403460284,-1.4577131,COX8A,-0.5025721,0.6719273199771891,-1.4589111,ELL2,-0.8669718,0.7406623959655089,-1.7696531
FBXO32,-3.354493,0.7752822290226602,-1.3339301,DNAJC7,-0.368583,0.36266551360128124,-2.0119514,UQCRC2,-0.5875801,0.7138135489095078,-1.617743,COX7B,-0.9282642,0.8659137378361043,-1.361047,ABI2,-1.128544,0.8202279673634849,-1.3427292,ABHD8,-2.1055465,0.724984141809172,-1.3643885,HSBP1,-0.721752,0.7667531994521974,-1.458879,ACADM,-0.83938724,0.671195978550493,-1.4597529,NUDT3,-1.4213606,0.7406623959655089,-1.7703544
DDI2,-1.854748,0.7746940350328405,-1.3347571,IL1R1,-0.9409352,0.3609417746765218,-2.0141394,ALAD,-0.70948744,0.7123929759642065,-1.6189027,ZNF141,-3.8448782,0.8659137378361043,-1.3612309,PRPF38B,-0.49858662,0.8196156355585151,-1.3434228,FIP1L1,-1.6622518,0.724820141265053,-1.3650224,SLC25A13,-0.479113,0.7651240912677376,-1.4603039,AKAP7,-0.6989974,0.671195978550493,-1.4597529,SSR4,-2.17113,0.7406623959655089,-1.7703544
HECTD1,-0.6428066,0.774547073200203,-1.3349935,NSMCE2,-0.45722252,0.36060324785111303,-2.0147228,SLC25A19,-0.60660183,0.7123929759642065,-1.6190476,FAM20B,-1.2354605,0.8645518781448991,-1.3625174,USB1,-1.1122776,0.8172188062233191,-1.3460237,TINF2,-2.8884814,0.724820141265053,-1.3652338,PIK3CD,-0.3866262,0.7632990882677987,-1.4626356,TMEM126B,-0.7185353,0.6706310459080898,-1.4607352,TOX4,-2.2794573,0.7406117668564133,-1.7710556
BRMS1,-0.14013796,0.7744001460537281,-1.3353479,TIMM50,-0.99844855,0.36060324785111303,-2.0147228,SFXN5,-3.7620056,0.711927464931745,-1.6197724,COL18A1,-5.249559,0.8644000257735859,-1.3630686,F11R,-0.658442,0.8154857036778798,-1.3477576,ZDHHC12,-1.3752502,0.724820141265053,-1.3652338,TCP1,-0.5164011,0.7613702348075553,-1.4645787,ATP6V1G1,-0.28174666,0.6700866225835719,-1.4612964,GNB2,-0.82516015,0.7387536229888869,-1.7724582
ZNF316,-1.3926682,0.773941767069343,-1.3358206,CENPT,-1.4196367,0.36030322028374423,-2.0154521,NKIRAS1,-1.4751344,0.711927464931745,-1.6197724,PUM2,-0.8409692,0.8637199300325712,-1.3638037,STARD13,-4.020183,0.8146690728330901,-1.3484511,EHBP1L1,-0.5311159,0.7222018241472602,-1.3677698,TMEM176A,-1.163298,0.7613702348075553,-1.4647083,CTDSP1,-0.37573826,0.6700799655251349,-1.4614367,PLD3,-0.84031403,0.7385862325600817,-1.7728088
COPS4,-0.44870576,0.773301266219979,-1.3364112,SFSWAP,-1.4886572,0.36030322028374423,-2.015598,TBC1D12,-25.160547,0.7118839571766786,-1.6203523,SMARCE1,-0.8504978,0.8637199300325712,-1.3638037,MINDY1,-4.0319676,0.8138529844526146,-1.3491447,CAB39,-0.56643,0.7218125084230487,-1.3684038,RNGTT,-0.5593685,0.7589974883043787,-1.4665219,POLR2H,-0.73268425,0.6686407784556531,-1.4626997,SBNO2,-0.9279885,0.7371270455582523,-1.7742113
ATXN3,-0.46170193,0.773301266219979,-1.3365294,FBXO10,-2.140344,0.36000356980888776,-2.0161817,CD52,-0.11944188,0.7118839571766786,-1.6203523,SCAF8,-0.82532173,0.8629395272650869,-1.3649064,RFX7,-1.807024,0.8130374385464938,-1.3498383,RAB8A,-0.34225094,0.7218125084230487,-1.3684038,NSD2,-0.8034777,0.7582822019075245,-1.4671695,PGBD5,-25.250881,0.6679120056105593,-1.4635416,TRAF1,-27.133575,0.7369602639612078,-1.774562
PCYT1A,-0.2146014,0.7721856626853134,-1.3374746,PIP4K2A,-0.29424703,0.35907822182937554,-2.0176404,USP30,-1.8787624,0.7118839571766786,-1.6206422,TAF11,-1.3228953,0.8625999109590584,-1.365274,STX1A,-4.278174,0.8129395602853694,-1.350185,SLFN13,-7.167211,0.7218125084230487,-1.3684038,TAF6,-0.73495376,0.7581660490958628,-1.4675581,HIC1,-25.196589,0.6679120056105593,-1.4635416,C1QA,-28.627672,0.7369602639612078,-1.774562
NAGLU,-0.7504688,0.7720568519531423,-1.3378291,PLBD2,-0.4087738,0.3589914505691878,-2.017932,RPA1,-0.5207531,0.7118839571766786,-1.6206422,NFYC,-1.0625167,0.8619712087258129,-1.3658253,ATP1B3,-0.37009436,0.8125375759470421,-1.3508786,LRRC2,-6.7190413,0.7218125084230487,-1.3684038,SPCS3,-0.39591005,0.7581660490958628,-1.4675581,ZDBF2,-25.359327,0.6679120056105593,-1.4635416,PGK1,-26.562904,0.7369602639612078,-1.774562
TIMM13,-0.39993474,0.7717637988133429,-1.3383017,DCAF16,-0.9344774,0.3589914505691878,-2.017932,ALPK3,-3.9252903,0.7116865493613551,-1.621222,NOL11,-1.118903,0.8589827649451046,-1.3680305,HIST1H1E,-1.7320278,0.812184657695844,-1.3513987,C17orf107,-25.776142,0.7211500605520176,-1.3694605,ARHGAP17,-0.57172966,0.7571120208133044,-1.4685946,CNKSR3,-25.248175,0.6679120056105593,-1.4635416,C2orf74,-26.971155,0.7369602639612078,-1.774562
USP30,-1.0243685,0.7716173244072113,-1.338538,SEMA3C,-1.9739972,0.3589914505691878,-2.017932,NIT2,-0.55227715,0.7108020740540233,-1.6223817,PCBP4,-25.171957,0.856915189931227,-1.3695008,RFWD3,-2.266895,0.8120872489012111,-1.3517455,DENND4B,-1.349305,0.7210397545231513,-1.3696718,SP140L,-1.4267839,0.7557560629240829,-1.470149,TRDC,-25.858606,0.6679120056105593,-1.4635416,DTNBP1,-1.8754871,0.7362948475284947,-1.7759645
NBR1,-0.30863032,0.7704854603406118,-1.3394833,CUL2,-0.55821264,0.3589914505691878,-2.0182238,UHMK1,-0.75997853,0.7100165036642896,-1.6231065,WDR82,-0.9724563,0.856915189931227,-1.3696846,ARMCX3,-1.8455689,0.8117832619858001,-1.3520923,NDUFA13,-0.57933366,0.7147770121103596,-1.3762233,BLZF1,-0.64275366,0.7557560629240829,-1.4702785,RRAD,-26.021015,0.6679120056105593,-1.4635416,OSBPL9,-1.2687004,0.7355672750979498,-1.7766658
DOK3,-1.4744573,0.7703569897513048,-1.3398377,NDUFAF2,-0.80735606,0.35755961353717947,-2.0205576,SAMD9L,-0.17168228,0.7100165036642896,-1.6232514,CREB3L1,-2.2040212,0.856915189931227,-1.3696846,GPSM2,-2.9668999,0.8109689784636327,-1.3527858,SIAH1,-1.0125413,0.7140039581672226,-1.3770686,CDR2,-0.52922744,0.7550788097647816,-1.4711853,SP100,-0.52169174,0.6673043096851327,-1.4655061,NUP98,-0.6289426,0.7355672750979498,-1.7766658
MAML1,-0.20145051,0.7686061618350165,-1.3414918,DKC1,-0.6070321,0.3561037753757943,-2.022454,PPIL1,-0.696429,0.7100165036642896,-1.6232514,TSC22D4,-0.68046945,0.8552756401639096,-1.3711548,TXN2,-1.439309,0.8109203762956406,-1.3529593,FLI1,-0.48578674,0.712568906550367,-1.378548,RARS,-0.48215464,0.7549995707849102,-1.4714444,PAQR3,-0.7268225,0.6671192329148776,-1.4657867,STK39,-2.0735457,0.7355672750979498,-1.7770164
GJA1,-4.29682,0.7682962171276677,-1.3418462,ACOT13,-0.67247534,0.3561037753757943,-2.0225997,HM13,-0.56242836,0.7085598823091895,-1.624846,SRPK1,-0.5901754,0.8534010672105885,-1.3728088,UBE2N,-0.71337825,0.8103616468389131,-1.3534794,RPA3,-1.8408759,0.7123502119233491,-1.3789706,DHX16,-0.4190478,0.7544740639188935,-1.4719626,PROCR,-1.0639191,0.6658436493675847,-1.4673302,SF3B2,-0.94589984,0.7337836146141818,-1.7787696
PARP14,-0.82820266,0.766857943791205,-1.3431458,GPATCH2L,-0.25624907,0.3560561814578922,-2.0228915,COG7,-0.10303314,0.7071466418883245,-1.6260056,GABARAP,-0.46503425,0.8517661702862929,-1.3744627,ERG,-26.252523,0.8080324190383569,-1.3559068,RMI2,-3.5691597,0.7109173907076967,-1.38045,UGDH,-0.61161125,0.7544740639188935,-1.4720922,C11orf1,-1.4694246,0.6631382612038755,-1.4701366,ATP6V0A1,-26.852327,0.7291455911665243,-1.7819253
RNF187,-0.28847298,0.7659119373444091,-1.344091,SLC43A2,-0.7337106,0.3560561814578922,-2.0228915,TNPO3,-1.1335452,0.7071466418883245,-1.6261506,S100P,-2.141937,0.8499465645006756,-1.3759329,TRIM58,-25.380287,0.8080324190383569,-1.3559068,SLC16A6,-26.332933,0.7092108200822148,-1.3821406,SAR1B,-0.3946775,0.7533090785872711,-1.4735171,ATG14,-1.3410782,0.6627760617160819,-1.4705576,CCDC115,-26.779385,0.7291455911665243,-1.7819253
LOXL2,-6.137965,0.7656027032694691,-1.3444456,PSAP,-0.40632883,0.3560561814578922,-2.0231833,RP2,-0.22303557,0.7066300642205032,-1.6267304,CENPT,-2.252425,0.8493240099594676,-1.3764843,TNFRSF18,-25.341904,0.8080324190383569,-1.3559068,FPR3,-26.354885,0.7092108200822148,-1.3821406,DCK,-0.7834169,0.7530075487198985,-1.4739057,MITF,-0.4645016,0.6624140050222419,-1.4709786,GUF1,-26.8173,0.7291455911665243,-1.7819253
PRRG1,-2.4521651,0.7652935565004007,-1.3448,SEMA6B,-0.9808193,0.35505389990141156,-2.024642,ZNF367,-2.7411082,0.7036584447425743,-1.6293397,ANP32E,-0.9285116,0.8489382336462459,-1.3770356,TMEM45A,-25.134773,0.8080324190383569,-1.3559068,MAPK14,-0.69927114,0.7087173100036132,-1.3827747,ABL2,-1.2315512,0.7530075487198985,-1.4739057,MAPK9,-0.53092086,0.661690320020454,-1.4718205,RBM47,-27.850565,0.7291455911665243,-1.7819253
CCDC32,-1.0212315,0.7651479262987179,-1.3450363,ATP6AP2,-0.44117737,0.35505389990141156,-2.024788,TMX1,-0.21816924,0.7036584447425743,-1.6293397,STIL,-1.5493976,0.8489382336462459,-1.3770356,GDF11,-25.995602,0.8080324190383569,-1.3559068,DOK3,-3.4357824,0.7080575372511678,-1.3834087,AFG3L2,-0.4097604,0.7530075487198985,-1.4740351,DGKE,-2.6665072,0.6616781135794652,-1.4721011,NPLOC4,-0.78771985,0.7290468499543342,-1.7829772
TPM2,-7.640806,0.7651479262987179,-1.3451545,ARPC1A,-0.98271304,0.3542632715557668,-2.0259547,AP5Z1,-1.0076334,0.7033529232995297,-1.6299195,U2SURP,-0.8023677,0.8488389056035354,-1.3774031,ADORA3,-25.512367,0.8080324190383569,-1.3559068,MMP24OS,-0.54380244,0.7070209965851595,-1.3855221,COP1,-0.7378252,0.7510616163012782,-1.4757192,KDM3B,-0.6453096,0.6584650898194456,-1.4750478,EIF1AY,-0.41318226,0.7290468499543342,-1.7829772
IER5,-0.2974465,0.7648567706090801,-1.3455089,NDUFS5,-0.6929698,0.3538837113639637,-2.0269759,YME1L1,-0.67820406,0.7028952587345673,-1.6307894,SLC25A26,-1.4472554,0.8470233986716357,-1.3788733,STRIP2,-0.9763923,0.8080324190383569,-1.3562536,IFITM1,-4.8847976,0.7070209965851595,-1.3855221,POLA1,-0.9650125,0.7510616163012782,-1.4758488,MOCS2,-0.5562654,0.6580925081769932,-1.4757495,FEN1,-3.8338253,0.7290468499543342,-1.7829772
CPNE8,-1.1888424,0.7642211543654045,-1.3460997,AP3S2,-1.0125484,0.35194685094916156,-2.0294557,HEATR5B,-0.54728407,0.7017553650733328,-1.6319491,FUCA2,-0.51402986,0.8465396274293913,-1.3797922,RPRD1A,-0.6567701,0.8061338753447269,-1.3590279,CCDC159,-2.257068,0.7069199489839666,-1.3859447,DBR1,-0.8438881,0.7509474745540341,-1.4761078,RNF24,-1.3421651,0.6580804629477085,-1.4760301,SMC1A,-0.7009096,0.7290468499543342,-1.7829772
C11orf68,-0.5805853,0.7639124051012993,-1.3464541,MASTL,-0.5260124,0.3514927360244451,-2.030185,ACVR1,-1.0370514,0.7016032194515696,-1.632239,TRAPPC6A,-2.0299983,0.8464902482744615,-1.379976,ARHGAP6,-1.2849926,0.8061338753447269,-1.3590279,SYAP1,-0.34082967,0.7026995791234542,-1.3899602,PKIB,-4.083445,0.7504240406970771,-1.476626,MIB1,-1.2914065,0.6578973583214798,-1.4763107,GSTO1,-0.8992695,0.7283929396033417,-1.7843797
P4HA1,-0.4830944,0.7639124051012993,-1.3465723,UBE2T,-1.3824514,0.3514080528641076,-2.0304766,ZDHHC12,-0.42188373,0.7012425204553419,-1.6326739,PSMA2,-0.6703058,0.8463916247202561,-1.3803436,SYNJ1,-2.6678505,0.8036076599519796,-1.3614553,CYBC1,-0.79636747,0.7023174473021025,-1.3903828,CEBPB,-0.57352984,0.7479244132412891,-1.4788282,TRANK1,-1.9369253,0.6561220103116674,-1.4778543,TRAF7,-3.1320097,0.7283929396033417,-1.7843797
MECP2,-0.50980717,0.762949528504353,-1.3484627,ARSA,-0.6873002,0.35107747562298847,-2.03106,TAP2,-0.64294004,0.701090559681946,-1.6329638,SEPTIN6,-1.3018206,0.8454852208412581,-1.3810787,TNRC6B,-1.5875925,0.8024017246009589,-1.3628424,CPSF3,-1.6814427,0.7004667915172804,-1.3927075,MOCS2,-0.47955325,0.7475884750583238,-1.4792168,IVD,-1.031216,0.6557625434633452,-1.4782752,MT2A,-1.583657,0.7280670171015566,-1.785081
KCTD17,-0.42078775,0.762949528504353,-1.3485808,RSPH3,-1.6790785,0.3509929611574571,-2.0313518,TSPO,-0.38228056,0.6987038367430333,-1.6349932,FLT1,-2.7759697,0.845150417148254,-1.3814462,OMA1,-1.2091608,0.8023063842127152,-1.3631892,TRGC2,-3.125697,0.7003590025762697,-1.3929188,TTLL12,-0.75095546,0.7475884750583238,-1.4793464,MKNK2,-1.1556668,0.6550321444372547,-1.4793978,CWC15,-0.77765065,0.726627430236628,-1.7864835
IFNAR1,-0.21587965,0.7618617983727815,-1.3496442,LACC1,-0.92912954,0.3509929611574571,-2.0313518,SPTLC1,-0.7638702,0.6985523218614618,-1.6352831,NSMF,-0.9286367,0.8441957385991551,-1.3823651,CDCA2,-4.2203155,0.8023063842127152,-1.3631892,ZMYM2,-0.58834225,0.7001435132209679,-1.3933415,IL27RA,-1.4047787,0.7454306364030726,-1.4810303,WAC,-0.503182,0.6544966345008519,-1.479959,NUDT2,-3.217399,0.7259085583958789,-1.7871848
PLD3,-0.2493711,0.7610647749455657,-1.3503531,GNAI2,-0.36394382,0.35082413630137493,-2.0319352,SGO2,-1.5920831,0.6977770556776159,-1.6360079,KLF13,-3.2921875,0.8441957385991551,-1.3825489,ZNF141,-3.8405373,0.8022111857706927,-1.363536,MLX,-0.6935576,0.6991661599510024,-1.3946096,TP53I11,-3.040139,0.7434624919308764,-1.4828439,L3MBTL3,-4.3984256,0.6544966345008519,-1.4802397,MICAL1,-0.70912933,0.7251903006832361,-1.787886
MAT2B,-0.39214465,0.7604311744588527,-1.3509439,CH25H,-3.3802793,0.3504941400962053,-2.0325189,RPP30,-0.34689498,0.6977770556776159,-1.6361529,TINF2,-2.038641,0.8440485258430991,-1.3829165,TES,-2.399796,0.7992821947973087,-1.3659635,AGAP2,-25.373732,0.6990586092718721,-1.3948209,FBXO10,-1.0024825,0.7433492346647098,-1.483103,ZHX1,-0.48218384,0.6539380918729244,-1.4810816,TSG101,-1.1242867,0.7244726568985442,-1.7885873
ZMAT3,-0.6470776,0.7604311744588527,-1.3511802,HMGXB3,-1.5762454,0.34991906058775063,-2.0333939,IL1R1,-0.87958795,0.6977770556776159,-1.6362978,GPN2,-4.997096,0.8439506093555293,-1.383284,TCF4,-2.9182851,0.7978281458773393,-1.3675239,COX8A,-0.7730192,0.6939958502384934,-1.399259,CEBPD,-2.089468,0.7408302335505222,-1.4851756,PRRC2C,-0.40960273,0.6532211633300266,-1.4819236,SLC16A1,-27.16163,0.7237556268413478,-1.7892886
ITGB1,-0.8148919,0.760377394536592,-1.351771,SNRPC,-0.4009731,0.34971237376029357,-2.0339775,FTH1,-0.15053183,0.6973234321490277,-1.6368777,STT3B,-0.59424335,0.8439017188039611,-1.3834678,PHACTR4,-0.94930154,0.7974807362184945,-1.3680441,ANAPC16,-1.0496595,0.6938887162853149,-1.3994703,MVD,-0.31200615,0.7408302335505222,-1.4851756,PDE6B,-1.3020278,0.6532097548194996,-1.4822042,SCARB1,-27.668428,0.7237556268413478,-1.7892886
RENBP,-0.30012673,0.759455065667817,-1.3528343,IFT27,-0.41661048,0.3495831626493933,-2.034561,EDN1,-26.354755,0.693665901544875,-1.6403567,SLC26A2,-0.87948537,0.8421418097057854,-1.3847542,THOP1,-1.6269846,0.7973861445409265,-1.3683909,GHITM,-0.6219214,0.6923826455371863,-1.401795,TYW3,-0.44971448,0.7402349316562484,-1.4862119,SLC35A4,-0.56131697,0.6526696582356329,-1.4829057,LRP5,-27.162342,0.7237556268413478,-1.7892886
CISD3,-0.6471477,0.758677897376588,-1.3537796,GCLM,-1.4580687,0.3494993584376288,-2.0348527,TNFAIP6,-25.932192,0.693665901544875,-1.6403567,NUP88,-1.6022087,0.8412383902299755,-1.3854893,ACTR1A,-0.6937901,0.7973861445409265,-1.3685642,ACADVL,-0.47985095,0.6922758391100938,-1.4020063,FOXRED1,-1.3565034,0.7402349316562484,-1.4863415,GDF11,-4.222296,0.6515849859751129,-1.4844493,C16orf58,-2.3116884,0.7237556268413478,-1.7892886
LMBR1L,-0.6997851,0.758444431322182,-1.3544885,PSMC5,-0.5136783,0.34945450401281786,-2.0352902,GALK2,-0.42481616,0.693365278445486,-1.6409365,TPCN1,-1.9387978,0.8406201999025414,-1.3860407,SCAMP2,-0.3428843,0.7966921347344902,-1.3694313,ULK4,-4.219691,0.6918976168345973,-1.402429,AMOTL1,-1.0245749,0.7395681850217548,-1.4869891,CERS2,-0.5252703,0.6514034466218563,-1.48473,NOCT,-27.180397,0.7237556268413478,-1.7892886
