C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score,C18_names,C18_logfold,C18_pvals_adj,C18_z_score,C19_names,C19_logfold,C19_pvals_adj,C19_z_score,C20_names,C20_logfold,C20_pvals_adj,C20_z_score
TFAM,-0.22613896,0.6727940027648742,-0.8601326,CRLS1,0.18495779,0.0010794421682072855,-3.5240257,SLC66A1L,-21.142792,0.5455440981178131,-0.96920437,SNIP1,-0.14925171,3.969718452068903e-10,-6.400311,DUSP2,-1.2853754,0.006834909597465328,-3.005565,AGO1,0.07666412,6.851810011436982e-06,-4.692826,R3HCC1,-0.12050351,0.006392920676325163,-3.0448732,TANGO6,0.027485734,0.005106731961242286,-3.1112697,RAB39A,-3.4750388,0.711197912086771,-0.90915436,EGLN2,-0.023543872,0.0023192089387918265,-3.3381302,SLPI,-0.7522245,1.0,-0.07175022,APOBEC1,0.0,1.0,0.0,CELF4,0.0,1.0,0.0,LRRC14B,-15.171107,1.0,-0.0040831063,OR4A15,0.0,1.0,0.0,CPNE2,-26.31954,2.097731536812013e-06,-4.9504275,MSTO1,0.15046561,2.7884137439122408e-06,-4.8902683,CUTC,-1.5093302,0.028377996019653462,-2.5763092,CRELD1,-0.49657536,0.07862688735438338,-2.190467,GPATCH11,-0.9401213,0.8123282465705587,-1.0402081,ASB8,-2.2952292,0.027009534360543215,-2.5890515
QRICH2,-1.4136527,0.6725161050664873,-0.8604921,RNF144A,-2.6972923,0.0010785648086180824,-3.5242784,AC015871.1,-0.06641743,0.544605550160739,-0.97058094,DCSTAMP,-2.3013034,3.9553710960244925e-10,-6.400885,MCAT,-0.8659963,0.006834847830336357,-3.005611,PGP,-0.0059368103,6.837652007878192e-06,-4.6932774,WBP1,-0.029895555,0.006371647838294154,-3.0459213,SLC12A8,-0.4889827,0.0051052165050011235,-3.111402,HAS3,-1.351501,0.71067789408875,-0.9097322,OAS2,-0.4873476,0.0023130724875837353,-3.3389087,SLC22A1,-1.1579565,1.0,-0.07238236,CT83,0.0,1.0,0.0,RIT2,0.0,1.0,0.0,KIF2B,-15.464539,1.0,-0.0040831063,GSG1L2,0.0,1.0,0.0,CPLANE1,-2.7880378,2.091316597299274e-06,-4.9510846,MRFAP1L1,0.26868805,2.773881081574869e-06,-4.891327,IRF2BPL,-2.7566867,0.028232434098374063,-2.578141,C11orf54,-0.05467032,0.07843443934825793,-2.1914904,RBM41,-25.277601,0.8113064345933216,-1.0411841,MECR,-0.7490977,0.026951500899325017,-2.5898454
FAM83G,-0.28083673,0.671671839638627,-0.8616498,YY1,-0.4066618,0.0010768533665022016,-3.5247364,ZNF2,-0.48907253,0.544306784911932,-0.97106725,CNNM4,-0.11579841,3.9423561721595176e-10,-6.40141,ZNF350,-0.28598776,0.006778235919353497,-3.0081828,MIER3,-0.119241975,6.632091165155559e-06,-4.699573,NUDT1,0.15665932,0.00634640448561757,-3.0471604,PACSIN2,0.5566541,0.0050917287743531756,-3.112228,RSBN1,0.6134656,0.7104541845089265,-0.91002333,BCAS4,-0.59263533,0.0022995916561929577,-3.3406165,NOS1AP,-2.271499,1.0,-0.072444536,BARHL1,0.0,1.0,0.0,GC,0.0,1.0,0.0,S100A7L2,-15.383988,1.0,-0.0040831063,H3.Y,0.0,1.0,0.0,SPINDOC,-26.361963,2.085154980808969e-06,-4.9516892,C2CD5,0.55809075,2.755432563089107e-06,-4.8926697,SCFD2,-1.9592338,0.028232434098374063,-2.5781658,CPSF4,-25.491907,0.07838031323636549,-2.1918218,GFER,-25.21462,0.8113064345933216,-1.0411841,SUMO2,-0.103609845,0.026951500899325017,-2.5898976
CROCC,-0.8823139,0.6710810885817987,-0.8624063,MYLIP,-3.243276,0.0010718802938416714,-3.5259995,CFAP69,-21.572771,0.5423614688196343,-0.97357017,CISH,-0.7496737,3.86523172582888e-10,-6.404447,LINC02693,-24.688017,0.006755421569771429,-3.0092504,FOXF2,-24.652437,6.613658624222957e-06,-4.70017,MAP3K12,-25.754305,0.006309319855411052,-3.0489671,DONSON,-0.5708439,0.005084992552609615,-3.1126635,GADD45B,-0.43017522,0.7089874441559629,-0.91166794,ZMYM1,0.106020495,0.002292436728945344,-3.341524,GALR2,-3.231158,1.0,-0.07249013,KNG1,0.0,1.0,0.0,BPIFA2,0.0,1.0,0.0,PRAMEF2,-16.820005,1.0,-0.0040831063,ADAM2,0.0,1.0,0.0,SYS1,-26.448849,2.085154980808969e-06,-4.9516892,PPP2R3B,-0.6937141,2.7369088520490465e-06,-4.8940268,DMAC2,-1.1169581,0.028198709978801535,-2.5786626,MGMT,-0.43356588,0.07829833975906375,-2.192293,MELK,-0.980953,0.8112624935012858,-1.0414122,TCF7L1,-0.31305915,0.026905892587930618,-2.5905354
NHLRC1,-0.4380645,0.6705051596526815,-0.8631474,CCND2,-2.4154255,0.0010639687746318678,-3.5279982,BLM,-2.0851803,0.5398958248875056,-0.9767179,UBALD1,0.17908463,3.8639381649221856e-10,-6.4045196,CREBRF,-0.4377223,0.006753782413038482,-3.0093675,NCAPG,-1.5751663,6.598165233189755e-06,-4.7006774,TSPYL5,-2.020352,0.00630076910869404,-3.04942,ING3,-0.7028974,0.005082942943666004,-3.112827,RAB40C,0.2535655,0.7089874441559629,-0.9117179,ATP5MG,0.18713373,0.002278386889511652,-3.3432724,ZBTB34,-0.0069204806,1.0,-0.07250878,HRG,0.0,1.0,0.0,BPIFA3,0.0,1.0,0.0,SLC26A5,-16.75183,1.0,-0.0040831063,CYP4A22,0.0,1.0,0.0,ARHGEF18,-3.3667276,2.081831590757834e-06,-4.9520607,HIRA,0.22198851,2.71730560492619e-06,-4.8954706,PPTC7,-0.45177728,0.028194528167259553,-2.5787683,PELP1,-1.971565,0.07820178154067406,-2.192838,DIS3L2,0.9022478,0.8112245127445047,-1.0415897,TTC39C,-0.59191394,0.026780592048961337,-2.592195
ZNF630,-0.68580484,0.6698815811275206,-0.8639389,RUBCN,0.009273096,0.0010631211900833505,-3.5282464,MIEF1,-0.047606025,0.5396833038334439,-0.9770395,DCP2,-0.2216132,3.808622635812035e-10,-6.406741,PIEZO2,-1.0126516,0.006749305733899567,-3.0096123,CHCHD5,0.05893114,6.554571649122593e-06,-4.7020597,MADD,-0.030199641,0.00630076910869404,-3.0494528,NT5C3A,-0.8358811,0.005070098509104417,-3.1136634,SLC35A2,0.14050281,0.7089874441559629,-0.9117527,IFNAR2,0.43415633,0.0022754339623022504,-3.3436744,FBXO15,1.0671828,1.0,-0.0728777,FETUB,0.0,1.0,0.0,DNAH9,0.0,1.0,0.0,PRAP1,-15.343022,1.0,-0.0040831063,ADAM18,0.0,1.0,0.0,PCNT,-0.28759816,2.072752551359409e-06,-4.9529414,DENND11,0.28977874,2.7117801816349435e-06,-4.895901,TMEM160,-0.48490772,0.02817211100822169,-2.5790973,FNDC4,-25.356625,0.07793273274300908,-2.1942518,NUDT14,-1.2543665,0.8110684506238124,-1.0418559,NDUFS6,0.30153143,0.026780592048961337,-2.592221
POLR3G,-0.78082377,0.6697228720271966,-0.86417353,BBS9,-0.3680385,0.0010617311217079638,-3.52863,STRADB,-0.0631583,0.5396085185962904,-0.97719175,EIF1B,-0.23021159,3.761202070865304e-10,-6.4086733,DNAJC5B,-2.2846882,0.006723908534454223,-3.0108006,HSPA12A,-24.623343,6.525968982315182e-06,-4.702981,PLCXD1,-0.84352005,0.006298791923749261,-3.0496056,TNRC6C,-0.3771141,0.005011314580110451,-3.1171477,TTI2,0.01287726,0.708946729783312,-0.91195256,MMP16,-24.99761,0.0022754339623022504,-3.3437076,LRRD1,-1.5634115,1.0,-0.07293573,MSGN1,0.0,1.0,0.0,HTR1A,0.0,1.0,0.0,OR52A5,-15.198339,1.0,-0.0040831063,ODF4,0.0,1.0,0.0,MICA,-26.217886,2.072752551359409e-06,-4.952951,AMACR,-1.0424527,2.7063133479220666e-06,-4.896328,EID3,-1.6883498,0.028138578004068392,-2.579563,POMT1,-25.355991,0.07793273274300908,-2.1942518,SHARPIN,0.6552824,0.8108862746106897,-1.0420967,TMEM18,-0.22868793,0.026755987150595933,-2.592618
MINDY2,-0.0015817933,0.6693519118330621,-0.8646318,KMT2C,0.089049086,0.0010612288967896334,-3.5287924,RAMP1,-3.2449179,0.5395375279891645,-0.97735643,BOD1L1,-0.43913728,3.760248432768687e-10,-6.408734,APCDD1L,-24.819773,0.0067213339926864455,-3.0109603,ZNF805,-0.78714263,6.3274052365386305e-06,-4.709312,IFT172,-3.6470532,0.006239454640231226,-3.0524933,C12orf65,-0.4698601,0.005003314821150857,-3.1176634,TMEM59L,-0.5018047,0.7086678728177178,-0.9123501,KDM1B,0.5144681,0.0022676682512499176,-3.3447073,FOXP2,-1.9487139,1.0,-0.07293988,RAD51AP2,0.0,1.0,0.0,KRTAP4-16,0.0,1.0,0.0,XPNPEP2,-14.31305,1.0,-0.0040831063,CCKBR,0.0,1.0,0.0,TOPORS,-3.152879,2.067625591184444e-06,-4.953484,LTN1,0.6216218,2.7063133479220666e-06,-4.8963523,SLC35B1,0.21626869,0.028096490022533976,-2.5801342,GON4L,0.7711382,0.0778688885287944,-2.1946936,KIAA0232,0.5309003,0.8104477918284179,-1.0425404,ARF3,0.30068418,0.026703992079037366,-2.5933406
ETNK2,-21.824745,0.6689139572582306,-0.8652282,UBOX5,-0.060141873,0.0010537948622153283,-3.5306895,USF1,-0.16197474,0.5392136886382558,-0.9778583,ZUP1,-0.20435463,3.6699201492462857e-10,-6.4124618,PTGFRN,-0.86764,0.006699571495339288,-3.0120316,KLHL5,-0.034245662,6.297541821925277e-06,-4.710305,ASCC1,-0.4726889,0.006235865174362461,-3.0527115,ARMH4,-0.8713867,0.005002773173306519,-3.11774,ZBTB43,-1.0543579,0.7083996377140503,-0.9126847,IRAK2,-1.9809556,0.002265541553670773,-3.3450098,CD1D,0.23356338,1.0,-0.072977185,GAGE1,0.0,1.0,0.0,SLC6A18,0.0,1.0,0.0,SULT2A1,-11.006093,1.0,-0.0040831063,ALOX12B,0.0,1.0,0.0,NHS,-26.289524,2.060219474700966e-06,-4.9542127,TUBGCP3,0.13500474,2.6771962607602023e-06,-4.8985147,TRPT1,-0.39170507,0.028059503333511586,-2.5806434,ADCY6,-25.400192,0.07780779268286883,-2.1950617,NECAB3,-25.118649,0.8104477918284179,-1.0425911,TPGS1,-0.15508369,0.026703992079037366,-2.5933795
SLC25A26,-0.13173465,0.6681294605672522,-0.8661228,TEX30,0.14370646,0.0010522499828832185,-3.531152,DCLK1,-21.876713,0.5391995484833881,-0.97793597,ZNF649,-0.9143281,3.6673248009098394e-10,-6.4125915,PLD2,-1.9971958,0.006691059838654706,-3.0124607,PRDM5,-5.033502,6.210556062099788e-06,-4.7131677,AGO2,0.4864977,0.006230124121760933,-3.0530336,RNF111,0.6089145,0.004941653230293938,-3.121451,PPP1R3F,-1.701316,0.7083980218219179,-0.91276073,TIMM8A,0.43566167,0.002265541553670773,-3.3450465,DNTT,-1.7014979,1.0,-0.072977185,PIGR,0.0,1.0,0.0,ZDHHC11B,0.0,1.0,0.0,GABRR3,-14.348866,1.0,-0.0040831063,CARTPT,0.0,1.0,0.0,COG2,-26.33349,2.047217054228215e-06,-4.955474,NBEAL1,-0.6829413,2.6435801292799726e-06,-4.9010277,ZNF687,-0.8030325,0.027986161616617756,-2.5816555,INCENP,-1.4856002,0.07751370165312718,-2.196608,NUP43,0.3919832,0.8104477918284179,-1.0426165,CTNNA1,0.12685953,0.026623446452398558,-2.594486
KRT19,-3.3048096,0.6675692772404281,-0.8668485,RASIP1,-24.53717,0.0010466769686833248,-3.5325935,WNT7B,-21.921972,0.5391995484833881,-0.97793597,CNOT7,-1.0468712,3.659618886899762e-10,-6.4129333,CTDNEP1,0.14773592,0.006651925078951293,-3.0142841,RETREG1,-1.1899927,6.100480239963499e-06,-4.7168374,THOC2,-0.46521088,0.006186561224160311,-3.0551896,DLX1,-1.2737927,0.004940532579091069,-3.1215622,NME7,0.32922474,0.7083231103085931,-0.91298234,OSM,-0.8055981,0.0022599104518517027,-3.3457844,ADAMTS16,-2.8045683,1.0,-0.072977185,MYCNOS,0.0,1.0,0.0,SPANXN1,0.0,1.0,0.0,RLBP1,-16.820005,1.0,-0.0040831063,SLC5A9,0.0,1.0,0.0,CCL4L2,-5.121157,2.0354897287087085e-06,-4.956621,CDKN3,-26.678225,2.638571805662866e-06,-4.90143,MFAP3L,-2.1986358,0.0279794910614174,-2.581792,AFDN,0.4378366,0.07728002307395118,-2.1978524,TBC1D19,0.7396638,0.8104477918284179,-1.0427939,DDX56,-0.6108208,0.026562621945074864,-2.5953255
IL13RA2,-2.8035593,0.6674980646935553,-0.867013,BANF1,-0.26819548,0.0010466769686833248,-3.5325935,C17orf100,-0.9145975,0.5385688230654232,-0.97889304,XPO1,-0.53938127,3.638323292046438e-10,-6.413866,GGA3,-0.51868284,0.006614082125934223,-3.0160577,CIAO2B,0.05462654,6.098122591150983e-06,-4.7169447,CXorf40A,-1.150578,0.006186561224160311,-3.0552442,JMJD4,-0.79862416,0.0049308847938252945,-3.1221826,VSIG10L,-2.4581566,0.7073389641101163,-0.914086,DUSP11,-0.14349733,0.0022588119532472987,-3.3459613,FAM184A,-3.140809,1.0,-0.072977185,PAGE1,0.0,1.0,0.0,PRAC1,0.0,1.0,0.0,MC2R,-14.669207,1.0,-0.0040831063,CSN2,0.0,1.0,0.0,SLC25A30,-26.331629,2.021448694993299e-06,-4.9579973,FCGR2B,-6.470571,2.624976309493642e-06,-4.902475,SLC9A8,-1.7133931,0.02797433221045664,-2.5819101,LSM3,-2.0651672,0.07721641440862632,-2.1982353,BZW2,0.1293719,0.8101839397920697,-1.0431361,CHEK1,-2.8238666,0.026562621945074864,-2.5953646
TFE3,-0.08914654,0.667472004328966,-0.8671533,ZNF12,0.049354456,0.0010464803183448186,-3.5327177,RAD54L2,-0.076357216,0.538401728537954,-0.97921926,OTUD6B,0.13463676,3.6319868349352666e-10,-6.414153,ANAPC2,-0.40169013,0.006562070692421479,-3.0185373,TKFC,0.009405107,6.094627361998163e-06,-4.71709,NOM1,-1.4960698,0.006182629980678702,-3.0555117,DDX3X,0.303656,0.004930525031878228,-3.1222486,RALGPS1,-0.74355495,0.7072372033743585,-0.91433364,SETDB2,0.24114612,0.0022443547549050123,-3.3477836,IQCA1,-3.6525657,1.0,-0.0730062,LYZL2,0.0,1.0,0.0,SLITRK2,0.0,1.0,0.0,KCNJ16,-16.349558,1.0,-0.0040831063,SHISA6,0.0,1.0,0.0,DPY19L3,-26.221535,2.008681839586351e-06,-4.9592586,FGFR1OP,-0.59052086,2.6009744815982524e-06,-4.9043384,PCGF6,-4.47601,0.027933465115270138,-2.582469,ZNRD1,-0.97638416,0.07709925870230869,-2.1988907,PWWP3A,0.66000956,0.8096655630015378,-1.0436432,RNF121,-2.7729723,0.0264493574777923,-2.5969007
KIF21B,-1.7076721,0.6671649006302782,-0.86767954,HSPA2,-2.3248796,0.0010457973862932218,-3.5329275,CACNB4,-2.51389,0.5366842303975642,-0.9814566,LINC02693,-7.4180655,3.598255805137904e-10,-6.4155965,IFI27,-1.6418457,0.006559244468764106,-3.018711,ESCO1,-0.070805125,5.939177321819929e-06,-4.722375,AHNAK2,-25.677431,0.006160199884934322,-3.056647,DNAJC18,0.43203664,0.004878990892722067,-3.1254299,PSMC1,0.1448062,0.7068819204785212,-0.9147529,RBM45,-0.57839125,0.002244159077535544,-3.34785,RIBC1,-0.10253436,1.0,-0.0730435,MFRP,0.0,1.0,0.0,C8A,0.0,1.0,0.0,OR5K2,-15.383988,1.0,-0.0040831063,DNAH9,0.0,1.0,0.0,ZFHX4,-26.25503,2.008681839586351e-06,-4.9592586,TENT4B,0.6808947,2.553646102960984e-06,-4.9079723,UBAP2,-1.4821923,0.027745904054379607,-2.5848472,PAFAH2,-25.551607,0.07674973272341233,-2.2007315,ZNF292,-0.48732924,0.8093554700877965,-1.0439855,TBC1D19,-0.32939315,0.02633392042391852,-2.5984561
BCL11A,-1.0238525,0.6664160761693533,-0.8686048,TCAIM,0.21003443,0.001036448780046109,-3.535375,SMARCD2,-0.17851883,0.5366763690356298,-0.9815265,TERF2IP,0.011069434,3.531742691371355e-10,-6.4184594,ETFDH,-1.0723861,0.006553349452093759,-3.019027,MAPKAPK2,-0.22081979,5.91946764865069e-06,-4.723079,GPRC5A,-25.897926,0.006160199884934322,-3.056647,PRMT9,-0.33285177,0.004840569032161507,-3.1277993,KIF7,-0.096945606,0.7068249433456315,-0.91495717,MARCH6,0.57905835,0.0022428287866216945,-3.3480566,ANKRD9,-0.5181367,1.0,-0.073124334,PAGE4,0.0,1.0,0.0,GFRA4,0.0,1.0,0.0,PRAMEF11,-15.998681,1.0,-0.0040831063,RAD51AP2,0.0,1.0,0.0,POLR1B,-26.332794,2.008681839586351e-06,-4.9592586,STIL,-4.624621,2.5439355141746194e-06,-4.90875,HMGA2,-3.4852803,0.027698344932647428,-2.585493,NCAPG2,-0.52684397,0.07623524603381727,-2.2034855,ZADH2,0.07131287,0.8091894994502227,-1.0442137,OCIAD2,0.07661636,0.026153860303701863,-2.6008642
ZNF594,-0.85165316,0.665850879338831,-0.86926913,PCSK5,-1.1321319,0.0010316583127574276,-3.536636,MRAP2,-3.0317771,0.5365148794008106,-0.98178595,BCAT2,-0.08214742,3.4522140313439197e-10,-6.42197,NAGK,-0.1566532,0.006524112942760974,-3.0204246,NPHP3,-0.34700376,5.8618353381346744e-06,-4.725096,PPP5C,-1.6258498,0.00615680434828526,-3.0569036,PGD,-0.054603145,0.004840569032161507,-3.12782,ZNF471,-0.23118185,0.7066129517932888,-0.9152374,CNOT3,0.4520272,0.002231494881070986,-3.3495026,FAM133A,-0.05661097,1.0,-0.07315128,NTSR2,0.0,1.0,0.0,SP6,0.0,1.0,0.0,OR51B6,-12.6532955,1.0,-0.0040831063,BTNL3,0.0,1.0,0.0,SLC9A8,-2.8910673,2.008681839586351e-06,-4.9592633,MN1,-2.2839437,2.532198134961541e-06,-4.909687,HERC1,-0.38035074,0.027652351974303217,-2.5861201,PIP4P2,-25.521685,0.07615229817376637,-2.2039716,HSPA1A,-25.438858,0.8085215557837255,-1.0449361,TOP1MT,-0.87612563,0.026058354283860434,-2.6021724
PDLIM3,-21.570768,0.6643626350798103,-0.8709772,LTN1,0.19422664,0.0010297961962253336,-3.5371504,AQP11,-3.364712,0.5365148794008106,-0.9818108,ZNF330,0.112987176,3.450010249951602e-10,-6.4220886,CENPBD1,-1.1511229,0.00651183526831835,-3.0210383,CEP19,-1.8300033,5.836844031071194e-06,-4.725993,OGG1,-0.08603507,0.006155387574547711,-3.0570183,SMPDL3A,-0.67422646,0.004803553707770269,-3.1301441,WDR60,0.46615586,0.7040473159633062,-0.918103,WDR55,-0.23358111,0.00222265349165901,-3.3506868,SHROOM4,-0.05524452,1.0,-0.07329014,OR5AC2,0.0,1.0,0.0,AL391650.1,0.0,1.0,0.0,AVPR1B,-16.306887,1.0,-0.0040831063,C17orf98,0.0,1.0,0.0,NUDT16,-2.543406,1.972315077555475e-06,-4.9629292,UBE2M,-0.79877716,2.4957350916216167e-06,-4.912561,TINF2,-1.2497369,0.027652351974303217,-2.5861263,CNOT3,0.33403942,0.07580643631556264,-2.2058125,SIX4,-24.966259,0.8085215557837255,-1.0449361,PPP1R12C,-0.3057463,0.026036699297830625,-2.602511
NEURL2,-1.4694928,0.6643557747846683,-0.8710517,NSUN5,-0.48434508,0.0010264102774232354,-3.5380573,PRRT1,-4.2200823,0.5364009497857251,-0.98204696,NXT2,-0.045828085,3.4227934086488923e-10,-6.4233155,TUBGCP4,-1.1297642,0.0064662381755853544,-3.0232518,PDIK1L,-1.920864,5.828806094712373e-06,-4.7263017,PRDM1,-1.4139907,0.006152738557402147,-3.057193,TXNRD3,-1.7197181,0.004794832932868693,-3.1307225,GLB1L,-0.30724624,0.7032647861098823,-0.91901326,ANKRD6,-0.6520063,0.0022135657763305743,-3.3518634,FASLG,-20.371042,1.0,-0.07356787,LRRC53,0.0,1.0,0.0,RPRML,0.0,1.0,0.0,USH1G,-15.383988,1.0,-0.0040831063,SLC51B,0.0,1.0,0.0,FAM214A,-0.94341946,1.971367716750821e-06,-4.963053,MSH3,-1.372191,2.483507784080363e-06,-4.913553,ZFAND2A,0.054478258,0.027615255120069505,-2.5866914,TMEM150A,-1.8234562,0.07577665396893153,-2.2060258,RNLS,-25.152552,0.8085215557837255,-1.0449361,CEP44,-25.73677,0.026036699297830625,-2.6025434
SIRT3,-0.15853843,0.6631888704599805,-0.87255585,SUPT7L,0.010905947,0.0010188811916113372,-3.5400379,CYS1,-21.349205,0.536243275057125,-0.9823018,TTC39B,-0.41902405,3.387959623709425e-10,-6.4248934,PIGO,-0.8864412,0.006462842928569771,-3.023454,MMP17,-1.6641636,5.814886528640907e-06,-4.726816,HERC3,0.3610015,0.006134651765301376,-3.058121,CD300LF,-0.37391424,0.004720273704877567,-3.1353672,VPS26B,0.119693786,0.7028004529550109,-0.9197628,FBXO10,-1.4674625,0.0021812690928017554,-3.3559728,JSRP1,-20.479845,1.0,-0.07356787,OR5H15,0.0,1.0,0.0,WNT9B,0.0,1.0,0.0,PRR9,-16.564184,1.0,-0.0040831063,TBC1D3E,0.0,1.0,0.0,EPSTI1,-3.343581,1.9697927923945703e-06,-4.9632387,LUC7L,0.60893154,2.481866369687781e-06,-4.913713,AUP1,-0.18817455,0.027562427800595472,-2.5874054,ARHGAP10,-25.726482,0.0757155100782293,-2.2064013,TMEM236,-26.191404,0.8085215557837255,-1.0449361,PCCA,-0.18868025,0.025953492595770646,-2.603715
ZFP3,-0.012360454,0.662782403732282,-0.8730536,TTF1,-0.31570026,0.0010167449384043579,-3.540629,IREB2,-0.10847342,0.5355508678637695,-0.9832169,POGZ,-0.15345122,3.3751974685629735e-10,-6.425489,OSBPL1A,-0.39682904,0.0064518802357729005,-3.024011,GPALPP1,-0.22195756,5.773279645890239e-06,-4.7283034,ADA,-25.865025,0.006120849725366047,-3.0588415,PARP9,-0.56141704,0.004720273704877567,-3.135388,ZNRD1,0.3393341,0.7027434681441072,-0.919967,ZNF75A,0.58129585,0.0021738745956381596,-3.3569539,EPHA1,-20.89858,1.0,-0.07356787,ANTXRL,0.0,1.0,0.0,FGB,0.0,1.0,0.0,OR8B2,-14.95211,1.0,-0.0040831063,KBTBD13,0.0,1.0,0.0,PPM1F,-3.7917838,1.963735272711066e-06,-4.963867,MADD,0.31663287,2.459530760149737e-06,-4.9155145,ATP13A2,-3.198085,0.027534991772066354,-2.587803,ORC5,-0.75819165,0.07542247615003828,-2.2079773,DLX1,-25.220818,0.8085215557837255,-1.0449361,TLR2,-26.89962,0.02590730241829376,-2.6043787
CD200R1,-2.6512876,0.6627127383294978,-0.87326187,BARX1,-3.6314726,0.001012865957896291,-3.5417118,LYL1,-1.4707589,0.5348740833139286,-0.98411334,TRAF2,-0.96869,3.365109312604287e-10,-6.425966,GXYLT1,-0.17365563,0.0064408739790503995,-3.0246139,PSMA7,-0.23952714,5.7517536793318336e-06,-4.7290907,SKP2,-3.3244033,0.006119217539019897,-3.0589669,MFSD10,0.44385734,0.004718121621368622,-3.13559,LRRC6,0.122260444,0.7020547366726186,-0.9207122,RPTOR,0.21697433,0.00216968564137233,-3.3575294,CDH15,-17.826874,1.0,-0.07356787,LRRC18,0.0,1.0,0.0,PRND,0.0,1.0,0.0,SGCZ,-12.870232,1.0,-0.0040831063,PPDPFL,0.0,1.0,0.0,SLC5A6,-26.630686,1.9469203365237124e-06,-4.9655666,PSMB7,-1.0680965,2.4517714722942586e-06,-4.9161634,MTF2,-0.73378414,0.02753238454896225,-2.58789,CNOT6L,0.46848392,0.07538429575707334,-2.208235,H6PD,-25.149712,0.8085215557837255,-1.0449361,GNPNAT1,0.040676303,0.02589706841281957,-2.6045675
PRKD3,-0.039639533,0.6627127383294978,-0.87329257,UBE2C,-4.6682305,0.0010099464201550742,-3.5425105,GUCY1B1,-1.6596441,0.534612350875176,-0.9844971,NXPH4,-24.64768,3.3480961351097377e-10,-6.4267583,DNMT1,-0.048069436,0.006424215652907989,-3.0254405,PELP1,-0.5281456,5.717189708443147e-06,-4.730343,PGM2L1,-1.8285313,0.00611892357230175,-3.059027,BTN3A2,-1.035749,0.004717214143658944,-3.1356912,MMP24,-0.43635258,0.7003439191800694,-0.92245454,UCHL5,0.5659208,0.002168714131876018,-3.3576953,SV2C,-19.432278,1.0,-0.07356787,CHAT,0.0,1.0,0.0,FGA,0.0,1.0,0.0,MINAR2,-15.74873,1.0,-0.0040831063,CT62,0.0,1.0,0.0,GTF2IRD1,-26.165537,1.9469203365237124e-06,-4.9655666,MORC4,-1.2866247,2.4488914270751004e-06,-4.916424,TENT4A,-0.14528753,0.027501008301647974,-2.588337,PITPNC1,-0.49630404,0.07538429575707334,-2.208257,EIF5A2,-1.8746314,0.8085215557837255,-1.0449488,SLC25A38,-0.10344309,0.025881430064627363,-2.604828
U2SURP,-0.2110181,0.6626824138627345,-0.8734285,TMEM99,-1.1390445,0.0009931257751043334,-3.546975,PLCD1,0.05873736,0.5345425510435139,-0.9847037,PLA2R1,-24.679628,3.3480961351097377e-10,-6.4267583,POLB,-0.39142916,0.006420840484662161,-3.0256426,DARS,0.01038905,5.694170059601258e-06,-4.7311907,VSIG4,-3.8872733,0.006108826234211871,-3.0595675,SENP7,-0.73044753,0.004707909313093058,-3.1363149,NHSL2,-1.7562551,0.6991478424165346,-0.92384493,PCSK5,-2.3295138,0.002161445459973777,-3.3586655,BMX,-19.399267,1.0,-0.07356787,BMP15,0.0,1.0,0.0,FGG,0.0,1.0,0.0,HTR2C,-15.844044,1.0,-0.0040831063,TMEM202,0.0,1.0,0.0,SLC48A1,-2.3129077,1.9215661714753233e-06,-4.9681706,APOBEC3C,0.5354477,2.440039804626506e-06,-4.917163,HSPBP1,-2.4721317,0.027475607692559443,-2.5887096,MN1,-1.3330276,0.07533353477294587,-2.208618,C8orf76,-0.88146114,0.8085215557837255,-1.0451516,ACYP2,-0.01098416,0.025861378377881716,-2.6051466
