C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score,C18_names,C18_logfold,C18_pvals_adj,C18_z_score,C19_names,C19_logfold,C19_pvals_adj,C19_z_score,C20_names,C20_logfold,C20_pvals_adj,C20_z_score,C21_names,C21_logfold,C21_pvals_adj,C21_z_score,C22_names,C22_logfold,C22_pvals_adj,C22_z_score,C23_names,C23_logfold,C23_pvals_adj,C23_z_score
MPO,6.330303,0.0,77.69259,LYZ,4.216608,0.0,51.3399,HIST1H1B,4.5456367,0.0,84.67608,S100A9,6.3958426,0.0,92.8654,CXCL16,3.7501273,0.0,91.280045,CXCL8,4.2566233,0.0,85.45194,CLC,8.008634,0.0,70.80108,S100A9,5.6098924,0.0,70.29129,CPA3,8.758167,0.0,114.427284,CSF2RB,4.8601294,0.0,44.84879,APOE,5.9834733,0.0,100.638214,CD68,3.3980958,1.2626580398213408e-163,27.616854,HBB,9.913719,0.0,38.14276,CALD1,4.761255,3.979695272087316e-158,27.155155,MMP1,9.439425,3.4705546225876664e-256,34.474724,TRBC2,8.669259,1.2243219307443796e-204,30.79169,CRYAB,7.818722,1.793407024066865e-13,8.574889,SPARC,5.8972383,0.0,96.308426,NEK7,4.168321,0.0,100.091255,ITGAX,4.9276958,1.3880939325668307e-182,29.152897,C12orf75,4.323958,0.0,65.02783,HBB,14.776779,5.741119877007125e-163,27.562033,IGHM,12.371299,7.243952579646074e-95,21.132404,TXNDC5,5.0962996,1.593695202040801e-62,17.183567
AZU1,5.8667984,0.0,76.44114,CD74,3.881815,0.0,47.269825,MPO,6.114386,0.0,84.147766,S100A8,6.5014014,0.0,92.38403,CD68,3.4165418,0.0,89.86967,BRI3,1.855336,0.0,72.268616,CD24,3.9183006,0.0,60.78035,S100A8,5.7389092,0.0,70.21348,GATA2,7.1717267,0.0,112.76174,HDC,6.0340304,0.0,43.044487,GPNMB,5.3169103,0.0,97.17183,CTSH,3.5651817,3.50178731489354e-163,27.55483,ANK1,7.7731647,1.3032306445462422e-284,36.272926,TPM2,4.450436,6.75428903227213e-133,24.883572,HHIP,9.531973,1.0057418933798362e-251,34.155384,PNRC1,2.5061438,5.137302473680673e-183,29.108028,TAGLN,7.186101,2.2094483786425215e-13,8.470481,ITGA11,5.5335736,0.0,96.12402,TPM1,5.1807585,0.0,99.87027,APOE,4.661126,1.1109612905418999e-136,25.219349,CXCL12,4.5079374,0.0,62.462635,HBD,11.386464,7.147055157809832e-163,27.528961,CD74,4.370809,2.6748594164370893e-75,18.791428,MZB1,8.730495,1.6978925636514648e-54,16.050901
ELANE,6.084209,0.0,75.18902,DUSP1,2.315176,0.0,42.99131,AZU1,5.657376,0.0,83.269066,PADI4,5.13781,0.0,89.80722,IFI30,3.6669142,0.0,88.97664,PHACTR1,2.6884289,0.0,65.207115,PRG2,7.5226336,0.0,60.00294,MKI67,3.712511,0.0,69.74062,LAPTM5,3.2665067,0.0,111.73166,GATA2,5.9760456,0.0,42.9776,CES1,5.5180645,0.0,95.60891,FBP1,3.9274333,2.055895463884628e-158,27.139038,PRDX2,4.210335,1.6038191575262014e-245,33.68448,TPM1,3.9656339,4.525588508600501e-124,24.042456,TXNDC5,4.866439,1.0511322431205236e-250,34.07478,ZFP36L2,3.1382325,3.937341529824256e-181,28.949623,MYL9,6.1215477,4.601366265939796e-13,8.336779,COL1A1,7.584703,0.0,95.50921,FSCN1,4.2808456,0.0,99.08684,ALOX5,2.7105734,1.9613735678338543e-112,22.878582,AXL,3.863828,0.0,61.191814,HBA2,14.375734,2.7330773689941264e-162,27.465519,CD79A,10.5115595,1.4320416645904143e-72,18.44669,JUN,3.4163368,4.6237393951455553e-48,15.052502
SERPINB1,3.0392182,0.0,73.46525,CXCL2,3.594808,0.0,42.029034,SRGN,3.7072768,0.0,82.46606,FCAR,3.8052273,0.0,84.99732,GRINA,2.0597758,0.0,88.35764,IFI30,2.8414848,0.0,64.920616,EPX,9.300478,0.0,58.990627,MNDA,2.862463,0.0,62.421604,HPGD,7.811408,0.0,108.39109,CLC,6.228281,0.0,40.09838,CTSB,3.1575804,0.0,95.598145,CD52,3.050917,2.8248661066471815e-157,27.031818,HIST1H1C,3.1614966,6.421339272236274e-237,33.082382,TAGLN,4.2852798,3.072627999009019e-106,22.23634,EFEMP1,6.1289306,8.35655972694971e-250,34.00548,BTG1,3.8155317,3.829765281197431e-180,28.866156,TPM2,5.9265394,1.0175872249134055e-12,8.207892,COL1A2,6.4463177,0.0,95.01363,ENAH,4.4445024,0.0,98.99467,CSF1,3.2189968,1.1554526364327487e-106,22.285467,ALCAM,3.4695935,0.0,61.050293,SLC25A37,6.0276794,9.292879382741877e-155,26.801743,CXCR4,3.595868,7.400506940753853e-71,18.224909,IGKC,13.796656,5.007238575710828e-41,13.883004
SRGN,3.4605606,0.0,71.091805,CCL3,3.744515,0.0,40.736954,ELANE,5.84126,0.0,82.19029,FPR2,3.7757387,0.0,82.81703,CYP27A1,4.1875477,0.0,88.35508,IL1RN,3.3898792,0.0,61.885643,TMSB4X,1.4074755,0.0,56.956036,ANXA3,2.9306028,0.0,60.773643,SIGLEC6,6.422346,0.0,106.50917,BHLHE40,2.9060624,0.0,37.694645,CTSZ,3.2736058,0.0,94.93909,CSTB,3.139286,3.138110625246269e-157,27.019688,AHSP,8.93834,2.2394147292812107e-218,31.757812,MYL9,3.763697,3.6811025944448697e-97,21.264069,DKK3,5.13003,2.2765824249991765e-240,33.354374,TRAC,9.473257,7.143448803471578e-158,27.005775,CALD1,5.7474823,5.640274947670345e-12,7.972129,THBS2,5.85531,0.0,94.301056,CAV1,4.715871,0.0,98.98092,PPARG,2.9579716,1.503367162702021e-91,20.65315,ANLN,4.2868147,0.0,60.422,SNCA,7.221882,6.477786476930652e-151,26.464153,BTG1,3.6807418,2.558869565803506e-52,15.651303,ITM2C,4.5392995,5.854654984053649e-28,11.387536
SPN,2.6530547,0.0,68.6208,EMP1,3.3451226,0.0,40.075283,CEACAM6,4.6992674,0.0,80.37603,S100P,3.6621099,0.0,82.61172,CD74,4.1027794,0.0,88.03176,IER3,2.3658042,0.0,61.39108,RNASE2,4.6744866,0.0,48.67862,TSPAN2,3.126221,0.0,60.082626,HDC,6.9063807,0.0,102.67985,TXNIP,3.1583633,2.632092291156322e-296,37.007317,CCL18,5.825301,0.0,91.97509,CCL18,4.5388403,4.1895167916919875e-154,26.745575,HIST1H1B,3.8451827,2.0526823209799444e-199,30.339987,CAVIN1,3.7320645,8.654481832071962e-88,20.20631,CDH5,10.411361,1.9834670199039256e-236,33.075993,CXCR4,2.949181,1.1572774917342788e-156,26.899265,VIM,2.8253481,1.45105688740087e-11,7.831654,COL5A1,5.814706,0.0,94.298225,SERPINE1,5.5601697,0.0,98.76709,LENG8,2.5405204,1.0858098532017842e-89,20.441124,MAP1B,4.0075665,0.0,60.275875,BNIP3L,4.5702343,1.2103598788542494e-148,26.260983,JUN,2.8324172,5.567810136236422e-52,15.59643,IGHA1,13.611823,7.741729017622317e-27,11.151745
PRTN3,5.2643332,0.0,68.54671,IL1B,3.4493332,0.0,40.029987,SERPINB1,3.0949967,0.0,80.26358,HK3,3.478515,0.0,82.6004,MRC1,3.6649666,0.0,87.0455,LITAF,1.952628,0.0,61.23117,IKZF2,5.0105543,0.0,47.328003,HMGB2,2.696575,0.0,59.84017,SAMSN1,3.6408021,0.0,102.566956,CPA3,4.7845883,3.4634210109437554e-277,35.794586,NUPR1,4.5383406,0.0,91.54703,C1QC,4.6195145,1.0119910579664035e-146,26.097248,PRKAR2B,5.851248,2.6848364225077703e-196,30.099628,SPARC,3.4793272,2.892120267921711e-83,19.675186,PODXL,6.3230906,7.847958331554105e-236,33.02837,IL32,6.689987,3.355939800662293e-155,26.772917,CAVIN1,4.6505003,1.495312281142992e-10,7.512774,SERPINE2,5.9455276,0.0,93.83347,GNG12,4.2712603,0.0,98.53018,NABP1,2.4489002,4.133596112914351e-84,19.796352,FSCN1,3.7674294,0.0,60.209797,ALAS2,10.538323,2.7573325571042994e-145,25.953104,MS4A1,12.814561,4.144310116608212e-49,15.156378,TENT5C,4.6765547,1.1476223374859205e-21,9.972142
CEACAM6,4.246713,0.0,65.711945,CD44,1.9392554,0.0,39.89688,SLPI,4.2432065,0.0,79.56023,S100A12,5.7809587,0.0,81.52908,CTSH,3.6481528,0.0,86.49588,BCL2A1,2.128812,0.0,58.56334,CST7,2.8993316,0.0,47.265522,BPI,3.4786577,0.0,59.42552,CLU,4.3446913,0.0,102.13912,CYTIP,3.4593334,1.1337562020754908e-276,35.757736,CD68,3.4810915,0.0,88.320274,COLEC12,3.698516,1.0539536002563021e-145,26.00231,HBD,7.3390713,1.8777656550950037e-191,29.724197,MAP1B,3.503012,3.425458261067175e-79,19.183186,GNG11,6.5357575,7.847958331554105e-236,33.02572,JUN,2.8311994,5.3900412965288175e-155,26.754215,PEA15,4.071841,4.3712073103298577e-10,7.3532844,COL3A1,5.54629,0.0,93.74342,C12orf75,4.3099313,0.0,98.375534,MT-ND4,2.7596323,3.819061376839332e-82,19.563463,CAV1,4.109514,0.0,60.196136,SLC4A1,10.457666,1.6335307901084447e-142,25.702927,DUSP1,2.5672612,4.562555653994617e-48,14.987735,IGHG1,12.301859,1.3585436175663029e-21,9.954441
NUCB2,2.6069164,0.0,65.279594,NFKBIA,2.3393884,0.0,39.699245,RNASE2,4.026725,0.0,78.60572,CHI3L1,3.669487,0.0,79.73619,CTSD,3.068676,0.0,86.41148,LCP2,1.8540715,0.0,56.02002,SRGN,1.7631745,0.0,44.170803,NKG7,3.1581576,0.0,58.865402,FXYD5,2.1801884,0.0,100.483215,SAMSN1,3.1190016,5.9495938537229e-272,35.449417,CSTB,3.3057196,0.0,87.84933,CXCL3,3.9948814,3.747668208816906e-140,25.502163,SNCA,4.5126925,5.776527219128589e-180,28.81545,FN1,3.5424716,3.762650618460619e-75,18.682543,ECE1,4.8699155,5.458922344264091e-233,32.823547,EVL,3.3572454,6.397284624200679e-151,26.398777,LGALS1,3.351958,4.3743589208255797e-10,7.337435,LOXL2,5.186806,0.0,92.73361,CNN3,4.4770536,0.0,98.30351,TRIM25,2.5607486,9.766173048929141e-82,19.512238,SCARA3,4.1790156,0.0,60.13413,TRIM58,9.329955,3.3040068119730334e-133,24.842632,JUND,2.2342234,1.3853186112759092e-46,14.750266,UBE2J1,2.3546693,5.131723290888829e-21,9.810082
RNASE2,3.655243,0.0,65.079834,CD14,3.0438752,0.0,39.54929,BEX1,4.177669,0.0,77.55022,DYSF,3.1267679,0.0,79.360245,CSTB,3.0917225,0.0,85.69263,LSP1,2.3237398,0.0,55.67103,PRG3,8.821675,0.0,40.186718,NUSAP1,3.1996877,0.0,58.471077,VWA5A,4.793669,0.0,99.471306,AKAP12,4.934012,1.0805396018806714e-261,34.77418,CD74,4.1626186,0.0,86.58621,IFI30,3.3274963,4.3264452343569045e-140,25.492413,IDH2,2.1091678,1.2158914691134168e-152,26.529993,COL1A1,3.6349306,1.2868189823085925e-69,17.976278,MCAM,5.0309296,4.0560333945555585e-228,32.47713,TCF7,6.7180367,4.0084037391817784e-144,25.793758,IGFBP7,4.5570135,1.3685761135401387e-09,7.168747,PRSS23,5.1736016,0.0,92.22567,CCN2,5.405979,0.0,98.14951,ZFYVE16,2.9853992,5.0909353337309965e-77,18.934633,FOSL1,3.3102324,0.0,59.781597,RBM38,5.6897945,1.1068245731307054e-127,24.32144,FOS,2.946323,9.766893339962307e-46,14.614546,DUSP1,2.104401,1.5150931193373785e-20,9.695242
CST7,3.47604,0.0,65.07172,CST3,2.5278707,0.0,38.93208,CST7,3.7796414,0.0,77.14762,SIGLEC5,3.318294,0.0,78.40673,CSF1,3.5188723,0.0,84.5933,RESF1,2.368155,0.0,55.14629,ALAS1,3.1777844,0.0,39.903957,FPR2,3.0416877,0.0,58.1779,SEMA7A,4.4252806,0.0,96.71764,PLPP1,4.672744,1.6844934221118954e-249,33.955128,BHLHE41,4.2781096,0.0,85.68894,SAMHD1,2.9870744,1.2727282777536668e-137,25.265036,CD36,4.4368653,9.927543081972418e-148,26.096376,LGALS1,2.1905532,2.4134646991203822e-63,17.134953,SERPINE1,6.0399017,2.1187159846287685e-226,32.352272,JUNB,2.0968194,1.0643672391079526e-123,23.887606,DSTN,3.9884634,1.5947990702421597e-09,7.134672,IGFBP7,4.523329,0.0,92.21694,MAP1B,4.5020504,0.0,97.82976,PDXK,2.1037667,1.8477311680611628e-76,18.86181,CEP55,3.8793702,0.0,59.49269,TENT5C,6.6284156,1.9786944202667126e-126,24.200676,IGHD,10.755732,1.6454974452589107e-42,14.081801,SEC11C,3.8677602,9.394408420212264e-20,9.496698
SLPI,3.86333,0.0,64.58609,CXCL3,3.7710767,0.0,38.697018,ARHGDIB,2.5931892,0.0,76.81732,MXD1,3.0447211,0.0,77.35665,CTSA,2.2363224,0.0,84.269516,CSF3R,2.4476092,0.0,55.003372,PYGL,2.412158,0.0,38.201508,TPX2,2.9722137,0.0,56.79922,MS4A2,7.0115137,0.0,96.5933,CLU,3.3238287,5.433330366670057e-237,33.094162,ADTRP,4.693999,0.0,85.30618,CES1,3.836718,2.9494693269432677e-136,25.137064,HBA2,6.438047,6.510148462826941e-133,24.750051,SERPINE1,2.609833,2.1161663637278608e-56,16.156027,IFI27,5.7814865,9.214698756284599e-226,32.304157,KLF2,3.6324985,7.844091613537891e-111,22.60316,CYB5R3,3.3296604,1.6781481097169987e-09,7.1156716,MMP2,4.543403,0.0,92.09286,DKK1,4.9219117,0.0,97.50283,CES1,3.0898778,1.340285244865444e-75,18.754496,GNG12,3.7026038,0.0,59.208286,DCAF12,6.3368654,3.46035910180743e-123,23.884848,CD79B,10.217912,2.2610112092563124e-42,14.054272,POU2AF1,9.313639,7.929407875639927e-14,7.838834
ARHGDIB,2.3011425,0.0,63.497566,THBD,3.3978763,0.0,38.524685,BPI,3.9452147,0.0,75.87058,MNDA,2.9764206,0.0,76.79846,CTSS,3.0872118,0.0,84.06797,CXCR4,2.2086136,0.0,54.65334,CELF2,1.6972994,1.8565118740768474e-288,36.468594,PADI4,3.4888754,0.0,56.275208,FCER1A,6.6146984,0.0,94.66121,SOCS2,4.30705,3.555608427098739e-236,33.03498,CYP27A1,4.118002,0.0,83.79986,CTSZ,2.454556,2.9318344705895437e-134,24.95052,CA2,5.6593204,1.4554443056559306e-132,24.71711,PTMS,2.3278327,3.2580101447113324e-56,16.127327,PXDN,4.8372273,3.391099233270721e-224,32.189976,ETS1,4.337088,2.4129479279808103e-110,22.552547,MAP1B,5.1104355,3.0040080165859648e-09,7.023762,LAMC1,4.2895827,0.0,91.39071,ANXA2,3.9690263,0.0,97.125824,CD44,1.7341572,2.945537093242593e-75,18.710407,TUBB,2.737218,0.0,59.1937,BPGM,5.301195,3.882759408255715e-118,23.385992,PNRC1,1.9485501,4.614230406621057e-36,12.953472,DERL3,6.4851007,4.2934181893064e-13,7.6078205
BEX1,3.6728303,0.0,62.582962,KLF6,2.0255435,0.0,38.23719,RRM2,3.5712128,0.0,75.824554,TSPAN2,3.4081204,0.0,75.97246,ACP5,3.6230628,0.0,83.516464,FTH1,1.707891,0.0,54.630512,ANXA1,1.1701635,2.646341330101717e-273,35.495792,CKAP2L,3.2032351,0.0,56.24597,KIT,8.5048,0.0,94.40276,FCER1A,4.5229135,3.355758975438048e-230,32.613987,MARCO,5.312142,0.0,82.952934,CXCL16,3.101953,9.58280744832471e-134,24.900112,SPN,1.9820662,3.0648112333762727e-130,24.497353,CCND1,4.058934,4.7607961851733354e-55,15.956826,TFPI2,7.921037,4.390432418901292e-224,32.179657,TSC22D3,3.8016307,1.7047960352156907e-104,21.940578,MMP2,4.0492563,3.12775845806327e-09,6.9986577,VCAN,4.516094,0.0,91.32383,LOXL1,3.8448656,0.0,97.014,MT-ND3,2.9494157,3.016959259876562e-75,18.70704,UGDH,3.369411,0.0,58.862312,SLC25A39,4.622852,2.1617663026723158e-117,23.31053,TSC22D3,4.0224977,8.321006352888657e-36,12.905559,TSC22D3,2.9250953,6.294885622144225e-12,7.231416
BPI,3.52355,0.0,62.19747,EMILIN2,2.2585464,0.0,37.967926,NKG7,3.525241,0.0,75.375755,ITGAM,2.8065376,0.0,74.15258,GRN,2.5174193,0.0,83.3715,VASP,1.2562634,0.0,54.61463,EIF1B,1.8002875,1.4371213936158384e-246,33.711708,CEACAM6,3.388983,0.0,55.909706,RAB27B,7.2307634,0.0,93.885704,SEMA7A,3.529593,3.666858180110322e-220,31.893896,CTSS,3.2496145,0.0,82.29145,CTSB,2.4334493,1.2916251508077827e-133,24.885372,CA1,8.3175745,2.6710577212671826e-129,24.407661,COL5A1,2.7366748,2.9552778602322176e-51,15.3899355,ENG,3.7537928,1.3654647420854584e-222,32.070618,IKZF1,2.556924,4.691703193013791e-99,21.355011,CXCL12,5.081419,3.12775845806327e-09,6.998096,HTRA1,4.439802,0.0,90.771484,MAGED1,3.8472214,0.0,96.95678,SLC11A1,3.701887,1.4189099380454139e-74,18.620363,TPM4,2.6429389,0.0,58.28395,FBXO7,3.7614439,9.398312215757036e-116,23.146978,AFF3,7.7070327,3.3837079461529024e-32,12.231326,SLAMF7,5.0211463,3.272082982681074e-11,6.987897
FAM107B,2.1009746,0.0,60.94167,ADA2,3.3897693,0.0,37.89367,TYMS,3.1921153,0.0,75.260765,LSP1,2.8829985,0.0,74.00228,FCGRT,3.034409,0.0,82.68318,EVI2B,2.008153,0.0,53.837097,CLU,2.1893456,1.1317385119949204e-241,33.374126,CD24,2.9982708,0.0,55.903366,AHR,3.4403737,0.0,93.79349,PRNP,2.8724494,5.84982535734896e-219,31.805119,PLD3,2.7185512,0.0,81.7822,BHLHE41,3.3656816,4.0050354534543507e-131,24.651527,GATA1,4.6234803,2.62871150162127e-122,23.731625,MAP4,2.5799644,1.0317852776282578e-49,15.151391,PECAM1,5.047539,1.3941818464323944e-222,32.06796,FOS,2.5164468,1.1450921499750964e-92,20.649424,TIMP1,4.040797,8.302732627045473e-09,6.8338757,LTBP2,4.8746133,0.0,90.708885,MICAL2,4.0569763,0.0,96.82161,RSRP1,2.5729635,5.282885625625735e-74,18.547947,IGFBP3,4.332271,0.0,58.1074,BCL2L1,4.9555387,1.1526398669903712e-110,22.629301,PAX5,12.379354,1.717952327141422e-29,11.699463,ISG20,3.6101928,6.807942602897635e-11,6.877601
CTSG,3.8170972,0.0,60.683846,SOD2,2.616027,2.0012689351187845e-307,37.66468,NUCB2,2.7375002,0.0,75.11955,CEACAM1,4.2703824,0.0,73.46203,IL1B,3.742621,0.0,81.36703,PLAUR,1.8671366,0.0,53.76511,CD63,1.3836768,1.6931425486133924e-240,33.29247,CEP55,2.9848542,0.0,55.156105,GLUL,2.8716,0.0,92.660446,MS4A3,3.8585012,1.7391776411901535e-211,31.258127,IFI30,3.4413955,0.0,81.32801,MKI67,3.2288337,2.4283903470822346e-128,24.388176,SPTB,5.6490927,1.1673962232463416e-121,23.667414,IGFBP4,2.4892724,3.308909345465964e-48,14.914478,HTRA1,4.748975,3.9577880954139745e-220,31.889605,WIPF1,1.7626841,2.932989152353769e-90,20.376986,PALLD,4.7872157,1.3716821810024783e-08,6.7536893,FN1,6.6166654,0.0,90.63232,MYL9,5.1424966,0.0,96.71244,MT-ND6,4.4264164,2.9572385604146024e-73,18.451519,CLIC4,3.090588,0.0,57.95684,NCOA4,3.0423632,3.779980506026935e-110,22.573223,FCMR,5.783672,6.8680195130258e-25,10.726611,KLF2,2.761047,8.289582231395453e-11,6.847415
NKG7,3.0450544,0.0,59.42969,MAFB,3.3260472,1.1075808044689472e-297,37.063156,HIST1H2BH,3.82279,0.0,74.40134,MCEMP1,2.81791,0.0,72.19262,SLC15A3,3.0719316,0.0,81.24821,CD44,1.5175098,0.0,53.170067,PLPP1,3.3134048,6.0752229010104546e-238,33.113796,CENPE,2.9874988,0.0,53.064392,ITGA2B,6.28588,0.0,92.23421,GCSAML,4.265078,6.4893767247512235e-211,31.214287,HS3ST2,4.2394876,0.0,80.99438,LYZ,3.466955,1.97186398192974e-127,24.299946,BLVRB,3.9967837,5.722608215794522e-117,23.205029,HSPB1,1.9437484,4.4146978385836214e-48,14.893401,HYAL2,4.8201323,1.0383611938716669e-219,31.857582,SYNE2,6.3923125,9.177128559210304e-90,20.320473,TPM4,2.815544,2.6284274896595883e-08,6.651195,CDH11,4.487434,0.0,90.626785,CLIC4,3.4045753,0.0,96.69721,KLF6,1.9012468,1.9292413460875678e-72,18.34817,FOXM1,3.436487,0.0,57.955406,AHSP,7.775114,1.0824148708659474e-106,22.215101,CD37,2.3679743,2.0138012732630838e-24,10.621305,CD79A,6.7732425,2.7325517462088933e-10,6.663279
PLAC8,3.0278287,0.0,59.333893,SAMHD1,2.3687901,6.607763052458054e-296,36.951294,PRTN3,5.032645,0.0,74.31022,ADGRG3,2.9766507,0.0,72.179436,PLA2G7,3.2650673,0.0,80.0122,FCAR,2.309003,0.0,51.35595,CEBPE,2.894122,9.032049707471501e-237,33.031723,HIST1H1B,3.0207312,0.0,52.971687,SLC18A2,7.2880507,0.0,91.46727,IL1RL1,4.0300193,3.429046110765557e-197,30.184423,PSAP,2.541882,0.0,80.16118,SCD,2.7202897,9.320777354506782e-127,24.233822,NFIA,4.1589003,8.305079389681857e-116,23.088676,IGFBP7,2.4926207,7.166146355321301e-47,14.701536,ICAM2,6.1850595,2.0529860053065975e-219,31.834501,TXNIP,2.0049212,2.3489503137926048e-89,20.273987,IGFBP4,4.662674,2.9155439776191644e-08,6.6287227,COL12A1,4.9010277,0.0,90.34347,FN1,6.4819655,0.0,96.54647,TNFAIP2,3.359256,3.6852501233241095e-72,18.31129,RGMB,3.9191458,0.0,57.93076,MARCH8,6.0140715,1.050534339699409e-94,20.923769,IGKC,7.470815,1.4809838479099314e-23,10.422495,JCHAIN,9.845733,2.2638161757360263e-09,6.323607
ATP8B4,2.7094214,0.0,58.83085,CXCL8,2.9610386,1.5660099932704584e-288,36.48779,MKI67,3.285326,0.0,73.91104,CKAP4,2.694899,0.0,72.08316,LGALS3,2.6694703,0.0,79.3571,GRINA,1.2704117,0.0,51.066967,SERPINB1,1.549235,3.871395152280877e-236,32.987144,CEACAM3,3.1283705,0.0,52.75521,IL1RL1,5.8332076,0.0,90.625725,MS4A2,4.216252,1.0821432266159184e-195,30.068354,CTSL,3.4098492,0.0,79.94513,CEP55,3.3382132,9.052888580304525e-124,23.946651,KCNH2,5.3224716,7.068923640207484e-112,22.692146,ANXA2,2.1078696,9.252591774528744e-47,14.683376,RCN1,4.162202,2.770995782782442e-218,31.751112,TNFAIP3,2.5679047,1.2389588180685328e-78,19.00369,CCND1,6.5840626,4.298387308884825e-08,6.564244,TGFBI,5.2431693,0.0,90.284515,DDAH1,4.3358555,0.0,96.53262,SQSTM1,2.0300217,5.1376203813742065e-70,18.037207,CRIM1,3.4867146,0.0,57.790665,IFIT1B,12.8486,5.647679346586764e-88,20.153673,IER2,1.978917,2.434129821665494e-22,10.138472,IRF4,5.166698,6.532873789646527e-09,6.147768
MCM7,2.8783176,0.0,58.486076,GPR183,4.174176,4.539200087659904e-287,36.39413,LMNB1,2.9191275,0.0,73.68956,CORO1A,2.7667992,0.0,72.05841,CD14,3.1270287,0.0,79.2164,METTL9,1.8411092,0.0,50.85219,EGR3,2.5675507,9.911546807327756e-223,32.0349,ANP32E,2.2123196,0.0,52.011364,HPGDS,7.1209855,0.0,90.35012,DUSP6,3.1445725,2.823641938426189e-193,29.881378,MS4A7,4.348455,0.0,79.635056,MARCO,3.8282099,2.863807893863892e-121,23.703402,HIST1H2BH,3.3714337,1.9439829955163454e-107,22.230228,ENAH,2.4507036,2.02946114313555e-45,14.467984,ECSCR,5.437633,7.607326279456036e-218,31.717785,CD3E,11.604704,8.106338881312091e-77,18.779472,C12orf75,3.816307,3.7150140151054076e-07,6.1970615,NNMT,4.2237225,0.0,90.1728,THY1,4.888071,0.0,96.486465,AHNAK,2.2186518,2.1811789472175676e-69,17.95403,THY1,4.2410827,0.0,57.764576,EPB41,5.00909,1.513369932847856e-84,19.750982,NIBAN3,9.37519,5.060671783282457e-22,10.062655,PDK1,3.2536461,6.728095728932964e-09,6.1428027
MCM2,2.9946527,0.0,56.06052,TMEM176B,2.685334,5.3359273474636e-287,36.388412,MYBL2,3.6166632,0.0,72.03586,RAB27A,2.1852686,0.0,71.602715,SAMHD1,2.8968167,0.0,79.21299,B2M,1.1378013,0.0,49.60392,IL1RAP,2.2350454,2.6155628963772066e-208,30.977453,FCAR,2.672861,0.0,51.874905,GCSAML,6.3993416,0.0,89.91953,SIGLEC6,3.591296,9.804389235744778e-191,29.683685,TFRC,3.2232304,0.0,79.50368,CTSC,2.2433076,1.293083922977404e-120,23.637867,EEF2,1.0656111,8.365876190682685e-106,22.060144,SMURF2,2.4002204,2.6041703811319288e-45,14.450422,ITGA5,3.4413807,4.00577673350641e-217,31.66395,MLLT6,2.8229795,1.8276617262834874e-75,18.610363,BGN,4.232978,4.906391302777248e-07,6.14755,PSAT1,4.019624,0.0,89.916855,CSRP1,2.8743918,0.0,96.30158,KYNU,4.365141,1.388533709722509e-68,17.849468,CNN3,3.7333343,0.0,57.451614,FECH,4.832772,8.491217302241996e-81,19.300625,HIST1H1C,2.154461,7.086106623426625e-22,10.027996,FOS,1.5479596,1.60388697108484e-08,5.9955015
ATP8A1,3.029286,0.0,55.65731,CD4,2.109933,2.4803569108546415e-283,36.154556,SPN,2.5318105,0.0,70.8086,CDA,3.0371354,0.0,71.58819,AQP9,3.2075307,0.0,78.58191,MCL1,1.4632819,0.0,49.576206,STXBP5,2.2383757,1.374955041408976e-205,30.773495,CHI3L1,2.701235,0.0,51.7452,BHLHE40,2.5669374,0.0,88.384674,LIMD2,4.2945056,7.05373127141258e-180,28.828735,EPHX1,3.5215669,0.0,79.17589,IDH2,2.1022673,4.0481918540154075e-120,23.587744,HMBS,4.217586,5.855079503805694e-102,21.651676,NEK7,2.327694,3.6979738866160584e-45,14.425456,ADGRL4,5.4397073,6.5001486931059656e-217,31.64727,DUSP1,1.876408,6.241614408496422e-75,18.543373,EPAS1,2.6698232,5.567841220981093e-07,6.122054,POSTN,4.908026,0.0,89.49197,TAGLN,5.7184787,0.0,96.297005,FGR,2.0761542,1.9327937175140156e-66,17.560808,FSTL1,4.672961,0.0,57.229115,EPB42,8.42886,6.001656083433903e-79,19.07405,LIMD2,3.839303,1.4227275530423508e-21,9.952997,ST6GAL1,3.8505495,1.6228343848623988e-08,5.9933796
