C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score,C18_names,C18_logfold,C18_pvals_adj,C18_z_score,C19_names,C19_logfold,C19_pvals_adj,C19_z_score,C20_names,C20_logfold,C20_pvals_adj,C20_z_score,C21_names,C21_logfold,C21_pvals_adj,C21_z_score,C22_names,C22_logfold,C22_pvals_adj,C22_z_score,C23_names,C23_logfold,C23_pvals_adj,C23_z_score
STAC3,0.19336067,0.049382646176516234,2.2476509,ATP4A,-12.56827,1.0,-0.002696144,LYSMD3,0.12729374,6.168864533906268e-15,7.936721,AC187653.1,-10.641002,1.0,-0.0022402655,SLC25A34,0.9687827,0.6867137560430134,0.77493644,RAD21L1,-1.172141,1.0,-0.043404974,ELFN2,0.9862819,1.0,-0.020789923,CENPS,0.15681122,0.903435213077032,0.5479584,ATXN3L,0.0,1.0,0.0,OR4F15,-16.282162,1.0,-0.010781022,TMEM175,-0.08947156,0.3297100560658955,1.3133894,RNF135,0.14681162,0.6227015333403524,1.1237803,SOX1,-13.957225,1.0,-0.0030307933,ADGRF1,-14.120361,1.0,-0.0020344458,IFT122,0.3615503,2.387766137066768e-11,6.875132,TNNI1,-17.853777,1.0,-0.015220916,LGALS9C,-17.214102,1.0,-0.003023335,PEX12,1.6887733,1.637675578204797e-61,16.624588,BBS12,2.0325768,3.018416240332786e-48,14.677816,L1TD1,-16.636757,1.0,-0.005647866,DCAF15,0.41026518,1.0487896121867492e-15,8.165849,FCGBP,-20.663343,1.0,-0.038890027,GNG14,-17.428816,1.0,-0.007872323,CREB3L3,-19.068249,1.0,-0.021192377
KLHL42,0.23213069,0.05003152927200697,2.2425287,MOG,-15.722017,1.0,-0.002696144,RASAL3,-0.039852764,6.4512290708536815e-15,7.9311047,PRAC1,-14.965413,1.0,-0.0022402655,PGM5,1.3076178,0.6894980159678645,0.77154595,BMP8A,-1.2587248,1.0,-0.043407287,BAAT,0.040173687,1.0,-0.020793213,CNKSR1,0.78536636,0.9053456770713922,0.54587024,NPS,0.0,1.0,0.0,PDIA2,-17.347107,1.0,-0.010781022,KLHL18,0.10242189,0.3312228082740036,1.31071,PVR,0.16528566,0.6233663763013229,1.1229612,SCP2D1,-14.953133,1.0,-0.0030307933,DIO3,-16.019434,1.0,-0.0020344458,OTUB2,2.0306618,2.400616302065781e-11,6.8743367,ARID3C,-17.414116,1.0,-0.015220916,OR2F2,-16.669209,1.0,-0.003023335,ZNF174,0.8467102,1.654330244532415e-61,16.62397,PHF13,0.6220462,3.1884383710579456e-48,14.674087,SERPINB5,-16.39872,1.0,-0.005647866,NALCN,1.7813596,1.0561356982218973e-15,8.164984,PLCH2,-19.490744,1.0,-0.038890027,CLEC4M,-17.03352,1.0,-0.007872323,PCBD2,-17.643147,1.0,-0.021192377
MEGF9,-0.050220914,0.05018886342729238,2.2412732,RNF39,-15.361862,1.0,-0.002696144,HSPA1A,0.24634893,6.630272249077725e-15,7.927664,PLG,-12.273489,1.0,-0.0022402655,TYSND1,0.8584435,0.690463162718627,0.77044153,SULT1A2,-1.1319729,1.0,-0.043408446,UBL4B,-16.816856,1.0,-0.020823637,PARP11,0.008792954,0.905590760076216,0.545567,PPDPFL,0.0,1.0,0.0,HAP1,-16.124807,1.0,-0.010781022,PLTP,0.10451737,0.33204490383861335,1.309262,ALMS1,0.14462824,0.6234732634987719,1.1227745,HTR3D,-15.007141,1.0,-0.0030307933,ISX,-14.993275,1.0,-0.0020344458,BOLA3,0.24188098,2.420906837737567e-11,6.873106,CRTAC1,-18.426374,1.0,-0.015220916,CLCN1,-17.433674,1.0,-0.003023335,GTDC1,0.0677033,1.7856025402888696e-61,16.61938,POLM,0.92136085,3.2120061906584846e-48,14.673574,SERPINB12,-16.327282,1.0,-0.005647866,NSD1,0.19096065,1.0581923109158875e-15,8.164727,ALX4,-18.29117,1.0,-0.038890027,PITX3,-16.33272,1.0,-0.007872323,GJD3,-18.638777,1.0,-0.021192377
KLHL20,0.30602187,0.050236181697811105,2.2408233,CIB4,-14.440144,1.0,-0.002696144,IPO8,0.11035285,6.637242654481679e-15,7.9275126,LYPD2,-14.952087,1.0,-0.0022402655,CFB,0.7132962,0.6908158737661754,0.76999724,TEKT3,0.8597696,1.0,-0.043824583,C5orf47,-17.276499,1.0,-0.020823637,ADM5,0.46392494,0.9065344536085824,0.5442428,ACSM4,0.0,1.0,0.0,BPIFC,-17.43107,1.0,-0.010781022,CATSPER2,0.46333647,0.332219058407254,1.3088586,LANCL1,0.09045721,0.6244958272102872,1.1216842,MOGAT3,-12.771071,1.0,-0.0030307933,INSM2,-15.448066,1.0,-0.0020344458,TMEM165,0.4737697,2.4475770432245636e-11,6.8715134,MS4A6E,-17.99789,1.0,-0.015220916,OR6K2,-17.43857,1.0,-0.003023335,CEBPD,0.045184862,1.8459835861252798e-61,16.617374,RSAD1,0.44311622,3.2336374003052956e-48,14.673107,CCDC63,-16.374294,1.0,-0.005647866,IQSEC2,0.68967015,1.0664270629537066e-15,8.16377,OR2L5,-19.897207,1.0,-0.038890027,KCTD19,-17.25539,1.0,-0.007872323,DRAXIN,-19.338997,1.0,-0.021599922
GNAI2,0.08995144,0.05037104236975234,2.2397444,DEFB123,-15.132277,1.0,-0.002696144,GRAMD4,0.0286431,7.025870926530282e-15,7.9204206,PRAC2,-12.099641,1.0,-0.0022402655,GUF1,0.1303475,0.6910409549683338,0.76969045,HCAR1,-0.08246058,1.0,-0.043836158,ZNF556,-15.548426,1.0,-0.020823637,DDX11,1.1974398,0.9097636199303479,0.54055315,CHRNB3,0.0,1.0,0.0,MAS1,-16.703943,1.0,-0.010781022,TSC2,0.056095786,0.3340585697792525,1.3056417,SLC19A1,0.15973502,0.6248207225320573,1.1212826,NHLH2,-15.152096,1.0,-0.0030307933,UCN3,-15.328259,1.0,-0.0020344458,TNK2,0.1940642,2.490871263518483e-11,6.868982,KCNK4,-16.287247,1.0,-0.015220916,HPCA,-17.194979,1.0,-0.003023335,ROCK1,0.3256922,1.981956666957612e-61,16.6131,SUMF2,0.24164368,3.636796290802418e-48,14.665109,OR52N1,-15.977223,1.0,-0.005647866,CDKN1A,0.20320259,1.0695947705132104e-15,8.163389,ST8SIA1,-19.144724,1.0,-0.038890027,IRX4,-17.650034,1.0,-0.007872323,MYBPHL,-19.143549,1.0,-0.021599922
SEC11C,0.10966473,0.05040227238128487,2.239462,CETN1,-15.003527,1.0,-0.002696144,URM1,0.2743495,7.117992976647963e-15,7.9187803,HOXB13,-9.974274,1.0,-0.0022402655,H6PD,0.330189,0.6915461679174858,0.76906866,COL20A1,-0.87009716,1.0,-0.04385468,SCN7A,-17.453415,1.0,-0.020823637,ZNF141,-0.08090104,0.9101724471843431,0.5397315,ACTL7A,0.0,1.0,0.0,AKAP4,-16.187788,1.0,-0.010781022,CDC42EP4,0.4120259,0.33606959024749117,1.301877,PKP4,0.4345707,0.6250545849784664,1.1209707,AC138647.1,-14.374545,1.0,-0.0030307933,CDH9,-15.748213,1.0,-0.0020344458,BAG2,0.096971706,2.5022119224030592e-11,6.868273,CYP26A1,-17.105722,1.0,-0.015220916,GNG14,-17.424541,1.0,-0.003023335,SCAF8,0.0838343,2.0224209388339885e-61,16.611877,INPP5K,0.15349597,4.070484056514182e-48,14.657434,NLRP5,-16.890312,1.0,-0.005647866,LRFN3,1.9409795,1.0906353692985417e-15,8.161015,CXADR,-19.260565,1.0,-0.038890027,HOXC13,-15.920536,1.0,-0.007872323,POU3F3,-18.372019,1.0,-0.021599922
TMEM102,0.48283637,0.05102924521134327,2.2345502,SMPX,-15.972503,1.0,-0.002696144,CDRT4,0.5233796,7.252675968230464e-15,7.9164286,TBX22,-12.115445,1.0,-0.0022402655,TRANK1,-0.022050885,0.6919731261186837,0.7684294,DNAH12,0.7871042,1.0,-0.044656854,KCNF1,-15.70457,1.0,-0.020823637,TFEC,-0.29980564,0.910218482016139,0.53957266,ACE2,0.0,1.0,0.0,KRT74,-17.497213,1.0,-0.010781022,CDK19,-0.036704645,0.3365118021804163,1.3009896,CDK9,0.04355328,0.6258989646236693,1.1196831,KRTAP22-1,-15.367438,1.0,-0.0030307933,TUBB8,-13.451799,1.0,-0.0020344458,RRP8,0.6279113,2.5039118274530204e-11,6.8681455,BTBD16,-16.478388,1.0,-0.015220916,IL12B,-16.847872,1.0,-0.003023335,ANKS3,1.4104776,2.2460354373149773e-61,16.605574,BOC,3.3095803,4.131481275114262e-48,14.656411,SLC2A2,-15.868955,1.0,-0.005647866,SNX30,0.3405518,1.158059105973409e-15,8.153724,PDE1A,-18.324783,1.0,-0.038890027,CAPN9,-15.936948,1.0,-0.007872323,PAQR9,-19.740423,1.0,-0.021599922
CHRNB1,0.80295485,0.051845741734382396,2.228268,SFTA2,-15.578926,1.0,-0.002696144,APTX,0.30253404,7.292975212218006e-15,7.915719,CYP11B1,-13.730894,1.0,-0.0022402655,SLC35A4,0.02534979,0.6932627816975384,0.7668489,AC010255.3,-17.166016,1.0,-0.045350224,LEFTY2,-17.22731,1.0,-0.020823637,TMEM167B,-0.072586924,0.9112537599230773,0.53849757,HSD3B1,0.0,1.0,0.0,SLC39A5,-16.960207,1.0,-0.010781022,CASS4,-0.15098552,0.3366929926502276,1.3006133,KDM4A,0.14313947,0.6258989646236693,1.1196532,C4orf54,-14.632364,1.0,-0.0030307933,DEFB136,-15.998074,1.0,-0.0020344458,COMMD9,0.2964076,2.508874537688693e-11,6.8678327,NEBL,-16.781359,1.0,-0.015220916,HES7,-17.231932,1.0,-0.003023335,HP1BP3,0.14041196,2.4607770015487497e-61,16.600082,IL11,3.429944,4.402113592622833e-48,14.652089,FAM216B,-16.148405,1.0,-0.005647866,SNRPB,0.2876678,1.198634829597506e-15,8.149516,NPPB,-19.159843,1.0,-0.038890027,GPC5,-17.832127,1.0,-0.007872323,TAF11L8,-19.15069,1.0,-0.021599922
CCDC93,0.120309144,0.051925330044894205,2.2276294,MUC21,-14.544529,1.0,-0.002696144,C11orf71,0.6400129,7.317631353737155e-15,7.9152784,GLIPR1L1,-11.286473,1.0,-0.0022402655,NOD1,0.16679707,0.6944867325904427,0.7653402,CRMP1,-17.98088,1.0,-0.045350224,FAM71B,-18.056648,1.0,-0.020823637,ZNF649,0.220019,0.9114513988591221,0.53823906,HAO2,0.0,1.0,0.0,CTRB2,-16.33575,1.0,-0.010781022,ZNF799,0.41154212,0.33703759102004616,1.2999811,AIFM1,0.13318002,0.6258989646236693,1.1196514,ADGRF1,-14.13334,1.0,-0.0030307933,OR5H6,-15.739282,1.0,-0.0020344458,GPR173,3.103637,2.560121244092622e-11,6.86488,CAMKV,-17.44704,1.0,-0.015220916,CAPN9,-15.932673,1.0,-0.003023335,TUB,2.7822487,2.6272675899376488e-61,16.59614,FAM210A,0.48953354,4.5752141992410675e-48,14.649456,NUTM2A,-15.935985,1.0,-0.005647866,PNMA1,0.54796714,1.2030486598712732e-15,8.14905,TINCR,-19.147863,1.0,-0.038890027,IL12B,-16.852146,1.0,-0.007872323,RDH12,-18.606682,1.0,-0.021599922
TBC1D13,0.21160509,0.05210771371178088,2.2261822,PLCXD3,-15.735132,1.0,-0.002696144,GTF3C1,0.15816006,7.793678633630456e-15,7.907352,CYP2W1,-12.614025,1.0,-0.0022402655,IL36RN,2.4435456,0.6958141338459706,0.7638506,CBLIF,-17.751783,1.0,-0.045350224,ACTL7B,-16.952972,1.0,-0.020823637,LGALSL,-0.019564016,0.9127985413158335,0.5363473,FGF21,0.0,1.0,0.0,LCNL1,-16.769598,1.0,-0.010781022,ANAPC11,-0.040500782,0.33860199703538524,1.2968193,MAPK14,0.044171274,0.6260075458184986,1.1193291,PLCZ1,-14.309608,1.0,-0.0030307933,PCDH11X,-15.760581,1.0,-0.0020344458,IFNE,4.156699,2.560121244092622e-11,6.8648553,CFHR2,-16.186361,1.0,-0.015220916,ATP2B2,-16.970701,1.0,-0.003023335,DDX54,0.05390959,2.7745841533725283e-61,16.592852,COPE,0.23676284,5.647077262190084e-48,14.635134,GLOD5,-14.936347,1.0,-0.005647866,MTRR,0.5369369,1.2215637033639727e-15,8.147181,KCNN2,-19.069042,1.0,-0.038890027,GRHL3,-17.291603,1.0,-0.007872323,TNNI3,-19.312223,1.0,-0.021599922
SMIM7,0.10052962,0.05240334066796424,2.223769,ERVV-2,-12.513673,1.0,-0.002696144,PRRC1,0.12304642,7.934420353088308e-15,7.9051027,STH,-14.158708,1.0,-0.0022402655,STAP2,0.77762103,0.6977870632913865,0.76154155,TKTL2,-18.46141,1.0,-0.045350224,TMIGD2,-18.374203,1.0,-0.020823637,FOXQ1,1.0262605,0.9127985413158335,0.5363379,C1orf68,0.0,1.0,0.0,SP7,-17.385067,1.0,-0.010781022,RIOX2,0.11598427,0.3400809021177174,1.2942436,OR6N2,1.410504,0.6270499997432072,1.1180309,MS4A8,-16.179285,1.0,-0.0030307933,SI,-15.714583,1.0,-0.0020344458,AMMECR1L,0.43152803,2.5999510968785354e-11,6.862621,TEX38,-17.182764,1.0,-0.015220916,LIN28A,-17.762178,1.0,-0.003023335,BABAM2,0.17599508,3.0394912110897713e-61,16.587364,YIPF1,0.4319443,5.6813097189982e-48,14.63471,C4orf50,-18.149122,1.0,-0.005647866,UBTD1,0.6066925,1.2421769909189004e-15,8.145134,PROC,-19.86551,1.0,-0.038890027,PDCD1,-18.745535,1.0,-0.007872323,FUT5,-19.602741,1.0,-0.02200747
PDCD2L,1.0552133,0.05241332335039312,2.223652,FAM237A,-11.9353,1.0,-0.002696144,TUSC2,0.24430639,8.335504277136226e-15,7.8989167,UNCX,-11.204294,1.0,-0.0022402655,USF3,0.064002715,0.699010221128618,0.76010245,AKAP14,-17.52051,1.0,-0.045350224,SEZ6L,-18.565723,1.0,-0.020823637,RB1,-0.020041635,0.9127985413158335,0.5363177,KRTAP5-5,0.0,1.0,0.0,KCND2,-16.691004,1.0,-0.010781022,CBX7,-0.0545778,0.3405787377195075,1.2932514,PRAG1,-0.14459649,0.6271230479277452,1.1178776,MYOG,-16.114891,1.0,-0.0030307933,PRIMA1,-14.983718,1.0,-0.0020344458,STK16,0.18602522,2.611816717343347e-11,6.8619404,SLC12A3,-18.669481,1.0,-0.015220916,C2CD4D,-17.96499,1.0,-0.003023335,PMS1,0.32245457,4.0123233585264524e-61,16.57064,ACOX3,0.81536865,5.966416618101479e-48,14.631354,RGPD4,-17.15553,1.0,-0.005647866,ERI3,0.7820308,1.2743869444797472e-15,8.142011,TMIE,-19.002802,1.0,-0.038890027,OR2F2,-16.673483,1.0,-0.007872323,SV2B,-18.52681,1.0,-0.02200747
SLC30A7,0.18414232,0.05245329146068498,2.2233124,FAM240C,-12.79711,1.0,-0.002696144,TMEM186,1.0896918,8.535159926124574e-15,7.8959446,KCNH7,-14.782373,1.0,-0.0022402655,GTF2F1,-0.048408408,0.6998984745734496,0.7590873,PSG3,-16.564749,1.0,-0.045350224,ST8SIA5,-16.721138,1.0,-0.020823637,ZNF44,-0.04276211,0.913869794308778,0.5351668,OR4D11,0.0,1.0,0.0,HMCN2,-15.951062,1.0,-0.010781022,GHDC,-0.07930644,0.3409108935712771,1.2926368,KDM6B,-0.029588586,0.6301284902214317,1.1145185,C1orf185,-15.563801,1.0,-0.0030307933,MAGEB6,-15.186382,1.0,-0.0020344458,TES,0.35660696,2.6291317864985783e-11,6.860966,TMC3,-17.605942,1.0,-0.015220916,PDCD1,-18.741259,1.0,-0.003023335,CTSL,-0.30955562,4.714810416107198e-61,16.560925,ZC3H6,0.51041275,6.058472625001908e-48,14.6303,ZIC5,-16.861473,1.0,-0.005647866,PRTFDC1,2.4953225,1.2743869444797472e-15,8.141992,COL11A2,-19.072758,1.0,-0.038890027,STPG3,-18.379517,1.0,-0.007872323,MYOM3,-18.1208,1.0,-0.02200747
CDK9,0.10864738,0.052856711507288864,2.2202463,PRSS38,-14.352825,1.0,-0.002696144,USP21,0.87884843,8.594833419391684e-15,7.8950553,OR7E24,-13.374073,1.0,-0.0022402655,ABCA5,0.12995599,0.7040531223669558,0.7538726,LRCOL1,-17.921247,1.0,-0.045350224,TRIM17,-17.232864,1.0,-0.020823637,BNIPL,1.1868031,0.9139866497833292,0.5349841,OR10W1,0.0,1.0,0.0,RLBP1,-17.312386,1.0,-0.010781022,SCAF4,-0.0870354,0.3409108935712771,1.29259,NIPA1,0.7405234,0.6301533745904704,1.1144128,MS4A13,-15.333853,1.0,-0.0030307933,LGR6,-16.146864,1.0,-0.0020344458,IARS2,0.43364337,2.6529207139504045e-11,6.859649,NLRP14,-17.164003,1.0,-0.015220916,GPC5,-17.827852,1.0,-0.003023335,SPEN,0.14242254,4.8539200316201885e-61,16.559162,LY6K,3.214119,6.07292781839132e-48,14.630125,CHAT,-15.770589,1.0,-0.005647866,NEK1,0.6762736,1.2754991059843425e-15,8.141864,GDPD2,-19.108759,1.0,-0.038890027,THPO,-16.374784,1.0,-0.007872323,ERICH5,-18.4544,1.0,-0.02200747
TRIP4,0.10658697,0.052900830889841655,2.2198787,OPTC,-15.60434,1.0,-0.002696144,ANKRD36,1.7106878,8.840865817012057e-15,7.891494,CRYGA,-12.602104,1.0,-0.0022402655,THAP7,0.2547109,0.7044519079716816,0.75331765,TSPAN16,-17.67263,1.0,-0.045350224,CFAP221,-16.926943,1.0,-0.020823637,MTMR14,-0.11960141,0.9142942801041585,0.5345494,CCDC83,0.0,1.0,0.0,KCNK10,-17.837738,1.0,-0.010781022,ZGPAT,-0.083935365,0.3421247163153193,1.2904108,DCUN1D3,0.06938806,0.6304778969479969,1.1139319,KRTAP25-1,-16.362581,1.0,-0.0030307933,AC138647.1,-14.361567,1.0,-0.0020344458,PRKRA,0.22845462,2.6544255834083642e-11,6.8595376,THRSP,-17.625109,1.0,-0.015220916,THPO,-16.370512,1.0,-0.003023335,DEPDC7,1.7654722,5.049082708992997e-61,16.556778,ISCA1,0.49426293,7.234316339331706e-48,14.618201,HTR6,-17.910063,1.0,-0.005647866,FBN2,1.063326,1.3248137043730394e-15,8.137249,C19orf81,-18.771267,1.0,-0.039470475,ATP2B2,-16.974976,1.0,-0.007872323,PCP4L1,-18.936705,1.0,-0.02200747
RNF8,0.26013297,0.05308415181840728,2.2184887,NLRP8,-15.659404,1.0,-0.002696144,ELMO2,0.11879946,9.307666191849889e-15,7.8850303,GPR182,-14.158708,1.0,-0.0022402655,SLC46A2,2.5809937,0.7050589235017843,0.7525408,XKR7,-17.930317,1.0,-0.045350224,SLC25A18,-17.248394,1.0,-0.020823637,ZNF517,0.23688981,0.9168164270930034,0.5317465,TPD52L3,0.0,1.0,0.0,CFAP99,-16.89705,1.0,-0.010781022,SLC35A1,0.029946271,0.34249330172704284,1.2896361,VWA8,0.18782385,0.6311277200137859,1.1131322,OR13G1,-16.478878,1.0,-0.0030307933,FOXL2NB,-15.364971,1.0,-0.0020344458,CLIP1,0.4384323,2.6608327955063875e-11,6.859163,FAM83C,-17.58357,1.0,-0.015220916,RASSF6,-18.443335,1.0,-0.0032011783,MTMR9,0.17360736,5.895101240660364e-61,16.54743,ZNF398,0.53102887,7.636223793775484e-48,14.614494,MIP,-14.98718,1.0,-0.005647866,VLDLR,1.0290934,1.3342721802125736e-15,8.136343,LMAN1L,-19.58579,1.0,-0.039470475,SLC6A1,-16.767866,1.0,-0.007872323,RPE65,-18.761312,1.0,-0.02200747
NEMF,0.083938986,0.05359659214206684,2.2145295,SMIM23,-15.034952,1.0,-0.002696144,FNTB,0.6411795,9.420324377203823e-15,7.8835073,NEUROD6,-13.122827,1.0,-0.0022402655,SCAF1,0.10389283,0.7063046982497956,0.7511488,RSPO4,-18.06834,1.0,-0.045350224,ABCA12,-16.10068,1.0,-0.020823637,AIFM3,0.07639474,0.9168164270930034,0.53167355,PGLYRP3,0.0,1.0,0.0,TERT,-16.70745,1.0,-0.010781022,HGSNAT,-0.009200145,0.342504934111108,1.2895622,FAM168A,0.16732126,0.6312388844756488,1.112942,KRTAP27-1,-15.130831,1.0,-0.0030307933,FOXG1,-16.49843,1.0,-0.0020344458,RPE,0.50986856,2.680455237936562e-11,6.858083,MYL2,-16.158487,1.0,-0.015220916,GOLGA6L6,-17.525465,1.0,-0.0032011783,ATG10,0.7901126,6.1974729427572595e-61,16.544394,PLXNA4,2.4858744,8.217085285957505e-48,14.609488,ROBO2,-16.45932,1.0,-0.005647866,OTULIN,0.29815522,1.3445440199292072e-15,8.135392,CFAP53,-19.486595,1.0,-0.039470475,OTX1,-16.43416,1.0,-0.007872323,EHF,-19.132143,1.0,-0.02200747
ZNF649,0.42067918,0.05386170182052218,2.2125187,FAM90A26,-14.3763275,1.0,-0.002696144,ADSS,0.11851083,9.460306979825714e-15,7.882958,NOS1,-14.863556,1.0,-0.0022402655,GPA33,1.8570839,0.707732014464538,0.74937,TH,-16.839758,1.0,-0.045350224,ZAR1L,-17.173258,1.0,-0.020823637,B3GNT10,0.19680932,0.9175928607604387,0.53082156,SPRR2E,0.0,1.0,0.0,HRC,-15.677495,1.0,-0.010781022,THG1L,0.044713885,0.34282302263718445,1.2889493,MOCS3,0.39516944,0.6315603738153619,1.1125456,OR2T12,-13.813386,1.0,-0.0030307933,KRTAP10-2,-16.348433,1.0,-0.0020344458,TRADD,0.70946664,2.6983495245502842e-11,6.8571014,DPT,-16.56948,1.0,-0.015220916,BTLA,-18.514202,1.0,-0.0032011783,SF3B2,0.19041766,7.505622881243229e-61,16.532822,KNOP1,0.90318376,8.22844107004237e-48,14.609381,ALDH1L1,-15.460403,1.0,-0.005647866,ADNP,0.3080866,1.3462966143333175e-15,8.135213,LHX6,-18.920656,1.0,-0.039470475,HPCA,-17.199253,1.0,-0.007872323,GJA9,-18.271776,1.0,-0.02200747
UBN1,0.1489771,0.053902142651941466,2.2121825,C1QTNF7,-14.177357,1.0,-0.002696144,TOR4A,0.543003,9.917920666933266e-15,7.8770146,OR9K2,-14.158708,1.0,-0.0022402655,LUC7L2,-0.11433214,0.7078141206354377,0.7492177,OSTN,-17.603905,1.0,-0.045350224,DLGAP1,-17.84683,1.0,-0.020823637,HSPA1L,0.17001764,0.9183004837898677,0.5299176,SPRR2B,0.0,1.0,0.0,KCNMB2,-15.998866,1.0,-0.010781022,COQ6,0.15328154,0.3447676269992931,1.2856574,DPM2,0.11482829,0.6330746979028146,1.1109004,REC114,-14.56265,1.0,-0.0030307933,PRSS55,-15.312267,1.0,-0.0020344458,KSR1,0.0039464254,2.701182730479107e-11,6.856921,NEUROG2,-17.599783,1.0,-0.015220916,CYP26A1,-17.08981,1.0,-0.0032011783,PTPN23,0.107058614,7.802255493388813e-61,16.530462,LAMA4,1.2859097,8.465472766195844e-48,14.607433,FSD2,-16.250692,1.0,-0.005647866,TTC4,0.9573328,1.3686629832624215e-15,8.133195,CPXM2,-18.364525,1.0,-0.039470475,PNMA6E,-16.59365,1.0,-0.007872323,FASLG,-19.746593,1.0,-0.02200747
KANSL1L,0.27448034,0.05429403896832895,2.2091813,GPR37L1,-14.832123,1.0,-0.002696144,PAPOLG,0.47175297,1.0191462718303277e-14,7.8735924,GPRC6A,-15.270614,1.0,-0.0022402655,CR2,1.9800297,0.7088313482145531,0.74807113,DEFB119,-18.764326,1.0,-0.045350224,FAM43B,-16.584023,1.0,-0.020823637,KLHL21,-0.16046856,0.9184027051573442,0.5297486,OR5A2,0.0,1.0,0.0,LAIR2,-18.33922,1.0,-0.010781022,CHD4,-0.062352844,0.3469561184809189,1.281837,PFDN6,0.006298629,0.6340612555354995,1.1098312,OR2H2,-15.464033,1.0,-0.0030307933,CCT8L2,-15.757701,1.0,-0.0020344458,ATIC,0.36745816,2.724492452596057e-11,6.8556485,CHRDL2,-16.248459,1.0,-0.015220916,CYP2C8,-18.389982,1.0,-0.0032011783,NT5C,0.4178395,8.49751660996732e-61,16.525303,ZSWIM6,0.2048803,9.17274544350567e-48,14.601939,DLGAP2,-16.686174,1.0,-0.005647866,ADK,0.26373342,1.4486301207731843e-15,8.126289,ANO4,-18.170063,1.0,-0.039470475,OR2K2,-17.152863,1.0,-0.007872323,CLCA2,-19.237835,1.0,-0.022415014
ZNF747,1.3984153,0.054471087482044295,2.2077796,DEFB125,-13.188302,1.0,-0.002696144,TTLL3,-0.061515063,1.0297016303370648e-14,7.8722835,IZUMO3,-14.158708,1.0,-0.0022402655,SNAPIN,0.038447157,0.7103741827529727,0.74604195,KBTBD12,-18.68824,1.0,-0.045350224,SLC16A8,-15.753007,1.0,-0.020823637,S100A5,0.04067971,0.9196955310539736,0.5279522,SPRR2A,0.0,1.0,0.0,APELA,-16.125338,1.0,-0.010781022,NME2,-0.093334675,0.34759845322720606,1.2807282,PITRM1,0.06796212,0.6340663314851775,1.1096867,VN1R4,-16.38327,1.0,-0.0030307933,ZP4,-15.575654,1.0,-0.0020344458,SPRED3,2.9260979,2.724492452596057e-11,6.8556323,KCNU1,-17.147043,1.0,-0.015220916,MS4A6E,-17.981976,1.0,-0.0032011783,CASP7,0.46160305,1.0662560480422753e-60,16.511578,TUBB4B,0.26056,9.447884185540215e-48,14.599898,STMN4,-16.625916,1.0,-0.005647866,CHCHD4,1.3611984,1.4520730524518053e-15,8.125979,SLC23A1,-19.906311,1.0,-0.039470475,SAGE1,-17.209059,1.0,-0.007872323,NKPD1,-19.428488,1.0,-0.022415014
UBR5,0.14371617,0.05471626594889001,2.2059371,ANGPTL8,-12.521718,1.0,-0.002696144,TEX264,0.18889181,1.0322525171069145e-14,7.8719535,CCDC60,-13.622285,1.0,-0.0022402655,PVR,0.25566265,0.7108504870947883,0.7453166,THEGL,-17.13365,1.0,-0.045350224,ASAH2,-16.459219,1.0,-0.020823637,ZMAT1,-0.09260489,0.920456183382781,0.5270937,SPRR2D,0.0,1.0,0.0,INSM1,-18.131556,1.0,-0.010781022,MSH3,0.16319358,0.35016527470186737,1.2760346,TENT4B,0.24324585,0.6343210005984734,1.1092676,ISX,-15.006253,1.0,-0.0030307933,PRDM14,-15.678996,1.0,-0.0020344458,SH2B1,0.09916821,2.7755274376919705e-11,6.8529487,NUDT10,-17.868422,1.0,-0.015220916,KCNIP1,-18.486572,1.0,-0.0032011783,PCDHGA7,2.8475661,1.1868603222857148e-60,16.505098,C11orf95,2.2935946,9.903489464389185e-48,14.596675,GNAT1,-15.729325,1.0,-0.005647866,SLC35A3,0.33058125,1.4567983407208481e-15,8.125564,MIR1915HG,-18.220112,1.0,-0.039470475,CFAP157,-17.374886,1.0,-0.007872323,TMEM114,-19.036737,1.0,-0.022415014
