C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score,C18_names,C18_logfold,C18_pvals_adj,C18_z_score,C19_names,C19_logfold,C19_pvals_adj,C19_z_score
CTSG,4.8353267,0.0,61.996677,GCSAML,3.495186,1.3600305267663918e-116,23.23977,CTSS,1.5819676,3.716465074196483e-258,34.51176,TPP1,1.228468,2.2172039904595477e-305,37.533947,ANXA3,2.7420406,0.0,42.498077,COLEC12,2.6353295,0.0,44.216854,TDRD3,2.2845812,4.31424122115326e-162,27.365013,BHLHE41,2.998775,0.0,48.625465,FOXM1,3.149674,4.543122348306543e-287,36.39283,SCD,2.3253136,1.4431153121290066e-21,10.21631,STXBP5,2.0555894,3.2121104851580367e-75,18.60116,GCSAML,3.5617423,1.4474000120567955e-95,21.047682,BPI,3.2667816,6.27442247618841e-304,37.442417,MCM7,3.189427,0.0,43.79788,S100A16,8.704444,2.2936092083527937e-89,20.366758,MT-CO3,3.2344599,1.8481305653603127e-52,15.6039,CD4,1.781559,9.92967720126621e-130,24.510086,CD96,5.0791874,0.00011015584101346435,4.9434314,ARHGAP21,5.26664,2.5269102548954147e-16,8.971137,DKC1,2.7125034,1.128233224103997e-06,6.019731
ITGA2B,5.1052237,0.0,61.667847,HIST1H1C,2.3208234,1.8250157552395697e-112,22.824415,PHACTR1,1.4035614,3.598466101973396e-256,34.378017,IL1R1,2.296399,1.7097225357983177e-300,37.2319,GCA,2.2724328,0.0,42.1287,CTSB,2.130995,0.0,44.210945,ANXA2,2.096222,1.7576558108751123e-161,27.312504,ANXA2,2.6135755,0.0,47.9355,TOP2A,3.7063193,7.923840317396289e-287,36.37633,CKAP2L,3.1047208,2.34861261019782e-21,10.164443,IL1RAP,1.9425181,1.1365895464761857e-71,18.153978,DUSP6,2.7854908,5.139945197697431e-89,20.314026,MPO,3.861098,1.3793545561538136e-303,37.42025,ARHGDIB,1.9418491,0.0,43.578358,CNN3,7.915165,4.239318706805419e-87,20.10761,INF2,2.7717454,1.2886032748329161e-49,15.1647005,NFKBIA,1.7639707,1.0779898021087327e-129,24.504845,PDCD4,3.2845037,0.0001945412764990899,4.804773,CMIP,3.282034,3.615680483089619e-16,8.921526,BLVRB,3.701666,1.1954814143607566e-06,6.004661
NR4A2,3.593388,0.0,61.149075,HJURP,4.355419,8.774642648378107e-112,22.752396,CTSA,1.0870064,8.612170600112473e-243,33.46963,CD44,1.3448583,2.236350465536683e-299,37.161633,TCN1,3.6464894,0.0,42.079414,ANXA2,2.336011,0.0,44.20215,GPX4,1.5058979,1.8013406333742696e-161,27.310446,PSAP,2.01406,0.0,47.75242,CENPF,3.8244004,7.087915607250661e-282,36.0606,CENPE,3.3130286,3.2537393299082415e-21,10.128279,CRIP1,2.225117,3.993552802911564e-71,18.083685,LIMD2,4.49659,1.6384157075274897e-87,20.14187,S100A9,3.2941892,7.707533751968073e-303,37.373184,MT-ATP6,3.0897357,0.0,43.10235,LOXL2,7.6119223,1.060062032748515e-86,20.060282,MAP7D1,1.7082905,5.381802358518223e-46,14.594026,PLA2G7,2.3166883,5.911324493415383e-128,24.339336,FXYD5,1.3089851,0.0002304997353095822,4.765204,CD9,3.243823,1.5558899335157059e-15,8.753677,U2SURP,2.2239435,1.478108908375782e-06,5.9645996
CREM,3.3129408,0.0,61.017296,RHEX,3.5892842,4.680165357685865e-111,22.677298,RNF13,1.4960585,1.0726721167864116e-239,33.25514,EGR3,2.4918928,1.664567293928559e-295,36.91998,RAB27A,1.8863306,0.0,41.760525,INHBA,2.8357422,0.0,44.145176,CD68,2.0418692,2.643996986668254e-156,26.870762,PLD3,2.4037476,0.0,47.426376,DLGAP5,4.212781,2.016312231224009e-280,35.96657,NDC80,3.5032227,6.350529760340497e-21,10.05848,CLU,1.6735759,4.21680230875404e-70,17.952143,IL1RL1,3.2630339,3.2264815817520406e-87,20.106882,DEFA3,4.9088707,1.6070921059492521e-302,37.35248,ATP8B4,2.705797,0.0,43.05834,CCND1,6.962693,1.5416215649655093e-85,19.92496,PLK3,1.925937,1.3563275296143108e-45,14.528236,CST3,2.0084307,1.3949597102298578e-123,23.921013,UBA52,1.9331424,0.0002711529746645007,4.7256017,TUBB1,12.299787,3.975246656806156e-15,8.642572,MYL4,10.889016,2.1357973876607127e-06,5.898796
HPGDS,5.3732333,0.0,60.80604,CDK1,3.5380926,3.042185208221237e-108,22.386038,BCL2A1,1.1515656,1.2366005723008356e-236,33.041634,G0S2,3.5374393,1.567631424570688e-279,35.90955,BPI,3.1737916,0.0,41.292324,C1QA,3.133009,0.0,44.128567,CD9,1.9936438,3.23787697758579e-156,26.862122,C1QC,3.8980222,0.0,47.404408,CKAP2,3.015383,4.464601490832265e-280,35.943394,TMEM106C,2.7044983,7.126673040360268e-21,10.043096,CD63,0.88212335,1.5423216624186406e-63,17.082472,RFLNB,2.447559,6.020558716210569e-81,19.369413,ELANE,3.8619263,2.30073071149096e-301,37.2802,MS4A3,3.0372522,0.0,42.550125,TFPI2,8.821239,2.1357854888249128e-85,19.906933,KYNU,3.4875813,3.877946728256115e-45,14.451724,TMEM176B,2.042894,3.7470481456714104e-123,23.878036,SPOCK2,12.746093,0.0003473449276211264,4.660766,DNM3,8.292176,6.295749818015095e-15,8.585393,RACK1,2.424635,2.333703520658754e-06,5.8738046
RGS13,6.2485585,0.0,60.23829,HIST1H2BH,3.513785,3.0206251981625877e-106,22.178719,LYZ,1.7668613,2.1382082406408614e-230,32.60344,VASP,1.0944365,1.6538940534233428e-279,35.906967,PGLYRP1,4.536089,0.0,40.776012,CXCL3,2.901718,0.0,43.83781,ARF4,2.564059,1.2627167939485208e-153,26.638319,LIPA,2.8161268,0.0,47.06219,CEACAM6,3.2510164,1.7135642309404414e-274,35.583088,S100A10,2.0983071,1.1620276502603921e-20,9.990883,NUCB2,1.7922618,5.271967087175913e-63,17.00987,CXCR4,2.2686028,3.188141962224665e-79,19.160347,TSPAN2,2.8063776,2.097095871691295e-292,36.72206,MYB,3.677834,0.0,42.48607,COL4A1,9.160906,8.659858647543319e-85,19.835016,CD44,1.1790848,1.426652129144787e-43,14.195962,CCL2,2.8176358,2.7468517272846802e-120,23.598965,IKZF1,2.568648,0.0004895323393199203,4.573698,ACTN1,2.1890593,1.2058403459710928e-14,8.505988,MYH10,7.720894,2.42270269278188e-06,5.862647
FAM102A,5.3733606,0.0,59.82368,LMNB1,2.7294753,1.3395827529257446e-105,22.108938,LAMP1,0.9265191,4.963797933230791e-230,32.57665,SOD2,1.805723,3.231009109892437e-278,35.82311,CD24,2.8160663,0.0,40.520557,CD74,2.7203329,0.0,43.71416,RHOQ,1.9746165,5.021258392185663e-152,26.498835,FABP3,3.3091168,0.0,46.92015,HIST1H1B,3.0070872,1.6631653896498952e-270,35.323322,CORO1C,1.8595257,4.7073156623831887e-20,9.843906,EGR1,1.4843429,1.4817469192798442e-60,16.671213,SIGLEC6,2.797768,4.396488328908792e-77,18.897697,LIG1,2.9165661,3.502664590184863e-289,36.518616,MT-ND4,2.8506489,0.0,42.39319,RCN1,5.0070553,2.2784098678505564e-84,19.78471,KLF6,1.2112653,6.243662087914567e-42,13.921402,S100A10,2.0830085,5.868880724084702e-120,23.56523,CYFIP2,2.839945,0.0005430251000274738,4.5414896,DMTN,5.7597375,3.420975867630688e-14,8.379897,SLC25A39,2.5438094,2.849017352929381e-06,5.830848
RASSF5,2.4721384,0.0,59.47728,BHLHE40,1.6118091,1.9633041461311434e-104,21.986137,FTH1,1.3271359,7.307065378923981e-228,32.42225,PHLDA1,2.2598379,1.1791618249606057e-275,35.657146,CDA,2.6059985,0.0,39.993866,SLCO2B1,2.5370219,0.0,43.23176,ZNF385A,3.51115,1.22288134826501e-145,25.936684,SLC15A3,2.4757807,0.0,46.7777,BUB1,3.6644473,7.017457757779517e-264,34.888126,CES1,2.8198545,4.7073156623831887e-20,9.843816,ADAM8,2.6682827,7.1502979947576804e-59,16.433384,NFATC3,2.9502773,4.789414055407711e-77,18.892113,RNASE2,3.0781462,3.583049945168599e-288,36.454002,GSTP1,2.5068343,0.0,41.90775,ECE1,5.0080047,3.54533204541143e-81,19.407524,SQSTM1,1.2650995,9.024527055448942e-41,13.722102,ATP2B1,1.9690202,9.474623472679492e-120,23.54339,ZFP36L2,2.087718,0.0006980706618940095,4.47709,TC2N,9.2538185,3.949905960303436e-14,8.353506,NMNAT3,6.9929466,3.005103036704548e-06,5.8172336
ANXA1,1.9186008,0.0,59.193935,RAB27B,3.2597446,6.54487945847892e-103,21.825142,NPC2,0.8171028,3.0293678885355804e-222,32.019363,NR4A3,2.1974392,1.9801285515067887e-274,35.577023,RFLNB,2.39436,0.0,39.855343,SCD,2.2723649,0.0,43.056015,RAB18,1.8364854,2.0299404494054688e-140,25.467743,CYP27A1,2.9207304,0.0,46.014072,NDC80,3.4248228,1.8013483657155963e-263,34.860146,PLK1,3.9498322,5.225785332363647e-20,9.829768,DACH1,2.2125106,1.1199384608207894e-57,16.262938,S1PR1,4.4771223,9.850332837516497e-77,18.852964,TACC3,2.7470682,4.0434978545024776e-284,36.196415,HSP90AB1,2.3421004,0.0,41.8605,IL32,6.0126843,1.744113238812392e-80,19.323978,LMNA,1.6911353,8.182342672631028e-40,13.558002,EMILIN2,1.6747485,1.1536073803264143e-115,23.1396,LEF1,10.912377,0.0013167416881871938,4.321179,ABCC4,4.054443,3.949905960303436e-14,8.35111,BCCIP,2.5080972,3.662496303261298e-06,5.774966
ARHGEF6,3.6532536,0.0,59.064644,IL1RL1,3.0627532,8.453757476353989e-103,21.812216,CCRL2,1.5737797,4.687783566459401e-221,31.932901,TRIB1,1.7967498,4.003719695736951e-272,35.42664,LSP1,2.2533364,0.0,39.582985,CD68,2.2284896,0.0,43.018574,FDX1,2.3876069,5.175003620752763e-140,25.430058,LGMN,4.67885,0.0,45.14541,ANP32E,2.1586378,3.656067000559775e-258,34.50714,TUBA1B,2.0064511,2.560776509257656e-19,9.664942,SERPINB1,0.8383542,3.599829603074329e-57,16.189796,ITGA2B,3.1102576,7.719013959603454e-75,18.615845,RRM1,2.9492877,1.7174758815890942e-282,36.091896,MT-CO3,3.2690098,0.0,41.580948,TXNDC5,4.441134,3.698642987105239e-80,19.283686,MICAL1,1.8606855,1.3067300191943712e-39,13.522685,KYNU,3.0964754,3.6990157092638223e-113,22.887867,FOXP1,2.6272862,0.0014176594177212252,4.297823,FADS2,2.357927,3.949905960303436e-14,8.350947,ST7,2.5772858,6.9736380103931055e-06,5.6483655
ABCC4,4.92736,0.0,58.831432,C5orf22,2.8007493,2.813409181883431e-102,21.755947,CREG1,0.89937043,1.0592643225737845e-220,31.90653,ATP2B1,1.7477703,1.9053962553642904e-271,35.381683,ITGAM,2.0849087,0.0,38.818897,CTSZ,2.0337117,0.0,42.400436,EEF2,1.1657133,5.759181714009619e-137,25.15218,CTSS,2.3483489,0.0,44.693,CD24,2.5384133,3.004710915371243e-251,34.042072,KIF23,3.4053118,1.3118671838236794e-18,9.492801,EBP,1.6684538,3.0664701029641183e-56,16.0558,SRGN,1.4168139,5.049522761688041e-73,18.385914,NUSAP1,2.9656222,1.6650663926536425e-279,35.900146,MGST1,2.311386,0.0,41.405167,LGALS1,2.5051324,6.201398245592632e-80,19.25552,INHBA,2.468815,3.912632940094169e-39,13.439944,PLEC,1.887214,3.098518528549121e-112,22.793556,GIMAP7,8.935658,0.0014245372632377903,4.295744,HIPK2,2.8278239,5.708852960064698e-14,8.303568,MPST,2.947912,7.362011003800907e-06,5.634986
C5orf22,4.0750837,0.0,58.673435,TPX2,3.292586,5.421796374250529e-98,21.295137,AQP9,1.6165253,1.7706382100381362e-218,31.745008,BCL2A1,1.3900228,4.9940890148297795e-269,35.223167,BASP1,1.8897429,0.0,38.69503,EPHX1,2.2936726,0.0,42.339146,CAPN2,2.4167273,1.3766773171707235e-136,25.116627,S100A10,2.3554692,0.0,44.667618,SMC4,2.281675,4.677212633368764e-248,33.824745,SPAG5,3.1452692,4.8639458744052325e-18,9.351912,CCL23,3.4878788,1.1337505839664904e-55,15.973261,RGS2,3.188541,1.4238034957306568e-71,18.201303,NUCB2,2.3460832,1.7515846425349214e-279,35.897903,TENT5A,3.2746377,0.0,40.884163,MMP1,7.146266,6.431732996498128e-80,19.252249,CD163,2.6984868,1.188556348704872e-38,13.35347,KDM6B,1.667649,3.1490819953917366e-107,22.2816,PRRC2C,2.5500073,0.001463420095195142,4.2847958,ESAM,7.189922,7.149654808656469e-14,8.273134,SNRPD2,2.4698913,7.760787896593678e-06,5.621919
GCSAML,4.8937745,0.0,58.51819,ANXA1,1.5792218,2.421341363435931e-97,21.223797,TIMP2,1.1341375,9.743644964995603e-218,31.69048,C5AR1,1.6949904,1.7349011488523856e-266,35.055935,CD177,4.773996,0.0,38.173637,TRPV2,2.209761,0.0,41.779358,DAB2,1.8350407,3.162055627818767e-135,24.990812,SAMHD1,2.3681915,0.0,44.617184,LMNB1,2.2420225,9.38879220742417e-246,33.666885,COLEC12,2.3857114,1.2193831417659728e-17,9.250934,FAM107B,0.87802696,3.602200858463016e-54,15.752576,IKZF2,3.8230824,1.1004395566144286e-69,17.959047,PFN1,1.2677455,1.8238015785319537e-277,35.76755,PLPPR3,5.3613963,0.0,40.82043,BGN,8.389275,7.097278059015771e-80,19.245802,MARCO,2.3291473,2.271988254011336e-37,13.12599,MRC1,2.1147285,1.405922561291322e-105,22.109413,SYNE2,7.8213325,0.0015214056160428452,4.27321,SNCA,4.8097134,7.304352515388924e-14,8.267023,CD36,4.1241856,8.075235581805426e-06,5.611168
DUSP4,5.3223658,0.0,58.269535,VWA5A,2.5410507,5.894024706216206e-96,21.071037,FCGRT,1.5211817,3.975737990755738e-214,31.426497,FPR2,2.1928751,2.125596603698702e-262,34.7847,CCND3,2.0829966,0.0,37.96714,PPARG,2.008504,0.0,41.754387,CTSZ,1.743272,3.805545759976116e-134,24.890322,IFI30,2.4418325,0.0,44.434998,KIF14,3.8540492,5.750145962950224e-241,33.3373,FBP1,2.3694448,2.3638866887028814e-17,9.176704,ACTB,0.5921772,2.9300235720456788e-52,15.468567,ATP10D,4.736236,6.579997840173601e-69,17.856264,TCF19,3.3048227,1.9553756315713478e-277,35.764816,MCM2,3.1363976,0.0,40.632107,RHOC,4.9384174,1.0917855912802547e-79,19.222157,PIK3R5,2.0796325,8.556143883656016e-37,13.022739,NINJ1,1.4924188,1.5744771118038587e-101,21.683128,NOP53,2.4877994,0.001649493319718297,4.250357,SERPINE1,4.35775,1.338701728380998e-13,8.184283,CA1,12.43902,8.605244396585353e-06,5.5921545
NR4A1,3.5240302,0.0,57.898224,AHR,2.2652352,1.436177443898894e-93,20.808125,MRC1,1.6394049,1.5378201854860405e-211,31.235743,LITAF,1.2519884,2.125596603698702e-262,34.784096,MSRB1,2.527517,0.0,37.816143,CORO1C,1.7847842,0.0,41.68436,WARS,1.98001,7.207587217437968e-133,24.771177,AKR1B1,2.7182815,0.0,43.75819,KIF11,3.1778054,9.9884061027597e-240,33.250786,ZWINT,2.6529899,2.684090709465962e-17,9.159883,ENTPD1,2.0373769,5.067671787498232e-51,15.282484,IL3RA,2.148724,8.134110839453203e-67,17.582174,IDH2,1.8322577,2.0312158697675195e-275,35.63409,APP,1.796346,0.0,40.622406,HSPB1,2.9101775,1.1763529393272709e-79,19.217005,EMILIN2,1.4853057,1.411216790954754e-36,12.984085,GPNMB,2.56053,3.339674370820178e-101,21.64716,IL7R,3.8227005,0.0017527450348027297,4.229148,LMNA,2.8238988,3.918489762908366e-13,8.042526,MAGED1,3.4128747,8.605244396585353e-06,5.591513
CTTNBP2,5.7361493,0.0,57.46552,HPGDS,3.081157,1.1259242686389306e-92,20.70812,GPX4,1.057476,1.9952843415549546e-210,31.152893,ITPRIP,2.241358,4.221255376336448e-261,34.69735,MLKL,2.2116342,9.296093057297702e-307,37.603977,MRC1,2.3081052,0.0,41.343845,RNF13,1.768289,3.082951444975203e-132,24.711664,CST3,2.2565403,0.0,43.62695,PTTG1,3.1648016,6.209659661161636e-237,33.056114,DECR1,2.1490839,3.728083985826914e-17,9.121307,IL5RA,5.2742276,1.4828721695214958e-49,15.055908,CELF2,1.4480627,3.0171382005201543e-64,17.239086,FANCI,3.246817,3.371626138840417e-275,35.61913,PDHA1,1.9950414,0.0,40.53927,FKBP10,8.4819975,2.024576846897813e-79,19.187553,MT-CYB,4.0321746,4.946519978172532e-35,12.701886,ABL2,2.1141717,7.1070421903798824e-99,21.397326,HIST1H1C,1.775483,0.0023440117695110547,4.147579,PDGFB,8.159709,3.918489762908366e-13,8.041356,NME4,3.047139,8.605244396585353e-06,5.5868497
BHLHE40,1.8381469,0.0,57.178814,ADAM12,3.376725,1.3289243249946962e-92,20.699118,GRN,1.1176794,3.940238447600576e-204,30.683775,S100A9,2.108238,1.2642419032475903e-254,34.264458,LTF,5.0423217,8.409150021441905e-306,37.544678,DAB2,2.022655,0.0,41.24644,TMSB10,1.3971348,2.720879089111441e-131,24.622675,CXCL3,2.9959216,0.0,43.58704,CEACAM3,2.8043244,2.1837032197300405e-230,32.596554,CENPF,3.3943145,4.374643102700697e-17,9.098089,RAB44,2.4709916,1.2980449265270583e-48,14.910385,STK17B,1.8388513,1.961720539967738e-61,16.855577,S100A8,3.526524,4.22316722045907e-274,35.547417,PDZD8,2.4515738,0.0,40.216717,CD151,3.9842868,2.2338940170112636e-79,19.181215,CES1,1.8841435,1.0560738287506712e-34,12.640196,INSIG1,1.7515631,1.3535049850775635e-97,21.258003,PDE4D,2.7133727,0.002910794785063852,4.082827,TLN1,3.2797105,4.767246792517943e-13,8.0143385,UBE2V1,1.9325796,8.605244396585353e-06,5.5853786
RGS10,3.565075,0.0,56.765614,SOCS2,2.7319772,1.0919811448805965e-91,20.596352,DAB2,1.3847775,8.86796870201383e-199,30.279139,CXCR4,1.6518751,1.5856252869668916e-250,33.987404,PYGL,1.8593383,1.5286096617044707e-298,37.09639,CTSS,2.0481687,0.0,41.115517,TBC1D2,2.1175349,5.935962605287808e-129,24.402506,LGALS3BP,3.2716558,0.0,43.415787,ABCA13,3.3027782,3.965070166769705e-228,32.435936,CD163,2.626831,7.4234797499346e-17,9.037625,SIAH2,2.1751115,1.4726934037094258e-47,14.744636,CRIP1,2.8239694,5.593281602908266e-59,16.51468,ASF1B,3.4263647,1.9257536127606703e-271,35.374184,RNASE3,4.2699957,0.0,39.878933,CAV1,9.054424,1.116018915963419e-78,19.096195,FGR,1.2472091,1.2749834938450702e-34,12.624654,ITGAX,1.8395985,1.3535049850775635e-97,21.256927,STK17B,1.8495417,0.0033955688412787414,4.0405254,RGS10,3.4857957,7.445684488200333e-13,7.956438,ATP7B,8.245485,9.798429334953945e-06,5.559245
NSMCE1,3.327529,0.0,56.16301,MSN,1.1548226,3.099520416063213e-89,20.319925,ATP6AP1,1.0893179,1.1380675114580093e-198,30.270166,RESF1,1.7501484,1.6415269904932074e-250,33.985638,APOBR,1.8765882,3.810851309006127e-297,37.00827,CTSA,1.5591087,0.0,41.06966,SOD2,1.7963122,8.74630182226309e-129,24.385817,HS3ST2,2.7438123,0.0,43.36269,KLF5,2.5279803,2.7385222793272367e-226,32.304447,ADTRP,2.1581357,7.701865971492442e-17,9.030828,CD96,3.5056121,5.859080884079135e-47,14.649633,TMEM154,2.4838066,1.6872290464265028e-58,16.446646,TUBB,2.3373048,2.498010380518384e-270,35.30102,CAT,1.8769829,0.0,39.87118,CAPN2,3.175981,1.2390011552990026e-78,19.089561,TFRC,1.5755532,1.331713328891805e-34,12.62051,PSAP,1.3989824,1.9330687457980452e-97,21.23897,CLEC2D,5.2352095,0.0038073113770747094,4.001024,RSU1,2.6305728,1.2388235142338172e-12,7.8874993,SNRPA,2.6150773,9.899947918746961e-06,5.553987
RAC2,1.8653597,0.0,55.92063,ARHGEF6,2.365319,1.2670038561973208e-85,19.906511,SQSTM1,1.0249751,5.1748683795596675e-197,30.143213,CR1,1.8349261,2.9629889290875498e-238,33.14485,CEACAM3,3.017159,4.585013484187977e-296,36.940376,IFI30,2.2103431,0.0,40.928978,CTSS,1.7814095,1.01894226772969e-128,24.378754,IL7R,3.6763113,0.0,42.71788,LRG1,2.285907,6.490705262107893e-224,32.13338,MELK,3.5748484,1.1334308996092944e-16,8.98574,PKD2,2.1055698,5.953583103153444e-45,14.326953,RAPGEF2,2.5750122,1.052100507684641e-56,16.18998,CD24,2.6278014,4.82905880176652e-267,35.085503,ERLIN1,3.0256271,0.0,39.807518,MXRA7,3.6628494,1.951028161835565e-78,19.064676,CDK5RAP3,2.4747834,1.5582724214210833e-32,12.229161,CCL4,2.1811435,3.981078378212876e-96,21.09518,CD2,9.006411,0.004218194204428017,3.9685304,MPIG6B,10.572531,1.986506086415046e-12,7.8255706,HMBS,4.1174583,1.0766177817332746e-05,5.5359125
MSN,1.4425561,0.0,55.86494,STMN1,3.1238592,2.2197632122404587e-85,19.877419,SAMHD1,1.4425467,1.531228540565839e-194,29.953344,CD14,1.85406,5.1141662680964156e-238,33.127666,NKG7,2.6416829,1.221450122033331e-292,36.725735,APOE,2.4330804,0.0,40.73872,FTL,1.0028955,3.7214378297276305e-127,24.229383,RASSF4,2.6999745,0.0,42.612064,PADI4,3.009873,2.8750016328567725e-222,32.01385,ANLN,3.4152663,1.153357036029522e-16,8.981173,NCF4,1.262421,6.707190874387667e-45,14.318211,LAPTM5,0.96078724,2.028587629419239e-55,16.002733,ANXA3,2.35386,2.33855271275255e-266,35.039875,LMNB1,2.486745,0.0,39.724537,GNG11,7.825624,2.218987920134339e-77,18.934832,MAP2K3,1.6736912,5.35323474528809e-32,12.125937,CTSB,1.7626919,2.8036589868654576e-95,21.001482,FCMR,4.788543,0.004931373822732304,3.916085,MYLK,8.980072,2.3382638014501287e-12,7.8023233,ECH1,1.691692,1.4150558273842789e-05,5.481141
RAPGEF2,3.6540492,0.0,55.813793,HMGB2,2.356973,1.5522234671242475e-84,19.77862,DDHD1,1.4408948,2.735963259752252e-194,29.933279,NFKBIZ,1.4157776,1.3134982925438608e-237,33.098495,APMAP,1.9840212,1.3683867551471785e-292,36.722004,SLC8A1,2.694123,0.0,40.685,MARCO,2.4454508,3.993663557414771e-126,24.130632,SLCO2B1,2.5623324,0.0,42.586334,ADGRG3,2.1845808,5.668821855080281e-222,31.991957,TK1,2.9040463,1.345867394514503e-16,8.95991,PFN1,0.58654547,8.783102288936757e-45,14.298998,RASSF2,1.9575278,4.6530730515288694e-55,15.949838,FOXM1,3.106213,4.128165004021149e-266,35.02301,CALR,2.2061927,0.0,38.86145,DPYSL3,8.57415,5.491224955143703e-77,18.885962,DAB2,1.5003313,7.660024592110937e-32,12.0959215,ETS2,1.8165444,1.3506966571029707e-93,20.815428,RBM38,3.5579102,0.008176204609483099,3.7618506,MAX,2.9292238,2.5646101943956704e-12,7.7868614,DDX21,2.0761669,1.4523721043281534e-05,5.471924
BACE2,4.7492847,0.0,55.649925,FXYD5,1.2442675,4.715667242740446e-83,19.60382,LTA4H,1.4929395,1.4440516525683791e-192,29.799944,PIM3,1.8712568,2.504552529372498e-237,33.078316,MCEMP1,1.9985454,2.0433233679495116e-286,36.332466,SOAT1,2.1920307,0.0,40.553215,RAB10,1.2833871,2.1178508439010484e-124,23.963543,TMSB10,1.7340204,0.0,42.50709,SERPINB10,2.564546,7.026108524466564e-222,31.984568,MYBL2,2.838125,1.345867394514503e-16,8.959046,FGD4,1.6043882,1.2437220232426497e-44,14.274159,RUNX1,1.9445654,1.639229939257739e-52,15.5738,ANP32E,2.2831018,7.335456017745774e-266,35.005966,P2RY2,2.8301852,0.0,38.292976,PEA15,3.38898,1.312514805060177e-76,18.838825,JAKMIP2,1.8959082,9.98252533128306e-31,11.874756,PLXND1,1.7878157,2.132464104865161e-89,20.34472,FNBP1,2.3728466,0.008603187379589669,3.7437763,PDLIM1,7.2180552,3.9346258052907354e-12,7.728525,LXN,3.2991965,1.4523721043281534e-05,5.470093
LMNA,2.566255,0.0,55.383816,ID2,2.0864515,6.17671352358519e-82,19.47067,TCN2,1.8063,1.410899117545907e-190,29.64528,IL3RA,1.687691,5.443550665576662e-230,32.562027,CNN2,2.045925,2.0459641130749748e-281,36.01378,CD52,1.7875118,0.0,40.45172,CAST,1.5394607,2.837282483430886e-124,23.950634,CPVL,2.5859368,0.0,42.22961,GCA,1.7943459,8.650477107602325e-221,31.90538,AP2S1,1.695768,2.0852166315651266e-16,8.908144,FRY,2.4782577,5.4948489884483804e-42,13.836092,RASSF5,1.6761613,1.6622602413174382e-52,15.572381,FAM111A,2.5640297,9.800757453993302e-263,34.79929,PDIA6,2.3774714,0.0,38.25744,EFEMP1,9.312091,1.3576192775353836e-76,18.835987,SLC26A11,2.2275522,2.8830125768504772e-30,11.78176,AIF1,1.5590824,2.132464104865161e-89,20.344545,ARHGDIB,1.2505454,0.00897507764591701,3.725149,VWF,6.947209,4.461245937237025e-12,7.7075105,MLLT3,4.2341166,1.6036509046179856e-05,5.449358
PALM2-AKAP2,2.8333893,0.0,55.37244,PALM2-AKAP2,2.1010725,1.7227283912744538e-80,19.297647,RNF130,1.059878,1.9814838794964225e-185,29.242525,S100A8,2.1014383,5.788973441072723e-225,32.204296,SUSD3,3.4071434,1.877660276370031e-277,35.7591,C1QC,2.941346,0.0,40.404766,MAF1,1.6830266,3.3431838986173365e-121,23.653326,TIMP2,1.7831825,0.0,42.198357,NCAPG,3.1675725,4.0163175126511896e-219,31.784319,TCF19,3.0250533,4.0875636040010313e-16,8.830739,CSF2RB,1.2317446,2.900967355455575e-41,13.71397,ANXA1,1.2495672,3.1496403147563515e-52,15.529385,SPC25,3.568718,9.275247043876318e-262,34.734077,VAMP8,1.5866691,0.0,38.131386,HSPG2,7.2583613,1.562538869148332e-76,18.827515,RUNX1,1.5780748,5.6654856311612676e-30,11.723582,ICAM1,1.7532711,5.851154371515197e-89,20.293886,IL32,5.2892594,0.009734917509178173,3.6921694,TAL1,6.4725943,5.461644677571493e-12,7.6768045,JPT2,2.797023,1.6723408443633694e-05,5.438795
