C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score,C18_names,C18_logfold,C18_pvals_adj,C18_z_score,C19_names,C19_logfold,C19_pvals_adj,C19_z_score
DCBLD2,5.227304,0.0,54.453205,BACE2,2.8809333,2.2793035168473213e-80,19.282303,USF2,1.0554972,1.0259386846229902e-181,28.948273,CEBPB,1.6410357,3.294651944705251e-224,32.149666,LCN2,4.4705424,1.1447877203939148e-275,35.64346,ANXA5,1.7298399,0.0,40.241653,SEC31A,1.8047197,2.929706390042416e-119,23.461683,SLC7A7,2.2283528,0.0,41.482197,KIF22,2.835221,7.575455779147781e-216,31.545076,SAMHD1,1.8991385,4.705483585829891e-16,8.812571,NDFIP2,1.9769819,1.2995137402045642e-40,13.602698,GPR34,3.2183602,3.550955517976995e-50,15.217896,SERPINB1,1.7926394,3.0399278641293345e-260,34.632347,DEFA3,3.5705247,0.0,37.870174,GNG12,4.8073497,1.5952728305638748e-76,18.825409,SLC43A2,2.328517,6.970155494735931e-30,11.705468,SOCS3,1.6813685,1.3372664906365813e-88,20.252132,EEF2,0.89221525,0.010812493340864699,3.655652,HPSE,7.1035,5.60578567368504e-12,7.6688013,PRDX2,2.900179,1.730896932346078e-05,5.429609
CYP1B1,3.027142,0.0,53.537334,CKS1B,2.7570288,1.0697478212072257e-79,19.200464,TFRC,1.4813018,5.691918654389103e-181,28.888433,CCL4,2.1653335,7.637120932228521e-224,32.122902,FOLR3,3.1023557,4.9667108009678634e-275,35.601704,SLC15A3,1.984549,0.0,40.189777,PLA2G7,1.9241769,4.108991126778934e-118,23.348373,FBP1,2.675459,0.0,41.371548,ANLN,3.3164613,1.6525039444242203e-215,31.519737,SMC4,2.3167639,4.90255381655992e-16,8.805611,ADGRE1,3.9429338,6.503461353205382e-39,13.308345,ALOX5AP,1.3605604,5.878418530165392e-49,15.0298395,WDR76,3.1871643,4.119562917222438e-260,34.622993,MCM5,2.7291086,6.708763931907169e-308,37.65769,CAVIN1,4.3950863,1.9337990247176383e-76,18.813408,TXNRD1,1.2936714,1.2866078928638697e-29,11.651461,NIBAN2,1.8988302,1.175347557740878e-87,20.14372,CD5,8.896688,0.011535483756846614,3.6348448,ZC3H12C,3.4078941,6.5643462963628984e-12,7.646248,NUCKS1,2.3674538,1.8050947766685965e-05,5.4191084
ID2,2.6608624,0.0,52.601036,CTSG,3.1067562,1.9015086146812124e-77,18.92864,PPARG,1.2995367,9.9138698568909e-181,28.868595,CTSA,1.1796939,2.683055963540379e-222,32.011402,FOS,2.188469,8.605510146042294e-272,35.3912,ACE,2.1723893,0.0,40.085922,RNH1,1.3324448,7.933003258427577e-118,23.318893,LHFPL2,2.4901626,0.0,41.353527,LBR,1.8522786,1.0255366996978136e-213,31.38801,IL7R,3.1023948,7.770044000878434e-16,8.751488,MYADM,1.2473009,6.503461353205382e-39,13.3082905,ENPP3,3.3748975,2.8622849862208524e-48,14.924154,HIST1H4C,3.0351079,2.592664773808525e-259,34.569294,MT-CO2,2.945118,1.878613463212703e-307,37.629955,REXO2,3.1484473,1.9337990247176383e-76,18.813248,FNDC3B,1.2278435,1.2851162799798672e-28,11.448149,KLF6,1.4229383,2.6362819934314992e-87,20.102633,HNRNPC,1.6396887,0.01746129877674942,3.4906368,MTSS1,6.3026304,6.5814379326287236e-12,7.643676,FARSB,3.2068126,1.861203516850346e-05,5.4106736
PTGS1,3.615247,0.0,52.5533,TACC3,2.6267757,7.304916839254835e-77,18.85514,SDCBP,0.98869956,2.1831140991441515e-180,28.840635,METRNL,1.3174717,5.420436270778571e-221,31.91685,GBA,1.5888863,1.0968029193849058e-268,35.18817,LRP1,2.2762313,0.0,40.066612,PNRC1,1.2777803,2.5375336507583672e-117,23.267134,LRP1,2.3576517,0.0,41.314037,KIF23,3.1279528,9.068174456302958e-210,31.096834,CXCL3,2.4004796,7.861660062280511e-16,8.747885,SYNE1,2.2649882,3.2574915046088834e-38,13.185286,MAX,1.6800313,1.976346752852553e-46,14.6353035,CDK1,2.8079257,1.0040437084097586e-254,34.262028,PNP,2.3968456,2.246348687075899e-307,37.624813,LAMB1,9.642778,1.4251259619951183e-75,18.70612,MAPK13,2.980507,4.99524947046553e-28,11.328045,DOT1L,1.6276495,3.2429007230181307e-87,20.09133,SEPTIN1,5.213207,0.02155640481427838,3.4145005,AGPAT1,3.0169818,6.610270149277644e-12,7.6409125,HBS1L,2.37581,2.349074892874927e-05,5.365902
STK17B,2.2408085,0.0,52.352703,IDH2,1.7462554,1.6841263171404045e-76,18.810114,LRPAP1,0.86399543,4.093991412675236e-180,28.818228,IFI30,1.7547976,7.15465825556402e-221,31.907564,FGD4,1.9618046,4.7631899937374843e-268,35.145885,S100A10,2.015819,0.0,40.02552,TULP4,2.2541442,1.5806889815676505e-114,22.988811,SCD,2.384558,0.0,41.25157,RRM2,2.3167834,5.216194604391944e-209,31.039978,NRP2,2.409734,8.441880602839345e-16,8.737368,MT1X,2.4838138,6.58382289367786e-37,12.9538145,GNAQ,1.3853174,9.571695435217091e-46,14.524981,FEN1,3.0545614,4.4424606161101475e-245,33.606976,MT-ND3,2.6351154,2.4374765485429204e-302,37.314823,LTBP2,8.1837225,6.643558232439821e-75,18.622932,KMO,2.5926466,5.219855482902505e-28,11.323937,NPC1,1.6909559,1.7586138657696813e-86,20.006205,LEPROTL1,1.901153,0.023675348465563767,3.3808,KCTD20,2.767556,7.687398381028277e-12,7.619285,KIAA1586,3.2594552,2.3726901759291343e-05,5.3612075
ADAM12,5.2029753,0.0,52.221912,KIT,2.9241238,2.287057924321059e-76,18.793098,SLC15A3,1.3276469,1.7917407785520617e-178,28.686344,MAP2K3,1.4459492,1.1280504145168989e-219,31.82051,SORL1,2.4705043,7.259134878015206e-260,34.60551,GPNMB,2.7591166,0.0,39.958557,UBTD2,1.8992807,4.200037904519246e-113,22.845339,ENG,2.0518448,0.0,41.027924,INCENP,3.0218673,6.013300183881682e-209,31.03481,TACC3,2.5271904,8.441880602839345e-16,8.735412,FOS,1.2571666,3.409105360754131e-36,12.8248825,ST3GAL4,2.607153,3.991601557478469e-45,14.425086,TMEM106C,2.5747244,1.156899692333884e-244,33.577965,HELLS,2.989327,5.089562878869206e-295,36.860325,RCN3,5.742222,1.3112347768494242e-74,18.584642,EID3,3.3334284,6.07654916090781e-28,11.3098545,CCL4L2,1.9740164,3.9426916725999094e-85,19.849545,NELL2,14.514174,0.027412588253698186,3.330417,TMSB4X,1.2185715,1.4489979084204121e-11,7.5327477,CPOX,3.3573058,2.4118731745600672e-05,5.3554015
PTGS2,3.9085636,0.0,52.097385,GRAP2,3.1180916,3.942306760659014e-76,18.763409,CD14,1.4135367,2.177179495511285e-177,28.59865,ICAM1,1.6157732,3.545290562118063e-218,31.710938,PROK2,3.2498918,1.415315020709811e-259,34.585136,OLR1,2.0314114,0.0,39.620937,SNCA,3.3543577,2.1193095797777735e-111,22.672756,CXCL16,2.2475922,0.0,40.917496,FCAR,2.1616538,4.75082343176124e-208,30.967627,TUBB,2.2054133,1.0590016182010973e-15,8.70759,ADGRE5,0.7660348,4.4188947499024235e-35,12.621225,TCN1,3.4343998,8.755367478515831e-43,14.041254,YWHAH,1.9806949,2.0408676748164395e-231,32.65672,MAT2A,1.8567822,2.2162128007418183e-293,36.757122,MCAM,8.458107,8.47146189776478e-74,18.483362,ADTRP,1.9312952,1.372148239375077e-27,11.236657,GLIPR1,1.7002478,5.416218949837068e-85,19.832605,B2M,0.6663099,0.031685383746434474,3.27829,ASAP2,8.009129,1.6619932328359444e-11,7.511746,FHL2,3.872263,2.499732762904819e-05,5.346122
ZFP36L1,4.1694975,0.0,51.67156,ACSL4,2.041713,1.9316321501883771e-75,18.677994,ATP6V1B2,1.1556692,2.298007441371036e-175,28.434277,MCOLN1,1.3854519,1.243781667699107e-216,31.5981,IL17RA,1.7952574,1.119093529136974e-257,34.457592,PLPP3,2.2204354,0.0,39.542007,ANXA5,1.4601791,9.942486995956497e-111,22.603994,CXCL5,3.9180152,0.0,40.663692,DEFA3,3.3650408,2.1236879649559274e-206,30.844229,KIFC1,3.1544697,1.2975843010475975e-15,8.682398,PGD,0.6188526,4.860819291564054e-34,12.426287,SLC45A3,3.7168698,3.259086638812741e-42,13.9462385,CENPM,3.3187706,7.769132215139287e-226,32.26015,TYMS,2.4538703,2.1284345509722475e-285,36.252895,ITGAV,4.042329,9.399811919788804e-74,18.47686,CCL18,1.571229,5.710640564913155e-27,11.104665,PNRC1,1.2907608,1.1503992114388765e-84,19.793722,MLLT6,2.3894498,0.03305341937662998,3.2630324,GP6,8.318706,1.6619932328359444e-11,7.5106707,URI1,2.1939678,2.60396208843281e-05,5.33595
RGS1,5.025384,0.0,51.245613,GLUL,1.3940834,7.39314707942303e-75,18.60469,CSF1,1.4073558,2.5005915897837423e-174,28.349724,BTG2,1.2583414,5.04415271964357e-216,31.553253,PLAC8,2.4071317,4.089328476333837e-257,34.419483,SORT1,1.8469931,0.0,38.69399,ATP6V0D2,3.1964586,1.1361804750719266e-110,22.597492,ADA2,2.5434659,0.0,40.57171,BIRC5,3.2329783,2.5849273442284517e-204,30.687756,STMN1,2.7476869,1.4847263192155518e-15,8.664976,P2RY2,2.138241,6.7002277956970705e-34,12.400141,SELL,4.1508126,7.23929324927956e-42,13.888029,SRPK1,1.8044667,8.015749730037022e-225,32.18727,APEX1,2.5489678,5.502864599570894e-281,35.971397,RAI14,7.356659,1.2061581848867398e-73,18.462523,TM4SF19,2.9429765,5.9313763598687895e-27,11.101039,USP12,1.6139154,1.5194513157890684e-84,19.778753,TXNIP,1.1838259,0.0373029562335317,3.2165058,MTURN,4.4860563,2.3143453296136834e-11,7.4631557,CCT6A,2.4512134,2.960899930778104e-05,5.307156
RHEX,4.757025,0.0,50.755116,SMC4,2.5117805,4.119341892236301e-74,18.511658,ARRDC4,1.3935353,1.2027275079340943e-172,28.212366,TREM1,1.8778725,3.825023081326111e-213,31.341,HP,3.9698436,1.0452328397411288e-255,34.324764,GRN,1.6211504,0.0,38.615284,NRP2,2.500344,2.2262165952922777e-110,22.56657,GRN,1.7753246,0.0,40.540012,KIFC1,3.0600858,1.411771026464111e-198,30.253557,DEK,1.8753825,1.4911812589734088e-15,8.662428,KCNH2,3.940181,1.30651964902443e-33,12.346287,CLINT1,1.8297267,8.22049425218748e-41,13.709842,GCA,1.7860886,9.024088002817466e-224,32.111523,SLC2A5,3.6033797,7.965011995211202e-278,35.767952,CDH13,9.628958,3.4633564441769614e-72,18.278576,EHBP1L1,1.326393,6.009771759401999e-27,11.099629,ZNF697,2.2658355,4.283701282982079e-84,19.725487,PIK3IP1,6.779097,0.03747010255210668,3.2138565,MYH9,2.1170459,2.483315316169274e-11,7.4518857,SLC30A1,2.3087926,3.0453127301105168e-05,5.2993627
SOCS2,3.3042421,0.0,50.5082,RAC2,1.4321604,9.792004676118193e-73,18.338734,ASAH1,1.2394177,3.237617793326079e-170,28.013012,SOCS3,1.6825209,8.078489815574733e-212,31.243103,LRG1,2.347971,3.461746387690772e-255,34.289387,ADTRP,2.2317393,0.0,38.58732,CYP27A1,2.0121875,1.1222091968335203e-109,22.493748,MMP2,2.3749828,0.0,40.517853,BASP1,1.6430389,3.1536375343120633e-198,30.226461,CTSL,2.0023966,1.7123511780698085e-15,8.644633,RAB11FIP1,1.0468785,1.7856370494948713e-33,12.320892,MYH9,1.1494117,2.3457781882996805e-40,13.631337,SMC1A,1.8902239,7.825007719425219e-219,31.753813,MIF,2.0266209,7.537891706044367e-275,35.57565,SPOCK1,8.943016,6.38072507985686e-72,18.24437,IRF8,2.567378,5.412587197953686e-26,10.896078,CTSH,1.8540857,1.6735458104582264e-83,19.655544,TOMM7,2.0200627,0.03827173561797491,3.2017848,MAP3K5,3.264926,3.0646148637160945e-11,7.4221325,ADA,3.8339086,3.210588321526578e-05,5.2839484
RGS2,3.855931,0.0,50.370388,KIF23,3.5932512,1.1567277486476975e-72,18.328953,FGR,1.0054908,3.8277342716340825e-170,28.006481,S100A6,1.0887104,3.123481064811884e-210,31.125507,IVNS1ABP,1.5207895,5.0151828924931305e-248,33.80502,VSIG4,3.313826,0.0,38.584644,PGRMC2,1.9015917,5.447193838195997e-109,22.42297,CTSD,1.9413512,0.0,40.232933,PDE4D,1.9557862,4.108771112011975e-198,30.21718,AKR1B1,2.2149563,2.6432816576478368e-15,8.59292,LPGAT1,1.7499301,6.0655702445458e-32,12.027332,IFITM2,2.113943,2.4599371402280845e-40,13.627507,CKS1B,2.3444862,1.4782418989414337e-218,31.733313,MSRB3,2.6245375,2.3477348160358528e-272,35.413677,EHD2,7.0649405,1.1518420202020449e-71,18.210403,STX4,2.1267495,1.4007544907135556e-25,10.806932,SERPINA1,1.5208349,2.494142380577028e-83,19.634388,CTDP1,2.2445476,0.051965655634736534,3.0806642,ECE1,4.2878113,4.836203404677712e-11,7.3576174,ZNF146,2.2619174,3.210588321526578e-05,5.2838387
PRG2,3.2818165,0.0,50.302303,NUSAP1,2.8417358,1.3221765238305653e-72,18.320967,ANXA5,1.1281282,8.7122517578883e-167,27.7278,TYROBP,1.3206917,1.298774519689415e-208,31.00513,PSTPIP2,1.6847594,4.5344318860097823e-247,33.73939,RCAN1,2.546665,0.0,38.443874,FTH1,1.4669266,2.4243531679026193e-108,22.355288,GPRIN3,2.5828109,0.0,40.105328,KPNA2,2.5652995,1.6124180797663772e-194,29.941322,FABP5,3.2780888,2.745918797168912e-15,8.586579,YPEL5,0.9483318,1.0825870476333634e-31,11.978209,BTK,2.3166192,3.738276518323987e-39,13.423858,BASP1,1.6849682,3.815281332811049e-217,31.630335,MYDGF,1.7284399,3.8226316135526105e-272,35.399574,CALU,2.500811,2.6147909432442284e-71,18.16465,DOT1L,1.7642398,2.0472173989446105e-25,10.770287,SAMHD1,1.6915549,1.3174871762819162e-82,19.548769,ZFP36L1,2.5692828,0.06056094606563582,3.0164654,ICAM2,4.8331347,8.800296570882992e-11,7.27534,SLC25A15,4.607262,3.210588321526578e-05,5.281914
VIM,1.5751859,0.0,49.738796,TOP2A,3.5225675,1.795707117345563e-71,18.177042,RHOQ,1.2903847,1.426484941526827e-166,27.709501,NCF2,1.2272038,1.3216173814281343e-206,30.855333,CSF3R,1.8520648,6.871353711532619e-247,33.7266,HS3ST2,2.3149595,0.0,38.413246,TDP2,1.8197972,2.779929236628411e-107,22.24556,JAKMIP2,2.3857112,0.0,40.014603,TUBB,1.8807675,7.323002121992958e-194,29.890278,RCAN1,2.3161874,3.6323153624216585e-15,8.552426,SIGLEC6,1.1250986,2.1391565063703936e-31,11.920534,LMNA,1.5379273,8.125173262963649e-39,13.364827,SMC4,2.0967402,6.773695040775812e-217,31.61173,AFF2,2.497378,2.409643461965205e-270,35.282074,UCHL1,5.8142138,1.5485632692509917e-70,18.065159,TTC39B,2.5700676,2.070215193362688e-25,10.769039,GPR183,3.3301299,1.4929766258531918e-82,19.541515,IKZF3,4.3323274,0.06155736788006139,3.0109491,GUCY1B1,8.768368,9.739890524186255e-11,7.2597423,TPM1,2.4660218,3.309510116072118e-05,5.2738237
NCOA4,1.7626382,0.0,49.465458,RRM2,2.988974,3.97861515907526e-71,18.132662,HEXA,0.99220645,1.45862180481488e-166,27.708172,EVI2B,1.2178135,2.0369632085105015e-206,30.84083,ANTXR2,2.227397,1.2773765728775361e-241,33.364372,SPARC,2.3201525,0.0,38.39898,PXDC1,2.77895,2.8521747146108883e-107,22.243858,MS4A4A,4.4779305,0.0,40.001736,ERG,2.7409694,2.1430336804483173e-193,29.85386,CD68,1.9120005,7.331623480946306e-15,8.467188,CCL4,1.2933623,1.0521076683004128e-30,11.784435,ESYT1,2.0154681,9.31190800064597e-38,13.179366,MCM2,2.5855038,1.4411379156793894e-214,31.44142,PDE4D,2.0444922,5.846894626277639e-270,35.256622,THBS1,5.017332,5.323774752483503e-70,17.995323,KIF1B,1.7832961,5.897970762243514e-25,10.668108,CD68,1.8191282,7.20877458994742e-82,19.460125,TRBC1,11.834843,0.06361436978096306,2.9962115,MPP7,4.8960433,1.2453882672419055e-10,7.2245445,MINPP1,3.3471074,3.3348591659931457e-05,5.269927
SLC7A5,2.9289553,0.0,49.080803,CTTNBP2,2.974469,4.6055492733848636e-71,18.123932,COLEC12,1.5743481,3.9452527147756137e-166,27.671764,CSF2RB,1.1670754,5.279001845722744e-206,30.809483,PFN1,1.1270193,1.2773765728775361e-241,33.36429,GPRIN3,2.4169874,0.0,38.39443,TMBIM1,1.2654284,1.6661898349681626e-103,21.850195,DAB2,2.0565212,0.0,39.92636,NCAPG2,2.3770092,5.596806048300003e-193,29.82122,CXCL5,2.9005787,2.7810388055221405e-14,8.30853,SEMA7A,1.2558366,2.5961226006375715e-30,11.705398,SOCS1,2.52258,1.1526669365619379e-36,12.985819,KIF22,2.846447,2.039375464820882e-213,31.356655,DKC1,2.2618945,4.27583148075458e-267,35.068886,WWTR1,6.3286715,2.858130015631732e-69,17.900452,RBM47,1.7026926,8.632826850647521e-25,10.631174,CLEC7A,1.6003805,3.4826317326814684e-81,19.37838,CD3D,11.292763,0.06391794682868783,2.9943671,LRP12,3.383347,1.485716734972435e-10,7.1986704,LDHB,2.1916993,3.8712649279898575e-05,5.240006
BTK,3.338477,0.0,48.88495,CALM3,1.6961246,7.829797782441078e-71,18.093372,CD300A,1.1584252,4.014108489365765e-165,27.587399,CD69,1.5639342,8.525332084121058e-206,30.793457,CYBB,1.7920054,4.145217505288583e-239,33.190216,HMOX1,2.2883554,0.0,38.275063,SCD,1.491297,2.9905400256177084e-101,21.610777,SH3PXD2B,3.0118787,0.0,39.770885,SPAG5,2.8352838,2.2577512453103744e-192,29.773968,CTSC,1.3087718,3.3299919248830777e-14,8.285249,PDE4D,1.3292142,2.656142161808334e-30,11.703357,IL10RA,1.9459177,6.665028274423799e-36,12.847502,USP1,2.128027,1.1090500699784427e-212,31.302206,EIF3A,1.7157985,4.185114636857411e-264,34.87146,PARVA,7.8285,4.640047320623254e-69,17.872698,ACSL1,1.4185429,1.0192025407854518e-24,10.614641,HMOX1,2.1510456,1.3334957079225728e-79,19.189014,LY9,11.066127,0.06392731503446021,2.993026,LRRC8B,4.2417245,2.3130602191146238e-10,7.1343865,HNRNPC,1.737422,4.056137327111881e-05,5.2289424
NDFIP2,4.048964,0.0,48.800465,IL9R,3.2688563,7.20278780706324e-70,17.968712,SOAT1,1.5598235,1.860106345281766e-164,27.530823,NDRG1,1.6720053,2.474522458659649e-202,30.531836,TSPO,1.4131993,4.643845428062673e-239,33.186337,APLP2,1.6815554,0.0,37.92316,SCYL1,2.0766184,2.42196051558968e-100,21.51291,FMNL2,2.4135866,0.0,39.74063,SLPI,2.5065265,1.700984329751123e-191,29.705168,CPE,3.2363672,3.6658738039209516e-14,8.271956,ANKRD28,1.4743317,4.0070201821656044e-30,11.667813,B2M,0.6360345,7.956426493740193e-36,12.833471,MNDA,1.7402849,8.900906740198936e-212,31.235222,TRA2B,1.7793053,1.3832675230501177e-262,34.770756,ABI3BP,7.7858086,1.6744033254101425e-68,17.800232,ZEB2,1.0119624,1.5705212667476644e-24,10.572946,MCL1,1.1315922,1.1302612209168234e-76,18.834055,ZFR,2.2530084,0.06428662835479293,2.9894881,KIF2A,4.028241,2.365545139800422e-10,7.1295004,SNCA,3.2065918,4.235847980420687e-05,5.2157345
CD9,2.0759833,0.0,47.5471,CEP55,2.8242242,8.427530197342485e-69,17.829813,FTL,0.6807901,1.463302735842148e-162,27.37103,RALGDS,1.4579273,1.7608060261980936e-201,30.467113,ALOX5,1.3458114,1.3481841957228745e-236,33.014713,CTSD,1.7522968,0.0,37.85724,S100A11,1.0583812,2.097817715301505e-99,21.410976,COLEC12,2.3985844,0.0,39.709675,CORO1A,1.9227879,1.781074382286465e-191,29.703142,CALU,1.5441437,6.105526565028333e-14,8.209099,IKZF1,1.0644392,4.237536547054558e-30,11.662749,NDFIP2,2.6506767,8.107388164176064e-36,12.831696,NCAPG,3.218822,1.6439336733315783e-211,31.214716,JDP2,2.3503902,2.43498887332016e-261,34.687595,SERPINE2,6.2936788,1.9773129090442868e-68,17.790186,FMNL2,2.3431947,2.1622528363765045e-24,10.542313,TYMP,1.5517519,1.1302612209168234e-76,18.83367,RASGRF2,8.20178,0.06834174568451569,2.9645565,ST8SIA6,6.1274786,2.805568136993604e-10,7.104198,SH3BGRL2,6.7376714,4.235847980420687e-05,5.213747
NFATC3,3.0089262,0.0,47.530582,PTGS2,2.428931,1.5474361298209535e-68,17.79518,VAT1,0.83447707,2.5146258026846727e-161,27.266102,SIRPA,1.2934123,1.8178115033702568e-198,30.238281,FPR1,2.8375986,6.537048771074771e-236,32.966454,FAM20C,2.206567,0.0,37.72672,P2RX7,3.1033468,8.8292610505208e-99,21.342878,CTSH,2.2885244,0.0,39.70943,S100P,1.9947044,2.7221278092348335e-189,29.533056,COLGALT1,1.4665308,7.743861441032784e-14,8.178694,ADGRG3,1.2586287,8.932714790714385e-30,11.598187,FTH1,1.205894,9.653701880229822e-36,12.816899,CEP55,2.578949,1.3587946322537817e-210,31.146618,ITGA4,2.5520332,1.0300964284833956e-260,34.645706,FSCN1,5.597214,2.459273608409032e-67,17.647646,DDHD1,1.6288728,2.350169674913874e-24,10.533661,ATP13A3,1.6216118,8.578795263849545e-76,18.725222,SMAP2,2.4664454,0.07104433983355705,2.9499195,CTR9,3.7582364,4.58211341860478e-10,7.030863,NFIA,3.2149305,4.2997738752420404e-05,5.206502
EPAS1,1.7602172,0.0,47.48657,ABCC4,2.653174,2.031164439320325e-68,17.778702,GLIPR1,1.3994457,3.06806946568233e-161,27.258343,CFLAR,1.2207927,1.4398176629336186e-195,30.016533,KIF21B,2.4131079,2.825550553056164e-233,32.780697,MAN2B1,1.5959938,0.0,37.721046,LONP1,2.030691,4.438278567857476e-97,21.157942,CORO1C,1.7723924,0.0,39.68397,TYMS,1.9691808,4.8860147877552756e-188,29.434303,AGPS,1.4046929,8.19325866459306e-14,8.170106,CKAP4,1.4534811,1.2113785456083296e-29,11.571783,RAC2,1.0306886,1.2478287289605502e-35,12.7960415,GMNN,2.6108615,5.3145289590002346e-210,31.102419,NOLC1,2.6159291,1.077322550837246e-260,34.6441,DSTN,3.185505,3.635710379458564e-67,17.62483,ATP2B1,1.6233536,2.374488933970597e-24,10.53249,IL7R,3.104762,1.243883338485753e-75,18.704613,RAPGEF6,3.4817107,0.07703055877813049,2.9179795,LY6G6F,13.454687,4.700168524764367e-10,7.0243435,EIF2AK1,2.268719,4.2997738752420404e-05,5.20633
TIMP1,2.5498092,0.0,47.46304,NDFIP2,2.6215854,1.6250952342526422e-67,17.659317,CTSZ,1.144093,3.837345388237213e-158,26.995335,B3GNT5,1.3945452,1.533669005728874e-194,29.93726,LBR,1.821182,3.850176541352306e-229,32.48841,UBL3,1.947687,0.0,37.685284,EPHX1,1.7628936,1.328028935829531e-96,21.105698,ATP6V0D2,3.3935785,0.0,39.66917,KIF2C,3.4768345,1.6048993069024426e-184,29.157782,SHCBP1,3.062778,1.1547331613846177e-13,8.126836,TNIK,1.6831878,2.7941897686124407e-28,11.293824,HPGD,1.8698834,6.421675558940185e-35,12.66447,TPX2,2.484661,4.269011936333248e-207,30.88642,MCM3,2.9052284,6.0211872284299544e-260,34.59412,NPDC1,5.1591535,3.6689915169897423e-66,17.491478,GPCPD1,1.3826748,9.51441648698274e-24,10.39666,PLAUR,1.2497017,3.458831516279441e-74,18.525684,LTB,3.493356,0.07855707613904864,2.9095962,WIPF1,1.9224241,4.700168524764367e-10,7.0239077,SPTB,4.132308,4.318070457406259e-05,5.2032623
GRAP2,4.859735,0.0,47.25567,AKAP12,2.9959648,8.234134353245187e-67,17.566893,MCOLN1,1.1426322,4.687115180697589e-158,26.987469,TANK,1.4236373,9.924538010836524e-194,29.874453,GTPBP1,2.2196877,2.7789900089400364e-222,31.998266,CSF1,2.04189,1.4583697760089112e-305,37.513424,PSAP,1.1683606,3.514348297184243e-96,21.05915,IFI27,4.1441855,0.0,39.62855,UGCG,1.6687255,1.0072792372608888e-180,28.855766,CTSH,1.9020464,1.1798745339885846e-13,8.1224785,PATJ,3.6518693,1.1519092465648732e-27,11.165427,PALM2-AKAP2,1.6131334,7.207818396378791e-35,12.654806,SERPINB10,2.4562426,1.704541822401641e-205,30.76652,LOXL1,3.2139091,6.600365423969828e-259,34.52428,NNMT,6.116211,1.881597118824849e-65,17.397377,SAT1,1.3784802,1.2655469367749431e-23,10.368264,CTSZ,1.581429,2.2440274941739953e-72,18.29893,TMEM248,1.3622285,0.08025436115676589,2.900911,PDE5A,9.152041,5.548362970606645e-10,6.997367,YWHAE,1.4329822,4.329658031925075e-05,5.198286
FOSL2,1.8642334,0.0,46.64921,SFXN1,2.2510889,4.2413564040118463e-66,17.471897,CLEC4A,1.608186,5.966903208809193e-158,26.978075,NINJ1,1.1962057,1.8792062365136448e-193,29.852667,NBEAL2,1.7396715,4.5882348485957585e-220,31.838018,PPT1,1.5931847,4.450021230253202e-305,37.48331,UFM1,1.6268965,1.1942445090162836e-95,21.000628,ACP5,2.3015833,0.0,39.549156,TCN1,2.7434409,8.282005584395786e-179,28.702288,CENPU,2.5447993,1.7613623975570062e-13,8.070284,ADGRG5,4.099606,1.3339796320823248e-27,11.151723,SH3BGRL3,0.91682535,3.1401142654713865e-34,12.536625,HMGB2,1.9208106,1.7555569343051444e-204,30.689882,LRG1,2.236361,4.750626177840696e-255,34.26567,PFN2,6.5765266,2.1983571626726664e-65,17.387774,DDX5,0.5816853,2.5374884233242912e-23,10.298688,TIMP1,1.5897495,3.972282797707211e-72,18.26699,RBM33,1.5970285,0.08809789465844749,2.8605542,MED12L,5.120471,9.614863364294426e-10,6.9166,DMTN,4.2166443,4.7723088770011494e-05,5.1757674
