C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score
MAP2K1,0.41955316,1.2534357685160416e-16,8.581322,OXER1,1.2838769,1.0,0.32408458,HUS1,0.529747,0.0008343992144181736,3.8553846,EIF4E2,0.48797026,0.0033900185469176265,3.249012,AP1G2,0.89142203,0.5535680690511914,1.2068368,MSRA,0.34943125,5.619472002033947e-36,12.728227,KBTBD11,1.8844539,0.40943708190618616,1.727139,TMEM8A,0.17714573,0.03408801012185724,2.7090757,YTHDF1,2.125473,1.0,0.08466627,SHCBP1L,0.0,1.0,0.0,NT5C3B,0.81217086,0.29401501313127876,1.998238
MINDY3,0.50536615,1.3226073930520513e-16,8.575056,AGER,2.3312502,1.0,0.32379618,EIF4A2,0.36371303,0.0008448103649989756,3.852057,NUP42,1.1186347,0.003427473816533923,3.2456088,KRT79,0.6328733,0.5540554630953813,1.2060465,ALAS1,0.4002852,6.077096523964844e-36,12.722054,NENF,0.23804335,0.41054906282976317,1.7254893,CYB5R1,0.15379956,0.0344716491240548,2.7049572,PLEKHF1,0.23929007,1.0,0.084611356,MOGAT2,0.0,1.0,0.0,PLEKHA4,4.813361,0.29517077867996955,1.995983
CENPV,0.80861217,1.3397683873647544e-16,8.573487,VPS13A,1.5220045,1.0,0.3228937,NMT2,1.001508,0.0008518348156551635,3.8499317,CXorf40A,1.5981168,0.0035514875705418905,3.234968,STXBP4,0.9614464,0.5545291026242583,1.2054142,ABCF3,0.57416964,6.907735643236363e-36,12.711981,AAAS,0.5525959,0.41069937835976217,1.7251916,ALG3,0.50007784,0.0344716491240548,2.7048967,NEDD4,1.0254415,1.0,0.08439173,DUXA,0.0,1.0,0.0,C1QTNF6,2.760332,0.2954677603673362,1.9954087
DCAF7,0.39625642,1.3861926024980926e-16,8.569311,RIC3,4.321954,1.0,0.3213214,RARS,0.7094297,0.0008661263749938844,3.8455615,GSN,0.10657948,0.0035728593021279657,3.23307,C18orf54,2.2441432,0.5546621783593926,1.2051139,DNTTIP2,0.4244896,8.128731366462479e-36,12.69919,CEP97,1.7043415,0.4143173071994293,1.7201377,COX16,0.29698706,0.034515285899697594,2.704291,ZHX3,0.6131103,1.0,0.084336825,ITIH3,0.0,1.0,0.0,EPHA2,4.6670804,0.29551172868846376,1.995196
MAST3,0.46002543,1.3937984015566372e-16,8.568552,IL7R,0.6916361,1.0,0.32076317,COQ10B,0.56308943,0.0008775432666304397,3.8421543,TGFBR3,2.3487027,0.0035934805781737147,3.2312872,RPA2,1.108581,0.5572969550424616,1.201913,SNX12,0.6303854,8.352703695967951e-36,12.697003,ATP2B4,0.46666163,0.4148165197112374,1.7193732,NIBAN1,0.5017186,0.035069519044272635,2.698345,FGL2,-0.09953842,1.0,0.08395247,KIR3DL3,0.0,1.0,0.0,HSCB,0.9798394,0.2969414672639993,1.992558
TIMM23,0.31792387,1.3937984015566372e-16,8.568511,DKK1,1.8715066,1.0,0.31990725,TRIR,0.2964954,0.0008995710300836479,3.8356757,KLHL42,1.4257351,0.0036171229833976324,3.2292743,BRCA2,0.93132174,0.5577057704514731,1.2013992,ATF3,0.5092325,8.441537057449844e-36,12.696116,RUVBL2,0.6457768,0.4150745926063745,1.7189547,RAF1,0.2813694,0.03507310151329194,2.6982183,PLA2G4A,0.52264947,1.0,0.08312888,ADAD2,0.0,1.0,0.0,CAMK2D,2.2021458,0.29734468395575053,1.9918348
TRIM8,0.37285042,1.5618023061350296e-16,8.555308,ZNF224,1.1180953,1.0,0.31921875,STAM,0.5306658,0.0009050903679308603,3.8340745,SYNJ2,1.6636398,0.003641983207549189,3.227223,BCL2,1.093037,0.5598610474114422,1.1981587,ORM1,1.0306991,8.768541260030234e-36,12.693082,ARMC6,0.6048177,0.4168940033651244,1.716645,GLA,0.16270441,0.03515043481076612,2.6973925,GPR141,2.2493382,1.0,0.08236018,PRR23B,0.0,1.0,0.0,IFFO1,2.4726977,0.2991136668784474,1.9890267
UBXN2B,0.2815013,1.8528049558805714e-16,8.535479,CARMIL3,3.6439128,1.0,0.3182512,AAAS,0.7962106,0.0009347289403770792,3.8258526,MAPRE2,0.39527994,0.0037058420630414132,3.2220154,IRF4,0.77195334,0.5653851411551354,1.1912906,SLA,0.55575794,9.253595658733036e-36,12.688807,RHOT1,0.39299175,0.41904855786020356,1.713587,COQ10B,0.32829309,0.035443455184989446,2.6940558,ZHX2,2.0675428,1.0,0.081756204,CNTNAP5,0.0,1.0,0.0,LMAN1,0.74404764,0.299564438348966,1.9882395
C12orf4,0.6177279,1.8528049558805714e-16,8.535407,RAD52,3.0399427,1.0,0.31811163,SLC35C1,1.2378466,0.0009382721922436141,3.8246274,TIAM1,1.1692804,0.0037870141065713416,3.2155714,GCAT,1.5832663,0.5656536809265668,1.190769,DCTD,0.38322717,1.0044597138852388e-35,12.682322,PIF1,3.1557,0.419757482681177,1.712412,SIGLEC9,0.81832653,0.03550860927256359,2.693274,ZNF260,0.3021666,1.0,0.08137186,SLC26A5,0.0,1.0,0.0,SPP1,1.35539,0.300015762261747,1.9874525
ADCK2,1.066245,1.948867810873769e-16,8.529392,ANKS3,1.6986251,1.0,0.31802788,SECISBP2,0.58878374,0.0009483853766781974,3.82179,RC3H2,0.67307264,0.003977846292523103,3.2005546,CLNK,0.5481189,0.5670806637449081,1.1891092,SNX30,0.7410868,1.0924872143619561e-35,12.67556,MFF,0.2927079,0.42273438477578806,1.7081951,CSDE1,0.20432694,0.03574786712827577,2.6906698,DNAJC8,1.0417633,1.0,0.08131695,GSTA3,0.0,1.0,0.0,RGS16,1.9453579,0.3007689789236175,1.986091
TSR3,0.36537516,1.9856499946481076e-16,8.527059,GPAT2,1.5660982,1.0,0.31492046,CDC37L1,0.9172315,0.0009570937669447293,3.819243,PRKCQ,2.9732103,0.004002019995646006,3.1986697,MED14,0.7168113,0.568031508023602,1.1874732,TOMM6,0.35996264,1.1057889340034456e-35,12.674553,IL13RA1,0.4735016,0.42347697614520596,1.706988,KCTD20,0.17763674,0.035757425414668344,2.6904826,ZFYVE19,1.8901122,1.0,0.079724655,XCL1,0.0,1.0,0.0,CERK,1.1165795,0.3009943738596402,1.9855804
SH3D21,1.266561,1.9986606553146698e-16,8.526218,FANCA,1.4424108,1.0,0.31469718,BAZ1B,0.5067757,0.0009742050561943064,3.8145764,THAP2,1.5205696,0.004006441920881267,3.1981962,TTC19,0.7795453,0.5683754820877677,1.1867934,SH3PXD2B,0.43832892,1.1536355049079658e-35,12.671172,PDPK1,0.5682341,0.42826798965219404,1.7007834,ARHGAP24,2.5288055,0.03702899429822221,2.677968,BRF1,2.0486324,1.0,0.0792854,CNTN5,0.0,1.0,0.0,IER5L,1.1426138,0.3009943738596402,1.9854741
COX4I1,0.4020226,2.0413979548279598e-16,8.523601,DCUN1D2,1.524588,1.0,0.31358072,BCL7B,0.40006053,0.0009893862186861595,3.8104227,HSPG2,2.475013,0.00402165758026099,3.1969807,ADGRL1,1.1145555,0.5697436479769045,1.1848809,LPAR1,0.9603648,1.1753469449067859e-35,12.669651,GANAB,0.373623,0.4295645321623052,1.6989727,BNIP2,0.109125435,0.03707843578090812,2.6774285,ARL6IP6,2.3200338,1.0,0.07862651,PRR20G,0.0,1.0,0.0,CCDC92,1.2791036,0.3015214724056073,1.9843678
TRIM25,0.3914611,2.0484014390788498e-16,8.523111,MYO1E,1.4218721,1.0,0.31205493,BSG,0.21921371,0.0009893862186861595,3.8103657,PIM2,0.79595643,0.004094752886777776,3.1914577,EMID1,1.2030513,0.5703837936363689,1.1840509,MAP3K11,0.47520489,1.3257462879704173e-35,12.660143,SLC12A2,0.69736636,0.43128813650207054,1.6966952,SRSF5,0.12460676,0.03732898011961874,2.6747086,AP2S1,0.5134318,1.0,0.07857161,REN,0.0,1.0,0.0,MPZL1,0.95556635,0.3015214724056073,1.9841764
ADAM10,0.4395162,2.0484014390788498e-16,8.523035,CCSAP,1.1447492,1.0,0.31183162,KYNU,0.5418648,0.0010023421800724127,3.8068557,KLF13,0.9185531,0.004164795301635883,3.18637,SLC25A15,1.2697523,0.5711376921808715,1.1831026,AKIRIN1,0.38488182,1.4112141814593776e-35,12.655179,LARP7,0.32157373,0.4323033170895765,1.6953272,ANP32A,0.9422113,0.03764817711583258,2.6714823,PUM1,1.3516319,1.0,0.07599099,CRISP2,0.0,1.0,0.0,DAP,0.8549344,0.3048183596081332,1.9791772
SHARPIN,0.33452147,2.0733728371325716e-16,8.521547,KATNAL2,2.0542238,1.0,0.31181303,GALNS,0.61053747,0.0010133610730957714,3.8040524,MAPK12,3.160576,0.0042334942515860705,3.181495,NPAT,1.1958972,0.5716351593438072,1.1824229,CUX1,0.3927631,1.46897924282118e-35,12.651969,HIST1H2AG,1.9536184,0.43309770538511794,1.693951,HMOX1,0.32438806,0.03784663332958724,2.6694396,TRIM8,0.6325002,1.0,0.07516739,C19orf85,0.0,1.0,0.0,DYNLT1,0.9844713,0.3048183596081332,1.9790708
AACS,0.44682544,2.1161108540571506e-16,8.519016,ZXDC,0.9583223,1.0,0.31131062,DNAJB12,0.5066989,0.0010204864240365898,3.8018303,PHF6,1.0909232,0.004354591379463625,3.1730847,PTGDR2,2.3702493,0.5717327832248608,1.1822411,PEX14,0.83296335,1.5505137264150663e-35,12.647609,SEPTIN5,1.5530243,0.4350459858419719,1.6907883,ARF3,0.5114203,0.03791319823650385,2.668757,UHRF2,0.48146832,1.0,0.074837945,RGSL1,0.0,1.0,0.0,TMEM185A,0.75385433,0.30524553377218977,1.9783262
SIRT2,0.4170121,2.1679514939711446e-16,8.516129,FAM229A,3.7800043,1.0,0.31126413,TOX4,0.5427536,0.0010239153188186943,3.8008046,LSM2,1.1493374,0.004480014155259661,3.1643674,ARNTL2,0.94530255,0.575152376600278,1.1781944,SPAG9,0.37909228,1.5918097825947225e-35,12.645484,PTMS,0.33016267,0.4350459858419719,1.6906837,LIPN,1.2309854,0.0379980448800402,2.6678264,SMIM29,0.5683772,1.0,0.074069254,ITGB6,0.0,1.0,0.0,ATP10A,2.82107,0.30544316356071727,1.9777519
SELENOP,3.6660233,2.3267175544303727e-16,8.507851,SRRM5,1.8151358,1.0,0.31024072,XAB2,0.72504,0.0010239153188186943,3.8008046,USP36,0.8675075,0.004558985273370134,3.1588147,DCLK2,0.8545615,0.5767887069552579,1.1760131,P4HA1,0.6052057,1.7013689245251915e-35,12.640193,MRM2,0.68263435,0.43564298503332416,1.6896536,ZMAT5,0.49420333,0.03813537278038735,2.666516,ZNF791,0.50112575,1.0,0.073849626,LAMB4,0.0,1.0,0.0,TMEM63B,1.2505705,0.3070189681900268,1.9748588
NUDT3,0.36626148,2.360108169572708e-16,8.506114,WWOX,1.1215948,1.0,0.30976623,WDR6,1.1304547,0.0010493501725277416,3.7944288,ABHD14B,1.4293572,0.004580060464111444,3.1573772,DLC1,0.7089906,0.5768031553873417,1.1759182,TSC22D1,0.53707665,1.8783777715993167e-35,12.632351,PIGB,1.6503699,0.4369785976039125,1.6878268,AMPD2,0.8118305,0.038633462366276364,2.6613188,PNKD,0.7869631,1.0,0.073080935,CNTNAP4,0.0,1.0,0.0,CD109,0.6990137,0.3075707867222846,1.9736248
TMEM63A,0.38167074,2.4501038650690955e-16,8.501688,PIF1,2.7277439,1.0,0.30838928,SAP130,0.9058901,0.0010646753792887902,3.79044,ALDH18A1,1.1624775,0.00461106498813953,3.1552703,TAL1,0.892181,0.5788095237386286,1.1735156,SNRPB2,0.40781438,1.8854502374476486e-35,12.631996,ZNF414,0.7639199,0.4373284290847869,1.6873118,NBEAL2,0.08669517,0.03866913183003005,2.660823,NRF1,0.45945302,1.0,0.07247696,ZNF488,0.0,1.0,0.0,HSP90AB1,0.9240605,0.3075707867222846,1.9736036
ZNF438,0.48932695,2.5385217893685465e-16,8.497404,PCID2,1.0431899,1.0,0.30806366,RAF1,0.5593661,0.001070158068481097,3.789067,PDZD2,4.5159535,0.004646213127056378,3.1528225,TSNAX,0.7068206,0.5791669444866953,1.1730651,DOCK4,0.6694959,2.025164432933973e-35,12.626313,HIP1,0.8057987,0.4378983055527141,1.6863139,ZNF467,3.5212672,0.04058095162312944,2.6425881,PACRGL,0.47868437,1.0,0.07170826,GRK7,0.0,1.0,0.0,WIPI2,0.97705114,0.3081691012335854,1.9721996
PIR,0.6109176,2.544262824932739e-16,8.497058,AL160269.1,3.8328388,1.0,0.3079799,DLGAP4,0.5834145,0.001076922668942671,3.7872095,UBE2D3,0.16094762,0.004684991588400282,3.150349,HP1BP3,0.818269,0.5792194984367979,1.1729307,SETD3,0.441295,2.3357345134576776e-35,12.61502,RUVBL1,0.41988313,0.4388928461894179,1.6851068,ATXN1,0.19964047,0.0405894789596261,2.6422358,VPS26B,1.7798053,1.0,0.071269006,CLEC18C,0.0,1.0,0.0,SUPT5H,1.038034,0.3081691012335854,1.9721358
RBM25,0.34725747,2.7126417411452595e-16,8.489412,TMEM178A,4.0414233,1.0,0.3079241,RAB33B,0.9187892,0.0010837528024661089,3.7853463,SP2,0.6600892,0.004710721258637475,3.1486557,CYBA,0.27175122,0.5794169239166713,1.1726462,CLIP1,0.36019862,2.441627758126864e-35,12.611467,MTBP,3.239643,0.44204594426646976,1.6812117,DOK3,0.7354423,0.040976410659880384,2.6381946,CDYL2,2.175755,1.0,0.07082976,TRIM77,0.0,1.0,0.0,MCRIP1,1.2967017,0.3095876034709519,1.9697744
MROH1,0.3089206,2.7126417411452595e-16,8.489361,COMTD1,1.8050966,1.0,0.3076636,DCAF16,0.7082673,0.0010907258303826672,3.783654,MAP1A,2.4289434,0.004713548429229327,3.148434,TMSB15B,2.9859967,0.5805275920487706,1.1711761,TBXAS1,0.3751162,2.608317795142507e-35,12.606204,AFF2,0.7246815,0.4421332322792463,1.6808416,CD302,0.37827542,0.04104932904198648,2.637407,DNAJC14,0.6482735,1.0,0.070774846,AC013470.2,0.0,1.0,0.0,PODXL,4.451135,0.3114916734655794,1.9664133
SGSM3,0.45478678,2.734547334078171e-16,8.488342,IFNA1,2.8316166,1.0,0.3066774,UBA2,0.50848377,0.0011096618327435085,3.7790787,CUL4B,0.9298738,0.0047142443429257375,3.1483443,HMGXB4,0.9509526,0.5825869627501779,1.168647,AVPI1,0.7129649,2.813102871579196e-35,12.600185,DUSP23,0.45994934,0.44390283485503895,1.6781778,LAMP1,0.27084517,0.04265476421198441,2.6223378,CHST12,2.2526305,1.0,0.0703905,OR5K4,0.0,1.0,0.0,ADI1,0.75993305,0.3116154808982405,1.9660941
TOM1L2,0.7708816,2.815580364089528e-16,8.484863,ABCC5,1.2476606,1.0,0.3066681,RNF41,0.7943777,0.0011217809882809382,3.7761784,TAGLN2,0.8696309,0.004789269186981342,3.1434014,SH2D3C,1.7279569,0.5834205240748543,1.1677065,LYSMD2,1.3041794,2.942809822407497e-35,12.596572,PPM1A,0.41982287,0.4447513355365189,1.67685,FUS,0.39671138,0.0426914978263813,2.6219525,CMA1,-0.49162203,1.0,0.0703905,RGR,0.0,1.0,0.0,EIF5A2,1.4133267,0.3126571805284839,1.9642221
ITGB8,1.5936583,2.82986645458918e-16,8.484191,ZNF324,2.210994,1.0,0.30636108,CHCHD3,0.50856197,0.0011422116432582134,3.7712896,AKNA,0.8604058,0.004921444260447992,3.1348205,KANK2,0.92486185,0.5854277076188422,1.1654776,ATP2A2,0.38660192,2.9457190160423497e-35,12.596436,IGFBP2,0.29561266,0.44881087029383776,1.6713777,PBX2,0.59400547,0.04280562325977222,2.6209505,DAZAP1,0.8710297,1.0,0.07033559,STXBP5L,0.0,1.0,0.0,SSR3,0.80493283,0.3133428703421687,1.9631371
DNAJC11,0.47797635,2.906168600982576e-16,8.481012,MORC4,3.070615,1.0,0.30547723,ALG3,0.79463595,0.0011434113883215537,3.7709308,AFF2,1.1494668,0.005093528759067845,3.124026,ITGA4,0.91539496,0.5856263657865405,1.1651932,MZT1,0.38632923,2.988886191344461e-35,12.595229,PCYOX1L,0.5190157,0.44881087029383776,1.6711524,AMIGO2,0.24119754,0.04329214380578333,2.6163588,CDK16,0.7894268,1.0,0.07006106,GALNT13,0.0,1.0,0.0,CHST14,0.95722663,0.31337389695952195,1.9629457
SGMS2,0.5860246,2.9094230815386336e-16,8.480799,ZBTB8A,1.6782485,1.0,0.30532837,YME1L1,0.76074576,0.0011490892529105025,3.7695005,LGALS12,1.5316873,0.005094791862718445,3.1239066,CCDC15,1.8722109,0.586600121117789,1.1640314,FBXL3,0.41764125,3.4382589219064767e-35,12.584115,HDGFL2,0.53461653,0.44897194209985863,1.6708546,NAXE,0.4899388,0.043693033175980805,2.612934,SLC25A44,1.0282328,1.0,0.068962924,LRIT2,0.0,1.0,0.0,UNC119B,2.2329936,0.31360784730628166,1.9624777
TMEM163,2.6499875,2.9537732390935046e-16,8.478955,CLDN15,1.1082865,1.0,0.30500272,WDR45B,0.64419925,0.0011528189268071917,3.7684977,UBE2N,0.9646264,0.005118941021369269,3.1223755,FUBP1,0.5289978,0.5879510144559958,1.1624032,HCLS1,0.44999447,3.60884425840987e-35,12.5801735,GGA2,0.2870671,0.449585390583185,1.670074,TMA7,0.2018116,0.04371576728559619,2.6126642,NCBP2AS2,0.6077314,1.0,0.068688385,UPP2,0.0,1.0,0.0,PAK4,2.1708934,0.31404506818578015,1.9617331
MON1B,0.3792242,2.989094640382031e-16,8.477488,AIFM3,1.3499726,1.0,0.30403516,FAM8A1,1.2358385,0.0011536082926069957,3.76823,NBEA,3.7421477,0.005147276786019835,3.1207037,NEMP2,1.5833788,0.5885342201543308,1.1616445,PLA2G15,0.7125594,3.735969571468412e-35,12.577381,APOBEC3B,4.1863155,0.44979485035516037,1.6695992,IRS2,0.21561177,0.043758947579623134,2.6122348,ASB8,2.30535,1.0,0.06813932,TAFA1,0.0,1.0,0.0,PPP1R12C,1.3051763,0.3155790389135971,1.958606
KPNA1,0.41800082,3.000312499083431e-16,8.476969,TP53I13,1.8238215,1.0,0.30397934,CETN2,0.7835485,0.0011590171324478156,3.7667713,GABPB1,0.86997914,0.005317191293883492,3.1107538,AUNIP,2.8719301,0.5908913555927365,1.1589888,GBP1,0.99054384,3.738928895817957e-35,12.57726,TMEM131L,0.93811363,0.4497977848106957,1.6694704,CANT1,0.40089378,0.04407248758280288,2.6093333,IER5L,2.1935678,1.0,0.0679746,SEMA5B,0.0,1.0,0.0,PREPL,0.8443267,0.31586160129375407,1.957989
MPHOSPH6,0.59351426,3.0754923526587297e-16,8.474004,ZNF133,1.4627384,1.0,0.30376536,SCFD1,0.50239116,0.0011636535844420774,3.7656658,ATP10D,0.7762773,0.005596452021021534,3.0949142,MSH2,1.1996397,0.5945195844222552,1.154642,TMEM30A,1.0140963,3.8923901990524805e-35,12.574023,HP1BP3,0.4662837,0.4571899354509962,1.6604007,TINF2,0.5009757,0.04433080085476747,2.6072412,DEAF1,0.30772182,1.0,0.06698628,ERVV-2,0.0,1.0,0.0,FAM8A1,0.99865323,0.3162858005668458,1.956904
C11orf58,0.3544308,3.1175654928005905e-16,8.472338,PROCA1,1.8661115,1.0,0.303449,INTS10,0.8465817,0.0011636535844420774,3.7655804,SF3A2,0.7123874,0.005645037702908771,3.0920994,ZDBF2,1.4778078,0.5966795313728901,1.1520654,IL2RG,0.40613765,4.1422249118796413e-35,12.569048,TESMIN,2.8665116,0.4571899354509962,1.6603767,HELB,0.75352824,0.04444991597090284,2.6060464,NFKBIB,0.75937486,1.0,0.066656835,OR5K1,0.0,1.0,0.0,CDC42BPA,0.6818905,0.3181292178830929,1.9535216
MGRN1,0.403282,3.3073551779462855e-16,8.46537,OR13A1,3.2303162,1.0,0.3016162,DGCR8,0.896914,0.0011707335275034502,3.7639678,FSCN1,1.7867982,0.005658765124366822,3.0912933,MYLIP,0.66978097,0.5966795313728901,1.1520417,TBK1,0.49387386,4.237686782115172e-35,12.567188,STEAP4,0.63092905,0.45886596662611595,1.658236,NDUFAB1,0.18414776,0.04543877470100357,2.5971215,ZNF140,0.48440853,1.0,0.06649212,NEUROG3,0.0,1.0,0.0,TMEM237,1.8881063,0.3200920061099943,1.9502882
NSUN2,0.40700597,3.33371044106781e-16,8.464361,LRIG2,1.0804284,1.0,0.30147663,MKRN2,0.8004129,0.0011959955903366685,3.7583385,ERGIC3,0.2648714,0.005903807276277443,3.0783026,SKP2,2.4629424,0.5990183290450843,1.1494256,SLC25A24,0.42338577,4.540690315369031e-35,12.561667,TUBA4A,0.74236363,0.46005449167506907,1.656039,TRAPPC6A,0.618673,0.04545649553165798,2.5968957,AGPAT5,1.7701299,1.0,0.0663274,FAM71E2,0.0,1.0,0.0,MIPEP,1.5587765,0.32147476005275666,1.9481395
ARF6,0.39295313,3.99546631364849e-16,8.443147,TPRG1,2.222721,1.0,0.30144873,CFAP36,0.77084845,0.0011988862585162415,3.7575407,SSR4,0.8384291,0.005955142292990612,3.0755432,MAGED2,0.5700985,0.5996522535606088,1.1484613,APMAP,0.47541308,4.6299993447715394e-35,12.560069,SORT1,0.18849637,0.46005449167506907,1.6559827,TP53I11,0.83783,0.04597686121854094,2.592249,AKAP8L,0.5156736,1.0,0.065888144,TEX50,0.0,1.0,0.0,USP53,1.6661577,0.32171379911930803,1.9476715
SLC17A5,0.33104995,4.1093098444897634e-16,8.439779,COL8A1,2.315787,1.0,0.30072305,MEX3C,0.60388154,0.0012017283272353191,3.7568512,TLE5,0.6060172,0.005980927970835457,3.0740676,HNRNPA0,0.49233422,0.6006651804540287,1.147355,GCLM,0.7673104,5.107308959127727e-35,12.552245,CDCP1,0.6900855,0.4634666285655828,1.6514037,E2F3,0.40950385,0.04649111338189822,2.587503,PDK1,0.917191,1.0,0.06544889,MTNR1B,0.0,1.0,0.0,NEK1,0.80665785,0.3219211246889943,1.9472461
PRDM1,0.7352782,4.4100453388208346e-16,8.431437,PRAM1,0.9237006,1.0,0.30051836,TIAL1,0.4249777,0.0012218520289296797,3.752498,METTL26,0.78328747,0.00604469312796772,3.0707154,MTF2,0.69778454,0.6052114045336319,1.1422808,DNAJB12,0.50051874,5.133507998562025e-35,12.551783,AHCY,0.50314355,0.4640407838304216,1.6505587,GYPC,0.4039061,0.04649138086321407,2.5874093,THAP5,0.38982546,1.0,0.06446057,HEPHL1,0.0,1.0,0.0,FLNA,0.59535944,0.325154419180331,1.9419065
MMP24OS,0.37686357,4.530400738088047e-16,8.428202,POSTN,0.7107034,1.0,0.30034158,NUP62,0.53619057,0.001229486636229292,3.75084,KLHL15,1.0830185,0.006227545099080423,3.0614307,CHTF18,2.324892,0.6054609959533251,1.1419489,HACD4,0.8094696,5.433254255269282e-35,12.547231,NAE1,0.6556378,0.46445319432736615,1.6500033,CEACAM5,3.2839286,0.046907061192858326,2.5835168,CSDE1,0.86413306,1.0,0.0639115,GSTA2,0.0,1.0,0.0,CHST12,1.0675418,0.32515473679748047,1.9417576
SLC9A6,0.57703924,4.591048969869028e-16,8.426561,ZNF548,1.3144702,1.0,0.2990763,ADI1,0.3701058,0.0012386872171598277,3.7485836,FOPNL,0.84018415,0.006321341488733945,3.0568118,LBH,1.07393,0.6058205479559565,1.1415063,PDCD10,0.33755136,5.636050780540984e-35,12.5442705,ELMO1,0.35574484,0.46562708720717827,1.6485307,ITGA7,3.963759,0.04746966646671785,2.579035,MIS12,1.0586418,1.0,0.06380168,SPACA4,0.0,1.0,0.0,ATPAF1,0.7600648,0.32767027427017864,1.9373965
MT-ND3,0.4768774,5.125370305808024e-16,8.413497,ETNK1,0.823381,1.0,0.2990763,CNOT11,0.55291086,0.0012470996648980606,3.7467887,SLC43A1,2.4205146,0.0063390859051302515,3.055831,CREB3L2,0.65327287,0.6059760590082398,1.1412692,AP1G1,0.3839835,6.060964409603488e-35,12.538338,MROH6,1.3394727,0.465896455751784,1.6480076,LRRC8D,0.47055566,0.047918689210957814,2.575049,VHL,1.5459659,1.0,0.06380168,ZPLD1,0.0,1.0,0.0,TPRG1L,0.9198543,0.32828602876911367,1.9362265
RNF149,0.31928897,5.166415895975709e-16,8.4124775,MDN1,1.5318046,1.0,0.29796913,PIH1D1,0.6786529,0.0012811403739932563,3.7398317,CCND1,1.5421567,0.0063577764657579625,3.0549014,AP1S3,1.9119426,0.6133051748779799,1.1319035,SLC3A2,0.45080158,9.372575905907858e-35,12.503683,CCNE1,2.146803,0.465896455751784,1.6479995,PUF60,0.23407693,0.048641770801663924,2.5692239,TRMT5,0.57097113,1.0,0.06374678,TLE7,0.0,1.0,0.0,A4GALT,2.1401532,0.32828602876911367,1.9361414
TSC22D1,0.35473976,5.216616559969653e-16,8.411261,SPAG5,0.9331236,1.0,0.29793194,POFUT2,0.79775083,0.0013266642704802148,3.7305613,RNF139,0.7397228,0.006458489929044724,3.0500906,RIMKLB,1.1993582,0.6140074782731221,1.130718,UBE2G1,0.5934463,9.809117717692054e-35,12.500007,LPGAT1,0.41377145,0.4662357166313913,1.647396,AATF,0.27798212,0.04875657622998148,2.5683155,FBXO22,2.3984363,1.0,0.063636966,RGS21,0.0,1.0,0.0,CYP2U1,2.6764126,0.32958296670342635,1.9342906
BMPR2,0.41962782,5.382438402611384e-16,8.407506,NEURL4,1.6459221,1.0,0.29729927,RAB13,0.33164117,0.0013723355433933732,3.7215414,GAMT,2.9044135,0.006476399308641744,3.0490713,RDM1,4.4977818,0.614539285934805,1.1299198,COMMD6,0.35573578,1.0945173860438499e-34,12.491234,KDM3B,0.48483407,0.4669847152909805,1.6461486,PSMD7,0.2662907,0.04951064746451885,2.562259,SENP3,0.47578296,1.0,0.06352715,WNT16,0.0,1.0,0.0,SMAD1,1.8253921,0.3309007730965486,1.9322697
SLC7A8,1.1785679,5.478528201283068e-16,8.405347,ZNF879,2.4124205,1.0,0.29603398,SPAG9,0.40925,0.0013811902001488617,3.7197237,PRRC2A,0.73172635,0.00648541723729597,3.0485594,LRP4,0.5159251,0.614539285934805,1.1298645,NUP188,0.39790472,1.115653837481766e-34,12.489655,AMIGO2,0.38133618,0.46704540748115136,1.6458025,UAP1L1,0.82109636,0.05102226733568401,2.5505152,ZNF143,0.363508,1.0,0.06314281,SBK1,0.0,1.0,0.0,CRELD1,1.0128026,0.33590152974336895,1.9244411
ACTR2,0.3556411,5.674917255625729e-16,8.401129,LRRC37A3,2.1770535,1.0,0.29497337,SEC22A,1.5010527,0.0013872174970157264,3.7184303,ANKRD35,3.5025089,0.006506995731857585,3.0473738,S100PBP,1.0413023,0.6152821992612899,1.1290424,HSPD1,0.5016521,1.3877955401338594e-34,12.4722185,BLOC1S5,0.89138037,0.46974634896259976,1.642479,STAG2,0.2949311,0.05140273205376245,2.5475588,DNAJB6,1.0631363,1.0,0.061879948,TNN,0.0,1.0,0.0,SLC35B2,1.1089114,0.3381849321191165,1.920612
