Cluster,Gene,Score,Adjusted p-value
4,CMPK1,-15.355083,4.098842229519075e-52
4,RIF1,-15.377317,2.9104712933785066e-52
4,DNAJA3,-15.377895,2.8865910345280107e-52
4,DOK2,-15.379772,2.806084751991455e-52
4,SPRY2,-15.3804655,2.7781357673505924e-52
4,DEPDC1B,-15.385283,2.5806705701237428e-52
4,COX4I1,-15.388978,2.4391956066023092e-52
4,NSMCE1,-15.396595,2.171290633598505e-52
4,TTC7A,-15.397448,2.1443509679420474e-52
4,MPHOSPH6,-15.399754,2.070673731199288e-52
4,ANKRD28,-15.4036045,1.9523162552818404e-52
4,UBTD2,-15.420097,1.5146213573917543e-52
4,SLC11A2,-15.451797,9.286092232119042e-53
4,RTCB,-15.461082,8.051055558970675e-53
4,NSA2,-15.469518,7.067487873557068e-53
4,NAXE,-15.47198,6.807095990393261e-53
4,OTUD4,-15.472575,6.749142014518973e-53
4,PON2,-15.47511,6.49311939085182e-53
4,VMA21,-15.47678,6.331268789754678e-53
4,CORO1B,-15.487245,5.384441067380625e-53
4,GATA2,-15.487586,5.359720427293002e-53
4,ITPK1,-15.498453,4.532461807136728e-53
4,DHX30,-15.506414,4.0070081553494444e-53
4,PCNA,-15.509196,3.839845979265289e-53
4,SRSF2,-15.515873,3.4630420335008726e-53
4,SMC3,-15.518289,3.3374881897446324e-53
4,AAMP,-15.535482,2.5545000598091225e-53
4,NFYB,-15.536985,2.4988755420972095e-53
4,RAB7B,-15.555977,1.8590844846650637e-53
4,GSPT1,-15.557544,1.8154249649183463e-53
4,TBL2,-15.567845,1.5487964966498202e-53
4,AIMP1,-15.571557,1.4625399755777696e-53
4,FPGS,-15.578062,1.3229651681641556e-53
4,SLC39A6,-15.580192,1.280533710983635e-53
4,STK39,-15.584088,1.2056540244409919e-53
4,PTBP1,-15.597115,9.846651343288112e-54
4,EMG1,-15.626309,6.239693727038169e-54
4,SDC4,-15.638941,5.121154784395595e-54
4,PTTG1,-15.641857,4.895418155120691e-54
4,CCNI,-15.651236,4.233939112194114e-54
4,MTHFD1L,-15.662279,3.5617241187730955e-54
4,RACK1,-15.664901,3.4203481378503186e-54
4,NSMAF,-15.667018,3.31067743604361e-54
4,MICALL2,-15.6855755,2.4739028254415162e-54
4,CD81,-15.687523,2.4026360779949221e-54
4,OXCT1,-15.687996,2.3865261795354858e-54
4,KPNA2,-15.692663,2.2189817741898896e-54
4,GNB4,-15.726398,1.3042960769980733e-54
4,U2SURP,-15.731508,1.2040631895245449e-54
4,LSM8,-15.7353,1.1348900285304217e-54
4,SOGA1,-15.736608,1.1124983753238172e-54
4,SIGLEC6,-15.739004,1.0719269172123509e-54
4,RBBP7,-15.747185,9.426044611271046e-55
4,PPIB,-15.753673,8.513128938118526e-55
4,TMEM160,-15.755837,8.232495056673625e-55
4,DSN1,-15.759184,7.813728756971982e-55
4,POLR3K,-15.770604,6.535899394288095e-55
4,DBNDD2,-15.774268,6.172019459463822e-55
4,TMEM165,-15.797029,4.312412779959723e-55
4,CTBP2,-15.806921,3.691499023951278e-55
4,ELAC2,-15.815539,3.2218369205932076e-55
4,TRAP1,-15.847601,1.9369198013301584e-55
4,NUP88,-15.8481865,1.9203842440290867e-55
4,RNF5,-15.860829,1.5726291165794676e-55
4,DDOST,-15.878232,1.1927111569478988e-55
4,FASN,-15.879245,1.1744885256763034e-55
4,JMJD8,-15.89305,9.430695039515954e-56
4,QARS,-15.91827,6.3091014881811945e-56
4,SIVA1,-15.923245,5.831171289454972e-56
4,XPOT,-15.93744,4.65726683569754e-56
4,ORC6,-15.94549,4.097381131368586e-56
4,RCC1L,-15.945721,4.085315009873315e-56
4,FANCA,-15.952596,3.662179467072965e-56
4,USP12,-15.953944,3.586620664649862e-56
4,DSTN,-15.957379,3.397100776469833e-56
4,PRDX1,-15.962829,3.1153933657258015e-56
4,VDAC2,-15.968384,2.8521394020608476e-56
4,R3HDM1,-15.974769,2.5765176056393095e-56
4,MAK16,-15.979734,2.3810414018217823e-56
4,NIBAN2,-15.985469,2.173380605135838e-56
4,SMIM19,-15.99608,1.8343437925388852e-56
4,GNL2,-16.001945,1.6707031703239963e-56
4,C7orf50,-16.012522,1.410614338927979e-56
4,NCR3LG1,-16.016457,1.3261248567491804e-56
4,PPAN,-16.031366,1.0441324352196548e-56
4,HS2ST1,-16.03857,9.31896429112158e-57
4,CDK5RAP2,-16.044096,8.532153606817151e-57
4,GINS1,-16.055807,7.075726832981812e-57
4,LIPA,-16.060732,6.5406404143124e-57
4,ATF3,-16.063848,6.22462905776247e-57
4,RNF4,-16.064554,6.158908790669536e-57
4,TPGS2,-16.076807,5.069635615083591e-57
4,LEO1,-16.079378,4.867146973728715e-57
4,GCLC,-16.082542,4.635430869087495e-57
4,DHFR,-16.093704,3.876687266427888e-57
4,ALAS1,-16.102406,3.370707396572174e-57
4,GANAB,-16.10399,3.2879974592992296e-57
4,KDSR,-16.104198,3.2794498670291475e-57
4,PRPF40A,-16.11795,2.6274999953408957e-57
4,HCFC1,-16.130735,2.137989002253273e-57
4,FAM174C,-16.132826,2.068418156323289e-57
4,NANS,-16.134752,2.0064070537579042e-57
4,TRIM44,-16.13808,1.9025395466134453e-57
4,TDRD3,-16.149078,1.5931907501410064e-57
4,SAE1,-16.150543,1.5570143599282807e-57
4,VAT1,-16.151047,1.54551134132057e-57
4,KDM1A,-16.151287,1.5406964052013939e-57
4,RDH11,-16.154701,1.4588652604054423e-57
4,HLTF,-16.170095,1.1372997282286472e-57
4,ITPR2,-16.178032,1.000579077551612e-57
4,CCDC14,-16.18128,9.498889986638656e-58
4,MBD2,-16.188982,8.388165636172541e-58
4,FN3KRP,-16.209612,6.0022764393749855e-58
4,ACP1,-16.214952,5.5069477217736476e-58
4,TPRKB,-16.221111,4.985478282372634e-58
4,TMX2,-16.228977,4.392786636592385e-58
4,CTPS1,-16.242786,3.5130134846054836e-58
4,CENPJ,-16.25986,2.6611230307771606e-58
4,CDK2,-16.267809,2.340835185198337e-58
4,TMEM138,-16.268478,2.3172362003007432e-58
4,E2F1,-16.307285,1.2305705632939826e-58
4,MDH2,-16.32103,9.833385896472199e-59
4,RRP36,-16.345444,6.595101753710419e-59
4,LY6E,-16.363943,4.875391106418377e-59
4,UAP1,-16.380007,3.7531023967839435e-59
4,DUS1L,-16.38385,3.5259782746023823e-59
4,BRI3BP,-16.39715,2.8375165229659976e-59
4,KIF20B,-16.400797,2.6743185863541392e-59
4,CARNMT1,-16.411764,2.23425108416062e-59
4,NCOA4,-16.421324,1.9101380467301207e-59
4,PPP1R7,-16.424305,1.8199812364877905e-59
4,SLFN11,-16.426071,1.7691545182898383e-59
4,MTA1,-16.430742,1.6392802256252675e-59
4,BTF3L4,-16.43728,1.4728612647082588e-59
4,PLPP3,-16.44106,1.386034866868734e-59
4,CHPT1,-16.461802,9.848457586917733e-60
4,CD63,-16.462807,9.69386149005963e-60
4,TMEM248,-16.477512,7.608062608729682e-60
4,H2AFX,-16.509575,4.478318534277525e-60
4,TNIK,-16.522978,3.5889953930833673e-60
4,ISOC1,-16.53587,2.902516718038793e-60
4,MTR,-16.575659,1.5044648867325994e-60
4,COX20,-16.577702,1.4553911393653343e-60
4,SPCS1,-16.588984,1.207196375774281e-60
4,CRELD2,-16.591068,1.1669180487351154e-60
4,NFIC,-16.591328,1.1628409153489201e-60
4,PRXL2A,-16.601282,9.859521072637733e-61
4,CLPP,-16.60183,9.777926637935909e-61
4,CLUH,-16.615532,7.8000197400305e-61
4,CERS6,-16.636309,5.519382786483572e-61
4,PEBP1,-16.66958,3.1677695800478854e-61
4,MGLL,-16.678358,2.7394854141123543e-61
4,WDR46,-16.697971,1.9740568166007875e-61
4,SARAF,-16.699982,1.9101778792852774e-61
4,GYPC,-16.701616,1.8600737638865647e-61
4,BIRC5,-16.70181,1.855544976360189e-61
4,H1FX,-16.703606,1.8019678231232554e-61
4,POLQ,-16.707495,1.6909688475601727e-61
4,HMGN5,-16.718111,1.4163298320753738e-61
4,PPRC1,-16.724329,1.2770112283644529e-61
4,EIF3L,-16.725693,1.249150817527846e-61
4,MPHOSPH10,-16.735325,1.064353141658448e-61
4,SUV39H1,-16.742094,9.507383085128648e-62
4,PHGDH,-16.75119,8.166141430994259e-62
4,PRDX4,-16.75624,7.507527321507426e-62
4,HDLBP,-16.761677,6.857177848607578e-62
4,IFRD2,-16.762728,6.74245088240581e-62
4,SREBF1,-16.800846,3.55714355314352e-62
4,DNAJB11,-16.805569,3.2875203842465885e-62
4,IMPDH2,-16.811382,2.9828504728390916e-62
4,BTG3,-16.815037,2.8068549335896286e-62
4,EXOSC9,-16.816448,2.7430475462896e-62
4,STIL,-16.818739,2.6411525437329516e-62
4,SCARB1,-16.829285,2.2140473903654592e-62
4,C16orf58,-16.852013,1.5104403306599955e-62
4,SDHB,-16.85469,1.4447207742918226e-62
4,ZNF367,-16.867456,1.165986509656055e-62
4,DHX9,-16.873934,1.0457769965115797e-62
4,CYP1B1,-16.88087,9.306223242947751e-63
4,RUVBL2,-16.882149,9.114423174128203e-63
4,TMEM14C,-16.885283,8.650289846840721e-63
4,CENPK,-16.89203,7.721811861497773e-63
4,TMEM258,-16.89572,7.259928570915132e-63
4,NEMP1,-16.896902,7.127735064107277e-63
4,KIF23,-16.911526,5.571082565084764e-63
4,RNPEP,-16.912077,5.523734858150815e-63
4,ESPL1,-16.915548,5.212055939206907e-63
4,RABL6,-16.917952,5.007958550958524e-63
4,FBXO5,-16.918236,4.987992920736142e-63
4,UBE2I,-16.920938,4.7683627866643925e-63
4,ATP5F1D,-16.929974,4.0934373767194645e-63
